,utterance_id,utterance,labeled_utterance,avg_labeled_utterance
29,u219520,He gave her the job on her uncle's recommendation.,1.0,1.0
30,u141015,"And these cameras are positioned on rocks on the sides of the glaciers,",1.0,1.0
31,u32726,"After a nap at noon, I found it lying there conspicuously -- slanted and almost motionless.",4.0,4.0
32,u13042,We're going to lie in the sun and roast for two weeks.,1.0,1.0
33,u107874,"is what people think right now, is the outcome.",5.0,5.0
34,u126170,because all you have to do is press the keys at the right time.,5.0,5.0
35,u198666,and thousands of people were streaming down the stairs.,3.0,3.0
36,u146148,and so on and so on and so on --,5.0,5.0
37,u205206,"who didn't believe that the symptoms weren't matching up,",5.0,5.0
38,u49967,"Provide Project Head and BG Financial Management with monthly reporting, actuals VS budget for project expenses.",1.0,1.0
39,u183427,at a time when there was no smallpox program.,4.0,4.0
40,u3295,"This is sanctified ground, and we may not tread upon it.",2.0,2.0
41,u4218,"He is nothing but a hypocrite, pretending that he knows nothing about it.",2.0,2.0
42,u41145,"One might see, now, some of the chief characteristics by contrast.",4.0,4.0
43,u214895,The city inaugurated the clean-air campaign with a bicycle parade.,1.0,1.0
44,u195429,"And yet, that's a really important practical view of the world.",3.0,3.0
45,u218087,It is reported that some modern monks are using computers.,2.0,2.0
46,u114173,"This is the tower in the middle of the rainforest, from above.",1.0,1.0
47,u133892,we were able to have them analyzed -- to have DNA profiling done --,3.0,3.0
48,u112489,Here we go. And those are just the beginning.,4.0,4.0
49,u33324,In the final semester students will be involved full - time in their individual project.,1.0,1.0
50,u103166,"This woman came up to me after the screening and said, ""You know,",5.0,5.0
51,u105538,and I've turned it into a new balance sheet for just a moment here.,4.0,4.0
52,u157530,"and I say, ""Look, I'm going to be castrating some lambs,",1.0,1.0
53,u183056,"It was, for me, one of the most difficult things I'd ever done,",1.0,1.0
54,u14481,"If we pool our ideas, we may be able to produce a really good plan.",2.0,2.0
55,u6426,"He was supposed to give us advice, but all he came up with were airy-fairy ideas.",2.0,2.0
56,u108754,And I want to tell you a quick story about 1999 --,1.0,1.0
57,u216628,Relation between the two countries has reached a crisis point.,3.0,3.0
58,u116976,"And then they leave, and the machine spits up more coins and peanuts,",2.0,2.0
59,u215898,This will lull them into a false sense of security.,2.0,2.0
60,u24740,They gave me to make up my mind in a week.,2.0,2.0
61,u72296,We don't take any upfront payments and have a no win no fee policy.,1.0,1.0
62,u173263,"is that you translate this pattern of activity into a new pattern of activity,",4.0,4.0
63,u65392,Methods Reciew the data of 24 hours dynamic electrocardiogram (DCG) in 1 124 eldarly patients.,1.0,1.0
64,u192224,My issues are to try to get to rescuing,4.0,4.0
65,u195297,They got someone to come in and saw off the shoes.,4.0,4.0
66,u176458,a shared sense of responsibility for the success of the common enterprise,1.0,1.0
67,u177494,and felt in awe when you found something new.,4.0,4.0
68,u51102,Wealth managers seem to treat you differently when you are an entrepreneur.,1.0,1.0
69,u138540,And there weren't a lot of books about the history of design,1.0,1.0
70,u146758,and I have friends who make little independent films like I make.,1.0,1.0
71,u83137,"In steadInstead, some of these children attend what are known as non - formal or informal schools.",1.0,1.0
72,u171943,how many new examples of malware we find every single day.,1.0,1.0
73,u53906,Open - angle glaucoma often has no signs until it reaches an advanced stage.,1.0,1.0
74,u103164,we feel this power that we need to --,5.0,5.0
75,u182339,that sort of make it almost impossible to think straight,4.0,4.0
76,u47130,The antigen - detecting RIE for human rabies vaccine was established and optimized.,1.0,1.0
77,u131910,It was one of the best issues ever. And they talked about the neuron,4.0,4.0
78,u152720,The universe is tiny; it's smaller than an atom.,1.0,1.0
79,u133590,"by doing more of what I've asked them to do"" --",4.0,4.0
80,u87632,"to tell you the truth, I was just thinking of that.",3.0,3.0
81,u188277,"we'll be denying those people an indefinite life span,",3.0,3.0
82,u43931,Could you tell me the difference between a savings account and a checking account?,1.0,1.0
83,u125370,people who were going to school in the late '60s --,5.0,5.0
84,u5118,The quick action of the firemen saved the building from being burned down.,1.0,1.0
85,u97035,He tasted it and fell in love with it.,2.0,2.0
86,u206004,"Ashdown's third law is that in the modern age,",5.0,5.0
87,u215950,He won by a majority of two: the vote was seven to five.,1.0,1.0
88,u51702,Most Filters can be configured to do seperate DSP on each Channel.,1.0,1.0
89,u75352,The study did not test larger or noise - canceling headphones.,1.0,1.0
90,u154349,that the African is not capable of governing himself.,1.0,1.0
91,u111650,"I've been told by the Revolution of Military Affairs crowd for years,",4,4.0
92,u14733,There is a royal proclamation of the birth of the prince.,2.0,2.0
93,u34759,Ambrosch shrugged his shoulders and sauntered down the hill toward the stable.,1.0,1.0
94,u120882,that would help us build a case for the authorities,4.0,4.0
95,u58292,The atoms of the different chemical elements are different aggregations of atoms of the same kind.,1.0,1.0
96,u51025,"No preservatives, no artificial colours or flavours, no added sugar or salt dairy.",1.0,1.0
97,u95601,"and that gave rise to this whole myth, which you've probably heard.",4.0,4.0
98,u159342,"but some of you, horribly enough, are going to die in an accident.",2.0,2.0
99,u175209,"we are going to get the results that we are seeing,",2.0,2.0
100,u140191,"I have questions with the values of Newtonian science,",1.0,1.0
101,u3290,"If we have not achieved our early dreams,we must either find new ones or see what we can salvage from the old.",1.0,1.0
102,u29340,The unusual arrangement will give London - based GSK 85 percent equity and New York's Pfizer the remainder.,1.0,1.0
103,u159002,Now I know there's been a whole lot of hype,3.0,3.0
104,u136059,But were you conscious of memorials? The Vietnam Memorial?,3.0,3.0
105,u63908,"And when you're done with those, you could refill it with new titles.",4.0,4.0
106,u92144,The designs discovered by the process of natural selection,2.0,2.0
107,u171877,"has swept through the primeval Hemlock forest of the east,",4.0,4.0
108,u187596,"""You're too smart to die and I don't want it on my conscience,",3.0,3.0
109,u176299,we can actually change how our genes are expressed.,2.0,2.0
110,u16470,He hated being stuck in the sour job but couldn't find another.,1.0,1.0
111,u98847,"If you look, for instance, at how lasers work,",2.0,2.0
112,u80503,One of the teachers really has it in for Charlie — she shouts at him all the time.,2.0,2.0
113,u171709,and it might kill untold amounts of sea life in the process.,4.0,4.0
114,u67892,The day which welcome everyplace area City to have property dint in the meantime act for sale with the porcelain and ceramics cooperation of wholesale dealer.,5.0,5.0
115,u122234,that the species could go extinct in the wild,3.0,3.0
116,u200418,"And what was I -- you know, how are you going to say anything?",4.0,4.0
117,u176246,"For me, this kind of personifies this connected world,",4.0,4.0
118,u9231,"An official visit for the purpose of inspection or examination, as of a bishop to a diocese.",1.0,1.0
119,u109282,"JH: Well, I wish you the best of luck with it.",3.0,3.0
120,u26742,About half of the Golmud - Lhasa 19 section was built over permafrost.,1.0,1.0
121,u158823,"And she could see that these were the square numbers up until about six,",2.0,2.0
122,u87563,This cement was first patented in 1824 but it was not in wide use until the beginning of the present century.,2.0,2.0
123,u61809,The Joukowski airfoil problem is the simplest application of conformal mapping to airfoil design.,2.0,2.0
124,u66181,How long did it take you to recuperate completely from your operation?,1.0,1.0
125,u217930,Fate decreed that he should travel long and far.,2.0,2.0
126,u20553,Each one of us is all alone at some point in our lives.,1.0,1.0
127,u190487,"to explore it and investigate, one, if it's the right mountain,",5,5.0
128,u125157,"Google. I can't remember my phone number, I'll just ask Google.",1.0,1.0
129,u178329,to do something that they don't want to do.,1.0,1.0
130,u49305,Bimbos had become major role models for young girls everywhere (Ellen Goodman),4.0,4.0
131,u194818,Is it even possible? What kinds of controls should we do?,4.0,4.0
132,u81454,"Cutting layer from the junction of non - cutting layer which cut resistance, carrying capacity, glazing effect increased.",4.0,4.0
133,u182051,"It's like a coffin, it basically sends all the sound,",4.0,4.0
134,u198869,"And so I managed to fly the balloon down through the clouds,",2.0,2.0
135,u174477,"when they were no longer there to protect me,",5.0,5.0
136,u47126,Lee Hom sang crowd favourite Big City Small Love accompanied only by his acoustic guitar.,1.0,1.0
137,u196074,but T20 is going to be the next missionary in the world.,4.0,4.0
138,u20350,"He delved further into lung development, spending his study leave in 1971 in a lab in the old Radcliffe observatory in Oxford.",2.0,2.0
139,u162980,"And I guess I better skip all the rest of this, which are some details",2.0,2.0
140,u155863,"I bought a Mac about two years ago, I converted over,",1.0,1.0
141,u139359,But all of the people who I've spoken to,5.0,5.0
142,u201479,you cannot replace a teacher with a machine -- it's impossible.,1.0,1.0
143,u49393,Dauber: Do you earn a living as a film - maker?,1.0,1.0
144,u189511,"whether the ant comes back out, and what it does when it comes back out.",4.0,4.0
145,u61829,Such a display has never been seen before / never before been seen.,3.0,3.0
146,u179211,And that is 10 times longer than it took the mammals,5.0,5.0
147,u167390,"Well, it's ideas -- not worms -- that hijack our brains.",2.0,2.0
148,u215036,It bothers me that he can be so insensitive.,2.0,2.0
149,u80709,The problem is almost as bad in China. The Chinese are using U.,5.0,5.0
150,u120453,"based on the number of ticket sales they had,",5.0,5.0
151,u162033,"David Milch, creator of ""Deadwood"" and other amazing TV shows,",2.0,2.0
152,u91531,I was thrilled I was going to see all my family and my friends.,1.0,1.0
153,u29795,He wanted to sail boat alone but his parents wouldn't wear it.,4.0,4.0
154,u84290,This method has been used in the amalysis of the sectional image of sinter real - time operation.,2.0,2.0
155,u57126,Placing adult beetles on moist blotting paper overnight may increase egg production.,1.0,1.0
156,u35068,"So instead of making poor decisions with your credit card, save it for emergencies only.",1.0,1.0
157,u6504,Beethoven is regarded as one of the immortals of classical music.,1.0,1.0
158,u205293,"This seems weird to us, because each of us",5.0,5.0
159,u75661,He is a man that we all all wish to learn.,4.0,4.0
160,u81119,This assistant system is based on the non - contact visual tracking technology.,1.0,1.0
161,u86205,The stock markets in some Western countries were going down badly.,2.0,2.0
162,u60395,"Pull - push technology is a network technology providing timely, active and customized services.",1.0,1.0
163,u139620,And afterwards we convened at the President's House with Dr. Robicsek,3.0,3.0
164,u12245,The numbers are not in sequence; they are all jumbled up.,1.0,1.0
165,u185928,"I hear it and what strategy they are doing, what they are planning.",4.0,4.0
166,u142140,"This is a nurse using a very simple -- as you can see -- plasticine prototype,",2.0,2.0
167,u171436,And this is exactly the symbol of our world.,4.0,4.0
168,u25420,The second study convenience sample of 372 chronically ill Taiwanese and confirmatory factor analysis was conducted.,1.0,1.0
169,u192217,"Just as the brain came out of chaos at the beginning,",5.0,5.0
170,u156578,"But, actually, there is a thing, just as there are Veblen goods,",4.0,4.0
171,u467,I shook my head and held up five fingers indicating that I was willing to pay $5.,1.0,1.0
172,u7792,If you do you can look out some from my stamp collection.,3.0,3.0
173,u17541,The archaeologists found some traces of an ancient civilization in that area.,2.0,2.0
174,u150695,"In some sense, there has to be something like us.",4.0,4.0
175,u110241,"I don't know if you've ever been to a Jewish wedding,",4.0,4.0
176,u114523,"OK, so what can we learn? These robots are of course",5.0,5.0
177,u51190,The two nations often have touted their potential to join forces.,1.0,1.0
178,u164932,Started off when the causes in the wars du jour in the '70s,4.0,4.0
179,u52286,"In this country ruled by law, few criminals can get away with their crimes.",1.0,1.0
180,u119257,there's a hundred people who work in that building --,2.0,2.0
181,u38535,"Heat engine, load your guns and get ready for racings most challenging ever invented.",4.0,4.0
182,u39666,"Though a music - lover myself, I know so little about Chinese music.",1.0,1.0
183,u38070,Avoid any temptation to employ secrecy or subterfuge in your actions.,1.0,1.0
184,u76875,"I must learn to restrain myself, eg not say what I think.",2.0,2.0
185,u173252,"The current will turn on and off at random,",1.0,1.0
186,u215261,He joined the two pieces of wood together with glue.,1.0,1.0
187,u114649,shows that if you look at the databases that were kept,5.0,5.0
188,u146469,one week try and not a single day more.,1.0,1.0
189,u5527,She won 100 and then splurged it all on new clothes.,2.0,2.0
190,u13448,The dean of the school acts as marshal of graduation exercises.,1.0,1.0
191,u168955,"I know that even though she'll be scarred for life,",5.0,5.0
192,u73072,"In the international placement was two or three times over - subscribed, no nothing.",4.0,4.0
193,u65793,"The key turns out to a sudden rearrangement of magnetic field lines, a phenomenon called reconnection.",1.0,1.0
194,u192917,"It was a very prominent building off the freeway,",3.0,3.0
195,u55115,"Halfway across the field, the farmer ploughed out some very large stones which nearly broke his machine.",1.0,1.0
196,u3522,"A lot of people would have resigned in the face of such accusations, but he stayed and toughed it out.",3.0,3.0
197,u52050,Stress - birefringence results in depolarization and also affects the laser output quality.,2.0,2.0
198,u99450,"And using this system, we can test the potency of cancer drugs.",2.0,2.0
199,u1527,The great advantage of taking medicine is that it makes no demands on the taker beyond that of putting up for a moment with a disgusting taste.,1.0,1.0
200,u77388,G. Retelling exercise: Retell some articles or English stories in our own words.,1.0,1.0
201,u161334,"say, ""No thank you. I'm not coming up for just one more nightcap. Thank you.""",1.0,1.0
202,u205427,with particles interacting at every location in all possible ways,1.0,1.0
203,u106478,Some articles even went as far as to say that skeletal muscle tissue,5.0,5.0
204,u25949,Take the following precautions to prevent injuries caused by the improper handling of compressed gas cylinders.,2.0,2.0
205,u48754,Conclusion The LC - ESI - MS method are useful to quality control of kitasamycin.,3.0,3.0
206,u85146,One may as well be hanged for a sheep as a lamb.,4.0,4.0
207,u53123,"Since then, Chiang Feng - shan of the more popular paper - cut art, it is a 25 - year unremitting pursuit.",3.0,3.0
208,u15839,These scum who fight at football matches must be severely dealt with.,2.0,2.0
209,u101631,"and I thought that I would edit from these,",5.0,5.0
210,u186562,The only thing they have in common is that they're different.,2.0,2.0
211,u109824,"And to my horror, not only had I written it,",5.0,5.0
212,u34272,Satellite photo of Europe and Africa at night on a cloudless day.,1.0,1.0
213,u100883,"you can very easily take notes, and they just get emailed automatically",1.0,1.0
214,u53438,Close supervision is necessary when any appliance is used by or near children.,1.0,1.0
215,u122607,"So I said, ""I'm going to spend a year over here.""",2.0,2.0
216,u173566,This is what he said at TED in February.,4.0,4.0
217,u135685,and we'd flip through until we found this mysterious country.,3.0,3.0
218,u138379,"and eventually, virtual reality, or something equivalent to it --",5.0,5.0
219,u118355,jury advisers standing in a room behind the mirror.,2.0,2.0
220,u148047,Now you might think that all this breaking-down of categories,4.0,4.0
221,u148739,because it'll be shaped by cultures and experiences and histories,3.0,3.0
222,u209185,You'll be in trouble if you don't watch your step.,1.0,1.0
223,u131551,Their hunters could smell animal urine at 40 paces,1.0,1.0
224,u98064,"that as well as exhibiting our reefs, what they wanted to do",5.0,5.0
225,u55987,"After all, such trends are easily observable in spheres other than language.",4.0,4.0
226,u96465,"It means: reduce your carbon dioxide emissions with the full range of choices that you make,",2.0,2.0
227,u108242,in a very short amount of time. People are moving to the cities.,1.0,1.0
228,u15102,He reached his hand out for the book I offered him.,1.0,1.0
229,u59888,"And he gave her the upper springs, and the nether springs.",5.0,5.0
230,u217224,The mountain peaks are covered with snow all year.,1.0,1.0
231,u12164,"The salesman said the car was in good condition, and I was foolish enough to fall for it.",1.0,1.0
232,u83941,The full heat of fire is house trained by small amounts of self - perception.,5.0,5.0
233,u133558,is to make ourselves as much like the prophet.,5.0,5.0
234,u23442,"The sons of Gershon; Libni, and Shimi, according to their families.",1.0,1.0
235,u42466,"Early enthusiasm among access providers, such as EarthLink and even Google, has faded.",2.0,2.0
236,u120847,"He gasps to the operator, ""My friend is dead.",1.0,1.0
237,u219141,Wearing dark glasses can protect your eyes from the sun.,1.0,1.0
238,u24274,"Mathematics Competition was awarded in mid - award winning group, Jiaxing City, including two Walker Singshih first.",4.0,4.0
239,u103638,you'll overplay it because you don't feel like it's in your control.,3.0,3.0
240,u26411,"As parental absence increases, youth's involvement in school, church, and community organizations and programs becomes crucial.",1.0,1.0
241,u210973,If I cop you cheating again you'll be in trouble.,2.0,2.0
242,u46875,By putting the seven great nails on the narrow paths of samsara and nirvana.,5.0,5.0
243,u180413,and then slowly slow itself down and touch down on the ground safely.,1.0,1.0
244,u162756,"And I had songs, I had a playlist in my head --",1.0,1.0
245,u8652,The member of the group is given a detailed tour itinerary by the courier.,1.0,1.0
246,u149242,that influenced some people to think we were onto something.,5.0,5.0
247,u109731,of course she would think all her grandkids were special.,2.0,2.0
248,u90714,RB: It smiles. She imitates the smile. This happens a lot.,3.0,3.0
249,u197452,It feels like we might almost just be built,5.0,5.0
250,u545,The Karen had been sailing in a convoy to Russia when she was torpedoed by an enemy submarine.,1.0,1.0
251,u11536,Don't you think I'm supposed to drink a lot of fluids when I have a cold?,2.0,2.0
252,u114642,And so we ended up with this wild patchwork of regulations,3.0,3.0
253,u142731,"we know her only as Baby Lewis, somehow contracted cholera,",2.0,2.0
254,u194122,"This is a predatory mite -- just as small as a spider mite, by the way,",1.0,1.0
255,u164795,But now we have access to these kinds of data,4.0,4.0
256,u185758,something that digital photography has made a big difference for.,4.0,4.0
257,u67098,"Now suppose, per reductio, an unlimited being exists in some other world W ''.",4.0,4.0
258,u189490,"But if instead I start to meet a higher number of nest maintenance workers,",5.0,5.0
259,u138418,"because I'm about to drop some serious knowledge on you,""",2.0,2.0
260,u19484,An area of land formed or lying at the foot of a mountain or mountain range.,1.0,1.0
261,u48670,Five bildings. Two bildings are green. Three bildings are not reen. There are silver.,2.0,2.0
262,u185329,"would hate the country I live in."" That's not a pleasant thing,",4.0,4.0
263,u88312,"It was a rare showing of candor by the industry leaders, especially considering that it took place in one of the few CPPCC meetings open to the media.",4,4.0
264,u198150,"and my poor parents were trying to protect us from the embarrassment,",4.0,4.0
265,u4135,We must repeat a thousand and one times that perseverance is the only road to success.,1.0,1.0
266,u200171,"They were not related to her, but they tried to find out,",2.0,2.0
267,u189646,"You know, I think that allowing somebody, one mere person",5.0,5.0
268,u27008,"Primarily responsible for computer sales, after - sales maintenance, network installation and other companies related businesses.",1.0,1.0
269,u136857,and he goes up to him again and almost kills him.,4.0,4.0
270,u141057,for various reasons that aren't important to discuss right here.,4.0,4.0
271,u97544,"You'll notice, they've all got something that I don't.",4.0,4.0
272,u143673,"This is the main drag of Rocinha, the Estrada da Gavea,",1.0,1.0
273,u106019,I've been spending a lot of time thinking about coffeehouses,1.0,1.0
274,u208852,There is very little profit in selling newspapers at present.,1.0,1.0
275,u210165,The policeman let the driver off with a caution.,2.0,2.0
276,u72824,This follows our earlier assumption that the no - load current is assumed negligible in our calculations.,4.0,4.0
277,u162304,So this is a plant that is mimicking the first plant.,3.0,3.0
278,u100102,"just in the sagittal plane or the vertical plane,",2.0,2.0
279,u52852,The identification significance and essen - tials of hepatolenticular degeneration and hepatitis Bwere analysed.,1.0,1.0
280,u192187,And you can look in the brain of such a child and record those time constants.,4.0,4.0
281,u79853,It hopes to make an indicative non - binding bid within seven days.,4.0,4.0
282,u64182,"""Well, I like that,"" exclaimed Drouet, little realising the fire his remark had generated.",3.0,3.0
283,u170949,or you have to be on a floor -- on a high floor --,5.0,5.0
284,u181969,"cruised the museum, went all around the walls and did a lot of damage.",2.0,2.0
285,u152381,"Now, it takes time because we -- it took time for all those faults in our mind,",4.0,4.0
286,u45822,"A new law ought to be prospective, not retrospective in its operations.",1.0,1.0
287,u219627,The fund is for relieving distress among the flood victims.,1.0,1.0
288,u73055,"No moving, playing with, or using school equipment, such as computers, phones, alarm systems, locker.",1.0,1.0
289,u91823,But when we look at the positive deviants --,4.0,4.0
290,u146251,"And that made me think that, if we can get 70 percent in Afghanistan,",5.0,5.0
291,u33332,Keep final set of the Order to Show Cause forms for your records.,1.0,1.0
292,u131,"These days, people who do manual work often receive far more money than people who work in offices.",1.0,1.0
293,u117641,"It also recognizes where you're looking, your head orientation.",2.0,2.0
294,u148164,"He can't focus, but he loves walking around and getting people energized.""",1.0,1.0
295,u146503,"So when we want to learn whether a planet is habitable,",2.0,2.0
296,u144924,as an opportunity. And one last thing is that,5.0,5.0
297,u50945,"If you give me this job, I'm confident able to add value to your organization.",1.0,1.0
298,u146034,"He goes on to say that, having conquered Babylon,",5.0,5.0
299,u179978,to get the best quality health care in life.,1.0,1.0
300,u214410,That precious child of hers is really a holy terror.,3.0,3.0
301,u62771,DWIN 20 DWIN 20 D 3 D Error - Failed to query memory. Please re - start the game.,2.0,2.0
302,u12482,He did not have the initiative to start his own business.,1.0,1.0
303,u31184,A walk in the fresh air soon conjured her headache away.,1.0,1.0
304,u216705,The divisions between the various classes of society are not so sharply marked as they used to be.,2.0,2.0
305,u98137,"through The Institute for Figuring, another alternative way of doing things,",4.0,4.0
306,u95414,Think of it as a project that spans over about 10 years.,2.0,2.0
307,u63405,The story was very close to the bone and most embarrassing.,3.0,3.0
308,u139828,"who I met in Juarez, Mexico. And Esther Chavez",5.0,5.0
309,u172521,"which I'll be happy to send you, so you can really see",4.0,4.0
310,u8583,The spirit of a law is more important than its words.,2.0,2.0
311,u86140,Mary teaches us French in such a way as Juliet did.,4.0,4.0
312,u80420,"They hope for similar results with corps like tomatoes, rice, wheat and corn cotton.",1.0,1.0
313,u35783,A residence time distribution mathematic model by continuous - time Markov chain was built up.,1.0,1.0
314,u215989,I should make peace with them if I were you.,3.0,3.0
315,u13178,The implications of the new legislation will need to be looked at.,2.0,2.0
316,u33159,His final act would be a single transcendent gesture on their behalf.,4.0,4.0
317,u13332,"The minister at first declined to make a statement, but later she agreed.",1.0,1.0
318,u17464,"Mary said she hated to see Jones, or hear of the words to that effect.",2.0,2.0
319,u136902,"Well, I did this at a school in Boston",5.0,5.0
320,u75299,Most people find holier - than - thou actions in others hard to accept.,2.0,2.0
321,u52974,"IF YOU found yourself in a cocktail bar with a Neanderthal man, what would he say?",3.0,3.0
322,u104416,"Okay, we're going through the hallway here at Zappos.",2.0,2.0
323,u87797,Please accept our apologies for the inconvenience this matter has given you.,1.0,1.0
324,u5822,He works on an assembly line or he is an assembly line worker.,1.0,1.0
325,u166079,is that we actually don't know our preferences that well.,2.0,2.0
326,u49724,No sooner were the pieces of charcoal rubbed against the glass rod than electricity appeared on the rod.,1.0,1.0
327,u49912,"Our company actualizes international stratagem, Looking for agency abroad and establishing strategic business partner relationship.",2.0,2.0
328,u213676,Get lost! I do not want to see you anymore!.,1.0,1.0
329,u29463,Someone at the club said that they were often there together.,3.0,3.0
330,u29530,"In this paper, a multiple objectives decision - making screening model is introduced.",1.0,1.0
331,u34285,The Model S comes packed with 3 G wireless internet and HD and satellite radio.,1.0,1.0
332,u55094,She told him pretty nearly all the secrets of her married life.,1.0,1.0
333,u176923,but still can put your work to the highest possible level.,5.0,5.0
334,u79529,Rhea by and watched as her children were devoured one by one.,1.0,1.0
335,u217798,We shall go from London to Washington via New York.,1.0,1.0
336,u186299,"or what is this story about. And if you try too hard,",5.0,5.0
337,u110775,"As we nurture the natural environment, its abundance will give us back even more.",2.0,2.0
338,u216490,Is that the sound of cannon or the beat of my heart?,4.0,4.0
339,u106166,"So they went back, and they thought about it.",4.0,4.0
340,u44668,The company last week moved to dispel the reports a denial.,1.0,1.0
341,u112639,"At the time my patient posed this question to me,",5.0,5.0
342,u102833,"And when I went back to research this, I realized",5.0,5.0
343,u166641,That was the main sort of technology area in the building.,3.0,3.0
344,u78557,FIC reveres the flavor by adding fragrant vanilla beans to a custard base ice cream.,1.0,1.0
345,u106366,"Today I want to talk to you about the future, but",5.0,5.0
346,u195122,"I mean, if it just gives you a comparison of --",5.0,5.0
347,u44919,Students are required to finish the test paper within two hours.,1.0,1.0
348,u144409,in case there is no cease-fire the day after.,4.0,4.0
349,u167627,"was less about trust and more, frankly, about coercion.",4.0,4.0
350,u61115,"Finally, the sparrow was shot by an exterminator with an air rifle.",2.0,2.0
351,u174808,These pictures mean more to me than you know.,3.0,3.0
352,u80016,I want to acknowledge so many people that made Erin Brokovich ERIN BROKOVICH.,3.0,3.0
353,u192137,They are all remodeled. They all become specialized for the task at hand.,3.0,3.0
354,u170930,"And what I'm going to focus on, as I come to conclusion here,",3.0,3.0
355,u11407,Perhaps you and I had better change over; you are more experienced.,2.0,2.0
356,u199549,which frankly is one of the biggest users of fuel,5.0,5.0
357,u47763,Domain names is not our business but a new way to earn on reselling.,1.0,1.0
358,u74920,"There are three purity measuring methods of accelerator NOBS: potentiometric titration, indicator titration and liquid chromatography.",1.0,1.0
359,u106426,which was just one of the most amazing experiences of my life.,5.0,5.0
360,u85663,The workers reached against the capitalists' ruthless exploitation by holding strikes.,2.0,2.0
361,u65168,"Bootie - Gear (nuts, cams, etc.) that was left behind a climb by the previous party.",1.0,1.0
362,u144351,Maybe God isn't an agent like all of us are agents.,2.0,2.0
363,u138345,"which are temporal phenomena that can only be represented through time,",5.0,5.0
364,u201358,"But in fact, if that's how you always were you'd never get any work done",3.0,3.0
365,u156209,"there's blue pen, red pen, green pen, black pen.",1.0,1.0
366,u129925,or if Maria Callas debuted as Tosca at 17?,4.0,4.0
367,u211898,The light of a candle is dimmed by sunlight.,1.0,1.0
368,u20107,The measures will enable us to double our output of bicycles.,1.0,1.0
369,u129221,that there is a king cobra looking over our shoulders.,4.0,4.0
370,u68269,This is the 1st time I meet him and i adopt him as my pet from that day onwards.,1.0,1.0
371,u63650,People used to light bonfires and perform ceremonies to encourage the sun's return to them.,2.0,2.0
372,u191823,which is a long way to go for some lichens.,5.0,5.0
373,u57598,[Foreman] We ran some tests and the results point toward sarcoidosis.,1.0,1.0
374,u98124,"lead to new things like giraffes, or orchids --",5.0,5.0
375,u197901,? Let me share my happy loving smile with you. ?,1.0,1.0
376,u131963,"and it's going to have tremendous benefits to society,",4.0,4.0
377,u196755,I'd seen drawings you had presented here at TED.,2.0,2.0
378,u83663,The second part includes the analysis to automobile service market and Orient Company's internal ability.,1.0,1.0
379,u80023,Distribution according to work is socialist economy allocates a principle basically mediumly.,3.0,3.0
380,u204781,"even though our economy has gone up 80 percent, per capita.",4.0,4.0
381,u98649,We're learning that they probably have a language in the wild.,4.0,4.0
382,u81487,"It is strong adhesive, non - toxic, formaldehyde free, non - corrosive, non - flammable and belongs to non - dangerous.",1.0,1.0
383,u191528,"And basically, it's a system made of two components --",4.0,4.0
384,u179486,"It could help you set goals and track your progress,",2.0,2.0
385,u184935,that results in them not having to fight the whole time.,5.0,5.0
