,message_id,informativeness,constructive_feedback,author_revelation,comprehensibility,detail_level,explicitness,context_dependence,persuasiveness,logical_reasoning,anecdotal_reasoning,right_wrong,tradition,supportiveness,empathy,status_suggestion,status_appropriateness,personal_choice,group_harmony,shared_responsibility,self-reliance,group_wellbeing,self_growth,self_responsibility,ext_responsibility,other_reliance,accomplish_tasks,implied_meaning,creative_text,repetitive,point_faults,tactful,critique,challenge,conflict,build_connection,orientation,vividness,expressfulness,vagueness,matter_of_factness,abstractness,figurativeness,concreteness,formality,conciseness,verbosity,emotionality,impersonality,politeness,directness,bluntness,cultural-relatedness,exposition,narrative,narrative_mode,expository_mode,storytelling,indirect,suspensefulness,prosociality,clarity,engagement,showing,context-first,setting-first,chronological,transition_level,causal_level
12,u82407,1,1,4,7,1,5,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,5,1,4,5,1,6,6,1,1,1,1,"['present', 'future']",4,6,4,1,5,4,2,2,7,1,7,1,5,6,5,1,1,1,1,1,1,2,1,2,7,6,2,1,1,2,1,1
13,u76696,2,1,4,7,1,6,2,3,2,1,2,1,2,2,6,4,6,2,1,5,2,2,5,1,1,1,5,1,1,5,4,4,6,2,1,['present'],1,3,2,3,4,1,4,3,7,1,3,5,5,6,5,5,1,1,1,1,1,2,1,2,7,5,2,3,1,1,1,3
14,u18123,3,1,2,6,2,5,3,1,4,3,1,1,1,2,1,1,5,1,1,4,1,1,4,3,2,1,3,1,1,2,4,3,1,2,2,['past'],2,2,2,5,2,1,6,3,6,2,3,4,4,6,3,1,2,5,5,2,5,2,1,2,6,3,4,2,1,4,4,5
15,u202694,2,1,2,6,2,5,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,['present'],1,2,5,5,4,1,2,3,6,1,2,6,4,6,5,1,2,1,1,2,1,2,1,1,5,2,1,1,1,1,1,1
16,u36729,5,1,2,5,3,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,7,4,1,1,1,1,['past'],1,2,3,6,3,1,5,6,7,1,1,6,4,6,5,1,5,1,1,6,1,1,1,1,5,2,1,2,1,1,1,1
17,u17425,4,1,2,7,2,6,4,4,2,1,2,1,1,1,4,3,1,1,1,1,1,1,2,5,3,1,2,1,1,6,3,2,4,2,1,['present'],1,2,5,5,3,1,4,4,6,1,3,6,4,6,5,1,2,1,1,3,1,2,1,2,6,3,2,2,1,1,1,1
18,u162073,1,1,2,7,1,5,6,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,4,1,1,7,4,1,1,1,1,"['present', 'future']",1,1,5,5,3,1,3,3,7,1,1,2,4,6,2,2,1,1,1,2,1,2,1,1,7,3,1,5,2,2,1,1
19,u16470,2,1,2,7,2,5,2,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,2,5,2,1,2,1,1,1,3,1,1,1,2,['present'],2,2,3,5,2,1,5,3,6,2,4,4,4,6,5,1,1,1,1,1,1,2,1,1,6,2,2,2,1,1,1,2
20,u167390,2,1,3,7,1,5,2,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,5,4,1,2,4,4,4,1,1,['present'],5,5,3,3,5,5,2,3,7,1,3,6,5,6,5,1,1,1,1,1,1,3,1,1,6,4,2,1,1,1,1,4
21,u129925,2,1,2,6,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,7,5,1,1,1,1,['past'],1,1,2,5,1,1,6,4,7,1,1,5,5,6,2,3,1,1,1,1,1,1,1,1,6,3,1,1,1,1,1,1
22,u49305,2,1,3,6,1,5,6,4,2,1,4,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,4,1,1,1,2,1,3,1,1,"['past', 'present']",2,3,5,5,5,1,2,4,6,1,3,5,4,6,5,4,3,1,1,3,1,2,1,1,6,4,1,1,1,1,1,1
23,u136902,3,1,3,7,1,5,6,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,4,1,1,1,3,1,1,1,1,['present'],2,2,4,5,1,1,5,3,7,1,1,1,3,6,2,2,1,1,1,1,1,2,1,1,6,2,1,2,3,1,3,6
24,u5822,2,1,1,7,2,6,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,6,4,1,1,1,1,['present'],1,1,1,7,1,1,7,3,7,1,1,6,4,7,2,1,2,1,1,3,1,1,1,1,7,1,1,1,1,1,1,1
25,u119257,3,1,2,7,2,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,4,1,1,1,1,['present'],2,2,4,6,2,1,5,4,7,1,1,6,4,6,2,1,2,1,1,3,1,1,1,1,6,2,1,3,4,1,1,1
26,u109824,1,1,4,6,1,3,6,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,4,1,1,5,3,1,1,1,2,"['present', 'past']",2,4,5,2,2,1,4,2,6,1,5,2,4,5,4,1,1,2,2,1,1,2,3,1,3,3,2,4,2,1,3,1
27,u15627,3,1,2,7,1,5,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,6,3,1,1,1,1,['past'],2,2,2,6,1,1,6,3,6,1,2,5,4,6,3,1,2,2,2,3,2,1,1,1,7,2,3,1,1,2,1,2
28,u4011,2,1,5,7,1,5,4,2,1,1,5,1,1,1,4,2,4,1,1,1,1,1,3,1,1,1,5,4,1,1,1,2,4,1,1,['present'],4,5,2,2,3,4,3,2,7,1,5,2,1,6,6,2,1,1,1,1,1,2,1,1,6,4,3,1,1,1,1,1
29,u131091,2,1,3,6,1,3,5,2,1,1,3,1,2,1,2,2,1,1,1,1,1,1,1,1,2,2,4,1,1,4,2,3,2,2,1,['present'],1,3,4,3,2,1,5,2,6,2,3,2,3,5,4,2,1,1,1,1,1,4,1,2,5,3,2,2,1,1,1,1
30,u103393,3,1,2,6,2,5,6,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,4,2,3,1,1,['present'],1,2,6,6,6,1,2,4,7,1,1,6,4,6,5,1,2,1,1,2,1,2,1,1,5,2,2,1,1,1,1,1
31,u131963,2,1,2,7,1,5,6,3,1,1,1,1,5,2,1,1,1,4,2,1,6,1,1,2,1,1,2,1,1,6,5,1,1,3,1,['present'],1,2,5,5,5,1,2,3,7,1,2,6,5,6,2,2,2,1,1,2,1,2,1,6,6,2,1,1,1,1,1,2
32,u197373,2,1,1,6,1,2,6,1,1,1,1,1,3,1,1,1,1,3,3,1,3,2,2,2,2,1,4,1,1,7,5,1,1,1,1,['present'],1,1,6,5,4,1,2,5,7,1,1,6,5,5,2,1,1,1,1,1,1,2,1,4,6,2,1,1,1,1,1,1
33,u121823,1,1,3,4,1,2,7,1,1,1,1,1,1,1,1,1,6,1,1,3,1,2,2,1,1,2,4,1,1,1,3,1,1,1,1,"['present', 'future']",1,1,7,3,1,1,4,3,6,1,2,2,3,5,2,1,1,1,1,1,1,4,3,1,3,1,1,1,1,1,1,1
34,u44285,6,1,1,7,3,6,4,2,2,1,2,3,1,1,2,4,1,1,5,1,1,1,3,3,2,4,2,1,1,6,5,1,1,3,1,['present'],1,1,2,6,1,1,6,6,7,1,1,6,6,6,3,3,5,1,1,6,1,2,1,2,7,1,1,1,1,1,2,5
35,u137371,3,2,2,7,2,5,6,2,2,1,6,1,2,2,1,1,4,1,4,5,1,1,4,1,1,4,4,1,1,2,2,4,2,2,1,['past'],2,2,6,5,4,1,3,4,6,2,3,5,4,5,4,1,2,2,2,3,1,3,1,2,5,2,1,1,1,2,3,2
36,u61512,4,1,2,6,2,5,3,4,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,4,1,1,2,1,"['past', 'present']",1,2,5,5,5,1,2,5,6,1,1,5,4,5,3,3,4,1,1,5,1,2,1,1,6,3,2,1,1,1,1,1
37,u17420,6,1,1,7,3,6,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,4,1,1,1,1,['present'],1,2,1,7,3,1,5,6,7,1,1,7,5,7,4,1,7,1,1,7,1,1,1,1,7,2,1,1,1,1,1,1
38,u196971,2,1,3,5,2,2,6,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,1,6,5,4,2,3,1,['present'],2,4,6,2,6,5,2,5,6,1,2,6,4,2,1,1,2,1,1,2,1,5,1,1,4,3,2,1,1,1,1,1
39,u122482,2,1,3,6,1,2,6,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,6,5,1,6,5,5,2,2,1,['present'],5,5,4,2,4,6,3,2,7,1,3,2,3,2,1,4,1,1,1,1,1,5,1,1,3,4,5,1,1,1,1,1
40,u195122,2,1,2,4,1,2,6,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,5,1,1,5,3,3,1,1,1,"['present', 'future']",1,2,6,2,3,1,2,2,6,1,1,2,3,4,1,1,2,1,1,2,1,4,1,2,3,2,2,2,1,1,1,1
41,u107881,2,1,4,7,1,4,2,1,1,1,1,1,1,1,1,1,6,1,1,4,1,5,4,1,1,3,2,1,1,7,4,1,1,1,1,"['present', 'future']",1,2,5,2,2,1,5,2,7,1,3,1,4,6,2,3,1,1,1,1,1,2,1,1,7,2,2,1,1,1,1,1
42,u31931,4,2,2,6,2,5,5,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,2,1,1,2,4,2,1,1,1,['present'],1,2,4,6,2,1,5,5,6,1,1,6,5,6,5,1,4,1,1,5,1,2,1,1,6,2,2,2,1,1,1,4
43,u94701,3,3,2,6,1,4,6,4,3,1,3,1,2,2,1,1,4,1,1,3,1,2,4,1,1,3,5,1,1,4,2,2,2,1,1,"['present', 'future']",1,2,5,5,4,1,2,2,6,1,2,4,4,5,4,1,1,1,1,2,1,3,1,2,4,2,2,4,1,1,1,5
44,u85663,4,1,3,6,2,5,3,4,1,1,5,1,4,2,6,4,2,2,2,1,4,1,1,6,4,4,4,1,1,1,2,1,6,1,1,"['past', 'present']",4,4,2,3,2,1,6,4,6,1,5,4,2,6,6,2,2,1,1,3,1,1,1,3,6,4,2,2,1,1,1,5
45,u44531,3,1,2,7,1,6,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,2,1,1,2,2,1,1,1,1,['present'],2,2,3,6,3,1,5,3,7,1,1,6,4,6,4,1,2,1,1,2,1,1,1,3,7,2,1,1,1,1,1,5
46,u38917,6,1,1,7,6,7,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,7,4,1,1,1,1,"['present', 'future']",2,2,1,6,1,1,7,3,7,1,1,6,3,7,5,2,6,1,1,7,1,1,1,1,7,2,2,1,1,6,5,2
47,u20357,6,1,1,6,5,5,3,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,6,4,1,1,1,1,['past'],2,2,2,6,2,1,6,5,6,2,1,6,5,6,2,3,5,1,1,6,1,1,1,1,6,2,2,6,6,4,2,3
48,u141576,2,1,1,6,1,2,7,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,4,1,5,1,1,5,5,5,1,2,1,['present'],1,2,6,5,5,1,2,5,6,1,1,6,5,5,1,1,1,1,1,2,1,5,1,1,5,2,1,5,1,1,1,1
49,u210165,2,1,1,7,2,6,3,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,2,2,1,1,2,1,1,4,4,1,1,2,1,['past'],1,2,2,6,1,1,6,4,6,1,1,6,4,6,3,1,2,3,3,2,2,2,1,2,6,2,4,2,1,5,4,3
50,u204781,4,1,1,6,2,5,6,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,4,1,1,1,3,1,1,1,1,['past'],2,2,4,6,2,1,5,5,6,1,1,6,4,5,3,1,2,1,1,2,1,4,1,2,5,2,1,2,1,1,3,2
51,u143673,2,1,1,2,1,2,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,1,1,1,1,"['present', 'future']",1,1,6,2,3,1,3,3,6,1,1,4,3,4,1,2,1,1,1,1,1,2,1,1,2,2,1,1,3,1,1,1
52,u195297,4,1,1,7,2,6,4,1,1,1,1,1,1,1,3,2,1,1,2,1,1,1,1,4,4,4,2,1,1,7,4,1,1,1,1,['past'],1,2,4,6,1,1,6,3,7,1,1,6,4,6,2,1,3,2,2,3,1,1,1,1,7,1,1,2,1,2,1,1
53,u194122,4,1,2,7,2,6,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,1,1,1,1,['present'],2,2,2,6,2,1,6,4,6,1,1,5,4,6,2,1,3,1,1,4,1,1,1,1,6,2,2,2,1,1,1,1
54,u1527,3,1,3,7,2,5,2,3,2,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,2,2,1,1,1,['present'],4,4,2,5,1,1,6,3,7,1,4,5,3,6,5,1,4,1,1,5,1,2,1,1,7,3,3,1,1,1,1,1
55,u100496,1,1,2,4,1,2,7,1,1,1,1,1,2,1,4,2,1,1,3,1,1,1,1,3,3,1,4,1,1,5,3,2,1,1,1,"['present', 'future']",1,1,7,3,5,1,2,3,6,1,1,5,3,5,4,1,1,1,1,1,1,4,1,1,2,2,1,1,1,1,1,1
56,u126377,4,1,1,7,2,6,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,4,1,1,1,1,"['past', 'present']",1,1,2,6,2,1,6,4,7,1,1,6,5,6,3,1,4,2,2,5,1,1,1,1,7,2,1,2,1,5,4,2
57,u183391,4,1,3,6,2,4,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,6,4,1,1,1,1,"['present', 'past']",1,2,5,5,4,1,3,4,6,2,1,6,4,6,4,1,4,1,1,5,1,1,1,3,6,2,1,2,1,3,2,1
58,u197977,2,1,4,6,1,2,6,1,1,2,1,1,2,3,1,1,1,1,1,1,1,1,1,3,2,1,6,5,1,7,5,1,1,1,4,['past'],5,5,5,2,5,6,2,2,6,1,6,1,5,5,2,1,1,2,2,1,2,4,3,3,5,5,5,2,1,1,1,2
59,u163492,2,1,3,6,2,2,4,2,1,1,1,1,2,1,1,1,3,2,1,1,1,1,1,1,1,1,6,5,1,6,5,3,1,3,1,['present'],4,5,5,2,6,5,2,4,6,1,3,2,5,3,1,1,1,1,1,1,1,4,1,3,5,4,4,3,4,1,2,1
60,u144544,2,1,3,5,2,3,6,1,2,2,1,1,1,1,2,1,3,1,1,3,1,1,3,1,1,4,5,1,1,6,4,1,1,1,3,"['past', 'present']",1,2,6,4,5,1,2,3,6,2,3,2,4,5,2,1,2,2,2,2,1,4,2,1,5,2,2,4,3,5,6,7
61,u53978,3,1,2,6,2,4,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,5,4,3,1,1,1,"['present', 'future']",2,2,5,5,4,1,3,5,6,1,1,6,5,5,3,1,2,1,1,3,1,3,1,1,4,2,1,3,1,1,1,5
62,u126827,2,1,4,6,1,3,5,1,1,1,1,1,1,1,2,3,1,1,1,4,1,4,3,1,1,3,2,1,1,6,4,1,1,1,1,"['present', 'past']",1,2,5,5,4,1,2,3,6,1,1,5,5,6,3,1,1,1,1,2,1,2,1,1,6,2,1,1,1,1,1,1
63,u39666,2,1,6,7,2,5,2,1,1,2,1,1,1,2,1,1,3,1,1,1,1,2,2,1,1,1,3,1,1,2,5,1,1,1,3,['present'],1,2,3,6,2,1,5,3,6,2,2,2,5,6,2,4,1,1,1,1,1,1,1,2,6,3,1,1,1,1,1,1
64,u62236,2,1,5,7,2,5,2,1,1,4,1,1,1,1,2,1,2,1,1,2,1,3,2,1,1,1,4,1,1,7,6,1,1,1,4,"['past', 'present']",2,4,2,4,2,1,6,2,6,1,5,1,5,6,2,2,1,3,2,1,2,2,1,1,7,4,1,1,1,1,1,1
65,u83137,3,1,1,6,2,5,6,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,4,1,1,1,1,['future'],1,2,5,6,2,1,5,5,6,2,1,6,5,6,2,2,4,1,1,5,1,2,1,2,6,2,2,2,1,1,1,1
66,u174537,2,1,5,7,1,4,6,1,1,2,1,1,1,1,1,1,4,1,1,3,1,3,2,1,1,1,6,1,1,6,4,1,1,1,3,"['past', 'present']",2,5,6,2,5,1,2,1,7,1,6,1,4,6,3,1,1,1,1,1,1,2,1,2,5,3,3,1,1,1,1,1
67,u52833,4,1,1,7,2,5,4,1,1,1,1,1,1,1,2,2,1,1,3,1,3,1,1,4,4,4,2,1,1,6,4,1,1,1,1,['present'],1,1,2,6,2,1,6,5,7,1,1,6,5,6,5,1,5,1,1,6,1,1,1,3,7,2,2,1,1,1,1,1
68,u194818,2,1,1,7,1,5,6,1,1,1,1,1,2,1,1,1,4,3,4,2,2,1,3,2,3,4,2,1,1,6,5,1,2,3,1,"['present', 'future']",1,2,5,6,3,1,5,3,7,1,1,2,5,7,4,1,2,1,1,2,1,1,1,3,6,5,2,1,1,1,1,1
69,u34458,3,1,1,7,2,6,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,7,4,1,1,1,1,['present'],1,2,2,7,2,1,6,5,7,1,1,7,4,6,3,1,5,1,1,6,1,2,1,1,7,2,1,1,1,1,1,1
70,u195429,2,1,3,6,2,4,6,3,1,1,1,1,5,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,7,6,1,1,2,1,['present'],2,3,5,4,4,1,2,5,6,1,3,5,6,5,2,1,1,1,1,2,1,3,1,3,5,2,2,1,1,1,3,1
71,u3522,3,1,2,6,2,5,5,2,2,4,2,1,3,2,2,1,5,2,1,5,1,3,4,1,1,4,4,1,1,3,4,2,1,2,3,['past'],2,3,4,4,2,1,5,4,6,2,3,4,4,6,2,1,2,5,5,2,4,2,2,2,6,4,4,5,6,3,4,4
72,u12102,2,1,1,6,2,4,3,1,1,1,1,2,5,3,2,2,1,4,2,1,2,1,1,1,1,1,2,2,1,6,5,1,1,1,1,['past'],4,4,3,4,2,2,6,5,6,1,4,5,5,6,2,2,1,4,4,1,3,1,1,4,6,4,5,2,1,2,1,1
73,u115846,1,1,2,7,1,6,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,2,1,1,1,1,['past'],1,2,6,6,3,1,3,2,7,1,2,6,2,7,6,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1
74,u165421,1,1,1,5,2,2,7,2,2,1,1,1,1,1,2,1,4,1,1,1,1,1,2,1,1,1,5,1,1,1,4,1,1,1,1,['present'],1,2,6,4,3,1,4,4,6,1,1,6,4,5,1,1,2,1,1,2,1,4,1,1,5,2,1,6,6,1,1,5
75,u176000,2,1,1,7,1,6,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,1,1,1,1,"['past', 'future']",1,2,3,6,1,1,6,3,7,1,2,2,5,6,2,1,1,1,1,1,1,2,1,1,7,2,2,2,3,1,1,4
76,u23442,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,['present'],1,1,7,1,5,1,1,3,6,1,1,6,3,2,1,2,1,1,1,1,1,6,1,1,1,1,1,5,3,1,1,1
77,u61809,4,1,1,5,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,7,6,7,1,4,1,['present'],2,2,3,6,2,1,5,5,6,2,1,6,5,6,4,1,5,1,1,5,1,2,1,1,5,2,2,2,1,1,1,2
78,u47763,3,1,2,3,2,4,6,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,6,4,1,1,1,1,['present'],1,2,6,4,5,1,2,3,6,1,1,6,4,5,2,1,2,1,1,3,1,2,1,1,3,2,2,1,1,1,1,2
79,u125157,3,1,2,7,2,6,2,1,3,1,1,1,1,1,1,1,2,1,1,4,1,1,3,4,4,3,1,1,1,1,4,1,1,1,1,"['present', 'future']",1,2,1,6,1,1,6,3,7,1,1,2,4,6,2,3,2,1,1,2,1,1,1,1,7,2,1,4,2,2,2,6
80,u200171,2,1,1,6,2,4,6,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,3,1,1,4,2,1,1,4,3,1,1,2,1,"['past', 'present']",2,2,5,5,3,1,3,3,6,2,2,5,4,5,3,1,2,3,3,2,2,2,1,1,5,2,2,4,4,2,2,3
81,u197819,2,1,3,6,1,3,6,1,1,1,1,1,4,5,1,1,1,2,1,1,1,1,1,1,1,1,4,1,1,6,5,2,1,3,5,"['present', 'future']",1,2,6,3,3,1,4,4,6,2,3,2,5,4,1,1,1,1,1,1,1,4,1,4,6,2,2,1,1,1,1,1
82,u101631,2,1,3,7,1,3,6,1,1,1,1,1,5,2,1,1,4,1,1,4,1,1,4,1,1,4,2,1,1,6,5,1,1,1,1,"['present', 'future']",1,2,5,4,2,1,6,2,6,1,2,2,5,5,1,1,1,1,1,1,1,2,1,4,6,2,1,1,1,1,1,1
83,u217224,3,1,1,7,2,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,1,1,1,1,['present'],3,3,2,6,2,1,6,4,7,1,1,6,4,7,2,1,3,1,1,3,1,1,1,1,7,2,2,5,6,1,1,1
84,u99259,3,1,3,6,2,4,5,2,2,1,1,1,2,1,2,3,2,1,1,1,1,1,1,1,1,1,3,1,1,1,4,1,1,1,2,['present'],1,2,5,5,3,1,5,3,6,2,1,2,5,6,2,3,2,1,1,2,1,2,1,2,6,3,2,2,1,1,2,1
85,u155863,2,1,4,6,2,5,4,1,1,3,1,1,1,1,1,3,6,1,1,5,1,1,5,1,1,3,2,1,1,7,4,1,1,1,3,['past'],1,2,2,6,1,1,6,3,6,1,1,2,4,6,2,3,2,3,3,2,2,1,1,1,6,2,3,3,6,4,2,1
86,u207467,2,1,2,6,1,4,6,3,1,1,1,1,2,1,2,1,4,2,1,1,2,3,2,2,3,2,5,1,1,7,4,1,1,1,1,['future'],1,1,5,4,5,1,2,4,7,1,2,6,4,5,2,3,1,1,1,1,1,2,1,3,5,2,1,1,1,1,1,1
87,u90930,1,1,2,7,1,2,7,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,1,4,1,1,1,1,1,1,1,1,['present'],3,3,6,2,5,2,2,3,7,1,3,2,4,5,2,1,1,1,1,1,1,2,1,1,6,3,2,1,1,1,1,1
88,u96223,1,1,3,6,1,2,7,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,5,1,6,1,1,4,3,2,2,1,1,"['present', 'future']",1,2,6,4,5,1,3,3,6,1,2,4,3,4,2,1,1,1,1,1,1,5,3,1,5,2,2,5,2,1,1,1
89,u109282,1,1,2,7,1,5,2,1,1,1,1,1,7,5,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,7,6,1,1,3,1,['present'],1,3,2,3,2,1,3,2,7,1,5,1,6,6,2,1,1,1,1,1,1,2,1,6,7,2,1,1,1,1,1,1
