,avg_labeled_utterance,self_mentions,code_glosses,transitions,frame_markers,situation_dependent_references,place_time_svo,explicit_references,adverbs_of_degree,chronological_markers,engagement_markers,deontic_modal_words,boosters,causal_markers,idioms,attitude_markers,hedges,evidentials,figurative_language,negative_connotations,endophoric_markers,pleonasms,emotional_self_disclosures,positive_connotations,transitions_chronological_markers,slang_and_colloquialisms,informativeness,constructive_feedback,author_revelation,comprehensibility,detail_level,explicitness,context_dependence,persuasiveness,logical_reasoning,anecdotal_reasoning,right_wrong,tradition,supportiveness,empathy,status_suggestion,status_appropriateness,personal_choice,group_harmony,shared_responsibility,self-reliance,group_wellbeing,self_growth,self_responsibility,ext_responsibility,other_reliance,accomplish_tasks,implied_meaning,creative_text,repetitive,point_faults,tactful,critique,challenge,conflict,build_connection,vividness,expressfulness,vagueness,matter_of_factness,abstractness,figurativeness,concreteness,formality,conciseness,verbosity,emotionality,impersonality,politeness,directness,bluntness,cultural-relatedness,exposition,narrative,narrative_mode,expository_mode,storytelling,indirect,suspensefulness,prosociality,clarity,engagement,showing,context-first,setting-first,chronological,transition_level,causal_level
positive_connotations,-0.01244460845878985,-0.023970222311963184,-0.012925812912781652,0.015588362639351781,-0.020982715442180996,-0.01975425108373429,-0.01366467258314568,-0.009866427382899555,-0.018146021015336026,-0.021600614208117985,-0.03051707052071464,-0.02160929582942239,0.07870697338612463,-0.018243605591982515,-0.00610688723270255,-0.012866277640569641,-0.02854491949228994,-0.008227912135712081,0.22024631103880077,-0.004888958945944525,-0.00629495272295429,-0.004604857909041792,-0.0031199474892361105,1.0,-0.002216504492562346,-0.002216504492562342,-0.023013056165984567,0.0074545939287540995,0.06263939817242743,0.024308854099880133,-0.012216148533069958,0.017178120509893268,-0.0220385456228961,0.04253671743170411,-0.037498587403036215,-0.008781200091368496,0.06741977549691835,0.0031719682045412085,0.037281093764450116,-0.011959251568386104,-0.007422351960007666,-0.01690397148970703,0.0028480185256790714,-0.02768073808170802,-0.02794810919577366,-0.013574207987862848,-0.027383446448618072,-0.022288091792873645,-0.0053718419915353,-0.043799259316285116,-0.005772648387703887,8.899322776766213e-05,0.014860335627734983,0.010570572143938216,-0.015947122197157246,-0.012432991680138951,-0.0378441833862849,-0.03005948919230451,-0.013933002507850257,-0.02813336669388363,-0.02941576187951938,0.056931620517449516,0.060657800307289136,-0.03518726681597991,-0.05643593589917777,0.005792261581346022,0.03432245651732959,-0.01920534013527451,-0.016757616543003215,-0.0030693613110323284,0.0025048339530523603,0.08100418691329095,-0.031227129725438296,-0.049654265514609185,0.0059794492154577805,0.02619238237070871,0.010607407913694996,-0.03807619244592712,-0.03257661372210329,-0.03232805902963699,-0.026813322663474363,-0.025284149015353065,-0.027113397722176462,-0.024350628934260026,-0.030909783583791824,0.028526355716037538,0.020854877711650743,-0.012207391612778482,-0.05235314413241579,-0.03611261558715095,-0.03817004521238292,-0.019773732947165275,0.0031058676800292786
transitions_chronological_markers,0.009191163162617927,-0.018686214875659923,-0.005837457901783236,0.06506165190621571,-0.009476055307725276,-0.00892126552199484,-0.006171136119948564,-0.011336416288274108,-0.008194968817562933,-0.009755106076760804,-0.013781888663595507,-0.009759026804936713,-0.00953628097038961,-0.008239039226277741,-0.00275794624078054,-0.005810571032264567,-0.012891240726628726,-0.0037158274714231957,-0.003834070752491002,-0.0022079146760879496,-0.0028428789556148282,-0.0020796111137539467,-0.0014090070966585578,-0.002216504492562346,1.0,-0.001001001001001001,-0.018702134744938342,-0.0077208684861102906,-0.03170762261073304,0.001425984381612742,0.006125314731136662,0.000666416611101271,0.02020799197680713,-0.02426966079078202,-0.016934828534080754,-0.011683401540492343,-0.010769093703017043,-0.00786429863665668,0.040148781649468744,0.055255717230745,-0.015907776329396897,-0.014460090210125356,-0.020181082307968244,-0.012500965651643903,0.02176987688863057,-0.0128017044973441,0.024221179717206474,-0.010065579505899072,-0.017263023057910443,0.026706878506352005,0.046630672572769725,0.005701981163784481,-0.032208282824311256,0.014435301654386652,-0.007201918758118992,-0.04639005109066877,0.0015308630371183177,-0.01926441723844921,-0.013111754523063965,-0.01832189377057055,-0.013284523981526717,0.04606323220289842,0.011469307656574262,-0.00895305779153159,0.010903561348030446,-0.0238220081702721,-0.012255316893888467,0.01895439466163548,-0.03247637183929824,-0.009416297640722996,-0.015406192028358892,-0.00276486363954482,0.007762885478064663,-0.006545784804618473,-0.006116606323879577,-0.016536986982342967,-0.015319753954103902,-0.0030981157600428965,0.06856349030693434,0.06835339186380315,-0.009342395041532354,0.05695643095046496,-0.01449085804292471,-0.010997046935835442,0.03128623015797138,0.014586608484316813,0.00941832219838313,0.06535486867858656,-0.007265516834570828,-0.01630890642126041,0.09033177509653424,0.09464917656151114,-0.02041299124576957
slang_and_colloquialisms,-0.01248610844733012,0.017750643272901295,-0.005837457901783226,-0.014148065021460219,-0.009476055307725273,-0.008921265521994851,-0.006171136119948574,-0.011336416288274084,-0.008194968817562948,-0.009755106076760809,-0.013781888663595492,-0.009759026804936725,-0.009536280970389596,-0.008239039226277734,-0.0027579462407805334,-0.005810571032264567,0.052531637919523706,-0.003715827471423194,0.14938597404710366,-0.0022079146760879465,-0.0028428789556148317,-0.0020796111137539475,-0.0014090070966585584,-0.002216504492562342,-0.001001001001001001,1.0,-0.018702134744938446,-0.007720868486110294,0.023968624291344245,0.0293864624524506,0.006125314731136643,0.0006664166111013354,-0.01717959724947796,-0.024269660790782074,-0.01693482853408069,0.06646644153972393,-0.010769093703017001,-0.007864298636656665,-0.015458949166969958,-0.012667721282770729,0.041729094429287544,0.013188265832179313,-0.020181082307968265,-0.012500965651643891,-0.012621713772713152,-0.012801704497344062,-0.012366705051987574,-0.010065579505899067,-0.01726302305791055,-0.01978029034717633,-0.014725475549295753,-0.01919749990077656,0.011316423695028248,0.04177488812102792,-0.007201918758119014,0.008444524666622905,-0.07904087575858297,0.04986626663158381,-0.013111754523063969,-0.018321893770570533,0.026849989557828805,0.06975831049657044,0.06336662736958017,-0.04937318326120041,-0.00966919591240424,-0.023822008170272028,0.06732466293655617,0.01895439466163553,-0.03247637183929814,-0.009416297640723182,0.051577251573201616,0.020275666689995427,-0.04664986319995881,-0.10095614256353865,-0.006116606323879498,0.048569260979637256,-0.015319753954103916,-0.029132701978890348,0.0408049922069608,0.04070234337520957,-0.03062347714069514,0.022768897366752507,0.0073656397593750535,-0.010997046935835409,-0.01937972961202272,0.0145866084843168,0.04070842916975533,0.04220401190260833,-0.027674271987859607,0.052894374008415894,0.036546853931583835,0.009507488500181766,-0.02041299124576958
informativeness,-0.48523467523235986,-0.247238544752167,-0.05218160354890777,-0.1535971578331301,-0.09720356727032439,-0.08182371034498918,0.05275490263450659,0.04660857447400447,-0.07859186822103753,-0.00966627816330599,-0.17316199453970738,-0.003615139964474577,-0.0967166422172734,-0.04702111255532704,0.06779027878429325,-0.08509842613137834,-0.11467760111445405,0.012487702229240167,-0.057678734939135945,-0.02135699340365118,-0.004355714673711207,-0.0064149132291004655,-0.026325089137704368,-0.023013056165984567,-0.018702134744938342,-0.018702134744938446,1.0,0.0893387279188313,-0.29833244443655027,0.31821309674465426,0.610242356119602,0.5372729636096906,-0.44484082053257445,0.11472373730619895,0.3141629378311355,-0.1259682129110448,-0.01011001397273078,0.04657349028935914,-0.06835280397975156,-0.08726883976643027,0.015827258170028235,0.1315261629476533,-0.12887125216906936,-0.06103927973896949,0.007008310262289506,-0.03004240144549604,0.0660297619798203,-0.06232206891696231,0.00825766132717725,0.08553602987007823,0.01229653303038989,0.1619788565054829,-0.4794280544037422,-0.2039744373193019,-0.06936443016638255,-0.09909636572193406,0.12633326446023543,-0.15029099910624596,-0.09587657784867676,-0.098529578856379,-0.18934596515311622,-0.14125905627963434,-0.24515603397485378,-0.47955672020653345,0.6160195237505359,-0.3087035006853347,-0.18863111469896215,0.4216631234176557,0.5261653879617657,0.11155631445932802,0.06504788983421114,-0.349486604474733,0.4617450422290145,0.17596023358820276,0.4330913749561622,0.24265929088053742,0.003886308371050666,0.7077966769872343,-0.14446091401601543,-0.14136669905724628,0.732774304812919,-0.12049913423953452,-0.43811679219013916,-0.21390463420429923,0.023170029822223496,0.4109698514088058,-0.2692861168499828,-0.18280743617276415,-0.16179328728705622,-0.022812133214624122,-0.03140855955442343,-0.09134417889459356,0.12324229301334405
constructive_feedback,-0.04805484982110809,0.020182289776800526,0.03219600652296341,0.024860436189264437,-0.05323946807553153,-0.015342141886507881,-0.04759888386161571,-0.0725724354424841,0.0038315278141213744,-0.04315333946816417,0.2046944988321408,0.20742798160125964,0.05661989241644083,0.005460706754148508,0.06377448377860821,-0.015717015397930058,0.015694920474004927,0.01560507196865899,0.0017130130768835293,-0.017029971823785146,-0.021927545043694353,-0.016040347507635975,-0.010867879730807503,0.0074545939287540995,-0.0077208684861102906,-0.007720868486110294,0.0893387279188313,1.0,0.07535215329857464,0.093500893839321,0.004285742881154587,0.09416670697725145,-0.08218812621396875,0.412898021762928,0.2534783425774266,-0.07393375308069779,0.19667960554561012,0.056299559521133025,0.3989099206745241,0.3347760996463848,0.047368197504828666,0.13321048235088986,0.2865032277602954,0.25366283450323046,0.2373466848478215,0.3174095417934315,0.23985386466376163,0.32461770647674887,0.3590951603688949,0.07845176765623703,0.1516302589468516,0.18189774536000167,-0.03888857392764902,-0.016032105286999106,0.016145765304067604,0.015458861261302503,0.15222753372665107,0.27249561629089825,0.18868904084653806,0.2989365689521552,0.032578953734764035,-0.07647124943501481,-0.006907046507415643,-0.0345317898734429,-0.028786172416068317,0.06420250824378573,0.0029688184094799836,-0.040696227660052,-0.0035428147605635783,0.011015101572424628,0.047608377699472064,0.04308098134038693,-0.029320336868431537,0.16943787989942657,0.01160586139577095,0.021864233469073863,-0.028966370171286764,0.005753368737403315,-0.0919216243051539,-0.09113925416521226,0.01607180321424297,-0.08807362673336183,0.057943692225075644,-0.058671444333047794,0.35147201717499515,0.08220398055013999,0.08236350864962068,-0.07355120558397366,-0.06237889277032818,-0.09474568043397325,-0.06474599617043468,-0.010408933431167357,0.11361351380555429
author_revelation,0.07049499723481316,0.4975665519146348,0.020220198236811093,0.03358473819643351,0.013487413119598304,-0.005388048427723696,-0.043875951468362366,-0.0945103350952805,0.1351860729637621,-0.10819635429361961,0.10218292396752617,0.0289564564641384,0.1959750167770127,-0.007849664967173473,0.06564771784146124,0.10247887428723523,0.12878281787336865,-0.03646466086416257,0.07415045993431793,0.07468188946806342,-0.04219209851199265,-0.02233579573040782,0.11210796853526302,0.06263939817242743,-0.03170762261073304,0.023968624291344245,-0.29833244443655027,0.07535215329857464,1.0,0.11515235862047328,-0.18183691346109856,-0.006391575069807651,-0.011822585668706613,0.2587405793714197,-0.010841846075877728,0.3319158933318128,0.25894343756352795,0.0445162196611159,0.15983972175979164,0.23626578190718595,0.16852226532845407,0.06789694232014362,0.28691756614209907,0.0989070175791154,0.06406904287448595,0.17596077392302834,0.059034447219191995,0.1895103339575286,0.23705716954133654,0.10905659812894793,0.10688463559529555,-0.03543257134135224,0.2592024453508954,0.1690894635899191,0.024799690507297602,-0.02606775508824445,-0.062050849476698054,0.21198995978434976,0.3019021783388585,0.17007296987070158,0.4129662956445019,0.14643298602970578,0.40515591310198384,0.0221576029741374,-0.3955335706293315,0.15847640411065667,0.20123509538776224,-0.2217975739977529,-0.37493588641590664,-0.0394989718088277,0.07643186069049823,0.5986783612654817,-0.6312748465715025,-0.11894923043407914,-0.11049117035287798,0.08514878699535933,0.07931003611212253,-0.35154589633461925,-0.019816514884764037,-0.02106399734886336,-0.3633978691603929,-0.0441402188431359,0.15368693619226503,0.062314960089391684,0.13644036203856416,0.029252129152032735,0.408847697242912,0.06399496259649859,-0.028085797374830915,-0.08870503205096668,-0.08458527203462185,-0.052435255164223864,0.005741434916530474
comprehensibility,-0.5501725321929805,0.022901860689155253,-0.056144833498380994,-0.06121371574812348,-0.02969803689992986,0.03388298401518012,0.007768250184802847,0.10246221318703766,0.06144619335927296,-0.027108709498409544,0.01924802506716453,0.011772888717254338,-5.307931908679563e-05,-0.06292519236021402,0.05483713586727945,0.03355904481522193,-0.027697000224033097,-0.020451465371412497,0.025737004184798556,0.019578178262578797,0.05145504896436813,-0.1132150205670189,0.023693786746919833,0.024308854099880133,0.001425984381612742,0.0293864624524506,0.31821309674465426,0.093500893839321,0.11515235862047328,1.0,0.22418472742612786,0.6505649306000785,-0.5076125375756236,0.16444188758493236,0.05704185500545298,0.05811920324022378,0.12502206146117884,0.07067173465640993,0.12065443472525232,0.09678272333861482,0.13133270253729956,0.1441653535835962,0.08314204958889196,0.13801904908129348,0.08426478441456102,0.049372043690569474,0.1218602504976496,0.025585284873322654,0.11678818082285009,0.08985710265109736,0.07067841876544734,0.06977377645557897,-0.34194314739453263,-0.07936601814512032,-0.05421728026362417,-0.12537313217486568,0.16961282157495727,-0.08519803185352001,0.05903596016115951,0.05102955473392138,0.07049324844480091,0.09984603358675073,0.132972449445202,-0.5540218509654328,0.40281164231316113,-0.3580010585205586,-0.07442017845611507,0.40159585124835934,0.10456276598737016,0.4320686337312113,-0.17076765010959136,0.14166483373309735,-0.030310561117636872,0.20095549852016203,0.5558730841505848,0.2672478134946056,0.03407515235101781,0.10767748515769132,0.1085743240557774,0.1119370825984012,0.08761306232266258,0.1098510146692734,-0.4579944218450119,-0.1069870622923485,0.16417704047365012,0.8533784101344414,0.1788655719850977,0.05886367585690347,-0.22394775896539684,-0.05215486248302306,0.02455663342932698,-0.050802779207377476,0.044538144770004
detail_level,-0.36860553815193603,-0.18812565630080327,-0.05031847524633721,-0.13774326363707826,-0.08899527733043429,-0.03526057950991884,0.044876142843473146,0.06106691008595745,-0.026026074688997505,0.0369050601894148,-0.21127622723229045,-0.06910024823607866,-0.07882083905251903,-0.0463713478035605,0.009994727157748367,-0.03307152832431869,-0.10291282828878505,0.022959651300615266,-0.008456878212495635,-0.04045674716086323,-0.046218073488368636,-0.02694946962063485,-0.02202890683195862,-0.012216148533069958,0.006125314731136662,0.006125314731136643,0.610242356119602,0.004285742881154587,-0.18183691346109856,0.22418472742612786,1.0,0.40923146774341373,-0.3435822035633006,-0.09989426137006928,0.17082844644495146,0.04218307556795834,-0.033866125788586596,0.025824051580374357,-0.11395893992560831,-0.0820345557489321,0.04500791346017064,0.10158226537472059,-0.11412689076784019,-0.07048183057733168,-0.00015613932659781142,-0.02167593103574748,-0.006658868318159788,-0.016292391554077124,-0.005020914996298862,0.08433433797204207,0.015017995688798252,0.14008208494394275,-0.28403437517496893,-0.017096582923769813,-0.07804273506698144,-0.0603328241763067,0.045767314003369204,-0.15594565821158754,-0.12938717387740342,-0.11172135203094487,-0.039128142590116405,0.17650061143545756,0.054796110111076074,-0.45425293623260343,0.41815319312779325,-0.33153940515773433,-0.05172301050517453,0.43887173899869064,0.3635217211671264,-0.025966993134163265,0.15245054489442358,-0.1459012570469637,0.2747186422077595,0.062418053046778346,0.2839983960759738,0.1517423113017591,0.024482774688633007,0.5030565110816522,0.17659909471060886,0.17776034975159008,0.46884050713246633,0.16165085963141668,-0.3134227097625844,-0.06617312493579217,-0.05843152188787122,0.3238583671931228,-0.032926679269234274,0.1685670190739122,-0.0618946365183022,0.09069044926105395,0.13627165499398963,0.05274405663072298,0.11566732205986434
explicitness,-0.6667160578402709,-0.11484006384985194,-0.04499038378570893,-0.10762574040541129,-0.1137926562150312,0.024223507104030165,0.0049561067175338544,0.1215904639929632,0.018289309750622925,-0.03193243218328437,-0.027857020292603667,0.021114066760465264,-0.05817794297285059,-0.07943406458561596,0.06618906011210142,-0.014619174955433389,-0.14113842661483184,-0.003973659159538435,0.002183975321300735,0.07377509378512291,0.013475826980188864,-0.061286244448809916,0.03119761928536451,0.017178120509893268,0.000666416611101271,0.0006664166111013354,0.5372729636096906,0.09416670697725145,-0.006391575069807651,0.6505649306000785,0.40923146774341373,1.0,-0.6080222987371912,0.16925901122874049,0.11063275675733059,-0.05515920044650466,0.2234158628829202,0.08175035883599797,0.0007380287096978771,-0.014905838815249732,0.22163527373090733,0.20319612665924017,0.038147256292461504,0.045732051074408524,-0.0026759020066376713,0.014325945878480822,0.07345076488354148,-0.04863746259949996,0.1391975668926242,0.11699710431911384,0.04867484603639867,0.12614489686120195,-0.5861308194373402,-0.21099926964376192,0.015700689350132815,-0.2187706353911825,0.007055764310904136,-0.21877817925571513,0.0614779678773219,-0.037409681656798026,-0.12647746914176616,0.025309211236653577,0.0007233345903032589,-0.7258099029078279,0.6055406900845759,-0.5038940303475243,-0.1952173448752492,0.5886763128479842,0.2821822227053402,0.3377225859016748,-0.035776089156624565,0.026086600113971938,0.16816796088895344,0.034095098557897066,0.7234987197041276,0.5390666568864787,0.04653087766860117,0.33193977100254596,-0.008685705989142178,-0.0009691285020553096,0.3197412754734815,0.011272984626205037,-0.6812889793936683,-0.2463742553489453,0.07709952590945136,0.7331010827166182,-0.0123180741326447,-0.06588327243865084,-0.33352641475853767,-0.10902887541157393,-0.04281227342325674,-0.11786731614228031,0.05153156175996604
context_dependence,0.6581065686306489,0.09632643344497364,0.03459040633312454,0.1669187569659199,0.1171752070205801,0.0812389791693647,-0.008970737200917001,-0.0652593800640809,0.015666477509948228,0.02445185645325126,0.06585624233583529,-0.016626393098138754,0.04885091931095572,0.04309183706584613,-0.08348753061215357,0.06624966946532347,0.11228296636736955,-0.02302554067272015,-0.06970740926973738,-0.030244733445265185,0.04691454427819696,0.03176697560398468,0.028444730900435807,-0.0220385456228961,0.02020799197680713,-0.01717959724947796,-0.44484082053257445,-0.08218812621396875,-0.011822585668706613,-0.5076125375756236,-0.3435822035633006,-0.6080222987371912,1.0,-0.10105363159670659,-0.10561441445017311,0.03591648731637779,-0.13617880295713294,-0.13253612520426528,-0.05969390616935483,-0.0708996226750188,-0.11155974544089783,-0.13199454424982957,0.00242660236928602,-0.1201434998722264,-0.018158798574939856,-0.011544267040178956,-0.10701706181671479,-0.02988813821906462,-0.05264915607954709,-0.0343219775852481,-0.04876662064580938,-0.029085304966250287,0.45391582599306035,-0.043790527757927446,0.007445591555223645,0.15004866535617245,-0.12319210013858778,0.14662400633953349,-0.04694697991393602,-0.04728617175693493,-0.0001416585403768756,-0.1581806711461881,-0.15061273432585398,0.7336699618126332,-0.36265631637822754,0.31265573516146544,-0.055769795760436704,-0.4025991816619927,-0.2232843396170478,-0.24901131955390063,0.012046384276214614,-0.0603602713378254,-0.1431666075651411,-0.15583185876518513,-0.45055232581308247,-0.23477475893465521,-0.07277711666601862,-0.33419390255928666,-0.01662485551135589,-0.01870970183688791,-0.30500127833233986,-0.033803672125506466,0.4733586408244809,0.23579416435240635,-0.13863367270049526,-0.6306517550410349,-0.09722405557273084,-0.04741220415102214,0.2884571127398895,0.03931716157951823,0.035617902963561515,0.10911048177810598,-0.05299678931742445
persuasiveness,-0.05638877983630539,-0.03445243570918603,-0.014908566063649454,-0.002247202243794048,-0.0645899086141459,-0.02809875049158289,-0.07389787061106189,-0.10976514461920453,0.02749255476683511,-0.09919165147959849,0.15165422396977746,0.21397288664567582,0.06344262982986715,0.008119865698738103,0.10672337346205858,0.07207321356896072,0.01987225396267362,0.018957135717151786,0.024573042566181556,0.09120146890620347,-0.03670009534472882,-0.014150203684998619,0.009467609720896742,0.04253671743170411,-0.02426966079078202,-0.024269660790782074,0.11472373730619895,0.412898021762928,0.2587405793714197,0.16444188758493236,-0.09989426137006928,0.16925901122874049,-0.10105363159670659,1.0,0.3597642756139493,-0.13928521226505045,0.3685046037600378,0.1618197186699482,0.4318919985076948,0.2880806822679047,0.19880249386093352,0.18020642762346503,0.16232650627305678,0.2426414376321329,0.24667854434349756,0.2052533221116905,0.3402722929195885,0.17734480966557029,0.29201488429443107,0.19696677131169846,0.20438878393427906,0.13284972189526062,0.0816455563884139,0.007978011375533807,0.05982838349815359,0.026457275541493578,0.06954985097446903,0.2600217642810021,0.41469364077925214,0.3124930119672523,-0.0399831489548514,-0.0490471750877478,0.11577216389262987,8.197971229319194e-05,-0.10065712168188831,0.2580722207977407,0.06674131393393214,-0.2517033613937208,0.07831355443879114,0.0011611169631747108,0.11596432263442784,0.2062138602872574,-0.020148877578221504,0.08783429150095771,0.055484352986117716,0.1621897284170651,0.05637462416298612,0.036134248972913216,-0.263868547169043,-0.2632187396863027,0.05289036061168879,-0.22815332975534813,0.03239817193733736,-0.14028610359251334,0.4259489376620746,0.09987659091302276,0.2021908750735878,-0.15454861864730485,-0.10727255236170714,-0.13684385351008949,-0.20393514613447652,-0.09200562408166887,0.18857229490619387
logical_reasoning,-0.07418608423495084,-0.11762059079412049,0.011660705122349369,-0.03677021651306568,-0.03279426398394488,-0.04241709644917855,-0.05508004957797496,-0.10673603936892222,-0.051274064909678285,-0.06167350475758718,0.011018562630461769,0.039231361361495354,0.009884531692044967,0.1321829639382137,0.06190060370354334,-0.042916633822806895,0.007131060238296088,-0.018372998399261993,-0.03763359489968515,-0.0006871176817619669,0.026019696189760272,-0.03155524181684661,-0.02383743229163017,-0.037498587403036215,-0.016934828534080754,-0.01693482853408069,0.3141629378311355,0.2534783425774266,-0.010841846075877728,0.05704185500545298,0.17082844644495146,0.11063275675733059,-0.10561441445017311,0.3597642756139493,1.0,-0.0630601841331202,0.09073242432563458,0.0696647751742665,0.10337753993976785,0.0877774829869629,-0.051740321130640074,-0.03125258122932836,0.04066304854808787,0.028284450411581907,0.12237093450319739,0.11922004393859345,0.07794168240778826,0.07548867401152289,0.13284817423989478,0.1954122242027265,0.14280756794556343,0.1127508246667461,0.0007211639593157725,-0.04546127864401375,-0.017166643082678422,-0.08308045512811958,0.07039894057909624,0.17546398668104374,0.18136576922816003,0.07116267805699389,-0.07599804122422152,-0.09993668113921274,-0.0661934565412848,-0.0677513881820473,0.10821772424898347,0.14991601451904346,-0.02458547921038277,-0.06646096096724632,0.20860103862182758,0.010757606435807558,0.09568104947473352,-0.11509064990216994,0.2001355988210782,0.12253071286808206,0.05519028459137942,0.06940337196676566,-0.009196055948628034,0.3744145930482914,-0.10365426811562353,-0.1011117769870485,0.35879510188986774,-0.0918135211333193,-0.014527606907555219,-0.10641222264021209,0.10623940198228227,0.07022140923138584,-0.012568271204104156,-0.07639057923684482,0.056838367677554465,-0.04356807167106759,-0.0535966105559759,0.07669854760174978,0.4955289554161013
anecdotal_reasoning,0.01842664758732219,0.27123595470789996,-0.02036990110685613,0.04948178904217796,-0.01802222033314925,0.07121019842170431,0.04790908924574991,-0.005773713853803092,0.07129595727168572,0.022865158916114393,-0.06708183620296777,-0.07993156233267575,0.04855253408498955,-0.001700870180699528,0.03425712899597057,-0.013711588027445284,0.04639729844652481,0.05182431548254267,0.03378306981331888,-0.025770157774153694,0.020535476841364135,-0.02427263475836789,0.00824914525103935,-0.008781200091368496,-0.011683401540492343,0.06646644153972393,-0.1259682129110448,-0.07393375308069779,0.3319158933318128,0.05811920324022378,0.04218307556795834,-0.05515920044650466,0.03591648731637779,-0.13928521226505045,-0.0630601841331202,1.0,-0.025530918224083793,-0.04769192987123684,-0.08600727138462334,-0.0020243812562373694,0.012320474558690035,-0.021992427138076948,0.10565311010228112,-0.0699099624894798,-0.07079430867822159,0.0958299218993687,-0.10149352393590835,0.05068647588578683,0.06744800393280982,0.03407126135340766,-0.0413392393710563,-0.0957674610836253,0.13548015524494014,0.04575402320915367,-0.048016074009353746,-0.027193090982284424,0.01681940653277815,0.04860672879663811,-0.09522687947231796,-0.05707544812348958,0.5609216950648119,0.15100485213266204,0.18856463314671335,-0.03191721139018963,-0.08635465442089012,-0.128961286096928,0.04127672744748422,0.07957780968807257,-0.23401670198809296,-0.06422960180470656,0.03982272520520563,0.239350086508824,-0.38518047612882983,-0.024805119812202087,-0.05829438606909799,-0.030360490326746738,-0.00759570454367763,-0.16421188032958373,0.37982606149865356,0.37900127367002473,-0.19543720756431415,0.3471590507511567,0.056108129830444685,0.1765398664837437,-0.09071622018669233,0.03028106730142454,0.17466410031125384,0.19798279735247334,0.17332099898513992,0.16893439026366824,0.21871012458919942,0.1131844445674532,0.08995300087210985
right_wrong,-0.1090720852610098,-0.021995476194514425,-0.0022523840279629476,0.009160169780876607,-0.07479545772759265,0.02787762729681393,-0.046801017164366986,-0.039235286047568006,-0.009777052030190454,-0.08160940964821271,0.07511071449707751,0.12368872186707153,0.05686888379552466,-0.06054192076203589,0.07600456749916792,0.10171226975372719,-0.02691996715995848,-0.011292358024991884,0.031000130703067473,0.20614164599341142,-0.030584614629491948,-0.02237313142290201,0.04514955663455208,0.06741977549691835,-0.010769093703017043,-0.010769093703017001,-0.01011001397273078,0.19667960554561012,0.25894343756352795,0.12502206146117884,-0.033866125788586596,0.2234158628829202,-0.13617880295713294,0.3685046037600378,0.09073242432563458,-0.025530918224083793,1.0,0.2157700622806524,0.044261566467703614,0.033871361177624015,0.322457514182141,0.1751722718085939,0.11634726214240472,0.09898535748201354,0.08193472298440817,0.08923000881618157,0.13126590211614542,0.057467326500657404,0.3687676387966943,0.20155992349675603,0.014345624320619067,-0.0005483252304730821,0.04229490285173158,0.027879525626550185,0.019343249444311768,-0.17483170753701707,-0.2505643312183234,0.16595478824180218,0.5112764895770417,0.11179034380761146,-0.04471652143348929,0.05658657263302725,0.18990617015739245,-0.14969533965231555,-0.07685768543288303,0.055944850865924434,0.08141744044128629,-0.02859308200527315,0.02384432597791775,0.039356766927216305,0.08400408210651955,0.2825624577870285,-0.05878132883079422,-0.24031568648728585,0.13466910123036457,0.38597714611497297,0.13329329223931574,-0.06872078244761257,-0.0515441738540102,-0.05074969500979633,-0.061661612004269346,-0.04583299839190019,-0.07355615641366907,-0.08510681034968537,0.12012932380042694,0.14082223875270572,0.18031776210907452,-0.024303113853376978,-0.09798103520434842,-0.07690506641704109,-0.10293969831761259,-0.09171392958234002,0.0622983461917205
tradition,-0.030350233727156638,-0.06282489783873703,-0.024216067128834753,-0.033639866393455,-0.03962348085224119,-0.021778683135831062,0.03684003001670091,0.05182236962931375,0.0055515458543704,-0.04636385728283584,-0.019597062372542957,0.0018449690400870388,-0.015601743684874464,-0.0068751458524204,0.11379178579708886,-0.02747375073949315,-0.0009341640144691332,0.08401564460834772,0.04075901365022607,-0.01734633667663571,-0.022334891845726814,-0.016338328163824578,-0.011069771736702174,0.0031719682045412085,-0.00786429863665668,-0.007864298636656665,0.04657349028935914,0.056299559521133025,0.0445162196611159,0.07067173465640993,0.025824051580374357,0.08175035883599797,-0.13253612520426528,0.1618197186699482,0.0696647751742665,-0.04769192987123684,0.2157700622806524,1.0,0.058367931186294866,0.00808856608388356,0.2465343796320066,0.23562337613437462,0.00185184040290192,0.1286171538365914,0.047131908176971604,0.025512305421916875,0.0680066152324845,0.03451539001389535,0.07586490059049811,0.14827766948805318,0.13465176881301996,-0.010322527565566245,0.04545465697430846,0.06712892241351107,-0.05457752727960202,0.0014852035811467974,0.0749780550767796,0.08670326501092224,0.10237509637245507,0.08164898176613027,-0.015523561169255738,0.034829185132654344,0.058570899053263396,-0.07998866502432093,0.019582946786464533,0.07844473052520584,0.0637627071191613,-0.04697391069039516,0.1878591133523714,0.03968948181893726,0.006890690235053017,-0.017721606905128324,0.08303229292318538,0.1261512633021144,0.014678437726633221,-0.023476384570274903,0.4616555988299144,0.06719389225697317,0.018157503104433877,0.017321481497360867,0.03929599699966245,0.02306924301252417,0.027509364160348132,-0.06278384738803934,0.12044425817980758,0.07118931915637904,0.053621888142746536,0.041162878195678106,0.023531894749190162,0.04108521911504791,-0.008195518293612647,-0.02262345055265237,0.012399946996602185
