,avg_labeled_utterance,transitions,self_mentions,hedges,code_glosses,chronological_markers,adverbs_of_degree,attitude_markers,place_time_svo,engagement_markers,causal_markers,explicit_references,boosters,deontic_modal_words,always,therefore,situation_dependent_references,then,frame_markers,negative_connotations,self-mentions,evidentials,emotional_self_disclosures,positive_connotations,idioms,endophoric_markers,additionally,slang_and_colloquialisms,and,purpose,figurative_language,pleonasms,informativeness,constructive_feedback,author_revelation,comprehensibility,detail_level,explicitness,context_dependence,persuasiveness,logical_reasoning,anecdotal_reasoning,right_wrong,tradition,supportiveness,empathy,status_suggestion,status_appropriateness,personal_choice,group_harmony,shared_responsibility,self-reliance,group_wellbeing,self_growth,self_responsibility,ext_responsibility,other_reliance,accomplish_tasks,implied_meaning,creative_text,repetitive,point_faults,tactful,critique,challenge,conflict,build_connection,vividness,expressfulness,vagueness,matter_of_factness,abstractness,figurativeness,concreteness,formality,conciseness,verbosity,emotionality,impersonality,politeness,directness,bluntness,cultural-relatedness,exposition,narrative,narrative_mode,expository_mode,storytelling,indirect,suspensefulness,prosociality,clarity,engagement,showing,context-first,setting-first,chronological,transition_level,causal_level
endophoric_markers,0.015868359095202993,-0.046987897415209014,-0.05262524190296767,-0.03790218054513093,-0.018616120659291992,-0.013819780599183783,0.02979252757087882,-0.02016289924832789,-0.03221961567282716,-0.040289563678704496,-0.0006646852403440675,0.04594708584426952,0.06059225133667966,-0.023771760323448937,-0.003383093190204456,-0.003383093190204456,-0.027454080666840807,-0.003383093190204456,0.043384519848417076,-0.008286106623993941,-0.0033830931902044544,0.0952975617996584,-0.00751415663518899,-0.008162939188100762,-0.011599892935515674,1.0,-0.003383093190204455,-0.006642524758806003,-0.00338309319020445,-0.00338309319020445,-0.010235178816535505,-0.005545660509615628,0.010804231891081565,-0.020376006433473513,-0.03526869703359408,-0.006204578751020584,0.02394382458381129,-0.011788237588982665,0.04342017844008252,0.031433339797805285,0.0019489991661698315,-0.036375939422352704,-0.025487256009137232,-0.02333566823890483,0.08504143984413412,-0.0028047305893669733,-0.03253827318492098,-0.04166049709769323,-0.06222749057115891,-0.023377152459598476,-0.009138972551979258,-0.044118189440481556,0.0021054051053988523,-0.009170927939062769,-0.05868300310322296,-0.025421952066503134,-0.029210220468725307,-0.024007574159377345,0.05726196000966974,-0.004586820822784905,-0.0001636700460715481,0.04071656436699577,0.03213637779346746,-0.021711589031068197,-0.03534994078989463,-0.02436627727024315,-0.040876422301921976,-0.005720479980827746,0.0014158478864093231,0.024321286873684383,-0.007774546615724329,0.032389586874629776,-0.004364624383662518,-0.03052996905673893,0.05675525241705143,0.05573034937632875,-0.026079251227898972,-0.0012923904904524482,0.05732441721285865,0.02494301929613896,-0.014004744352855487,-0.02044514554240912,-0.01010075518425397,0.022121239002326955,-0.04119487080125595,-0.040844741448004804,0.011757746172825776,-0.033884162629092926,-0.0026142459151531168,0.01089231054622177,0.015435036129960526,-0.014833597163438902,-0.009183070639744339,-0.014535899834915812,0.08367264911087163,0.029989445001600307,0.02167282420103056,0.024652732849322973,-0.0056652011005555785
additionally,0.0030000015000011446,-0.013902937253914073,0.034549926388638366,-0.011214624762820615,-0.005508200444688456,-0.012473532815595023,-0.010571404136195275,-0.005965866500248197,-0.009533248340232215,-0.011921011720590374,-0.010125648548964965,-0.011379572168650499,-0.010419365437622665,-0.011650175416437857,-0.001001001001001,-0.001001001001001,-0.008123205801318489,-0.001001001001001,-0.009822486536039612,-0.002451721119901425,-0.0010010010010009977,-0.004101274704096085,-0.002223313958740796,-0.0024152779243735074,-0.003432215368342806,-0.003383093190204455,1.0,-0.0019654125851427968,-0.0010010010010010045,-0.001001001001001004,-0.003028419161033254,-0.0016408686989203205,-0.04735535496321167,-0.00903012571159551,-0.03126540893837198,-0.04505120445162189,-0.033968916988764614,-0.05422510201731503,0.044347427558688694,-0.023532280954193366,-0.016336594325368704,-0.010763035401908727,-0.011949143786252598,-0.006904636069087803,-0.015687800357915217,-0.01292771630878575,-0.01514424480706818,-0.016310295579457006,-0.020749322151373713,-0.012354077259125667,-0.012489331401805305,-0.013053838398582466,-0.012970142656636397,-0.01044221072433013,-0.01776976744688278,-0.017586041955770897,-0.01377895623018854,-0.020283401290566865,0.06812677416837366,0.11913050963164298,-0.004014865272224064,0.011363078078606226,0.003400751032146084,0.011576969491703514,0.022815449669689295,-0.01603612701633122,-0.012094653425462001,0.08135420224716287,0.07149386076370022,0.03882892890025548,-0.061892894894284727,0.06604464846088519,0.14412197399082344,-0.04140035289517567,-0.019706416146141482,0.03947537997483322,-0.01447063378181362,0.02116621760718142,-0.0283605306629839,0.023338105013613976,-0.09080479767398256,-0.04314432256259002,-0.015919140187654536,-0.028792128922942816,-0.012703507446320384,-0.012602237271622707,-0.030800687507356296,-0.010025760096709904,0.10157216123332471,0.07643334230750272,-0.020808517332161915,-0.11389054754298164,0.0464696180716985,0.09910481927602646,-0.025133232729281748,-0.01732475869069838,-0.016729132559943505,0.008794407737820873,-0.02037824215148192
slang_and_colloquialisms,-0.004105220949727281,0.00841610281526172,0.032800151449082215,-0.022019323281855234,-0.01081506058900439,0.021173485720485073,0.010621428928450954,-0.011713663711768763,-0.018718029498918872,0.027123550325141608,-0.019881176013777778,-0.008191096281550861,-0.020457873608345185,-0.022874503981205677,-0.001965412585142798,-0.001965412585142798,-0.015949485462702733,-0.001965412585142798,-0.002704903297920734,-0.004813824900770352,-0.0019654125851428024,-0.008052636221639698,0.17700066581651566,-0.004742270611552099,-0.006738973560581619,-0.006642524758806003,-0.0019654125851427968,1.0,-0.0019654125851428015,-0.001965412585142801,-0.005946141039050171,-0.0032217590074334547,-0.042855889933059145,-0.017730174796272438,0.05423637329892811,0.0003513128153140087,0.011402390405620114,0.03553872518520843,-0.006811779440042317,-0.0031534993458678016,-0.0320760399373667,0.05264120849386329,0.00044122989615808325,-0.013556888167390004,-0.030802167256397506,-0.02538288803411284,0.05875111588392348,0.01783223582672957,0.04045765578554621,-0.008055453345381491,-0.024522142428010207,0.025923592070777463,-0.025466189926842145,-0.020502729121937187,0.008561343448753206,-0.0212580430410727,-0.02705425265095959,0.01620218254475391,-0.004072654263775117,0.018236100304903736,0.12400237563553052,-0.06713329342082014,-0.11139317849016306,-0.01809899064020996,0.06180074338124471,0.012708273407640702,-0.023747213071288218,0.05676407650846381,0.06878702036950456,-0.05376395952985841,-0.03690632243090391,-0.05254552724837789,0.01735270051498813,0.031985456302436086,-0.1406490474148639,-0.045131137557877975,0.01162537918448898,0.0736290066653633,-0.07405067457531202,-0.1573603934755788,0.01878815808726166,0.1022642645545624,0.019889889451803602,-0.05653182412566763,-0.007295616442762482,-0.007016973793719188,-0.060475522799150645,0.0028905929523559163,-0.029005305628993148,-0.0054714856957944445,-0.040856424520950306,-0.0042197008700168796,0.035770610567603736,0.028955563668316,-0.04934777473954164,-0.022553223085692107,-0.00549047664519869,-0.02040407396398613,-0.01639279040960088
and,-0.022000011000008226,-0.013902937253914076,-0.018451042021671926,-0.011214624762820615,-0.005508200444688457,-0.012473532815595057,-0.010571404136195273,-0.005965866500248192,-0.009533248340232238,-0.01192101172059035,-0.010125648548964968,-0.011379572168650506,-0.010419365437622691,-0.011650175416437888,-0.0010010010010010032,-0.0010010010010010032,-0.00812320580131848,-0.0010010010010010032,-0.009822486536039609,-0.0024517211199014243,-0.0010010010010009997,-0.004101274704096088,-0.002223313958740805,-0.002415277924373508,-0.0034322153683428187,-0.00338309319020445,-0.0010010010010010045,-0.0019654125851428015,1.0,-0.0010010010010009982,-0.003028419161033254,-0.0016408686989203185,0.08028711124490596,-0.009030125711595489,-0.003399625570839048,-0.010289472621666832,0.04558358181396278,0.011502294367309242,0.026742255840273173,0.007108709871579199,0.11263651876964774,-0.010763035401908726,-0.01194914378625261,-0.006904636069087791,-0.01568780035791525,-0.012927716308785754,-0.015144244807068224,-0.016310295579456978,-0.02074932215137376,-0.012354077259125714,-0.0124893314018053,-0.013053838398582502,-0.01297014265663639,-0.010442210724330096,-0.01776976744688279,-0.017586041955770963,-0.01377895623018855,0.07394842816618985,-0.021572730990775415,-0.01018347639999117,-0.004014865272224023,-0.04112227101426325,0.0034007510321460792,-0.015921770393577978,-0.012778075556035043,-0.01603612701633125,-0.012094653425461996,-0.022712573892476197,-0.009077732884346575,-0.0006113239186937138,0.024278904471235343,0.04474679342673976,-0.009690164740044702,-0.023297881143896415,0.08414821440005833,-0.022985664289143233,0.0691746481939881,-0.02560995390040188,0.042540795994475945,-0.008719731543548069,0.009568965414428686,-0.0005536783744458403,-0.0159191401876546,0.042593314687659194,-0.012703507446320424,-0.012602237271622704,0.04822609249868934,-0.01002576009670991,-0.0024976760959014212,-0.01017667730439844,-0.020808517332161918,0.002830485040140751,-0.01847743723465856,0.0007621556431547517,-0.004275778182159975,-0.017324758690698425,-0.016729132559943544,-0.018017810975047645,0.01807127134188023
purpose,-0.022000011000008222,-0.013902937253914074,-0.0184510420216719,-0.011214624762820653,-0.005508200444688483,-0.01247353281559498,-0.010571404136195254,-0.005965866500248201,-0.009533248340232222,-0.0119210117205904,-0.010125648548964966,-0.01137957216865051,-0.01041936543762267,-0.011650175416437876,-0.0010010010010009982,-0.0010010010010009982,-0.008123205801318496,-0.0010010010010009982,-0.009822486536039619,-0.002451721119901425,-0.001001001001000997,-0.004101274704096089,-0.002223313958740803,-0.002415277924373505,-0.003432215368342812,-0.00338309319020445,-0.001001001001001004,-0.001965412585142801,-0.0010010010010009982,1.0,-0.003028419161033262,-0.0016408686989203222,0.029230124761658927,-0.009030125711595534,-0.00339962557083906,0.024472259208288313,0.005807332412599114,0.03341142649551736,-0.04367843103338869,0.007108709871579217,-0.016336594325368724,-0.010763035401908724,-0.01194914378625264,-0.00690463606908774,0.08959945036634762,0.12952645789271017,-0.015144244807068198,-0.016310295579457,-0.020749322151373786,-0.012354077259125714,-0.012489331401805297,-0.013053838398582433,0.12611985902311046,-0.010442210724330088,-0.017769767446882752,0.05370872272978682,0.07588887173199323,0.026832513437811484,-0.02157273099077546,-0.01018347639999117,-0.004014865272224023,0.024484415351823625,0.030390838588861574,-0.015921770393577984,-0.012778075556035077,-0.016036127016331257,-0.012094653425462037,0.0033041201424335426,-0.009077732884346552,-0.000611323918693701,0.024278904471235326,0.002151083358448754,-0.009690164740044681,-0.0051954093926171565,0.0322208991269584,-0.022985664289143393,0.06917464819398814,0.02116621760718141,0.024815464330110965,0.055395941570776014,0.04302688644389901,-0.021849000468518,-0.01591914018765455,0.06638846255785989,-0.012703507446320426,-0.012602237271622704,0.06798278750020081,-0.010025760096709857,-0.028515135428208004,-0.010176677304398382,0.09570053827904715,0.03201074318592131,-0.01847743723465858,-0.023823510265063155,-0.02513323272928166,-0.01732475869069837,-0.016729132559943485,-0.01801781097504763,-0.020378242151481898
figurative_language,0.02540207129017447,-0.042061817652822,-0.036670125954475725,-0.013826796065556228,-0.01666445862973693,0.015330169828522557,0.022618239000224114,0.025251243258087044,-0.0016886018992063711,-0.01840893145135628,-0.03063404337549043,0.036220121662437106,-0.03152265173116706,-0.035246332846078456,-0.003028419161033258,-0.003028419161033258,-0.01398526832518326,-0.003028419161033258,-0.029716859828298775,-0.007417414377802373,-0.0030284191610332515,-0.01240795851964703,0.09308725364874343,0.08837116102304962,0.02192800086231258,-0.010235178816535505,-0.003028419161033254,-0.005946141039050171,-0.003028419161033254,-0.003028419161033262,1.0,-0.004964268970341446,-0.07457436172892909,0.02816224689951334,0.034108100082098664,-0.008600034825199275,-0.024215799379254742,-0.08128375409865038,-0.022133032677512387,0.002732091947751275,-0.03594239418171732,0.06134463649720286,-0.02421910705196163,0.02584442423229551,0.054345518626813624,0.06423511677317974,-0.02263503813509628,-0.04439583130317998,-0.016150445113548306,0.01145082580876123,-0.03778510759519581,0.028600993240211734,0.010922403968028991,0.04601473565672182,-0.013687279990774426,-0.05320464851916576,-0.004193069231195472,-0.029646567036245297,0.14644576971986334,0.34830596439094264,-0.012146536224450688,0.03128675781723721,0.023257408348823623,0.15502028833134973,-0.01051616275239607,0.01879273874619019,0.004894216840493787,0.24236553229267496,0.21241258685554626,-0.019192053134567632,-0.16086974433738854,0.0778202338241133,0.3490325939771973,-0.07334807654321422,-0.1024676733931303,-0.04995254533321152,-0.0018088495855447912,0.13240862588968974,-0.048398223335244996,-0.0007225245804500145,-0.1644934698284673,-0.030468391934193876,0.021026488143804943,-0.07388856597526797,-0.012006020213297537,-0.011580129157270323,-0.08220871474349956,-0.0049759994149132895,0.13402725499574342,-0.03078842529974806,0.011778034283229544,-0.035444644841528025,0.14212595052821492,0.20123052746182085,-0.043162985555192476,-0.03953946321131436,-0.014766062131473648,-0.04329967179388519,-0.03610078724236042
pleonasms,-0.024187757410376896,0.048392418053825305,-0.010791259719031726,0.0015290541168675592,-0.009029195463371217,0.007900309224850204,-0.017328939864568817,-0.00977941439859238,-0.015627165991720593,0.014457942129866551,-0.01659824490050427,-0.018653711394864745,0.01717092079141322,-0.019097291769586088,-0.0016408686989203213,-0.0016408686989203213,-0.013315785020137165,-0.0016408686989203213,-0.0161012932918511,-0.00401892949168399,-0.0016408686989203176,-0.006722923634337319,-0.003644518116487628,-0.0039591907913524215,-0.0056261829511011175,-0.005545660509615628,-0.0016408686989203205,-0.0032217590074334547,-0.0016408686989203185,-0.0016408686989203222,-0.004964268970341446,1.0,0.034984395352733094,-0.014802433376845286,0.008541538750723245,0.023603414559875698,0.009519540910079186,0.005245633423815376,-0.05891074937386835,-0.01649162832149411,0.023271503413814745,0.0024851089846800413,-0.019587369041742454,-0.01131827160199913,0.017431568947025716,-0.021191472354568655,0.0067200628487193255,0.055943212640156864,0.002921857239086082,0.12517210388759198,0.1306299045588194,0.03629021740934541,0.11560920217582622,0.08480396624228066,0.033417160863790756,-0.0031362521855095816,0.09257666291841478,0.04903061822161463,-0.010780954039295037,0.0600888672909401,0.17271908540644645,0.021222285824039337,0.02727097153035618,-0.02609940913554813,-0.020946177068124402,0.05453362836930934,0.040594219679261634,0.06720724304762522,0.04890680648910319,-0.02560050212133765,-0.02689313025785102,0.04855486096061879,0.07179050223051146,-0.05331268123635554,-0.00587074395199688,-0.03767874059889009,-0.02372066561609095,0.04079621377703833,-0.0014204093027814823,0.034580791838358195,-0.012263815147475973,-0.011023110385133301,0.053553204924171205,0.05701813259926477,-0.020823942947433217,-0.020657938058697346,0.03603854024164389,-0.016434504969649957,0.009083844713954388,-0.016681892656552344,0.04727520384702971,0.015155001316038398,0.015987087810212835,0.03910364536437063,-0.04119909455326979,-0.028399226597662808,-0.027422859667722337,-0.029535297189966593,-0.019549186894783264
informativeness,-0.43763109389783444,-0.041411142083675447,-0.288875962551457,-0.08659276665535641,-0.008124274386537879,-0.04049484354015044,-0.1343824987208724,-0.09763055997919896,-0.021650764142244296,-0.19339519852429926,-0.0016245899432014174,0.0243313065427738,-0.10436773971047683,-0.028970381497402074,0.0037016315200354027,0.0037016315200354027,-0.0027715733517028936,0.0037016315200354027,-0.13386989111541436,-0.021849229901260963,0.029230124761658854,0.01713686979379267,-0.048479438374771,-0.00960595638614767,-0.06646069833355818,0.010804231891081565,-0.04735535496321167,-0.042855889933059145,0.08028711124490596,0.029230124761658927,-0.07457436172892909,0.034984395352733094,1.0,0.07451687492600999,-0.31717470517325574,0.2986887514516249,0.6561522991511979,0.5285055983412904,-0.39611844396333235,0.04873035575007918,0.2457029977293202,-0.1071697051760661,-0.039502308627907025,0.011597783880755927,-0.09772556270454887,-0.09842261373404779,0.003910602328225033,0.10076335686401894,-0.20394646453453705,-0.07084659961781076,0.01098964663288412,-0.08192591419385255,0.027566235582560904,-0.09727513709206077,-0.0399461893325474,0.09169929226989024,0.05857626559477116,0.18375098974584536,-0.5161462176368005,-0.23771603552581377,-0.04014105152081208,-0.06276711217210226,0.0934266578480843,-0.1423953354383356,-0.12340277127486075,-0.09387692495864791,-0.16853874551206735,-0.18074812366375298,-0.2958864404221922,-0.49311723033414717,0.6002761310137857,-0.322443295765881,-0.22463144283107409,0.44394562269297055,0.5661748781181111,0.021281702581750946,0.11537426681785166,-0.3848544693431122,0.4778152735792882,0.16632641549749416,0.38783962235390385,0.19701815548221857,-0.004304117707395966,0.7570110622611727,-0.1182355241794657,-0.1144997954331158,0.775963328085129,-0.09179973962468571,-0.4359872645514927,-0.23515567704213322,-0.005060168753818265,0.3772524571829825,-0.31263049884431143,-0.22352499271493964,-0.149085819760958,-0.0641913826068718,-0.008098711166304581,0.012609107306093973,0.08418250001229181
constructive_feedback,-0.06383809098854856,0.02280463214482138,-0.046777309059530064,0.023051830945300607,0.03758262603892185,-0.014383167841382057,0.04027492944812337,-0.033282425416991925,-0.05263132033407582,0.1638760350763525,0.0399599338046981,-0.09290757838803346,-0.04686668224381937,0.18365182993692364,-0.009030125711595526,-0.009030125711595526,-0.03625936781272484,-0.009030125711595526,-0.03190155917355679,0.02979155508289535,-0.00903012571159554,-0.008128729197078159,-0.020056727739230767,0.03221990681482952,0.04266211036981053,-0.020376006433473513,-0.00903012571159551,-0.017730174796272438,-0.009030125711595489,-0.009030125711595534,0.02816224689951334,-0.014802433376845286,0.07451687492600999,1.0,0.07578334314029755,0.10077083483852553,-0.008025971046853783,0.08057033455649439,-0.10799295589446906,0.45759707918695003,0.25034580850744675,-0.0873428072834594,0.30591536068455394,0.08403446672679912,0.4012253407295567,0.3456178196887521,0.03260322833558224,0.12633946933274307,0.252712514097084,0.2079082784012795,0.23826708048588263,0.25849362172139984,0.23669212915185564,0.25473814691379887,0.36694851730758954,0.1399631892189024,0.17559777702468546,0.1509792748789288,-0.027405044301495506,0.003362769965047997,-0.019108466668824334,0.00950332668843567,0.151176334272178,0.35756833715144204,0.25988186036077515,0.3639399209167819,-0.09823459312520268,-0.06718620504708217,0.019471509253470274,-0.04272798985921288,-0.04869233829274739,0.07037839019150954,0.021606198089697767,-0.05270057502463602,0.04808215082827436,-0.04349045685194619,0.0735014807548754,0.045620374185015286,-0.018437669356773115,0.14856453158003669,-0.03533225034471297,0.058714213691321154,0.04488588726909952,0.005300745859897152,-0.10441835781445082,-0.10345874817629376,0.0031244290258357166,-0.09044334015356069,0.09601869849384666,-0.07386637210118334,0.40751583190709545,0.06179643959516745,0.06498038237283188,-0.04630877202764845,-0.0011327824875224984,-0.03630199849298968,-0.052836294627681094,0.023802532341830742,0.12320492853036805
author_revelation,0.07212808052462173,0.008127781795157994,0.49266134761612496,0.09101503603930762,-0.028381477392494588,-0.07702212492737058,0.08356939178319656,0.03886568243607858,-0.05437992245316829,0.10569464885022471,0.03717961004321398,-0.08004304415518088,0.19550103040361783,0.07372588129222839,-0.003399625570838989,-0.003399625570838989,-0.023223512119641125,-0.003399625570838989,0.05822032630216182,0.08128248975622145,0.02446615779669397,-0.03037562435273289,0.1940037429186308,0.0018227981902534493,0.03806562530647819,-0.03526869703359408,-0.03126540893837198,0.05423637329892811,-0.003399625570839048,-0.00339962557083906,0.034108100082098664,0.008541538750723245,-0.31717470517325574,0.07578334314029755,1.0,0.03279322192272953,-0.18291068232108815,-0.03595387702628689,0.022700049729761192,0.2117986879103468,0.028291901996148967,0.2725036582966733,0.2185787602670429,0.05398769606280723,0.1804661656142108,0.22873144927376915,0.1467681761798014,0.11199021525241308,0.38390802040489236,0.09372302797527203,0.03922026818675147,0.26328986312730046,0.07114175110108298,0.2383015965175766,0.30023335749413793,0.02098487123086307,0.058874561953924584,0.023581417332027607,0.2501017737377635,0.1535058397114155,-0.02812350849165184,-0.017294837369026365,-0.007985324769052268,0.19088851976508572,0.2578210532821395,0.13384254878726964,0.3929382325894827,0.14665639782863757,0.3841148640198186,0.08575856644417386,-0.4057079965462777,0.1774644019293312,0.18888775052222484,-0.21014799874794196,-0.35965097719903133,-0.1389219985134647,0.046323387209542474,0.5601919601497853,-0.6435396511844708,-0.11350197923243402,-0.12490803672849293,0.06036541238459183,0.07373301975941281,-0.37997011289123006,-0.006196603178481534,-0.010103970696329222,-0.391698393076491,-0.021670475931645415,0.19865908779187116,0.0016033433209661791,0.15247339432241702,-0.03587682006440768,0.36393227067840134,0.051181828402255214,-0.05981050065292687,-0.12341015529200415,-0.10795473689604183,-0.07388129480161115,-0.026394939202641785
comprehensibility,-0.6402614678299491,-0.08154281181744524,-0.01956058517480414,-0.04497414969955944,-0.06274105307221468,0.0010916433864298937,-0.0007293821729370313,-0.0009667031632917464,0.055324941389986636,0.006510691305163578,-0.057953777461683335,0.04717086985496133,0.05661307229096456,0.06612971637179925,-0.010289472621666872,-0.010289472621666872,0.00856697962033328,-0.010289472621666872,0.000727291703936157,0.037047710504792795,-0.010289472621666835,0.02656457430387124,0.008959459340362765,0.03108936190975513,0.032521089147458895,-0.006204578751020584,-0.04505120445162189,0.0003513128153140087,-0.010289472621666832,0.024472259208288313,-0.008600034825199275,0.023603414559875698,0.2986887514516249,0.10077083483852553,0.03279322192272953,1.0,0.1895376440927046,0.6782107937868285,-0.5266231247785353,0.10499379388889367,-0.006688409193256266,0.05417570187798444,0.07659992670536192,0.030801868522079653,0.10291042266553994,0.06128345889114666,0.07334013988104328,0.1340436629050297,0.043184813795111555,0.08105533301726253,0.051336714118382205,0.04983829821448446,0.1021485267156294,0.008156608898546297,0.10681900399872056,0.0816700769769936,0.07944991591607889,0.11383321674657379,-0.46238318746546697,-0.17091539217078897,0.012950950314495016,0.005621074646090447,0.1849223768681889,-0.09299664802044158,-0.004034484454158915,0.041715831744542,0.003648842676974596,0.0032453035932420706,0.028867974224357454,-0.5377044168824296,0.4508119555841233,-0.3647046370754054,-0.1807967071523585,0.4067628398118844,0.10399145443254051,0.29948960263326907,-0.0557943843332883,0.0559441537865225,0.010710518890767014,0.18534635074155828,0.5758988517506232,0.23391377098682015,-0.016827855745923034,0.11968612800032359,0.030735945982629194,0.0325064360160713,0.12798051344319314,0.03452441836544802,-0.5153751525228735,-0.26702392216870974,0.16157484158908214,0.8488887133642752,0.042374726641229654,-0.072421516930629,-0.2344466677392902,-0.0953950077214078,-0.0009934876085717604,-0.05299116827151159,-0.029214944105527184
detail_level,-0.3273492295005218,-0.05050102061172048,-0.22091951365943063,-0.08967541341456932,-0.007706987481712204,0.02042006269905184,-0.07127262328040064,-0.075267220320156,0.036068259673989814,-0.1864405410361053,-0.033890172321439455,-0.001597155541045037,-0.1099685501144694,-0.13585151732679984,0.005807332412599088,0.005807332412599088,-0.010167193917355405,0.005807332412599088,-0.13975003566025423,-0.026768671620710744,0.005807332412599098,0.010018089849462595,-0.022671837869824737,-0.0011418152168044492,-0.04048903053071347,0.02394382458381129,-0.033968916988764614,0.011402390405620114,0.04558358181396278,0.005807332412599114,-0.024215799379254742,0.009519540910079186,0.6561522991511979,-0.008025971046853783,-0.18291068232108815,0.1895376440927046,1.0,0.39903567846687327,-0.3622178282221622,-0.06437509188439526,0.15285977702281067,0.057390621390649044,-0.04690056401823206,-0.0033673971305499505,-0.14013868941418184,-0.08491222734137499,0.015970909931244805,0.0541762786184916,-0.10486090910556281,-0.08972174414120154,-0.035847462054157335,-0.0488104266833846,-0.0546366258440881,-0.06162661507008658,-0.026824165912163616,0.03120080089753863,-0.007950426399314535,0.10737744975522204,-0.3221701784107556,-0.05910538614670688,-0.021023376790310116,-0.06175201713095126,0.00815522072426403,-0.14583869047850015,-0.11539206956024718,-0.12593767182038174,-0.07626503336135669,0.12246326209660104,-0.002830241775540863,-0.47602165241109573,0.3864664891500939,-0.32391856932481744,-0.089246721952268,0.43728116251764304,0.3227315128019365,-0.16696786676291078,0.19031233686001858,-0.15904138392437048,0.2758203921236253,0.037849087625751024,0.22766886044756496,0.1250651222058069,0.007050142436485938,0.5755094879986168,0.16411032886090404,0.167715809514373,0.5382490733294872,0.1545489761274455,-0.31013608079895355,-0.10443464553803211,-0.10242842670027237,0.2827351704998343,-0.08765058688630165,0.11085815800886399,-0.008346032944083885,0.06788325387325343,0.17589093141749043,0.14288601058682268,0.09836285814368143
explicitness,-0.6878063265550596,-0.08364867390395275,-0.16113040577725757,-0.12765740798709163,-0.08621151045248054,-0.07185798372056182,-0.027288337946784993,-0.03583119863296124,0.009081205851995577,-0.018775037365337338,-0.05784876977073877,0.06299090437859868,0.010809040157572175,0.028797421326162396,0.011502294367309101,0.011502294367309101,0.03472093313297021,0.011502294367309101,-0.09647787875516627,0.03435581197945374,-0.010406837760898987,0.02878871908597568,-0.011460488988614518,-0.020866965593694383,0.006051489870200151,-0.011788237588982665,-0.05422510201731503,0.03553872518520843,0.011502294367309242,0.03341142649551736,-0.08128375409865038,0.005245633423815376,0.5285055983412904,0.08057033455649439,-0.03595387702628689,0.6782107937868285,0.39903567846687327,1.0,-0.595129955928069,0.12621561465641515,0.09268401125023742,0.0031069661513918787,0.14901558526446748,0.057595376351539454,0.005127391315922696,-0.01280298477686342,0.16443944149768414,0.20503441341055276,-0.008342594595617675,0.03454036766017767,0.021936504147811068,-0.02963204008948826,0.0676023510458029,-0.09290754476148039,0.0665333975795868,0.15162318214206125,0.09291179615051855,0.15572960683762385,-0.6620893026375924,-0.31107030248692347,0.05915238967546584,-0.13028357787496347,0.04362600610302339,-0.18478945973426764,0.025299435188944973,-0.03334369735999079,-0.10092388107241697,-0.06985521584264276,-0.08261943328864528,-0.708167762578561,0.5952056106184505,-0.493665459488849,-0.3020610590321098,0.5751722687010065,0.23269332644751248,0.22311052487378322,-0.005812672331878573,-0.029242301686689665,0.1563471895874252,0.05108063087389001,0.6816623658900138,0.43004297934873253,0.05931189735765559,0.32251141146831774,-0.02417327185530768,-0.020548142146107652,0.33143849801418407,-0.004247149295649455,-0.6449589954722394,-0.33517511298804914,0.08916283675403937,0.7262211676765851,-0.07980005593485642,-0.16911513379031584,-0.29507778809658275,-0.13159360421988023,-0.03882682563542218,-0.09694679565005365,0.02209076824290009
context_dependence,0.5952163122480992,0.1007945971071684,0.15106474768324946,0.06751219330768882,0.03397303753412935,0.03875337495351189,0.05306937019502232,0.090697042948961,-0.030924990018027704,0.047110904793509795,0.04287212683443286,-0.04229517710187585,0.013788466509313157,-0.007315244729075281,-0.02607325931497336,-0.02607325931497336,0.021911486574290328,-0.02607325931497336,0.10486819677588724,-0.0017684606648133477,-0.008468087596557834,0.016414950221166503,0.015046404341068789,-0.03899077973836327,-0.00368174461579628,0.04342017844008252,0.044347427558688694,-0.006811779440042317,0.026742255840273173,-0.04367843103338869,-0.022133032677512387,-0.05891074937386835,-0.39611844396333235,-0.10799295589446906,0.022700049729761192,-0.5266231247785353,-0.3622178282221622,-0.595129955928069,1.0,-0.09883865652232039,-0.07846886088681926,-0.05975033679008435,-0.06658192665546972,-0.10646070945290374,-0.11280654677771786,-0.11813253903230361,-0.04138387472375601,-0.10633703825651646,-0.025266041707543492,-0.11105890180499978,-0.021918365317847605,-0.08258477003119911,-0.1195074904941832,-0.0946266184646385,-0.0950187327342618,0.009638322235627514,-0.02089103419414609,-0.07753759583951746,0.47733243782130574,0.004824397767588452,-0.027426111272455287,0.043972756296420765,-0.15873347482027744,0.1255040042745788,0.022111069395289916,-0.030536855745614308,0.014843555018135501,-0.12533446390056818,-0.09946709844649337,0.7373893973335143,-0.36180513780823015,0.3343407083959451,0.022444888628960383,-0.4231398927179502,-0.11236891326066846,-0.10217280115108628,-0.034149038063666266,-0.021675535721566098,-0.12893791820656467,-0.16172142715029186,-0.41628487716337864,-0.13090149381212993,-0.10214119567055026,-0.304671272552781,-0.040773172980762475,-0.04184803743921613,-0.2876649275970383,-0.040020932070919064,0.4254723968177818,0.26654375257767204,-0.15881960871733455,-0.6062767244167464,-0.054650890014006796,-0.02771221403749906,0.22281184358281086,0.04838959197528271,-0.01271800405234596,0.020639311648632055,-0.013815447897271353
