,utterance_id,utterance,avg_labeled_utterance,labeled_utterance,transitions,self_mentions,hedges,code_glosses,chronological_markers,adverbs_of_degree,attitude_markers,place_time_svo,engagement_markers,causal_markers,explicit_references,boosters,deontic_modal_words,always,therefore,situation_dependent_references,then,frame_markers,negative_connotations,self-mentions,evidentials,emotional_self_disclosures,positive_connotations,idioms,endophoric_markers,additionally,slang_and_colloquialisms,and,purpose,figurative_language,pleonasms
216,u144351,也许上帝不是我们这样的代理人。,2.0,也许<hedges>上帝不是我们<self_mentions>这样的代理人。,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,u91531,我十分害怕去见我的家庭和朋友。,1.0,我<self_mentions>十分<adverbs_of_degree>害怕<emotional_self_disclosures>去见我的<self_mentions>家庭和朋友。,0.0,0.13333333333333333,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,u199127,我们不是看见影子，也不是看见光亮，,2.0,我们<self_mentions>不是看见影子，也<additionally>不是看见光亮，,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0
219,u210191,我们城市是全国的工业中心。,1.0,我们<self_mentions>城市是全国的工业中心。,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,u191646,这是原料浆正被倒在纸板上。那是正在运行中的生产线。,1.0,这是<explicit_references>原料浆正被倒在纸板上。那是<explicit_references>正在运行中的生产线。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,u28034,对于一个在巴黎的夜晚，你不是一个协作的律师 - 你是一个音乐会的钢琴家变成了一个商贩。,2.0,对于<frame_markers>一个在巴黎的夜晚<place_time_svo>，你<engagement_markers>不是一个协作的律师 - 你<engagement_markers>是一个音乐会的钢琴家变成了一个商贩。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.046511627906976744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,u139056,这就是造机器的那群人，,3.0,这<explicit_references>就是<boosters>造机器的那群人，,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,u131651,准备运走从森林砍伐的圆木,1.0,准备<frame_markers>运走从森林砍伐的圆木,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,u87451,不管怎样，坦妮亚的这一邀请看来是如此之诱人，可不能失之交臂。,2.0,不管怎样<transitions>，坦妮亚的这一邀请看来<hedges>是如此之<adverbs_of_degree>诱人，可不能<deontic_modal_words>失之交臂<idioms>。,0.03333333333333333,0.0,0.03333333333333333,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,u43905,一个新明星的诞生总是显得神秘。,1.0,一个新明星的诞生总是<boosters>显得<hedges>神秘。,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,u213676,滚吧！走路看清楚－－你差点反我的饮料泼翻了。,2.0,滚吧！<boosters> 走路看清楚－－你<engagement_markers>差点<hedges>反我的<self_mentions>饮料泼翻了。,0.0,0.045454545454545456,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,u51343,他整天忘这忘那，大家都叫他糊涂虫。,1.0,他整天<chronological_markers>忘这忘那，大家<engagement_markers>都叫他糊涂虫<slang_and_colloquialisms>。,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0
228,u104829,来做针对这部分需求的买卖。,2.0,来做针对这部分需求的买卖。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,u183915,这是一个自然过程。它现在也在自然界中进行着。,1.0,这是一个自然过程。它现在<frame_markers>也<transitions>在自然界中进行着。,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,u166820,问问大家你们要工作多久，,2.0,问问大家<engagement_markers>你们<engagement_markers>要工作多久，,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,u62008,但是这不要紧，因为，正如他一向所说的那样，一个人要活到老学到老。,1.0,但是<transitions>这不要紧，因为<causal_markers>，正如<evidentials>他一向<boosters>所说的那样，一个人要活到老学到老。,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,u170949,要么躲在楼上，越高越好,2.0,要么<transitions>躲在楼上，越高越好<adverbs_of_degree>,0.09090909090909091,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,u167627,跟信任没有太大关系，而是强迫性的,3.0,跟信任没有太大<adverbs_of_degree>关系，而是<transitions>强迫性的,0.0625,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,u182380,我们生活中的大多片刻--,5.0,我们<self_mentions>生活中的大多<hedges>片刻--,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,u18654,在我离开前，我还有许多事要做。,1.0,在我离开前<chronological_markers>，我<self_mentions>还有<transitions>许多事要做。,0.06666666666666667,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,u123556,那我们要做的就是环顾四周,3.0,那<transitions>我们<self_mentions>要<deontic_modal_words>做的就是<frame_markers>环顾四周,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,u467,我摇摇头，伸出5根手指表示我只愿出5镑钱。,1.0,我<self_mentions>摇摇头，伸出5根手指表示我<self_mentions>只愿出5镑钱。,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,u146758,我还认识像我一样制作小成本独立电影的朋友,1.0,我<self_mentions>还<transitions>认识像我<self_mentions>一样制作小成本独立电影的朋友,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,u98064,在我们的珊瑚礁展览的同时，他们也希望,5.0,在我们的<self_mentions>珊瑚礁展览的同时<transitions>，他们也<transitions>希望,0.1111111111111111,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,u22686,采用毛细管气相色谱法定量分析百菌清烟雾剂中百菌清的含量。,1.0,采用毛细管气相色谱法定量分析百菌清烟雾剂中百菌清的含量。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,u184935,从而不会再发生战争。,1.0,从而<causal_markers>不会再发生战争。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,u209865,今天我们有许多事情要做。,1.0,今天<chronological_markers>我们<self_mentions>有许多<boosters>事情要<deontic_modal_words>做。,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,u40852,我们应使国民经济不断增长。,1.0,我们<self_mentions>应<deontic_modal_words>使国民经济不断增长。,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,u62585,孤注一掷，绝不是一件聪明的事。,1.0,孤注一掷<idioms>，绝不是<boosters>一件聪明的事。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,u136059,但是你之前有考虑过纪念碑吗？比如越战纪念碑？,1.0,但是<transitions>你<engagement_markers>之前<chronological_markers>有考虑过纪念碑吗？<engagement_markers>比如<code_glosses>越战纪念碑？<engagement_markers>,0.045454545454545456,0.0,0.0,0.045454545454545456,0.045454545454545456,0.0,0.0,0.0,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,u209662,我认为她比我们都聪明。,1.0,我<self_mentions>认为<hedges>她比我们都聪明。,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,u164184,如果大家让五岁小孩子与当今最厉害的机器人对决,2.0,如果<causal_markers>大家<engagement_markers>让五岁小孩子与当今<chronological_markers>最厉害的机器人对决,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.045454545454545456,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,u1244,任何固体者反射声音，反射的声音因物体的大小和性质的不同而不同。,1.0,任何固体者反射声音，反射的声音因<causal_markers>物体的大小和性质的不同而不同。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,u43494,此项目的费用与其成果不相称。,1.0,此项目的费用与其成果不相称。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,u35783,将连续时间马尔科夫链与多级全混流串联模型结合建立停留时间分布数学模型。,1.0,将连续时间马尔科夫链与<and>多级全混流串联模型结合建立停留时间分布数学模型。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0
251,u200292,可在此之前，我要说，,5.0,可<transitions>在此之前<chronological_markers>，我<self_mentions>要说<frame_markers>，,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,u182883,还特别提供了KIPP规范。,2.0,还<transitions>特别<adverbs_of_degree>提供了KIPP规范。,0.07692307692307693,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,u152214,就是说，这是一个大的变革，不可避免,1.0,就是说<code_glosses>，这是一个大的变革，不可避免<boosters>,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,u41677,娱乐表演之后，船长获得了一笔入场费。,1.0,娱乐表演之后<chronological_markers>，船长获得了一笔入场费。,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,u121820,Patrick和他的同僚商议说：“我们不如将这种,5.0,Patrick<explicit_references>和他的同僚商议说：“我们<self_mentions>不如将这种,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,u78368,报道36例激光心肌血运重建术病人的术前术后护理。,1.0,报道36例<explicit_references>激光心肌血运重建术病人的术前<chronological_markers>术后<chronological_markers>护理。,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,u145200,慈善工作者称这种看法为同情疲软,3.0,慈善工作者<explicit_references>称<evidentials>这种<endophoric_markers>看法为同情疲软,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0
258,u189125,还有回收再利用的收银机和手推车。,1.0,还有<transitions>回收再利用的收银机和手推车。,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,u88406,由于希腊债务危机，在巴黎有名的Taillevent饭店吃一套八道菜的两人晚餐（其中有招牌菜：意大利调味饭配田鸡腿）如今只要517美元，而从前是570美元。,2.0,由于<causal_markers>希腊债务危机，在巴黎有名的Taillevent饭店吃一套八道菜的两人晚餐（其中有招牌菜：意大利调味饭配田鸡腿）如今<chronological_markers>只要517美元，而<transitions>从前<chronological_markers>是570美元。,0.012987012987012988,0.0,0.0,0.0,0.025974025974025976,0.0,0.0,0.0,0.0,0.012987012987012988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,u100102,只在径向平面或者纵向平面建模,1.0,只在径向平面或者纵向平面<place_time_svo>建模,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,u207723,但是去年的头条是经济,2.0,但是<transitions>去年<chronological_markers>的头条是经济,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,u124270,非洲长期存在的问题。,3.0,非洲<explicit_references>长期<chronological_markers>存在的问题。,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,u170167,我们从未见面，由几次道具交易成了哥们,2.0,我们<self_mentions>从未<boosters>见面，由<causal_markers>几次道具交易成了哥们,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,u52918,开发发改委关系以获取政府支持或激励政策。,2.0,开发发改委关系以获取政府支持或激励政策。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,u192917,这是高速公路下的一座著名的建筑,1.0,这是<explicit_references>高速公路下的<situation_dependent_references>一座著名的<positive_connotations>建筑,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,u48992,传统的生产方法是半连续铸造、大锭热轧、高精冷轧，工艺流程长、成品率低、设备投资大。,1.0,传统的生产方法是半连续铸造、大锭热轧、高精冷轧，工艺流程长、成品率低、设备投资大。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,u44099,抢劫银行，然后用水枪射击出纳员是违法的.--路易斯安那州。,1.0,抢劫银行，然后<chronological_markers>用水枪射击出纳员是违法的.--路易斯安那州<explicit_references>。,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,u212774,一个有野心的政客，常为自身利益而不是原则来指导,1.0,一个有野心的<positive_connotations>政客，常<hedges>为自身利益而不是<transitions>原则来指导,0.043478260869565216,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,u72296,我们不能拿任何在最前面位置的付款和不在中赢得没有费用政策。,5.0,我们<self_mentions>不能<deontic_modal_words>拿任何在最前面位置的付款和不在中赢得没有费用政策。,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,u142140,这位护士用很简单的 － 你看得出 － 油土模型，,4.0,这位护士用很<adverbs_of_degree>简单的 － 你看得出<engagement_markers> － 油土模型，,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,u103638,你会高估它，因为你不觉得你可以控制了,2.0,你<engagement_markers>会高估它，因为<causal_markers>你<engagement_markers>不觉得<hedges>你<engagement_markers>可以<deontic_modal_words>控制了,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.05555555555555555,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,u68666,对即将发生的世界经济末世之战，这些周里会有很多的讨论。,2.0,对<frame_markers>即将发生的世界经济末世之战，这些周里<place_time_svo>会有很多<boosters>的讨论。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,u95601,这就带来了你们都可能听过了的这个传说。,4.0,这就带来了你们<engagement_markers>都可能<hedges>听过了的这个传说。,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,u37694,今天是印度第七大国按地理区域和第二个世界上人口最多的。,1.0,今天<chronological_markers>是印度<explicit_references>第七<chronological_markers>大国按地理区域<situation_dependent_references>和第二个<chronological_markers>世界上<situation_dependent_references>人口最多的。,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,u6504,贝多芬被认为是不朽的古典音乐大师。,1.0,贝多芬<explicit_references>被认为<hedges>是不朽的古典音乐大师。,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,u70553,按下键录制，看完时释放结束录制。,1.0,按下键录制，看完时<chronological_markers>释放结束录制。,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,u62771,D3D错误 - 无法查询内存. 请重新启动游戏。,1.0,D3D错误 - 无法<deontic_modal_words>查询内存. 请重新<transitions>启动游戏。,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,u119468,我们也不能免费把数据开放 给全世界的学生们和企业部门使用。”,1.0,我们<self_mentions>也<transitions>不能<deontic_modal_words>免费把数据开放 给全世界的学生们和企业部门使用。”,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,u48762,作为一种典型的光电半导体材料，硫化镉(CdS)一维纳米材料的合成近年来受到人们的广泛关注。,1.0,作为一种典型的光电半导体材料，硫化镉(CdS)一维纳米材料的合成近年来<chronological_markers>受到人们的广泛关注。,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,u15823,他做外交官的工作只不过是间谍生涯的一种掩护。,1.0,他做外交官的工作只不过是<adverbs_of_degree>间谍生涯的一种掩护。,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,u109731,她当然觉得每个外孙都很特别,1.0,她当然<boosters>觉得每个外孙都很<adverbs_of_degree>特别,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
