,utterance_id,utterance,avg_labeled_utterance,labeled_utterance,self_mentions,code_glosses,transitions,frame_markers,situation_dependent_references,place_time_svo,explicit_references,adverbs_of_degree,chronological_markers,engagement_markers,deontic_modal_words,boosters,causal_markers,idioms,attitude_markers,hedges,evidentials,figurative_language,negative_connotations,endophoric_markers,pleonasms,emotional_self_disclosures,positive_connotations,transitions_chronological_markers,slang_and_colloquialisms
10,u114590,And 40 states already have an acute nursing shortage.,1.0,And<transitions> 40 states already have an acute nursing shortage.,0.0,0.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,u32864,"I love TV game, PC game, specially love to modify them!",1.0,"I<self_mentions> love TV game, PC game, specially love to modify them!<boosters>",0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,u82407,"Give me love, make me smile till the end of life.",1.0,"Give me<self_mentions> love, make me<self_mentions> smile till the end of life.",0.04081632653061224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,u76696,Why should non - native speakers bother with what native speakers regard as correct?,1.0,"Why should<hedges,deontic_modal_words> non - native speakers bother with what native speakers regard as correct?<engagement_markers>",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011904761904761904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,u18123,"Jane was sick and tired of always having to wait for Bill, so when he didn't arrive on time she left without him.",1.0,"Jane<explicit_references> was sick and tired<idioms> of always<boosters> having to wait for Bill<explicit_references>, so<causal_markers> when he didn't arrive on time she left without him.",0.0,0.0,0.0,0.0,0.0,0.0,0.017699115044247787,0.0,0.0,0.0,0.0,0.008849557522123894,0.008849557522123894,0.008849557522123894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,u202694,"Nobody really knew how to make these little movies on the computer,",1.0,"Nobody really<boosters> knew how to make these little movies on the computer,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014925373134328358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,u36729,The process for concentrating natural vitamin E in the dual - column continuous countercurrent supercritical extraction is studied.,1.0,The process for concentrating natural vitamin E in the dual - column continuous countercurrent supercritical extraction is studied.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,u17425,Taxpayers can not get even a tithe of their money back.,2.0,Taxpayers can<deontic_modal_words> not get even<attitude_markers> a tithe of their money back.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,u162073,"And I'll yield the floor here for a second to Einstein,",2.0,"And<transitions> I'll<self_mentions> yield the floor here<situation_dependent_references> for a second to Einstein<explicit_references>,",0.01818181818181818,0.0,0.01818181818181818,0.0,0.01818181818181818,0.0,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,u16470,He hated being stuck in the sour job but couldn't find another.,1.0,He hated being stuck in the sour job but<transitions> couldn't<hedges> find another.,0.0,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,u167390,"Well, it's ideas -- not worms -- that hijack our brains.",2.0,"Well<frame_markers>, it's ideas -- not worms -- that hijack our<self_mentions> brains.",0.017857142857142856,0.0,0.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,u129925,or if Maria Callas debuted as Tosca at 17?,4.0,or if Maria Callas<explicit_references> debuted as<causal_markers> Tosca<explicit_references> at 17?,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,u49305,Bimbos had become major role models for young girls everywhere (Ellen Goodman),4.0,Bimbos had become major role models for young girls everywhere (Ellen Goodman<evidentials>),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,u136902,"Well, I did this at a school in Boston",5.0,"Well<frame_markers>, I<self_mentions> did this at a school in Boston<explicit_references>",0.02631578947368421,0.0,0.0,0.02631578947368421,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,u5822,He works on an assembly line or he is an assembly line worker.,1.0,He works on an assembly line or<transitions> he is an assembly line worker.,0.0,0.0,0.016129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,u119257,there's a hundred people who work in that building --,2.0,there's<situation_dependent_references> a hundred people who work in that<explicit_references> building --,0.0,0.0,0.0,0.0,0.018867924528301886,0.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,u109824,"And to my horror, not only had I written it,",5.0,"And to my<self_mentions> horror, not only had I<self_mentions> written it,",0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,u15627,She ran (ie drove) her car into a tree while reversing.,1.0,She ran (ie<code_glosses> drove) her car into a tree while<transitions> reversing.,0.0,0.01818181818181818,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,u4011,The friar preached against stealing and had a goose in his sleeve.,2.0,The friar preached against stealing and had a goose in his sleeve.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,u131091,"Enough of a clue? So, you get the pattern, right? OK.",5.0,"Enough<adverbs_of_degree> of a clue? So<causal_markers>, you<engagement_markers> get the pattern, right? OK.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018867924528301886,0.0,0.018867924528301886,0.0,0.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,u103393,"It doesn't work in a universe with four dimensions of space, nor five, nor six.",3.0,"It doesn't work in a universe with four dimensions of space, nor<transitions> five, nor<transitions> six.",0.0,0.0,0.02531645569620253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,u131963,"and it's going to have tremendous benefits to society,",4.0,"and it's going to have tremendous benefits to society,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,u197373,"for an in-school project, the best one for a household project,",4.0,"for an in-school project, the best one for a household project,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,u121823,and was willing to go the long haul and be combined,5.0,and was willing to go the long haul and be combined,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,u44285,"For joint account, both account holders must sign. For corporate account, please affix with company chop.",2.0,"For joint account, both account holders must<deontic_modal_words> sign. For corporate account, please affix with company chop.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009523809523809525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,u137371,"They're not supposed to, but they figure out a way.",3.0,"They're not supposed to, but<transitions> they figure out a way.",0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,u61512,"Freud focused on neurotics, but his conclusions were relevant to mankind as a whole.",2.0,"Freud<explicit_references> focused on neurotics, but<transitions> his conclusions were relevant to mankind as a whole.",0.0,0.0,0.011904761904761904,0.0,0.0,0.0,0.011904761904761904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,u17420,A tissue is a group of similar cells which have an identical general function.,1.0,A tissue is a group of similar cells which have an identical general function.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,u196971,"Maybe what wants to be said is that old and the new are locked in a dialectical embrace,",3.0,"Maybe<hedges> what wants to be said is that old and the new are locked in a dialectical embrace<figurative_language>,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,0.011363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,u122482,"because I've got eyes in the back of my head.""",4.0,because<causal_markers> I've<self_mentions> got eyes in the back of my<self_mentions> head.,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,u195122,"I mean, if it just gives you a comparison of --",5.0,"I<self_mentions> mean<code_glosses>, if it just<boosters> gives you<engagement_markers> a comparison of --",0.02127659574468085,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,u107881,"And, I think, we're only there if we can have something like ballet dancing.",4.0,"And<transitions>, I<self_mentions> think<hedges>, we're<self_mentions> only there if we can have something like ballet dancing.",0.02631578947368421,0.0,0.013157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,u31931,On the same page advance with some machines manageable size live piece.,5.0,On the same page advance with some machines manageable size live piece.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,u94701,and it's pretty hard not to take it seriously.,4.0,and<transitions> it<situation_dependent_references>'s pretty<adverbs_of_degree> hard not to take it<situation_dependent_references> seriously.,0.0,0.0,0.021739130434782608,0.0,0.043478260869565216,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,u85663,The workers reached against the capitalists' ruthless exploitation by holding strikes.,2.0,The workers<explicit_references> reached against the capitalists'<explicit_references> ruthless<negative_connotations> exploitation by<causal_markers> holding strikes.,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.011627906976744186,0.0,0.0,0.0,0.0,0.0,0.011627906976744186,0.0,0.0,0.0,0.0,0.0,0.0
45,u44531,Computers have done away with a lot of the repetitive work.,1.0,Computers have done away with a lot of the repetitive work.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,u38917,"Balsam pear abluent, sliver, go seed, cut chunk, put chop inside again evaporate 20 minutes.",5.0,"Balsam pear abluent, sliver, go seed, cut chunk, put chop inside again<transitions> evaporate 20 minutes<chronological_markers>.",0.0,0.0,0.010869565217391304,0.0,0.0,0.0,0.0,0.0,0.010869565217391304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,u20357,"For example in the early 2000s researchers at the University of Oxford incorporated an origami pattern called the ""water bomb base"" into a heart stent design.",1.0,"For example<code_glosses> in the early 2000s<place_time_svo> researchers at the University of Oxford<explicit_references> incorporated an origami pattern called the ""water bomb base""<explicit_references> into a heart stent design.",0.0,0.006329113924050633,0.0,0.0,0.0,0.006329113924050633,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,u141576,whether or not the countries concerned want people to hear those stories.,4.0,whether or not the countries concerned want people to hear those stories.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,u210165,The policeman let the driver off with a caution.,2.0,The policeman<explicit_references> let the driver<explicit_references> off with a caution.,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,u204781,"even though our economy has gone up 80 percent, per capita.",4.0,"even though<transitions> our<self_mentions> economy has gone up 80 percent, per capita.",0.01694915254237288,0.0,0.01694915254237288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,u143673,"This is the main drag of Rocinha, the Estrada da Gavea,",1.0,"This<situation_dependent_references> is the main drag of Rocinha<explicit_references>, the Estrada da Gavea<explicit_references>,",0.0,0.0,0.0,0.0,0.01818181818181818,0.0,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,u195297,They got someone to come in and saw off the shoes.,4.0,They<situation_dependent_references> got someone to come in and saw off the shoes.,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,u194122,"This is a predatory mite -- just as small as a spider mite, by the way,",1.0,"This is a predatory mite -- just<boosters> as small as a spider mite, by the way<engagement_markers>,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014084507042253521,0.0,0.014084507042253521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,u1527,The great advantage of taking medicine is that it makes no demands on the taker beyond that of putting up for a moment with a disgusting taste.,1.0,The great advantage of taking medicine is that it makes no demands on the taker beyond that of putting up for a moment with a disgusting taste.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,u100496,"and understand how actually we put your level in context,",5.0,"and<transitions> understand how actually<boosters> we<self_mentions> put your<engagement_markers> level in context,",0.017543859649122806,0.0,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,0.017543859649122806,0.0,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,u126377,the first computers were designed pen-on-paper -- now we use computers.,1.0,the first<frame_markers><chronological_markers> computers were designed pen-on-paper -- now<frame_markers> we<self_mentions> use computers.,0.014084507042253521,0.0,0.0,0.028169014084507043,0.0,0.0,0.0,0.0,0.014084507042253521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,u183391,"And we've seen a new disease, not like the 30 novel emerging communicable diseases.",3.0,"And we've<self_mentions> seen a new disease, not like the 30 novel emerging communicable diseases.",0.012048192771084338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,u197977,? for sending an angel to rescue me ?,4.0,?<engagement_markers> for sending an angel to rescue me<self_mentions> ?<engagement_markers>,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05405405405405406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,u163492,I think there is enough intellectual power in this room,2.0,I<self_mentions> think<hedges> there is enough<adverbs_of_degree> intellectual power in this room,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,u144544,"But I've had a problem, because I make all this flying stuff",4.0,"But<transitions> I've<self_mentions> had a problem, because<causal_markers> I<self_mentions> make all this flying stuff",0.03333333333333333,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,u53978,"That will add to the confusion over which directory standard to deploy, Radicati says.",4.0,"That will add<frame_markers> to the confusion over which directory standard to deploy, Radicati says<evidentials>.",0.0,0.0,0.0,0.011627906976744186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011627906976744186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,u126827,"that has all those factors in it, or else you can.",5.0,"that has all those factors in it, or else you<engagement_markers> can<deontic_modal_words>.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,u39666,"Though a music - lover myself, I know so little about Chinese music.",1.0,"Though<transitions> a music - lover myself<self_mentions>, I<self_mentions> know so<adverbs_of_degree> little about Chinese music.",0.029411764705882353,0.0,0.014705882352941176,0.0,0.0,0.0,0.0,0.014705882352941176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,u62236,I never realized that someday I would be living in New York.,2.0,I<self_mentions> never<boosters> realized<boosters> that someday I<self_mentions> would<hedges> be living in New York<explicit_references>.,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,u83137,"In steadInstead, some of these children attend what are known as non - formal or informal schools.",1.0,"In steadInstead<transitions>, some of these children attend what are known as non - formal or informal schools.",0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,u174537,it was like woo hoo! You know -- something to believe in.,4.0,it was like woo hoo!<boosters> You<engagement_markers> know<engagement_markers> -- something to believe<boosters> in.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03508771929824561,0.0,0.03508771929824561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,u52833,"Management of administration related contractor including caterer, security, gardeners and sanitary service.",1.0,"Management of administration related contractor including caterer, security, gardeners and sanitary service.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,u194818,Is it even possible? What kinds of controls should we do?,4.0,Is it even<transitions> possible? What kinds of controls should<deontic_modal_words> we<self_mentions> do?,0.017543859649122806,0.0,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,u34458,Each organisation has its own intelligence and counter - intelligence units.,1.0,Each organisation has its own intelligence and counter - intelligence units.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,u195429,"And yet, that's a really important practical view of the world.",3.0,"And yet<transitions>, that's<code_glosses> a really<boosters> important<attitude_markers> practical view of the world.",0.0,0.015873015873015872,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015873015873015872,0.0,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,u3522,"A lot of people would have resigned in the face of such accusations, but he stayed and toughed it out.",3.0,"A lot<boosters> of people would<hedges> have resigned in the face of such accusations, but<transitions> he stayed and toughed it out.",0.0,0.0,0.00980392156862745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00980392156862745,0.0,0.0,0.0,0.00980392156862745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,u12102,"The soldiers sang a song of victory, describing their prowess in battle.",1.0,"The soldiers sang a song of victory, describing their prowess in battle.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,u115846,"of getting breast cancer if you drink red wine,",4.0,"of getting breast cancer if you<engagement_markers> drink red wine,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,u165421,"If you have to work in an open-plan office like this,",5.0,"If you<engagement_markers> have to<deontic_modal_words><engagement_markers> work in an open-plan office like this,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03773584905660377,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,u176000,"and you're like, man, I didn't really sleep very well.",2.0,"and<transitions> you're<engagement_markers> like, man, I<self_mentions> didn't really<adverbs_of_degree> sleep very<adverbs_of_degree> well.",0.018518518518518517,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
