,avg_labeled_utterance,engagement_markers,hedges,attitude_markers,frame_markers,boosters,explicit_references,transitions,self_mentions,causal_markers,chronological_markers,place_time_svo,endophoric_markers,deontic_modal_words,situation_dependent_references,evidentials,code_glosses,adverbs_of_degree,positive_connotations,emotional_self_disclosures,slang_and_colloquialisms,figurative_language,negative_connotations,pleonasms,idioms,informativeness,constructive_feedback,author_revelation,comprehensibility,detail_level,explicitness,context_dependence,persuasiveness,logical_reasoning,anecdotal_reasoning,right_wrong,tradition,supportiveness,empathy,status_suggestion,status_appropriateness,personal_choice,group_harmony,shared_responsibility,self-reliance,group_wellbeing,self_growth,self_responsibility,ext_responsibility,other_reliance,accomplish_tasks,implied_meaning,creative_text,repetitive,point_faults,tactful,critique,challenge,conflict,build_connection,vividness,expressfulness,vagueness,matter_of_factness,abstractness,figurativeness,concreteness,formality,conciseness,verbosity,emotionality,impersonality,politeness,directness,bluntness,cultural-relatedness,exposition,narrative,narrative_mode,expository_mode,storytelling,indirect,suspensefulness,prosociality,clarity,engagement,showing,context-first,setting-first,chronological,transition_level,causal_level
chronological_markers,0.026779740387444986,-0.014810586897239937,-0.04891012543004861,-0.013816760057428656,0.06868715883178807,-0.023806872589599536,-0.007127178177996392,-0.04020071918067373,-0.0029041701555516395,-0.02750220228982254,1.0,0.037783280734711794,0.05892039204366435,-0.01705538992657571,-0.0029886456456907824,-0.01751678191461131,-0.03129425659114357,-0.00445961055462365,-0.012161420727498954,-0.013915130610472174,-0.013663506439539747,-0.013493732383352868,-0.014724085270161098,-0.01573489333402147,-0.023202046247887458,0.0068151343021265985,-0.040377160282548306,-0.058276652107581664,-0.00999463238117011,0.027319975306299673,-0.011339777319926787,0.009891623322974339,-0.08486681182312132,-0.04473894729882525,0.03605112426540122,-0.05902861353939733,-0.032059496036505326,-0.046111106585728416,-0.030582220402569863,-0.020380574023439086,-0.00365492834584196,0.0007393207229151761,-0.03900135695869476,-0.01698582325596178,0.016321313280872,-0.04205106922897561,0.004019392046626058,0.006810363851509475,-0.040048085111947886,-0.025964584643769564,0.011805639078968349,-0.014646155122740276,0.005643489415403298,-0.003993218745176761,0.02077614908745118,0.018124215495125887,-0.04275936092069328,-0.07502518981219569,-0.046866242664461544,0.019848340307039,0.00791016393480996,-0.02562147192825336,-0.004940195342386737,0.049519028613054426,-0.0633922243443301,-0.0041304735876926445,0.04991709918114604,0.0009636145706709751,0.006442985004254452,-0.025351648291311226,-0.04483764944178445,0.016632895542624978,0.012409574360413855,0.004327440434037991,-0.0261032080858747,-0.014744513968737688,-0.00326217639453034,0.10026016883115287,0.09671715591684492,-0.00840199859267972,0.08421265491971298,-0.02008651286853439,0.0658289183714653,-0.049741351319227425,0.00709675780877065,-0.01223569288478246,0.017708461809032204,0.0675029346807248,0.10300393432885423,0.28579820037081677,0.14844734263270506,-0.010751590862073812
place_time_svo,-0.01472542249308968,-0.05701798805686295,-0.03133089264555368,-0.024291878639275722,-0.03334558453764231,-0.043049561445762205,0.05513823414654656,-0.049974137669453446,-0.0388925364259029,-0.03292158185475519,0.037783280734711794,1.0,0.03418130868931142,-0.03641128349006109,-0.00773041490301372,-0.005693975374005147,-0.020621135044114294,-0.017719298206765988,-0.010972948797277345,-0.009176325828600163,-0.012919289546748793,-0.0027223699922180314,-0.011136587932315823,0.011657520549716438,-0.0063879429266242614,0.0654242507642759,-0.039772280186531506,-0.06736155023103527,0.018231081767507415,0.07053938806944142,0.04025717139375629,-0.036747439079366936,-0.08244847316694322,-0.0509078179959731,0.017792509217025732,-0.03698131569703069,-0.00860757665949289,-0.07428822511048183,-0.06378152253925379,0.005071134907671739,-0.02120005887694921,-0.05680160694186291,-0.04145968847553944,-0.033626994773772484,-0.037519938136868616,-0.03815834175154076,-0.02867618205749727,-0.05745030725218261,-0.0311362295264067,-0.04721304611004836,-0.03271805061113149,-0.06770039881006049,-0.014123264787672824,-0.030138561424979154,-0.0009680413064975197,-0.014097984660438911,-0.06293483179382488,-0.0518350360387694,-0.05975473820294434,0.006216952727571458,0.01782580249601317,-0.0417041354085348,-0.053028373773208515,0.0936728188440117,-0.0880130880794378,-0.015507457586593049,0.09720515940368549,0.03752576958400051,0.024354468539029825,-0.022459971284901493,-0.06413934613961393,0.05961039853703383,-0.001469016182504162,0.04112205615892559,0.006287864100905823,0.06790600726642643,0.038596323425501775,0.047826888021905954,0.0460584715625795,0.03991389186011803,0.032582731654028876,-0.06856210048853244,-0.01113038986369528,-0.07300120217985671,0.03456825952979394,-0.057057689706780934,0.009904203299688129,0.1645947999995742,0.2686966424122662,0.1712631651304295,0.035544298506119155,-0.05353372353936256
endophoric_markers,0.028117246640661387,-0.019007018194255203,-0.022804587641629914,-0.012710292445508857,0.044803019663878646,-0.02375517314107473,-0.019627147387120188,-0.027481324167981692,-0.010988285268087823,-0.01663271873764436,0.05892039204366435,0.03418130868931142,1.0,-0.014111689763906459,0.0008494226119562978,-0.006953191435573063,-0.008907861455222293,-0.00204693309521052,-0.006899327569953083,0.002804487666032126,-0.012802603407848933,-0.01056286648931288,-0.007694977192195785,-0.008047508570030549,-0.010025100851304881,0.01967672178292738,0.029520669462441626,-0.01131447947732802,0.017172134407247932,0.012769250644820778,0.023071859226760326,0.03871818881198023,-0.01643705009651477,0.020656677823096943,0.0022520224590487203,0.012732343234282581,0.00026815569356846943,0.0013136542454835116,-0.02659229735816772,-0.015494417527227035,-0.00830025772641322,-0.024289957466544602,-0.001631269932752614,-0.008852157307603154,-0.0007249221039587793,-0.01200817423883548,-0.020480842759266687,-0.013758105420034958,-0.015929796568626527,-0.013666621866856856,-0.003822663264199506,-0.025471922772277354,-0.02789639192711155,0.0015203396660826256,-0.024617432204807835,0.0033871049210933025,0.01500853252839083,0.010925014261403599,0.0034728878298154083,-0.01570851543287191,-0.033689847676053764,-0.05410841875529204,-0.006899882475277422,0.047746887110130136,-0.02018482627600164,-0.028420568497345776,0.0230523303660464,0.03847170365993645,0.015623171134060787,0.0011822814009311274,-0.0385960818312053,0.02867207574164509,0.018351396434408106,0.029813271080796427,0.005494527271566592,-0.004212069856748749,0.020502991223842436,-0.023096250607604524,-0.023344377859271178,0.018671962034930815,-0.020608443502421706,-0.011720651082753468,-0.014919139674411327,-0.009650821134065951,0.005962035678551157,-0.031842585740182304,-0.010508120464806951,0.0665797573011328,0.03909652312297756,0.006492503908994836,0.013381852882049468,0.012859715512049336
deontic_modal_words,0.015393064805151681,0.17344789370273211,-0.004076369217374469,0.0010193814768995643,-0.004758205396881811,0.04398776985383839,-0.04073662186535833,0.008161213322011201,0.12227569339488924,0.031284174615952905,-0.01705538992657571,-0.03641128349006109,-0.014111689763906459,1.0,-0.01311148828936555,-0.017032151453202096,-0.022116179774708707,-0.007644075082006497,-0.015484398358484397,0.011024281313458836,0.027379348807355857,0.013649088580972484,0.0015650648780777925,-0.015190581590066315,-0.01660884921027935,-0.072270930982182,0.07580903712027134,0.03357349238264132,0.027257736017227526,-0.10984844451411989,-0.010118632834862279,0.01791470337764,0.11568413843823037,-0.01183141854657473,-0.05008568987449455,0.058939302649139325,-0.0041743293575508735,0.1129385307225447,0.08671132312492033,0.014254941280689196,0.027360290982332485,0.10960439428014365,0.07459056488152162,0.07586049964072816,0.11335342228975906,0.06586124098610795,0.0887348949789225,0.1346103583837861,0.018957043667606456,0.06968397700898717,0.1065441059551595,0.02922495561432581,-0.010468459168367899,-0.015483974465322682,0.04063511525573067,0.01581111568363042,0.005102042805736444,0.023139706791949065,0.0670875388752504,-0.012054924671354633,-0.06099674481865483,-0.01672554700560735,0.06702803945654774,-0.070567208052388,0.04705417315611193,-0.000690367616274498,-0.07025447241051722,-0.08342773372507585,0.04911616805143106,-0.07176263283941874,0.05292987525611206,-0.08285998464775841,-0.005235199311875033,0.018865593851283998,0.02785752733066592,-0.057559745200866444,-0.09951594240068638,-0.08265429631636965,-0.08208459992631391,-0.09228117418110554,-0.06514703154100182,0.02540905608995691,-0.0354022287787879,0.11878395542788715,0.004747144994328748,0.009571353556750367,-0.05401590622746486,-0.07094743927431843,-0.06107871562902802,-0.07462739589085876,-0.06729453914674825,-0.016406330572870498
situation_dependent_references,0.06624201748388889,0.015813343709226463,-0.0477973355854265,-0.022243056712491997,-0.034064209720577096,-0.0400168745161377,0.0654408388047308,-0.032390994751753936,-0.02105077163912324,-0.025929647423243166,-0.0029886456456907824,-0.00773041490301372,0.0008494226119562978,-0.01311148828936555,1.0,0.037755192370041886,-0.0201556159895607,-0.0052493069014744095,-0.014221968632832876,0.0007282453146382695,0.003135228285583165,0.011864973937941595,0.06489911053392976,0.003984894154461823,0.07725124619003544,-0.08975487054167476,-0.04761508415168216,-0.035471676955567195,0.03164599490917817,-0.06818012338247975,-0.020602782189725728,0.06697927373801546,-0.06813496424528642,-0.08755473178978049,-0.015140653358204609,-0.010270059360423614,-0.022594423112692243,-0.03341514728715302,-0.014056833878385027,0.012165969157034693,-0.012747230093424948,-0.016147398442133403,-0.032034438037802516,-0.026713553955581282,-0.02271353581773896,-0.03326600748446539,-0.03237342382062605,0.003609194765780306,-0.02267407458754424,-0.00565023455481128,-0.029208527723061862,0.04684720038133617,0.02406088834050985,-0.00034683996841659116,-0.020484252760766482,-0.06233635826452705,-0.048208111668261715,-0.04409568903532518,-0.04936578261186942,-0.03150359327648278,0.058488322613851174,0.03223399269692051,0.05827068409480165,-0.0006970683412824278,-0.04102566687188991,0.0175324752512544,0.025561251183694136,-0.07517296425571703,0.07768110125126852,-0.07979403213866021,0.03838498097034288,-0.01900441656215693,-0.07311825104004316,0.03892802001490918,0.036461849791046615,-0.03508935254161494,-0.115469076615106,0.06121040693976204,0.06282970740254447,-0.11848475205526637,0.05233928967468565,-0.009356413890097927,0.060700030577195356,-0.04761589312022184,0.002022985286835524,-0.0021007890745236135,0.06114379224693644,-0.03047837820477545,-0.01055763195588548,-0.019956632776051215,-0.08427380463306171,-0.06257256871914696
evidentials,-0.014684275902143698,-0.057287355392140554,-0.03123652644246424,-0.017451799341325486,-0.021282690665910563,-0.027543491371256758,0.037752294533610786,-0.028922558704658867,-0.062004951345366294,-0.03299638374608633,-0.01751678191461131,-0.005693975374005147,-0.006953191435573063,-0.017032151453202096,0.037755192370041886,1.0,-0.022456407793155376,-0.007086057457123929,-0.010222646346113282,-0.00854887190631568,0.009140877370066112,-0.015650865599093466,-0.008988184467814754,-0.010655830171646582,-0.013806189906116071,0.07156315448503159,-0.009670571679311605,-0.022902765323765062,0.017947208509323704,0.05604757081587832,0.03271376894178068,-0.007379497715785909,0.015410473439316858,0.01709701751899419,0.029367157413784383,-0.011400503955089248,0.0625498896735281,-0.05204953747796615,-0.04960379128915003,0.022967414595397084,0.016879120957127416,-0.03708090805278442,-0.039618456968571365,-0.028818960929946208,-0.013609230834842933,-0.001699257910549682,-0.0076394079845699455,-0.028195398468605023,0.04202164668149194,0.010745671807310836,-0.021074687369771257,-0.024561958883711155,-0.030137499054330004,-0.017273516869971504,-0.005290598880441668,0.0003357336643047089,-0.0006220710391153569,0.009142973786352404,-0.01375189229148822,-0.013929221499333675,-0.03415998427298429,-0.05179379393368084,-0.014137383341790074,0.056705380294941723,-0.029622310262112417,-0.020234615932466338,0.020366422842120934,0.06796828732308594,-0.03671220979750646,0.03229547852478751,-0.03621385679371817,0.059091276690997174,0.011480359672000312,0.009353491787256146,-0.001068933834128434,0.06452748765210509,0.06663807384100161,-0.011465969494892914,-0.013175408572613762,0.06719469692377486,-0.022117756547477222,0.016047564678269274,-0.015702172002209722,-0.024097797020331158,0.01964168265798402,-0.029107654910556318,-0.04205792074274496,0.050121493452145956,0.03912022690853254,-0.0022998059689644853,-0.0006380733654572725,0.00834792910497959
code_glosses,0.046388590630635156,0.004522632872004969,0.0169263318450301,-0.012483290400855376,-0.0022936189859500615,0.03033045249477931,-0.03807909989050511,-0.004609650118043987,0.03733806802183766,-0.02632193032302565,-0.03129425659114357,-0.020621135044114294,-0.008907861455222293,-0.022116179774708707,-0.0201556159895607,-0.022456407793155376,1.0,-0.012636538627944028,-0.009645598227232797,0.011134102660911678,0.053646182167769244,-0.009417567716563128,-0.004207908293394076,-0.008736882141148785,0.019910985709998365,-0.02315210571816944,-0.0028022808357001123,-0.0027549825900471388,-0.030982291676800156,-0.018085004617514482,-0.03991066980493114,0.028881758802409882,0.020929709521402842,0.004889606121623776,-0.007232187020201968,-0.002849664951972251,0.004391055871965064,-0.016639096359998513,-0.02704256549667452,-0.0333333529802577,-0.020541772707701314,-0.016068324036404916,-0.0011971679996112031,-0.01458138747008943,-0.012188576718585767,-0.003179074079594992,-0.011621406448793153,-0.016331488159283074,-0.010594987924979168,-0.00880434995500502,-0.01838759275877102,0.025288884277364736,-0.01900376698753881,-0.007190143087815579,-0.018272218441916684,-0.02331537202530049,0.01732070250019623,0.001977821252962946,-0.004904424178564677,-0.01466273237092248,-0.03395603974726412,-0.03364055911368808,0.03379753111042101,-0.028661338543572015,0.03621031153888333,-0.01669642855182294,-0.04537840818154138,-0.05345352441130928,-0.020733252834697676,0.001388705100436165,-0.0298043849435681,-0.016057305433927378,-0.012267779542205792,-0.03624161016381306,-0.017981875658956453,-0.004144794754187421,-0.0124380248559808,-0.03679027243694838,-0.03682107527132922,-0.006241174768204281,-0.03583430024332969,0.04514336499356522,-0.014669306937608049,-0.017946218146391035,-0.058434721489079855,-0.01958905944757135,-0.029552508186297382,0.002749302273914198,-0.03027793549439408,-0.04145261174542102,0.008230938671393913,-0.02296939962286842
adverbs_of_degree,0.033665737629447724,-0.0171948675238534,0.019601773687561996,0.0870659508868091,-0.006141317704323895,-0.005406734839649103,-0.039354208652856305,0.015014420222114268,0.010937302763634232,-0.016361613700097505,-0.00445961055462365,-0.017719298206765988,-0.00204693309521052,-0.007644075082006497,-0.0052493069014744095,-0.007086057457123929,-0.012636538627944028,1.0,-0.0018660157138642706,0.05411249685417516,0.010371614349177284,-0.016793065351722827,0.005343108188333432,-0.014810073917131366,-0.0042128990055227385,-0.07437323129184313,-0.0030649141236064334,0.05892238532301054,0.029481964150406954,-0.06362810227370028,-0.025029098096476063,0.030663991268464127,0.01090109914786336,-0.025365251952240837,0.02376484633729594,0.009429221673467271,-0.017786893695752544,0.014451821162742861,0.019984364861237527,-0.02717204355814491,-0.03679099413129663,0.01402281735921385,-0.01381505362444151,-0.03602783369529338,-0.011385510869493173,-0.020312101831780116,0.010249949106775357,-0.003277252860623204,-0.02225604309401812,-0.050042311960039575,-0.04595184692474257,0.055609159394386105,-0.004792192133301356,0.05249859263351651,-0.011381697929993561,-0.01513975755107942,0.04159994187708297,0.014798977118253332,-0.012802053817609415,0.016765894680373487,0.004445307734950989,0.06128452699793463,0.05191946027600546,-0.09336016498279394,0.016965537325498083,-0.005697769545573487,-0.06257446682202211,-0.09704471813520504,0.013909722396693277,-0.034510448034229015,0.11263936170584582,-0.08014270641301059,-0.020806540361784146,-0.02652867199226087,0.015439879415611736,-0.04913558555638512,-0.08669367766024207,-0.013857995919048738,-0.013730224482618465,-0.08576472196937193,-0.010827532684001578,0.021848480459551557,-0.009293044040132467,-0.02406381007503034,0.0006335030454179578,0.018087607004683884,-0.019479549208389683,-0.04584126097638316,-0.05177970388052623,-0.04265863329779553,-0.03762893320471673,-0.018273933521406813
positive_connotations,-0.015131457228728341,-0.021753574329312454,-0.0228210244550162,-0.01070102357816288,-0.0014444666535030522,0.00585667694859231,0.016513444547306914,-0.008167501455164075,0.0007334896454714879,-0.013179121983006237,-0.012161420727498954,-0.010972948797277345,-0.006899327569953083,-0.015484398358484397,-0.014221968632832876,-0.010222646346113282,-0.009645598227232797,-0.0018660157138642706,1.0,-0.002467305731777066,-0.0006488529858189857,0.05957110030390722,-0.003290622525293797,-0.003026458800945226,-0.004287059188830713,-0.04239254971580557,-0.007273564410470065,0.010601891226332127,0.013860257108393175,-0.020207181258449506,-0.010867653329649325,-0.02907085221010722,-0.004653629178524952,-0.030249954626736106,-2.8824758002460892e-05,-0.013967836745996984,-0.004838250582201248,0.046185983342212154,0.0016169173758177355,-0.0025972269477596535,-4.303984752027027e-05,0.010096176026449149,0.0008583064801802418,-0.016031836670303622,0.021471707011821196,-0.005711391242555403,0.009546028264799592,0.01159317163906703,-0.030799197023072402,-0.010839595222156986,0.0002241160976329494,0.010862997524454547,-0.009491761908360555,-0.004170087383277948,0.019199046805037732,0.013580339911954087,-0.02431866202924471,-0.029323219550421147,-0.01989747048628011,-0.011013498773816686,0.02801047410445018,0.0239645114505665,-0.009776832836535456,-0.013516121282204325,0.006481015204467065,-0.00453717780108947,-0.00710572041745489,-0.023032167135762414,0.011828907550768309,-0.018153225051939413,0.030126441876275806,-0.01776597990772837,0.013896559460966034,-2.1539922757739836e-05,-0.01710537040961292,-0.004174262208014644,-0.038849640769450425,-0.008199987927383098,-0.008131282695288261,-0.03901909351351579,-0.007821676480589585,-0.0066383478399033935,-0.004268202968551617,0.005742988270040144,0.02025286078454884,0.006364950001715935,-0.006305938934327422,-0.03391277013940867,-0.022114886142396196,-0.025512806739795356,-0.02920275110934828,-0.01415135807075318
emotional_self_disclosures,0.001012078448886589,-0.0039329735233222625,-0.012640173634359363,-0.00430271150365233,-0.012237048037968769,0.002470765650885864,-0.01814135126361611,0.0021994291256178288,0.06347309072793758,-0.00016787640072225008,-0.013915130610472174,-0.009176325828600163,0.002804487666032126,0.011024281313458836,0.0007282453146382695,-0.00854887190631568,0.011134102660911678,0.05411249685417516,-0.002467305731777066,1.0,-0.004578408033185877,0.017671682702527176,-0.002751842283135346,-0.0022274439125787577,-0.0035851303683259754,-0.035954831346595495,-0.017163020299920503,0.0830915628750386,0.017631235276655027,-0.021834373411551894,0.00019756353393220557,-0.004116793531860304,-0.011990786722782195,-0.027425250486495932,0.03936918418227189,0.0204066920482908,0.008613379136308896,0.006161484268729015,0.028713235334420138,-0.004739157821746074,-0.023008506535066323,0.014056992732395508,0.008861939971060632,-0.012472808085085054,0.016996932743264193,0.007141996129000489,0.0015261905757803153,0.021348498825102435,-0.003254490941141449,-0.010722493029604893,-0.014056546783528308,0.0067381912405557395,-0.002623685146308605,0.016304561609838578,-0.0057906343522101935,-0.008248575730370812,-0.01492044433413772,-0.014258212151884756,-0.0058575147308437,0.0846095832526124,0.023036966812125782,0.05524238378275645,0.0016492438133317506,-0.05003397256270392,0.0037768257851850374,-0.00011807792189562808,-0.01294500140679828,-0.04767494402631134,0.0013009869187729,-0.004099706858345149,0.0929817828133897,-0.07093927582832807,-0.014783022630976556,0.00933738379579565,0.013377582551170556,0.00014948369610012319,-0.03894154703387745,0.00733462841384108,0.004431222523244283,-0.04321117077233133,0.013675061214423015,0.0010695920161019395,0.009766509366926844,0.002437455183022007,0.015894116546084244,0.03997195747843378,0.0083749842431882,-0.02963087528533828,-0.015817889415233422,-0.012170182274824694,-0.014611546638672849,-0.004241791441568185
slang_and_colloquialisms,0.02784100704426709,0.08699845164438526,-0.0035912050937352315,-0.006933037188156108,-0.024935000172341393,-0.0020755041658988087,-0.009880960844705175,-0.02082077079051245,0.06586423547973724,-0.00428488793334234,-0.013663506439539747,-0.012919289546748793,-0.012802603407848933,0.027379348807355857,0.003135228285583165,0.009140877370066112,0.053646182167769244,0.010371614349177284,-0.0006488529858189857,-0.004578408033185877,1.0,0.0008926650215650548,0.08604868390543043,-0.0031294542859994314,0.02554461320830616,-0.0937649759856181,-0.025519693545035173,0.07710132787145059,0.015495192578815542,-0.07945971671201207,0.016292578134262544,0.009210696526531312,0.01993605348481122,-0.0580585414663389,-0.024781540403728434,0.01449745112985044,-0.024493750551393544,0.011378303075964335,0.0001689026163918561,0.05237850783248982,-0.006503745662938362,0.012975337733610244,0.016637372709213966,0.028006598559692595,-0.0009524277651893305,0.007897336796424478,-0.0021998374633552917,0.02247705355855618,0.004266427002737867,0.01764207063034291,0.007960047529396637,0.04764216029130175,-0.0039960425481377106,0.007671432183546474,-0.008543215102421056,-0.10208117136914506,-0.03109445550823855,0.04953286413131989,-0.018581817500370763,-0.01971377810341466,0.049654347767226846,0.10924851428841886,0.019889160011269717,-0.10406717240740417,-0.022273369887755058,0.0017631806163784746,-0.00921409810100142,-0.16128655262986116,0.036107274785581914,-0.052380802433492676,0.15765917583210234,-0.11897655804402262,-0.14009902712882394,0.0371187775212594,0.11291070056582979,-0.008228125684020947,-0.09869811800870308,-0.03044732071914966,-0.03071908363171569,-0.09851918088939131,-0.020420560159129072,-0.030391415699056873,0.05877151846480548,-0.010661462166390152,-0.0013370109953291444,0.08541653072238134,-0.020879444287733227,-0.060715199161691366,-0.03914817994386284,-0.032332112485939056,-0.057373958286113934,-0.03744367283677463
figurative_language,0.007969827955044872,-0.021377754024129062,-0.02056764941498389,-0.0136895512793861,-0.01176363352916247,0.0017348783749045118,-0.005988060282155193,-0.01705023166693472,-0.010246411878792182,-0.020672127428882657,-0.013493732383352868,-0.0027223699922180314,-0.01056286648931288,0.013649088580972484,0.011864973937941595,-0.015650865599093466,-0.009417567716563128,-0.016793065351722827,0.05957110030390722,0.017671682702527176,0.0008926650215650548,1.0,0.024850025777595833,-0.005044763702231475,0.02348504464178266,-0.04090567564671211,-0.008994608090992456,0.008626491240092507,0.011644511396969046,-0.02885565891971345,-0.03272259851071198,-0.015328403936510448,0.012181405525343551,-0.027714101753513264,-0.006568775452359017,-0.006719632357896984,0.0061081929765195095,0.04602987447882669,0.021938336534147063,0.016721268758545686,0.0010943865374539897,-0.02274282053656758,-8.924120074037703e-06,-0.01274264843944636,-0.0032227315909216874,0.010407978203031054,0.015167211816280946,-0.011434479849519483,-0.018108918464671952,-0.010609370869400864,-0.03195438423006007,0.07334726756111579,0.17541390179317634,-0.018554162452553532,0.00976643734898664,0.0026931709048064055,-0.012992259505305415,-0.014370510375137212,-0.015201950081868981,-0.0001110972818867718,0.14052459187679375,0.12773825578880726,-0.016696608837298833,-0.08358372031641571,0.04152850848346897,0.21068807840714193,-0.034721174995816576,-0.03418570995344864,0.01716675877957765,-0.01627040016102414,0.09579125961196112,-0.0384539987778932,0.00530267711090383,-0.03100856376491236,-0.012890235785514249,0.00900692831768202,-0.049335778447947086,0.012484844637668833,0.011766534000602874,-0.05658882557847983,0.009460775132917617,0.03640819544600793,0.014761233232124889,0.022668697038752343,0.007861004173066394,0.07378232828294523,0.1000929482103411,-0.01982150609556962,-0.01884227874147118,-0.010286156750624028,-0.028110372252391692,-0.013579463526708354
negative_connotations,-0.009074036613738116,0.0037332346359510286,-0.02511356168566053,0.002598148227377776,-0.01441041315441261,0.022223667230152462,0.011284318967321598,-0.01831551122456716,-0.02027241763119441,-0.0026421247325720152,-0.014724085270161098,-0.011136587932315823,-0.007694977192195785,0.0015650648780777925,0.06489911053392976,-0.008988184467814754,-0.004207908293394076,0.005343108188333432,-0.003290622525293797,-0.002751842283135346,0.08604868390543043,0.024850025777595833,1.0,-0.003307222615540653,0.0720301175656137,-0.038263775442353314,-0.01096297187074998,0.019197007757357262,0.01051414095682199,-0.027912805913900666,0.035406969514073114,0.0019010190475680783,0.01657551503358716,-0.020221985272147223,-0.014231955011254422,0.06729262882793609,-0.013423880819395077,-0.025695426073046288,-0.018225590249158208,0.01322780290947652,-0.0186909514338627,-0.015717157551619107,-0.012572325046705383,-0.013360557137081643,-0.015191162281629589,-0.0038741956656184475,-0.016747784487123527,-0.002106677686310595,-0.005434712631754485,-0.018433950927757695,-0.01625090691515049,-0.008094744700606943,0.013086229420773017,0.06619229962877539,-0.06800532402432302,-0.09178548086044643,-0.025632497560019365,0.04127005940861077,-0.022939140514454802,-0.025488101798643633,0.0645032929930782,0.08128535812051288,-0.019677422613128027,-0.03911570594987289,0.020313897333893202,0.015958476268437535,-0.01698048325772129,-0.02668253056263221,0.0297126120920083,-0.023584840703287865,0.10067226622774553,-0.01380534347122453,-0.0859248428584133,0.026701739291345564,0.0876932985537028,-0.003949216744311642,-0.03130301696998029,-0.009157568607980546,-0.009080864997753464,-0.03362119491249616,-0.006028385002818141,-0.04495893699033105,0.0017173772771493893,-0.02703071765061431,0.013707745184635039,0.027717295313257458,-0.01110843332800147,-0.030647028386468416,-0.01484629347978523,-0.01986102364640772,-0.026846499820664005,-0.012140221360043342
pleonasms,0.014035877346699446,-0.020553868786969767,-0.024287675278707434,-0.011617512363434068,-0.015250126777935316,-0.001233754156822781,-0.016432724282414216,-0.023804131397498512,-0.01397299032864475,-0.014083558479141483,-0.01573489333402147,0.011657520549716438,-0.008047508570030549,-0.015190581590066315,0.003984894154461823,-0.010655830171646582,-0.008736882141148785,-0.014810073917131366,-0.003026458800945226,-0.0022274439125787577,-0.0031294542859994314,-0.005044763702231475,-0.003307222615540653,1.0,0.042693227755037616,-0.0104344879691988,-0.0071987851748756436,-0.00543184569258359,-0.06386796835270993,-0.00851079275764353,-0.04590962385843026,0.007951699043346645,0.008729163160721266,-0.011828406394763489,-0.006641681392014661,0.003968589146918745,-0.004249870533905951,0.015703206445601414,0.01627932041218657,-0.0028966299739917054,0.0007353857868357519,-0.012214146075435547,0.04665838036018247,0.02252577433525896,-0.015443873632720734,0.030782267549011325,0.009298955392191723,-0.011346188492466654,-0.018506465013764583,-0.006408733839360413,-0.015555727849202432,0.0011307842587001363,0.002429449179285179,0.09295141380528016,0.013762836328831246,0.0005883624183202785,-0.019782569852974746,0.0007817268300464732,0.016542415362178396,-0.007951762521073774,-0.005108739740642164,-0.00015038743466018164,0.01904925936783718,-0.02121902462922803,0.013343305592874756,0.002884654265259057,-0.022851902768389103,-0.00442981663218674,-0.016434462365189605,0.009056860156538352,2.8860578268955898e-05,0.00882672102923515,-0.001246140644090913,-0.032371746657572496,-0.006653390465044082,0.011933348492753775,-0.007486664367547465,-0.01202556912145481,-0.011952375246539491,-0.006384922242504231,-0.014455044321880575,0.015312414535807395,-0.014547593923326108,0.022303880651779746,-0.05798318657509206,-0.010438661458064187,-0.006842543765882155,-0.005335917189747479,0.008929372700106608,0.0009632179200004811,-0.01542845440500967,-0.03377684628263896
idioms,0.011431316228556814,-0.007697158819985264,-0.025438571803396117,-0.01008174876149427,0.006387039925329468,0.03599753303756986,0.010187610864368767,-0.011261986391419199,-0.003723666694946887,-0.009047518144013424,-0.023202046247887458,-0.0063879429266242614,-0.010025100851304881,-0.01660884921027935,0.07725124619003544,-0.013806189906116071,0.019910985709998365,-0.0042128990055227385,-0.004287059188830713,-0.0035851303683259754,0.02554461320830616,0.02348504464178266,0.0720301175656137,0.042693227755037616,1.0,-0.026282666240870563,-0.016462259241699875,0.01781241293098637,0.02044272052008924,-0.03832874456151533,0.0037495559531459093,-0.017650131044612268,0.026632088385473186,-0.015854967865681448,-0.005225239798978653,0.027087403522486276,0.031857565538028085,0.03128528341085729,0.012545552281799882,0.027389469463228917,0.014399543711589942,0.005635858994239279,0.022399649379252335,-0.0007739924537171203,-0.012210970044435351,-0.0009525467912936486,0.016568047422980035,0.03403367597947473,0.02411463357123868,-0.0019402677364621407,-0.02805636608745758,0.03828685289027264,0.09517933505572403,-0.017126493089319128,-0.013367353434020793,-0.0348628742871241,-0.006330838604923473,0.0014371656501414808,0.01075815218258753,-0.01447736829986856,0.06303530425891515,0.06652388683046151,-0.026110003042428886,-0.044545352115739845,-0.013686371921817706,0.10915852028308064,-0.0011738301631990106,-0.048958507405008914,0.016297995521715875,-0.031116752046485296,0.05474058327229136,-0.02015370655468414,-0.04105428778622767,0.008687689990239273,0.03919897560130337,0.058206107493483,-0.03773409203232735,-0.0035121096380542173,-0.0034651504961117287,-0.037611731357670423,-0.010765142945396482,0.006446142534929799,-0.020548444421371263,0.01403262577807561,0.011040501934167113,0.03716740136867966,0.0329597050536103,-0.03713544943886523,-0.027041131013653612,-0.020545675634622493,-0.026048003669652584,-0.007204326622347117
