,avg_labeled_utterance,frame_markers,situation_dependent_references,chronological_markers,explicit_references,code_glosses,transitions,causal_markers,adverbs_of_degree,hedges,place_time_svo,self_mentions,boosters,engagement_markers,attitude_markers,deontic_modal_words,endophoric_markers,evidentials,figurative_language,idioms,negative_connotations,positive_connotations,emotional_self_disclosures,slang_and_colloquialisms,pleonasms,informativeness,constructive_feedback,author_revelation,comprehensibility,detail_level,explicitness,context_dependence,persuasiveness,logical_reasoning,anecdotal_reasoning,right_wrong,tradition,supportiveness,empathy,status_suggestion,status_appropriateness,personal_choice,group_harmony,shared_responsibility,self-reliance,group_wellbeing,self_growth,self_responsibility,ext_responsibility,other_reliance,accomplish_tasks,implied_meaning,creative_text,repetitive,point_faults,tactful,critique,challenge,conflict,build_connection,vividness,expressfulness,vagueness,matter_of_factness,abstractness,figurativeness,concreteness,formality,conciseness,verbosity,emotionality,impersonality,politeness,directness,bluntness,cultural-relatedness,exposition,narrative,narrative_mode,expository_mode,storytelling,indirect,suspensefulness,prosociality,clarity,engagement,showing,context-first,setting-first,chronological,transition_level,causal_level
place_time_svo,-0.027519588791375296,-0.05083450748805855,0.0031891508461211614,0.007702158872761502,0.04886161182193623,-0.02340510387365792,-0.043387992664913895,-0.041732641832433984,-0.020098479535850894,-0.05774986797452203,1.0,-0.02540419854587142,-0.02169595120579585,-0.047003338875477176,-0.030580767457317148,-0.05352388117070085,-0.03171797458093331,-0.030115673753994484,-0.00029820591441101366,-0.0007820816899933233,-0.011126174872923675,0.005635662802348087,-0.007268968084582954,-0.01559933892637224,0.0047483756348729225,0.007219006505829789,-0.04698723356527487,-0.05673975558753386,0.05211610636044247,0.019496900342912158,0.013001842000649352,-0.06219828157023958,-0.09034086355185589,-0.07290289537232801,0.056892321741090934,-0.05506109722710294,-0.021599506063654055,-0.05779409111510454,-0.04336137700884619,-0.03320880718026777,-0.037768030507541996,-0.04467161725354696,-0.04284539956755897,-0.02885171371282455,-0.006211278965698685,-0.0498325901716619,-0.036811425738693525,-0.04820146062087972,-0.05234577652381342,-0.04220367336003977,-0.029668999472376636,-0.048564441079451175,-0.00037425501797832097,-0.029293269248627,0.002906248438960513,0.01566296567464838,-0.07688284494614506,-0.0732550895962475,-0.06645805368625014,0.023670418327453018,0.048161270784432185,-0.016367640945442144,-0.056146503026543775,0.06802387322324904,-0.08875060398549582,-0.0014016797576809133,0.08840232014416755,0.005088087762617522,0.04803251496002254,-0.055827989256909405,-0.04636034414982078,0.02729016899810921,0.014124120042931896,0.04282954458333417,-0.026731472913241974,0.001751928682452882,-0.01748038193431719,0.060595797980861746,0.05852636280470563,-0.014958614891242339,0.04524730883951995,-0.07060961542165024,0.050198062260245375,-0.0658526629386409,0.06759002503710469,-0.03134950405268234,0.03387942824989938,0.13287223114315597,0.26872716871482305,0.12520189950034682,0.015098745529761952,-0.05885547647217124
self_mentions,0.08505072798873325,0.09499995232852361,-0.01784448861960473,-0.0038133608737666268,-0.04509628710479334,-0.024958907100370936,0.016619719183877474,0.035882816740460684,0.0236870263617651,0.11857202261504307,-0.02540419854587142,1.0,0.05713028937708183,0.16204988356337716,0.06720660120235859,0.1289967160763816,-0.03987270165214144,-0.06064210261031059,-0.02293712752874161,-0.008796346322704337,-0.013180560416850815,0.002017831927260313,0.15033609410179966,0.05114144933778291,-0.006900630752566241,-0.29913050476119407,-0.09356266673110178,0.3463140712542857,0.06038734617942583,-0.2470208917554692,-0.08946858250745168,0.10964600023174545,-0.08727919132861899,-0.17846584478402636,0.13805367054541037,-0.05546771487883425,-0.08379923357674457,0.07167430617282208,0.1133974259899335,0.03128259448394103,0.03947015770526831,0.2465206847756191,0.11435751044130031,0.08438652292036593,0.11420593976288741,0.0216122235140445,0.06376440497625079,0.11827996473674673,-0.0576415125550671,0.04911151299485884,-0.010084790978684035,0.12669593168341398,0.011902194084051083,-0.004878718376348481,0.060957943328253814,0.022264330424332356,-0.008556761215861582,-0.04003683629305417,0.05685803302208614,0.26079097871739837,0.028267143023051736,0.16364933632131204,0.15154497568670314,-0.22097677383612183,0.0229340917565146,0.022792299762621548,-0.10484355784139417,-0.32002647554116675,0.0943923847891095,-0.15108936952088559,0.26676900813949533,-0.5034305176483039,-0.060719402168580024,-0.03209839061334656,-0.027141862293235265,-0.1585711203693633,-0.3322180335060101,0.0020515734249073317,0.0016555223789441677,-0.3411033199943174,0.0003592149370550442,0.06778677433529741,0.09267055654390804,0.07554274628412509,-0.014204195439885988,0.09831112546260846,-0.02293546846433942,-0.08850037564279317,-0.08322387648406206,-0.04880172453030798,-0.08786949020715784,-0.11440286966752457
boosters,0.06975779273967828,0.022050373211725625,-0.00639665319831506,-0.026411239834108004,0.011069485007826872,0.029166029762857777,-0.019540266659297142,-0.021536203874605416,0.07284547634459011,-0.01360002458316061,-0.02169595120579585,0.05713028937708183,1.0,0.03373610407547505,0.03399778096157355,-0.006813756612949045,-0.01944912431334178,-0.024600282987145977,-0.021673424199066444,0.017747780717902024,0.04304865873525474,-0.009465445931062568,-0.012975323235265117,-0.012007623378793304,0.0012572822579145146,-0.11135547455844796,-0.016155646828479166,0.10880331500107271,0.050713314977730246,-0.09665134500821548,-0.008992872115729328,0.027369044596045135,0.06074660995567767,-0.029050674691370595,0.026203562390774832,0.045755424440515106,-0.02294409929202405,0.0288452115543824,0.018287549994091344,0.012827972778186566,-0.010118435754505753,0.031647240804844615,0.005198245077121327,-0.023176309009488267,0.022251570404586328,-0.013638156755304316,0.017962236054142752,0.030483667887578406,-0.02315602437776599,-0.036627276718031766,-0.04969973083071779,0.07349002823620965,-0.003697189252306111,0.08210175499402131,-0.0042420748251269695,-0.08203713972535397,0.016392614105336652,0.06401488224185194,0.0022533408398184274,0.01297901833827578,0.03633402025520406,0.13125011748402307,0.04541994011909715,-0.11483349493573541,0.014995878173411054,0.017905224845750863,-0.04808169275937799,-0.16020116851487218,0.021423014889934117,-0.04874815702704737,0.16845012446963706,-0.1469979356792222,-0.11118485018266336,0.017288324314638465,0.09958226336137097,-0.03562020772126795,-0.11753332047487813,-0.03030551345730787,-0.0294210003373289,-0.11937609155586343,-0.02482820593361579,0.00883672417811486,0.0034290242955412127,-0.014721177754488314,-0.01521507290323452,0.06674574254363978,-0.01330218213106703,-0.058276248510272126,-0.07248002669749604,-0.04992771805688865,-0.04418571382261921,-0.049367002444937996
engagement_markers,0.1196504718867247,0.031287849335470234,0.07110923239306069,-0.02185068439232222,-0.02374495481472681,-0.035810370935267725,-0.029276200036625358,-0.002208114213928698,-0.0037861436546524577,0.0002976647192947283,-0.047003338875477176,0.16204988356337716,0.03373610407547505,1.0,0.05572175288976946,0.15720142188735603,-0.02368815354673497,-0.037413104336179163,-0.006148638755708227,-0.013057673678228085,0.0011442063002763039,0.00242885521103464,-0.004307522839432027,0.027555672601985555,-0.001293160883872013,-0.24940437837753832,-0.011666198887669165,0.0853999822030426,0.044533006663320815,-0.22145828894168415,-0.007056804813763257,0.11070280362328308,0.032311158600202936,-0.12208621475919791,-0.06792411779357492,0.04015456093724764,-0.05665345815690081,0.1156046896181515,0.14244695308162433,0.0838172665623759,0.07101849245484308,0.16574106875923839,0.05954998143786929,0.003247363155850233,0.04516606215273088,0.0026568988581132827,0.04701047047613992,0.1197134389453095,-0.07014874842634358,0.03873427649011553,-0.010035060499814508,0.0886560121649193,-0.018715748605427435,-0.0004982182674016105,0.008239338221479986,-0.036137460055393325,-0.012931974688599704,0.04680342617442991,0.03345891426290816,0.014198269293743198,-0.028857380899841203,0.08788872079158841,0.09624187780205153,-0.1965254555955982,-0.04177667125202397,-0.0047757456783888985,-0.03316402704727304,-0.26504122699041643,0.14711285598353735,-0.13821351587089079,0.1988664210641992,-0.30306966485500714,-0.10701710076775801,0.06698996134656565,0.08836996878831667,-0.11570972321509881,-0.2626715373014958,-0.097747839181247,-0.09689388026808128,-0.266617591088448,-0.07540786494428409,0.0011876710577279946,0.04070596763210532,0.0767956054172494,0.007693343004298399,0.20823719021849843,-0.05013398210125358,-0.1123073860789368,-0.0958232933892598,-0.08778817552314067,-0.12642858195882775,-0.1001250275407618
attitude_markers,0.06115389913734908,-0.022814780012380385,0.04198516077006179,0.008217510843535033,0.0005886603785833185,-0.023225664075124903,0.01730749823490766,-0.00425982615197393,0.11478800154946019,0.034071251369843826,-0.030580767457317148,0.06720660120235859,0.03399778096157355,0.05572175288976946,1.0,-0.010654252623279688,-0.023140526697962266,-0.018359616138033465,-0.0015935597980549128,-0.009163222395409112,0.002053837620181295,0.002651333846566051,-0.008899940328257763,0.03273591554273636,-0.006523945174121863,-0.09336029346522486,-0.01641331952223919,0.06290046268424497,0.021945015850255746,-0.07369627251102025,-0.036814097416804935,0.05983393928124461,-0.0029410385219483417,-0.04285642666560124,0.008090787400274385,-0.0007668001400658599,-0.029059711083987052,0.07954558515785326,0.09144348100742755,0.0012184089657345976,0.013964548197339966,0.018270151449657587,0.03874988826630442,0.0013782315796336912,-0.0200832782617131,0.0006828726213706881,-0.010642336381911673,-0.013728776244674317,-0.004914135828555812,-0.005781103082633706,-0.03969925838918454,0.06336463434519501,-0.009392881740011948,-0.000997130668434968,0.03653929600742285,0.01120654534121162,0.05126988067128999,0.01792370057606052,0.06788774124348254,0.026460298277473208,0.00578276046566584,0.09243105907612445,0.04998833297750443,-0.13076291720291353,0.008305485568681145,-0.010682876114173494,-0.04954825477088738,-0.08780016999295354,0.03076680506111214,-0.026272043296842226,0.14484808297589113,-0.12216395130408095,0.00392821449837177,-0.04533182966305016,-0.01786430971792042,-0.03167572643273601,-0.09743613271199247,0.01643744350150643,0.01661629517815147,-0.09738464913457266,0.02006334645680092,0.0634829033157669,0.008746186402807613,0.04185413382684767,-0.019852604149230065,0.058110496500457715,0.0011096006912693253,-0.01193394435044712,-0.027491542495268296,-0.016340856190892976,-0.0069649432765288176,-0.020579726742793177
deontic_modal_words,0.016604022718863923,-0.009309090313444861,-0.010768396488216132,-0.02908890463957578,-0.015402895582855758,-0.019058983447994098,0.021400134159179438,-0.0022707259850651518,-0.007951272228695228,-0.01234309525346155,-0.05352388117070085,0.1289967160763816,-0.006813756612949045,0.15720142188735603,-0.010654252623279688,1.0,-0.01258505935457036,-0.014353400486902685,-0.018762522849336206,-0.008582149603292073,0.00462407719578029,-0.012935887132072813,0.0006196735951725195,0.003689663971839588,-0.01148329971564458,-0.08329650091513142,0.09746452379530889,0.056756778119095685,0.06100570718170297,-0.11165411238165315,0.028481964569124666,0.021885137179796618,0.11920374695575658,-0.029670095645567506,-0.058265257541743956,0.07629514361321159,0.00811736134760216,0.1107515937714101,0.0771168613670176,0.033878712004305214,0.037575565830895157,0.12976313741386428,0.06691485335543743,0.0847620906831676,0.12578201572734604,0.07333454731155935,0.08042145244495127,0.15710600848633133,0.02643783369995931,0.07159277650046793,0.11186118154865285,0.003255730013198863,-0.020944112495744217,-0.02538427673406386,0.03554954493776259,0.00957781206387073,0.03416033633349489,0.03269030375099574,0.0644227125513471,-0.02781869260507876,-0.05370529649981847,0.012366754668175857,0.049088293437768285,-0.06897220379424518,0.025631700054097796,-0.017198747266171332,-0.04388213767165553,-0.08616040001561082,0.05441334300656358,-0.0850484797686814,0.05390606462794815,-0.10484216105097709,-0.02770126459063244,0.03156002268652357,0.05091617310911901,-0.06302201963416806,-0.11357501326151542,-0.084701913346263,-0.0838723030181135,-0.11172449368023155,-0.07153882185107749,0.0027154934314282935,-0.039654592654830415,0.13397963382879755,0.033346033677076496,0.01936750087615498,-0.07981046671284171,-0.09456403537058672,-0.08573310725075255,-0.08828151909607655,-0.07922494238040645,-0.0261301687748662
endophoric_markers,0.005524254133516684,0.016851974269164408,-0.034422422745271165,-0.0007251296965283373,0.00821883942278925,-0.012340259276348743,-0.027371311007223387,-0.010255630480052366,-0.008044330192757363,-0.017145213701250443,-0.03171797458093331,-0.03987270165214144,-0.01944912431334178,-0.02368815354673497,-0.023140526697962266,-0.01258505935457036,1.0,0.0010818155751634087,-0.00813104317153344,-0.00820573605892579,-0.009103055291155343,-0.011564321267062175,-0.009168253470416415,-0.010052770623911321,-0.005630800875713607,0.035782285527418405,0.03480128511423616,0.0013327289178173922,0.008791107139992472,0.022215276062992752,0.014079318783434418,0.024263749565820877,0.013581692589945678,0.025904940373214336,-0.010119224147948094,0.015254740587916244,0.02186232710146758,0.025577664538390728,-0.01188095982401722,-0.0023997549272487097,0.0008758931934425817,-0.005855964359961672,-0.013212275644927605,-0.008325012944272504,0.0024876608956723944,-0.015772959546113286,0.0015692359819001556,0.011933667718102423,-0.024365445828680037,-0.023934865448623978,0.019823577283802723,-0.009428968210303828,-0.02540193534835071,-0.0021848780386408907,0.003454953599321796,0.027480768660732034,0.012331426864677319,0.015355064341627261,0.020618884618234506,-0.0062037139397889,-0.039687419109525765,-0.04234525465024573,-0.019550086674838468,0.03853404979371073,0.0034533211637295435,-0.024324127407679447,0.006614174723969613,0.05003429396954718,0.00016852760072509794,0.03180731338898668,-0.03508809367703772,0.024517534829600448,0.02572522194384033,0.0057970857291778175,-0.010958074845614693,0.00969418150963654,0.04996816592840449,-0.008596415590926266,-0.007798917405125406,0.04714427942643001,0.0006120619790716909,0.01493959425815814,-0.0076937066474881835,0.006519687507123811,0.021179523943534367,-0.02527697563459614,-0.016831101207093687,0.06150266160310447,0.020256495354172434,0.033630553722925005,0.022570914518437228,0.01675673311228547
evidentials,-0.00487744850471168,-0.018964131397323475,0.014565884685775696,-0.012029514657176523,0.0052898829912522835,-0.021677434518068556,-0.03904766030670219,-0.03046303193597528,-0.024810940601237074,-0.026216738896580792,-0.030115673753994484,-0.06064210261031059,-0.024600282987145977,-0.037413104336179163,-0.018359616138033465,-0.014353400486902685,0.0010818155751634087,1.0,-0.015496574467239259,-0.011831424156876305,-0.011226722586474617,-0.00396448758938535,-0.010846019481708016,-0.01090140625458548,-0.006661222466489482,0.05124297845846998,-0.006445051521797646,-0.020532434471251238,0.007706373337153717,0.03176019050026974,0.016366367413628496,0.004236659860943381,0.02627418590307495,0.0054559760081673535,0.03552244632307043,0.011838404654350569,0.10612922882137787,-0.017608428067752285,-0.03746186343706302,0.061483423971642186,0.05986526736233045,-0.02958710052365958,-0.014669760542310924,-0.014265273651835601,-0.020904034432147136,0.015526593518198182,-0.021445539717618756,-0.02686584646691384,0.06806664809335178,0.05763452779269371,-0.010444296858276502,-0.006674082757104525,-0.013637947069020658,0.007973198531265168,0.022102485892466585,0.009843622399280019,0.007137239840181335,-0.012152131473075686,0.01251512812425562,-0.012424107553734597,-0.037838347232675325,-0.047575030353585894,0.00448424226701484,0.03343192603759676,0.007048141843107618,-0.0016590335858226476,-0.0016340397794739625,0.075289471106057,-0.02418689532700754,0.03515747577299513,-0.03140631962835973,0.06392362055939498,0.020515596370813557,-0.012263993923754978,-0.020145593230553104,0.044023765011338416,0.04810612656914746,-0.001831847555011885,-0.003933575916572941,0.050378109012110574,-0.014396283456264447,0.0385670351574052,0.0009781777572534114,-0.006785855900205524,-0.011706204203627767,-0.031057203568962976,-0.01799390998825707,0.03150411200876534,0.012510109486154084,-0.014673094179712918,-0.019544441683106494,0.011004866845138225
figurative_language,0.04521976016829581,-0.019183883285299526,-0.002233209295801961,-0.01082397177562063,0.0005983527466297176,-0.00986237981933993,-0.025978549321846674,-0.021200265898905706,-0.005684259596636217,-0.010933966116099862,-0.00029820591441101366,-0.02293712752874161,-0.021673424199066444,-0.006148638755708227,-0.0015935597980549128,-0.018762522849336206,-0.00813104317153344,-0.015496574467239259,1.0,0.029096885774056454,0.0028616921136085183,0.018035288362937333,0.0316635048506305,-0.0015642970194703406,-0.002620559615934702,-0.06002407036825232,-0.01701273837691273,0.014967486252243898,-0.03793136345520236,-0.014824625106502115,-0.08699904269749818,0.005405434444291923,-0.010469259848855824,-0.027829279017275332,0.02631868329682807,-0.00538295122898203,-0.006889064439209376,0.009200438127059745,0.03231104560948068,-0.016441847420964804,-0.025500235962444523,-0.009441624422682185,-0.017894870647246038,-0.03173906132087196,0.015194349000986965,-0.01966167905380961,0.008741827573634797,-0.01195819509344948,-0.02764065312279968,-0.026851512210732606,-0.034603170849381755,0.10387488213062149,0.2612516021849128,0.010623143964786195,0.014897624101440288,-0.013793666560383333,0.030585385110461858,-0.009932823870409417,-0.016536728729510806,0.01615031413470033,0.18187381672678063,0.15270933428201364,0.008273893699826675,-0.1287427415434884,0.07277796773088606,0.27128413534462875,-0.06339167064841361,-0.07135187341251023,-0.024242928893243306,-0.013424017038820447,0.09903356744845347,-0.05140516661584559,-0.03740280761452414,-0.11882708359506013,-0.03084468348489043,-0.01116874197781011,-0.057976606762105067,0.018545695411628996,0.01900624763289638,-0.0662856713088114,0.017518723555549093,0.109142296834907,0.02548728889390102,-0.016852597596012524,-0.040035613566773404,0.09837214634397838,0.15586239203394506,-0.022651406461397756,-0.012100466412837657,0.004252926824217398,-0.012157225255052853,-0.02071246181657294
idioms,0.0018387663519191463,-0.01062104771118832,0.020007996413184036,-0.02103345518557487,-0.0067823040917964665,0.0013172400765720713,-0.016827074047478276,-0.01786978787334201,-0.010500147364640515,0.001316275845554482,-0.0007820816899933233,-0.008796346322704337,0.017747780717902024,-0.013057673678228085,-0.009163222395409112,-0.008582149603292073,-0.00820573605892579,-0.011831424156876305,0.029096885774056454,1.0,0.002506301736453444,0.009077849090631978,0.009023994146545453,-0.0034933280802888207,-0.0026289759738340416,-0.052685120615049354,0.001300988253300144,0.01096009757704512,0.02014042231892468,-0.039755459938395424,-0.014750767161346573,-0.004985860076682656,0.021573976619916085,-0.022177947682432378,-0.0012343002697304986,0.016256296019345983,0.021171783299119253,0.0018119173451164457,-0.0021654829909093787,-0.007481437245175742,-0.028826173169571544,0.041741386052622696,-0.003529850729914059,-0.012217814369230777,0.06316799084251307,-0.008416637433204107,0.06624674885158988,0.04913524289254955,-0.007961737095223211,-0.02622766043512632,0.00512187420127485,0.05779683816261512,0.07754303550215401,-0.011643495979351107,-0.015595946543928681,-0.04453237412815664,-0.009470414948025403,0.017646809734410865,-0.018294283901995435,-0.009423090907223335,0.08910408473342603,0.07952439646716582,0.0023721759152688982,-0.06752554728081751,0.027674237805905826,0.10010771541215653,-0.03845914707120564,-0.05190882708406859,0.02825135926766428,-0.025137752056459,0.06633119897007776,-0.011688033696166618,-0.04544341663307536,0.0021422435276907265,0.028551357478305277,0.03789726327480405,-0.05342603117260774,-0.004051869448957027,-0.0046456294344859326,-0.055959319662197846,-0.0061073888066535695,0.012893288983642604,0.03338761684267467,-0.022665165461123783,0.01176052351946438,0.039687716467890884,0.04589386972721256,-0.03241346348646685,-0.02007105656791398,-0.025943040464456456,-0.03132436036223022,-0.017315466248555032
negative_connotations,0.012983453719644438,-0.0031852285277934474,0.027690250119421764,-0.012111487297490372,-0.01204761684241823,-0.011056484612359535,-0.012072150828715426,-0.009778594669350032,0.044500476253289775,-0.012653952385024612,-0.011126174872923675,-0.013180560416850815,0.04304865873525474,0.0011442063002763039,0.002053837620181295,0.00462407719578029,-0.009103055291155343,-0.011226722586474617,0.0028616921136085183,0.002506301736453444,1.0,0.027470463069051806,-0.002865742206966306,0.11377694827364315,-0.0017600324620848744,-0.05620978494066549,-0.012310412267180664,0.02592949162575779,0.03484106116064244,-0.04067213614421345,0.012623858876576705,-0.004272894311226302,-0.008016676132885502,-0.029817368250227006,-0.009414814607201916,0.09003533309582079,-0.019073867319787295,-0.02786880140274021,-0.020978354991646755,0.014572195252131074,-0.018803039873009658,-0.023020029674730488,-0.021494156266739062,-0.022244793447745225,-0.010268099859131654,-0.015216859573246139,-0.014879068280203203,-0.012672341431072582,-0.0024396895995445,-0.017326922152733668,-0.02557407866471979,0.0007934376518061647,-0.0010817975758918485,0.014900026131080844,-0.05740659562173113,-0.09817071397511792,-0.030901714722221023,0.012193983213773785,-0.03481030788412916,-0.017239831679804068,0.06205026872185094,0.08696603736100728,-0.020117960407334844,-0.0766012577100245,0.02063123931314016,-0.0020739021199998927,-0.016714145643020522,-0.056216005760032675,0.03803284427279621,-0.032668909895960385,0.1053363223462309,-0.05290035707452299,-0.11857933064273919,0.04414186857590131,0.10043989550950636,-0.01976576007966962,-0.04937477156873693,-0.008803768628992547,-0.007110830315150657,-0.05026398697251342,-0.004101011353307326,-0.03903414874084678,-0.006192228518807423,-0.03310142942809754,0.023498997453300526,0.00837679838461392,-0.022250374563523953,-0.043332290351087335,-0.025417962773135766,-0.020352726683534644,-0.02587498490408062,-0.028146279514931823
positive_connotations,-0.006596767488579946,-0.012520657095373517,0.03356481878835629,-0.014668617740565467,0.009137441862305282,-0.014468439244480118,-0.010512867556905,-0.011313508773012768,0.01680168543437946,0.026598059987700595,0.005635662802348087,0.002017831927260313,-0.009465445931062568,0.00242885521103464,0.002651333846566051,-0.012935887132072813,-0.011564321267062175,-0.00396448758938535,0.018035288362937333,0.009077849090631978,0.027470463069051806,1.0,0.022181126495532992,-0.0016290401740824323,-0.002097346916912365,-0.04009992995929698,-0.025097841617985544,-0.0029909758971212717,0.023375981235537423,-0.028448917997333012,-0.017305536186727456,-0.032766225104166484,0.0022167869017085968,-0.03915357063176918,-0.01155833724024053,-0.020687215012412462,-0.007589980776138995,0.04714720434934066,0.022065116854226036,-0.0005920018506992596,0.0016741989056157191,0.001989377340204473,0.020528729903435086,-0.009722927204148687,-0.019603183206314496,-0.008554364473984942,-0.008371916734950533,-0.0302892211917899,-0.030474776607758124,-0.022311057591503484,-0.024746995611080954,-0.004329392967318845,0.04918140747396079,0.025297520400438075,0.03041240760218656,0.027227942684509263,-0.029353102206732533,-0.02889149897591234,-0.02204132838847386,-0.00232912558476104,0.05966993906378279,0.04775254839262648,-0.005976202185751495,-0.039098672132134436,0.0023620845975841943,0.03980870395663685,-0.006778666834748269,-0.012585724617408922,0.007643723509414647,-0.022922680840857485,0.039329667222171225,-0.013647491519800803,0.018026760363738098,-0.005034360041454029,-0.03503450936230549,-0.008246977445952685,-0.04197421113673511,-0.01018100348219299,-0.009911625808082764,-0.041362529043757444,-0.007791624068455999,0.002335551539323967,0.016016611853988304,0.013318661502327037,0.005163206819600515,0.02548858022956817,0.031463771794184234,-0.030481496838251545,0.002472777360783156,-0.02398512694699554,-0.03319278634549223,-0.0390849114203397
emotional_self_disclosures,-0.007201841720530857,-0.00945911402924812,-0.010209709144299745,-0.019987253762459876,0.007727496312394368,-0.010172793374313198,-0.021254685975967608,-0.016454867705859536,0.01644035699987817,-0.00796912322885804,-0.007268968084582954,0.15033609410179966,-0.012975323235265117,-0.004307522839432027,-0.008899940328257763,0.0006196735951725195,-0.009168253470416415,-0.010846019481708016,0.0316635048506305,0.009023994146545453,-0.002865742206966306,0.022181126495532992,1.0,0.018632033551207985,-0.0016627874395376393,-0.046813840995749915,-0.018864232205076763,0.09409403521849243,-0.0017896276676486469,-0.037649560947461636,6.098359422371357e-05,-0.006430933304266001,-0.03270738536098902,-0.03282862783485493,0.021515543173159686,-0.021982524214426438,-0.0176643179209289,-0.014130686263137756,0.004300980935999956,-0.014112670781752558,-0.01681814002595796,-0.0027332836243463064,-0.002303611223469881,-0.01819211436319083,-0.0008281779122976707,-0.002858927222005146,0.00924617372431462,-0.007738203347395795,-0.013997626868642855,-0.016770242673928508,-0.027824010151301277,-0.002051816993586956,-0.0010603664842743776,-0.007992390584224733,0.001357709596836973,-0.0025620426640603593,-0.01723061667114504,-0.015092899691174298,-0.012910831190368111,0.07415507271515247,0.007003659294208869,0.06429448863941745,0.0063183583711948635,-0.0589717233561993,0.01662605969717704,0.0030605186140182225,-0.017269097677114147,-0.06643964009548697,0.03278833578758715,-0.026495045554167967,0.10136376541709716,-0.08780961290597805,-0.021577917105965117,0.012665642324815046,0.016631013752961863,-0.022966884228723332,-0.054596274403408376,-0.013026921326938822,-0.012833005810266269,-0.0567057408926041,-0.008693914688493351,-0.011966197702448922,0.012166556845336667,-0.004666142521883591,0.0004636322537983303,0.025464916793865804,-0.0018493768036860385,-0.019395810099397667,-0.024248672267959636,-0.024172740451686353,-0.03024069982659632,-0.027840134850031565
slang_and_colloquialisms,0.03455329357662672,-0.011095452787837745,0.005955092902060327,0.006877964715908636,-0.008692073708523275,-0.012577296812483438,-0.012370098007028834,-0.004010827982091388,-0.012383903418209037,0.020763557137256174,-0.01559933892637224,0.05114144933778291,-0.012007623378793304,0.027555672601985555,0.03273591554273636,0.003689663971839588,-0.010052770623911321,-0.01090140625458548,-0.0015642970194703406,-0.0034933280802888207,0.11377694827364315,-0.0016290401740824323,0.018632033551207985,1.0,-0.001823206653255127,-0.06031010728701774,-0.023956384056673552,0.044680252013239954,-0.007790037917485492,-0.04807232182989997,0.014553925753071625,-0.015074474710509033,-0.020210178566352408,-0.03813664791386345,-0.0032838288207994995,-0.003519553772347548,-0.0159108360736338,-0.00432820436669427,-0.0016265939324245833,0.029541203555833097,0.002695696377442828,0.02296040069655784,-0.005322589213273372,-0.011847577927533093,0.005232225403967333,-0.012679258171726602,-0.006268742861932151,0.0054255590088641455,-0.0029245827624246605,-0.00400899869928209,-0.002145242507621147,0.013848360798100093,0.02020521049413274,0.010071103604760372,-0.03544504185075816,-0.08820275158193083,-0.020840595164436773,0.01244506533809475,-0.01258821227259769,-0.021151447111054465,0.031930548421870625,0.07028636842605246,-0.021164550630358808,-0.05886500082388031,-0.026046857371349524,0.029927530867014506,0.01890130541308947,-0.10927615171141722,0.023636300361787894,-0.024120093684896187,0.0919547193640597,-0.07518875134156269,-0.11056130757039975,0.038605754003879014,0.0818648738452927,0.021821811584323645,-0.05675585536392182,-0.01685569675490935,-0.01665327120066172,-0.06096868599477553,-0.01090826966393575,-0.0298102098529572,-0.00890050102159828,-0.01939701679148583,0.008172966389984052,0.026937339323358806,-0.012836640139794811,-0.044357047997298296,-0.0207371489035672,-0.023805624517447707,-0.03346793264081857,-0.02870861184675036
pleonasms,-0.016694109405968247,-0.006068925061360762,-0.006866062376380697,-0.000554301549230474,-0.009860191973965152,-0.004076110469970027,0.013357772457379916,-0.010105968796224453,-0.0007680014585366975,-0.005324442948605944,0.0047483756348729225,-0.006900630752566241,0.0012572822579145146,-0.001293160883872013,-0.006523945174121863,-0.01148329971564458,-0.005630800875713607,-0.006661222466489482,-0.002620559615934702,-0.0026289759738340416,-0.0017600324620848744,-0.002097346916912365,-0.0016627874395376393,-0.001823206653255127,1.0,-0.0016891036940638448,-0.011690866677223197,-0.01194400326625684,0.002567604352314343,-0.0067390920178106726,-0.003994836386155999,-0.03072037084395373,-0.021400813252673925,-0.010442449343511413,-0.005925094735257287,-0.016142735854132263,-0.011519122905995124,-0.004416192960543009,-0.011809001937727213,0.0009556535638507792,0.006975220440232794,-0.004493916591042046,0.03010959826042309,0.03946898726538535,0.0066785663476955,0.03843308030687061,0.028562278621290405,0.0040635528592865115,-0.008618716881965353,0.026023784010231737,0.008891629215488707,-0.007815245419584938,0.0189286383398409,0.06603472724649054,0.011801473092552077,0.007895604046874418,-0.016698072594321704,-0.016770967310868294,0.005463544256599775,0.0060023478569312515,0.03912039739292096,0.02046786948671185,0.00015912986164932054,-0.0005325948887597566,0.02136455474193863,0.023502057683837306,-0.018895911741568395,-0.007959822319562075,-0.014508830833855192,-0.010034748195782614,0.0031218895292280295,0.008885075010876216,0.0062105154761753914,-0.0025498041732410722,0.0024640393765598227,-0.0012342519986045185,0.004224898044608082,-0.007755305767795958,-0.007635237239482957,0.00232069729892253,-0.009176916950653004,0.00482370200876898,-0.007563659366353563,0.01080134796271119,0.005192968997066924,-0.004629518520596561,0.02740533086784936,-0.013296361996546976,-0.006109119701916353,-0.01829431158822272,-0.020050062457162968,-0.007327395546940414
