,message_id,informativeness,constructive_feedback,author_revelation,comprehensibility,detail_level,explicitness,context_dependence,persuasiveness,logical_reasoning,anecdotal_reasoning,right_wrong,tradition,supportiveness,empathy,status_suggestion,status_appropriateness,personal_choice,group_harmony,shared_responsibility,self-reliance,group_wellbeing,self_growth,self_responsibility,ext_responsibility,other_reliance,accomplish_tasks,implied_meaning,creative_text,repetitive,point_faults,tactful,critique,challenge,conflict,build_connection,orientation,vividness,expressfulness,vagueness,matter_of_factness,abstractness,figurativeness,concreteness,formality,conciseness,verbosity,emotionality,impersonality,politeness,directness,bluntness,cultural-relatedness,exposition,narrative,narrative_mode,expository_mode,storytelling,indirect,suspensefulness,prosociality,clarity,engagement,showing,context-first,setting-first,chronological,transition_level,causal_level
12,u1720,4,1,3,6,3,5,5,1,2,1,1,1,2,1,1,1,4,1,1,2,1,1,4,2,1,3,1,1,1,6,5,2,1,1,1,"['past', 'present']",1,1,4,6,2,1,5,5,6,2,1,5,5,6,2,1,4,1,1,5,1,2,1,2,6,2,1,3,1,2,2,2
13,u3921,6,5,2,6,5,6,4,4,4,1,1,2,2,1,1,1,3,1,1,3,1,1,3,2,3,2,2,1,1,1,4,1,1,1,1,['present'],3,3,2,6,2,1,6,6,5,2,1,7,4,6,4,2,6,1,1,7,1,1,1,4,6,3,2,2,1,1,2,5
14,u3242,4,3,5,6,3,5,6,4,4,2,6,2,2,1,3,2,1,1,1,4,1,1,3,5,2,4,2,2,1,2,2,3,5,2,1,"['past', 'present', 'future']",3,3,5,4,2,2,4,3,6,2,3,2,4,6,5,3,4,1,1,4,1,2,1,2,6,3,2,3,1,2,3,4
15,u1018,2,3,2,6,2,5,6,4,2,1,4,3,2,1,1,1,2,2,1,1,1,1,3,1,1,1,2,1,1,1,2,1,4,1,1,"['past', 'present']",1,2,2,5,2,1,5,3,5,2,3,2,2,6,5,3,2,1,1,2,1,2,1,2,5,3,1,4,3,4,3,2
16,u582,2,1,4,6,3,4,6,2,1,2,3,1,4,3,1,1,4,5,4,1,4,1,3,2,1,3,3,1,1,1,5,4,2,5,3,"['past', 'present', 'future']",2,3,4,5,2,1,5,3,5,2,3,2,5,5,2,1,2,2,2,3,1,4,1,5,5,3,2,2,1,3,2,3
17,u3399,4,2,5,6,2,5,5,3,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,2,2,2,4,2,1,['present'],2,4,4,3,2,1,5,2,6,2,5,2,3,6,6,2,2,1,1,2,1,2,1,1,6,4,2,2,1,1,1,1
18,u1899,5,1,1,6,2,5,4,3,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,1,1,1,3,2,4,1,1,present,1,2,2,6,4,1,4,5,6,2,1,7,4,6,5,1,5,1,1,6,1,1,1,1,6,2,2,4,3,2,2,6
19,u319,6,1,2,7,4,6,2,3,2,1,1,3,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,3,4,2,1,2,1,['past'],1,2,3,6,5,1,2,6,6,2,1,6,5,6,3,3,5,1,1,6,1,1,1,1,6,2,1,2,1,3,3,3
20,u3012,5,1,2,6,5,6,5,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,2,1,1,1,4,1,3,1,1,['present'],1,2,2,6,4,1,4,5,5,2,1,6,5,6,4,1,5,1,1,5,1,1,1,1,6,3,2,2,1,1,2,1
21,u14,2,1,4,7,4,6,4,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,2,2,4,1,2,1,1,2,6,1,1,2,4,"['present', 'past']",2,3,3,6,1,1,6,2,6,2,3,2,6,6,2,1,2,3,3,2,3,2,1,3,6,4,3,6,6,5,4,2
22,u2836,3,1,2,6,2,4,5,2,3,1,1,1,3,3,1,1,7,3,1,1,1,1,1,1,1,1,2,1,1,4,5,4,2,4,1,['present'],1,2,4,5,4,1,2,4,5,2,1,5,6,4,1,1,3,1,1,4,1,2,1,2,5,2,2,3,4,1,2,1
23,u4214,4,3,4,6,3,5,5,3,5,1,2,1,5,2,1,1,1,5,1,1,1,1,2,2,1,1,4,1,1,5,6,5,4,5,2,['present'],1,2,3,5,2,1,5,4,6,2,2,3,6,5,2,1,4,1,1,5,1,4,1,4,6,3,2,2,1,1,4,4
24,u2376,3,2,4,6,3,5,4,2,2,4,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,6,6,5,3,5,4,"['present', 'past']",2,3,2,5,2,1,6,2,6,2,2,2,6,5,2,4,3,2,2,3,1,4,1,2,6,4,2,2,1,1,2,2
25,u1926,3,1,5,6,4,6,6,4,2,6,5,2,1,1,5,3,1,1,1,1,1,1,1,6,1,1,4,1,5,1,2,1,6,1,3,"['past', 'present']",4,5,2,4,2,1,5,2,6,2,6,2,2,6,6,1,2,3,3,3,2,1,1,1,6,4,2,2,2,2,2,4
26,u3138,3,3,2,6,2,5,5,3,3,1,2,1,5,1,1,1,3,3,1,1,1,1,1,1,1,3,2,1,1,2,4,4,2,4,1,['present'],1,2,3,5,2,1,5,3,6,1,1,2,5,5,2,1,2,1,1,2,1,3,1,3,6,2,2,2,1,1,1,3
27,u2652,5,1,4,6,4,5,4,2,4,1,1,1,1,1,1,1,1,1,2,1,1,1,3,5,2,1,3,1,1,6,5,2,1,2,1,"['present', 'past']",1,2,4,5,2,1,6,3,5,2,1,5,4,5,2,4,5,2,2,6,1,3,1,2,6,3,2,2,2,2,3,4
28,u4398,5,4,4,7,5,6,5,2,2,3,4,1,2,1,1,1,2,1,1,2,1,1,3,3,2,4,2,1,1,1,4,2,1,1,1,"['past', 'present']",2,2,2,7,1,1,7,3,6,2,1,5,4,6,5,1,4,1,1,4,1,1,1,2,7,2,4,2,1,2,2,1
29,u3350,5,4,4,6,4,5,5,2,5,1,1,2,4,2,2,4,1,1,3,2,1,1,1,3,4,3,4,1,1,4,5,5,2,2,3,"['past', 'present']",1,2,4,5,2,1,5,3,6,2,2,3,5,5,2,3,5,1,1,6,1,4,1,3,6,3,2,2,1,2,2,5
30,u1830,4,6,4,7,2,5,4,4,4,1,1,1,6,5,1,1,5,3,2,1,3,1,1,1,1,3,2,1,1,6,6,6,2,5,2,"['present', 'future']",1,3,3,4,2,1,5,4,6,2,3,2,7,4,1,1,3,1,1,3,1,5,1,5,6,4,2,1,1,1,2,4
31,u3706,2,1,5,6,2,5,5,3,4,1,3,1,1,2,2,3,4,1,2,3,1,1,2,5,5,2,5,1,1,2,2,2,5,1,1,"['past', 'present']",1,3,5,4,3,1,4,3,6,2,4,2,2,6,6,1,3,1,1,3,1,2,1,1,5,4,2,2,1,2,2,3
32,u3021,4,1,3,6,3,5,4,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,5,4,1,2,2,"['present', 'past']",1,2,3,6,2,1,5,5,6,2,2,5,5,6,2,3,4,2,2,5,1,2,1,1,6,3,2,4,2,1,2,2
33,u832,3,4,4,7,2,5,5,1,2,1,2,3,2,4,1,1,6,2,1,1,1,1,1,4,1,1,4,1,1,2,5,5,4,2,1,['past'],1,2,4,5,5,1,2,5,6,2,3,5,6,6,2,4,3,1,1,3,1,2,1,4,5,4,2,5,5,3,4,1
34,u2884,5,6,4,6,4,6,5,5,4,1,4,1,5,3,1,1,4,4,4,1,2,1,1,3,3,4,2,1,1,2,6,5,4,5,2,"['present', 'future']",1,2,2,5,2,1,6,5,5,2,3,2,6,6,3,2,4,1,1,5,1,2,1,4,6,3,2,2,1,1,4,3
35,u4125,5,1,4,7,4,6,2,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,6,5,1,1,1,2,['past'],2,2,2,6,2,1,6,4,6,2,1,5,5,6,2,4,4,1,1,5,1,2,1,1,7,3,2,2,1,1,2,1
36,u1949,5,6,3,7,4,6,4,3,2,1,3,1,5,3,2,6,4,4,2,2,3,1,4,4,4,5,3,1,1,1,6,6,2,5,2,"['present', 'future']",1,2,4,5,2,1,5,4,6,2,2,5,7,5,2,1,2,1,1,2,1,5,1,4,6,2,2,2,1,1,2,3
37,u2816,4,2,5,6,3,5,5,3,2,2,1,1,3,1,1,1,5,2,1,1,1,1,1,3,1,1,4,1,1,4,5,5,3,4,3,"['past', 'present', 'future']",1,2,5,4,2,1,4,5,6,2,3,2,6,5,2,1,3,1,1,4,1,4,1,3,6,3,2,5,4,3,4,4
38,u2131,5,5,3,7,2,5,5,4,4,1,1,1,3,2,2,2,4,1,1,1,1,1,1,3,4,4,3,1,1,1,5,2,1,2,1,"['past', 'present', 'future']",1,2,2,6,2,1,6,4,6,1,2,5,5,6,2,1,2,1,1,3,1,2,1,3,6,3,2,2,1,1,1,4
39,u1735,2,3,4,5,2,5,6,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,3,1,2,1,1,2,4,4,3,2,1,['present'],1,2,4,5,2,1,5,4,6,2,3,2,4,5,3,1,2,1,1,2,1,2,1,2,5,3,5,4,4,1,2,3
40,u407,4,2,4,5,4,5,6,4,4,2,2,1,2,1,1,1,1,1,1,1,1,1,1,4,3,1,5,1,2,2,2,2,6,2,1,"['past', 'present']",2,3,4,5,2,1,5,2,4,4,4,3,3,6,5,1,4,2,2,5,1,2,1,2,5,4,3,4,3,3,2,3
41,u4201,2,1,5,7,2,6,6,1,1,5,4,1,1,1,2,1,4,1,1,1,1,1,2,6,1,2,4,1,1,1,2,1,3,1,2,['past'],1,3,4,5,2,1,5,3,6,1,4,2,2,6,5,1,2,3,3,2,2,1,1,1,6,2,2,2,1,3,3,2
42,u2443,4,5,4,6,3,5,5,2,2,1,1,1,5,2,1,6,2,4,4,2,3,1,2,5,5,5,2,1,1,6,6,5,1,5,3,"['past', 'present']",1,2,2,6,2,1,6,4,6,2,2,5,6,6,1,2,4,1,1,5,1,2,1,5,6,4,2,3,2,2,2,2
43,u1944,6,5,5,6,5,6,6,3,5,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,4,4,4,2,2,"['past', 'present']",1,2,3,5,4,1,5,5,6,2,1,4,4,6,4,1,5,1,1,6,1,2,1,2,6,3,2,4,2,1,4,5
44,u1821,6,1,3,7,5,6,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,5,1,1,1,1,['present'],2,2,2,6,1,1,6,4,6,2,1,6,5,6,4,1,6,1,1,6,1,1,1,2,7,3,1,3,3,1,3,2
45,u2771,3,4,5,6,2,4,5,4,2,1,3,1,5,5,3,2,4,4,4,2,2,1,4,2,2,2,4,1,3,5,4,5,3,4,4,"['present', 'future']",1,3,5,3,3,1,2,5,3,4,4,2,5,5,2,1,2,1,1,2,1,4,1,5,6,4,2,2,1,2,2,3
46,u1670,5,5,4,7,3,5,5,3,3,1,1,1,5,3,3,5,4,5,5,2,4,1,3,5,5,5,2,1,1,6,6,6,2,5,1,['present'],1,2,3,6,2,1,5,5,6,2,1,5,6,5,2,1,4,1,1,5,1,3,1,5,6,3,2,2,2,1,2,3
47,u1005,5,1,2,6,3,5,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,7,4,1,1,1,1,['present'],2,2,2,6,2,1,6,3,6,1,1,5,5,6,4,1,3,1,1,4,1,1,1,1,6,3,1,1,1,1,1,1
48,u4070,5,1,1,6,3,5,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,6,1,1,1,1,1,['present'],1,1,2,6,4,1,2,4,6,2,1,6,4,6,3,3,6,1,1,6,1,1,1,1,6,2,1,2,1,1,3,1
49,u2927,5,5,4,7,4,6,5,2,4,1,4,1,2,2,3,5,2,2,1,1,1,1,4,1,1,4,2,1,1,1,4,2,3,2,1,"['past', 'present']",1,2,2,6,2,1,6,4,6,2,1,2,4,6,4,1,4,1,1,5,1,2,1,2,6,3,2,4,3,2,3,3
50,u333,5,1,2,6,3,5,4,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,1,1,6,4,4,1,2,1,['past'],2,2,4,6,2,1,5,5,6,2,2,6,4,6,5,2,5,4,4,6,3,2,2,1,6,3,2,4,2,4,3,2
51,u3648,4,2,5,5,4,5,5,4,3,2,4,1,1,1,2,1,1,1,1,1,1,1,1,4,1,1,3,1,3,1,2,1,6,1,1,"['present', 'past']",2,3,2,5,1,1,6,2,6,2,4,2,2,6,6,2,3,1,1,3,1,1,1,1,5,4,3,3,2,1,2,2
52,u851,4,2,5,6,4,5,5,3,3,4,1,4,2,2,1,1,2,1,1,1,1,1,1,4,1,1,4,3,1,2,3,4,4,2,4,"['past', 'present']",3,3,4,5,2,3,4,2,5,2,2,4,4,5,4,5,4,2,2,4,2,2,1,2,6,4,2,3,3,1,3,3
53,u181,5,1,3,5,3,6,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,4,1,1,1,1,['present'],1,1,2,6,3,1,5,4,6,2,1,6,4,6,2,1,6,1,1,6,1,1,1,1,5,2,1,2,1,1,2,2
54,u2995,4,1,4,6,3,5,6,3,2,4,3,2,2,1,2,4,6,2,1,6,1,1,6,1,2,4,2,1,1,4,4,2,3,3,2,['past'],1,2,2,5,1,1,6,4,6,2,2,2,5,6,3,1,3,3,3,3,2,2,1,2,6,3,2,4,5,4,4,2
55,u3902,5,1,3,6,4,5,2,2,3,6,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,6,5,1,1,2,4,"['past', 'present']",2,2,3,6,2,1,6,3,6,2,1,5,5,6,2,5,5,3,3,5,3,2,1,1,6,3,4,4,4,5,6,2
56,u2242,5,3,5,6,5,5,4,2,3,4,3,1,2,1,1,4,4,1,1,3,1,1,2,3,1,4,2,1,1,2,3,2,3,2,2,"['present', 'past']",1,2,3,6,2,1,5,5,6,2,2,4,4,6,5,1,4,3,3,5,2,2,1,2,6,3,4,2,1,3,3,3
57,u1621,4,4,4,6,4,5,5,2,3,3,1,1,2,1,1,1,1,1,1,2,1,1,2,4,3,1,2,1,1,2,3,4,5,3,2,['present'],1,2,4,4,2,1,5,3,5,2,2,4,4,5,3,4,3,1,1,3,1,4,1,2,5,4,3,3,1,1,2,3
58,u4426,4,5,4,7,2,6,6,3,2,1,2,1,6,3,3,5,2,2,2,1,1,1,2,4,4,5,2,1,1,5,6,5,1,5,1,"['past', 'present', 'future']",1,2,4,5,2,1,6,5,6,2,3,2,6,5,2,1,2,1,1,2,1,3,1,5,7,3,1,2,1,1,3,1
59,u3757,3,3,5,6,4,5,5,3,2,4,4,1,2,2,2,2,4,4,2,1,4,1,4,4,2,4,2,1,1,1,2,2,4,2,3,['present'],2,4,2,4,2,1,5,2,6,2,6,2,3,6,6,1,3,1,1,3,1,2,1,2,6,4,4,2,1,1,2,2
60,u1712,4,4,5,6,3,5,4,3,4,2,2,1,2,2,1,2,5,2,2,3,2,1,3,2,2,4,5,1,1,1,3,3,4,2,2,"['past', 'present']",2,3,2,5,2,1,5,4,6,2,3,3,4,6,5,1,4,1,1,5,1,2,1,2,6,3,2,2,1,2,3,3
61,u2428,5,6,4,6,4,5,5,3,3,1,2,1,5,4,1,1,3,4,3,2,2,1,2,3,3,4,2,1,1,4,6,5,2,5,1,['present'],1,2,2,5,2,1,6,3,6,2,2,5,6,5,2,1,4,1,1,5,1,4,1,4,6,3,2,2,1,1,2,2
62,u2041,5,3,4,6,5,6,5,4,4,1,6,1,1,1,1,1,1,1,1,1,1,1,2,5,1,1,2,1,1,1,2,2,6,2,1,['present'],2,2,4,6,4,1,5,5,6,2,3,6,2,6,6,1,4,1,1,5,1,2,1,2,6,4,2,3,2,1,2,4
63,u1963,5,6,4,7,3,6,3,5,5,1,4,1,2,1,1,1,1,1,1,1,1,1,1,4,2,1,2,1,1,1,2,1,5,1,1,['present'],2,3,2,5,4,1,5,5,6,2,3,6,4,6,5,1,4,1,1,5,1,1,1,1,7,4,2,4,1,1,2,3
64,u665,5,1,2,6,3,5,5,3,3,1,1,1,2,1,1,1,4,1,1,1,1,1,1,2,1,1,2,1,1,5,5,4,3,5,1,['present'],1,2,4,5,4,1,4,3,6,2,2,6,5,5,3,3,4,1,1,4,1,2,1,2,5,3,2,2,1,1,1,1
65,u375,4,1,4,7,3,6,2,3,1,1,1,1,4,1,1,1,3,1,1,1,1,1,1,3,3,3,1,1,1,6,6,1,1,2,1,"['present', 'future']",1,2,2,6,1,1,6,4,6,1,1,4,6,6,1,1,1,1,1,2,1,2,1,4,7,4,1,1,1,1,1,1
66,u3999,5,1,4,6,5,5,4,1,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,5,4,1,2,1,"['past', 'present']",1,2,2,6,2,1,6,5,6,2,1,6,5,6,2,1,5,3,2,6,1,2,1,2,6,3,2,4,4,2,2,4
67,u3663,4,3,4,6,3,4,2,2,4,1,1,1,3,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,4,5,4,1,1,1,"['past', 'present']",1,2,4,4,3,1,4,3,6,2,1,2,6,4,2,1,3,1,1,3,1,2,1,1,6,3,2,1,1,1,2,3
68,u2132,5,2,3,6,4,5,5,4,5,3,2,3,2,1,5,5,2,2,2,2,2,1,2,4,3,1,5,2,1,4,5,5,4,4,1,['present'],2,3,5,5,5,1,4,5,6,2,2,6,6,5,3,2,5,1,1,6,1,4,1,2,6,4,2,5,5,1,4,5
69,u669,4,3,4,6,3,4,6,2,3,1,3,2,2,1,2,4,3,2,2,2,1,1,4,3,1,4,3,1,1,2,3,4,3,3,1,"['past', 'present']",1,2,4,5,2,1,5,3,5,2,3,2,4,5,4,1,2,1,1,3,1,3,1,2,6,2,2,2,1,2,2,3
70,u2756,2,2,4,6,2,5,6,1,2,1,3,2,2,2,2,2,4,1,2,2,1,1,5,4,2,1,4,1,1,2,2,2,4,2,1,"['past', 'present']",1,2,5,4,2,1,4,2,6,2,4,2,3,6,5,1,2,1,1,2,1,2,1,2,6,4,2,3,1,1,1,4
71,u568,4,5,4,6,2,5,5,3,2,1,1,1,5,3,1,1,4,3,3,1,2,1,1,1,3,4,2,1,4,2,6,5,3,5,1,"['past', 'present']",1,2,4,5,2,1,4,3,6,2,2,4,6,5,2,1,2,1,1,2,1,2,1,4,6,3,1,4,4,2,2,2
72,u525,3,4,4,7,2,6,4,3,2,1,5,4,1,1,2,2,2,4,2,1,4,1,5,1,1,3,2,1,2,1,1,1,5,1,1,['present'],2,4,2,4,2,1,6,2,5,2,5,2,1,6,6,3,2,1,1,3,1,1,1,2,6,4,2,2,3,1,2,2
73,u787,4,2,5,6,3,5,3,4,4,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,5,1,1,['present'],1,4,2,5,3,1,5,3,6,2,4,2,3,6,6,1,4,1,1,4,1,2,1,1,6,4,2,2,1,1,3,5
74,u4058,6,1,2,6,5,6,4,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,2,1,1,1,3,1,1,1,1,"['present', 'future']",1,1,2,6,2,1,6,6,6,1,1,7,4,6,4,1,7,1,1,7,1,1,1,1,6,3,1,2,1,1,4,6
75,u3133,3,5,4,7,5,6,5,4,5,1,4,1,2,2,1,4,1,1,1,1,1,1,3,3,1,3,3,1,1,1,3,2,5,2,1,"['present', 'past']",2,4,2,5,2,1,6,5,6,2,4,4,4,6,5,1,4,1,1,5,1,1,1,4,7,4,2,2,1,1,2,4
76,u2077,5,1,5,7,4,5,3,3,2,6,1,1,2,1,4,5,3,1,1,1,1,1,2,5,6,1,2,1,1,4,5,4,4,3,4,['past'],1,2,4,5,3,1,5,5,6,2,1,3,5,6,3,2,4,3,3,5,2,2,1,2,6,3,2,4,3,4,3,3
77,u1207,4,2,5,7,3,4,2,1,2,3,1,1,2,1,1,1,4,1,1,4,1,4,5,1,1,4,2,1,1,5,6,5,1,1,2,"['past', 'present']",1,3,5,5,3,1,4,3,6,2,2,2,6,6,2,1,3,2,2,3,2,2,1,1,6,2,2,2,2,3,3,2
78,u642,3,1,2,6,4,4,5,1,2,5,2,2,1,1,2,1,4,1,1,1,1,1,2,5,2,3,4,2,1,3,4,2,2,3,3,['past'],4,4,5,5,2,1,5,4,6,2,2,6,5,5,2,4,3,6,6,2,6,4,4,2,6,4,5,3,2,6,5,5
79,u623,3,3,4,6,3,4,2,2,2,3,1,1,5,2,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,6,6,2,1,3,4,"['past', 'present']",1,3,2,4,2,1,5,2,5,2,3,2,5,5,1,1,3,2,2,4,1,2,1,3,6,4,4,3,1,3,3,1
80,u4485,2,1,4,5,2,4,6,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,5,3,1,4,1,1,4,4,4,3,3,1,['present'],1,2,5,4,2,1,4,2,6,2,3,2,5,5,2,1,2,1,1,2,1,4,1,2,4,2,1,2,1,1,2,3
81,u4470,5,1,2,6,4,6,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,1,1,6,4,4,1,1,1,['present'],1,1,3,6,2,1,6,5,6,2,1,6,4,6,4,1,4,1,1,5,1,2,1,1,6,2,1,2,1,1,1,1
82,u2543,2,2,4,6,2,5,5,2,2,1,3,1,1,1,2,1,3,2,3,1,1,1,3,4,3,3,5,1,4,5,2,2,4,1,1,"['past', 'present']",2,4,5,3,2,1,5,1,6,2,5,2,2,5,5,1,2,1,1,2,1,4,1,1,5,4,2,2,1,1,1,1
83,u38,5,4,4,7,4,6,5,3,2,2,3,1,4,2,1,1,3,4,4,2,3,1,3,4,5,5,2,1,1,2,4,2,4,2,1,"['past', 'present', 'future']",1,2,2,6,1,1,6,4,6,2,3,5,5,5,3,3,4,2,2,5,1,3,1,5,6,5,2,4,5,4,4,4
84,u309,5,1,1,7,4,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,6,1,1,1,1,['present'],3,3,2,6,2,1,6,5,6,2,1,6,6,6,3,4,6,2,2,6,2,1,1,1,6,3,1,2,1,1,2,1
85,u1961,5,6,5,6,4,6,4,4,3,1,3,1,2,2,3,3,4,1,1,1,1,2,5,2,1,5,2,1,2,2,2,2,5,2,1,"['past', 'present', 'future']",1,2,3,6,2,1,6,4,6,2,4,2,3,6,5,1,4,1,1,5,1,2,1,3,6,3,2,2,1,1,2,2
86,u2396,5,4,4,6,4,5,5,4,3,1,4,2,2,1,2,4,4,2,1,1,1,1,4,2,1,1,2,1,1,2,4,2,4,2,1,"['present', 'past']",1,2,2,5,2,1,5,5,6,2,2,5,4,6,5,4,3,1,1,4,1,2,1,2,5,2,2,3,2,1,2,1
87,u1013,4,2,4,6,3,6,5,4,3,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,4,2,1,present,2,3,4,5,2,1,6,1,5,2,3,4,3,6,6,4,4,1,1,4,1,2,1,2,6,3,2,2,1,1,2,2
88,u3081,4,2,4,7,4,6,4,3,4,1,2,3,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,5,1,1,['present'],1,2,2,5,1,1,6,3,6,2,3,2,3,6,5,3,2,1,1,2,1,2,1,1,6,4,1,2,1,1,2,3
89,u3347,4,2,4,6,3,6,4,3,2,1,3,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,5,4,1,1,2,2,5,1,1,"['past', 'future']",4,5,2,2,2,4,5,2,6,2,5,3,2,6,6,4,2,1,1,2,1,2,1,1,6,4,2,2,1,1,2,3
