,utterance_id,utterance,avg_labeled_utterance,labeled_utterance,engagement_markers,hedges,attitude_markers,frame_markers,boosters,explicit_references,transitions,self_mentions,causal_markers,chronological_markers,place_time_svo,endophoric_markers,deontic_modal_words,situation_dependent_references,evidentials,code_glosses,adverbs_of_degree,positive_connotations,emotional_self_disclosures,slang_and_colloquialisms,figurative_language,negative_connotations,pleonasms,hedges_deontic_modal_words,idioms
10,u2944,"I read this sentence: Although he narrowly won the referendum, the militant socialist movement in Liège, Hainaut and other urban centres incited major protests and strikes. Many people said, long before (in 1945) the strike of July will occur (Gillon, Van den Dungen, Frans Van Cauwelaert...",2.0,"I<self_mentions> read this sentence: Although<transitions> he narrowly won the referendum, the militant socialist movement in Liège, Hainaut and other urban centres incited major protests and strikes. Many<boosters> people said, long before<chronological_markers> (in<place_time_svo> 1945) the strike of July will occur (Gillon<explicit_references>, Van den Dungen<explicit_references>, Frans Van Cauwelaert<explicit_references>...",0.0,0.0,0.0,0.0,0.003436426116838488,0.010309278350515464,0.003436426116838488,0.003436426116838488,0.0,0.003436426116838488,0.003436426116838488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,u3346,"Actually for the discrete case the value at H(0) does make a difference. I updated the discrete section to say that. As you said, you can fix this approximation by taking the limit from the opposite side.",3.0,"Actually<boosters> for the discrete case the value at H(0) does make a difference. I<self_mentions> updated the discrete section to say that. As<evidentials> you<engagement_markers> said, you<engagement_markers> can<deontic_modal_words> fix this approximation by taking the limit from the opposite side.",0.00980392156862745,0.0,0.0,0.0,0.004901960784313725,0.0,0.0,0.004901960784313725,0.0,0.0,0.0,0.0,0.004901960784313725,0.0,0.004901960784313725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,u1720,I have reincorporated a source that was initially deleted as primary. It is an editorial that accompanied the publication of a study. It was used for context.,2.0,I<self_mentions> have reincorporated a source that was initially deleted as primary. It is an editorial that accompanied the publication of a study. It was used for context.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006329113924050633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,u3921,"Dirty procedures, such as manual evacuation or laparotomy for faecal peritonitis, can leave an unpleasant odour on the hands that can persist for days despite repeated washes. Double gloving may reduce residual odour but is less than completely effective. Stainless steel soap (DKBHousehold UK Ltd, Hampshire, UK) can help to eliminate the odour.",1.0,"Dirty procedures, such as<code_glosses> manual evacuation or laparotomy for faecal peritonitis, can<deontic_modal_words> leave an unpleasant odour on the hands that can<deontic_modal_words> persist for days despite repeated washes. Double gloving may<hedges> reduce residual odour but<transitions> is less than completely<adverbs_of_degree> effective. Stainless steel soap (DKBHousehold UK Ltd, Hampshire, UK) can<deontic_modal_words> help to eliminate the odour.",0.0,0.002890173410404624,0.0,0.0,0.0,0.0,0.002890173410404624,0.0,0.0,0.0,0.0,0.0,0.008670520231213872,0.0,0.0,0.002890173410404624,0.002890173410404624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,u3242,"The transfer fee quoted in the article is wrong. I shall try and find out the exact figures but that is a number someone has just plonked in there after reading the English press. I believe that a) it's much less than has been suggested on this page and b) it's commensurate with international appearances, league appearances and goals.",2.0,"The transfer fee quoted in the article<explicit_references> is wrong. I<self_mentions> shall try and find out the exact figures but<transitions> that is a number someone has just<boosters> plonked in there after<chronological_markers> reading the English press. I<self_mentions> believe<hedges> that a) it's much less than has been suggested on this page and b) it's commensurate with international appearances, league appearances and goals.",0.0,0.002976190476190476,0.0,0.0,0.002976190476190476,0.002976190476190476,0.002976190476190476,0.005952380952380952,0.0,0.002976190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,u1018,"You said above that you made nice arrangement. Now you say that someone else made it? Neverthelesss, that kind of style should not be used on Eurovision articles.",3.0,"You<engagement_markers> said above<endophoric_markers> that you<engagement_markers> made nice arrangement. Now<frame_markers> you<engagement_markers> say that someone else made it? Neverthelesss<transitions>, that kind of style should<deontic_modal_words> not be used on Eurovision articles.",0.018518518518518517,0.0,0.0,0.006172839506172839,0.0,0.0,0.006172839506172839,0.0,0.0,0.0,0.0,0.006172839506172839,0.006172839506172839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,u582,"(To be in the clear, I used to edit this article with the IP address 130.69.200.200). I hope that this pointless edit-war is now over and we can edit the pictures in the future as necessary without invoking another edit-war. Maybe I should explain the motivation why I exchanged the fotos of this article.",3.0,"(To be in the clear, I<self_mentions> used to edit this article with the IP address 130.69.200.200). I<self_mentions> hope<attitude_markers> that this pointless edit-war is now<frame_markers> over and we<self_mentions> can<deontic_modal_words> edit the pictures in the future<chronological_markers> as necessary without invoking another edit-war. Maybe<hedges> I<self_mentions> should<deontic_modal_words> explain the motivation why I<self_mentions> exchanged the fotos of this article.",0.0,0.003278688524590164,0.003278688524590164,0.003278688524590164,0.0,0.0,0.0,0.01639344262295082,0.0,0.003278688524590164,0.0,0.0,0.006557377049180328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,u3399,UNMERGE (or would that be SPLIT?) The trapping section now takes up about half of the article. RANT Way too much of WP's coverage of animals is human-centric.,4.0,UNMERGE (or would<hedges> that be SPLIT?) The trapping section now<frame_markers> takes up about<hedges> half of the article. RANT Way too<adverbs_of_degree> much of WP's coverage of animals is human-centric.,0.0,0.012658227848101266,0.0,0.006329113924050633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006329113924050633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,u1899,"The article now says: But a more serious cost is that relational database management systems are unable to store many to one relationships without normalisation: As a consequence Oracle, Sybase, MS SQL Server etc are not well suited to the storage of denormalised data.",3.0,"The article now<frame_markers> says: But<transitions> a more serious cost is that relational database management systems are unable to store many to one relationships without normalisation: As a consequence<causal_markers> Oracle, Sybase, MS SQL Server etc are not well<frame_markers> suited to the storage of denormalised data.",0.0,0.0,0.0,0.007434944237918215,0.0,0.0,0.0037174721189591076,0.0,0.0037174721189591076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,u319,"The Soviet Union under Lenin and during Stalin's early years was highly internationalist and actively discouraged nationalism. It reflected the radically anti-nationalist politics of 19th century socialism, before the split between Communists and Socialists.",2.0,"The Soviet Union under Lenin and during<chronological_markers> Stalin's early years was highly<adverbs_of_degree> internationalist and actively discouraged nationalism. It reflected the radically anti-nationalist politics of 19th century socialism, before<chronological_markers> the split between Communists and Socialists.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007751937984496124,0.0,0.0,0.0,0.0,0.0,0.0,0.003875968992248062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,u3012,"Reference 124 specifically calls the orbitons, spinons, and holons new particles. As well, the wiki pages on those three quasi-particles state explicitly that the electron is made up of those; rather than being an elementary particle itself.",1.0,"Reference 124<explicit_references> specifically<boosters> calls the orbitons, spinons, and holons new particles. As well<transitions>, the wiki pages on those three quasi-particles state explicitly that the electron is made up of those; rather<transitions> than being an elementary particle itself.",0.0,0.0,0.0,0.0,0.004149377593360996,0.004149377593360996,0.008298755186721992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,u14,"I have a question that hopefully someone can answer for me, my roommate just caught a rather small mouse in our apartment (by catch I mean he actually caught it humanely, not in a trap), he now is keeping it in a large box in our room as our pet. Is there a significant risk of disease from having him around here? What kind of disease?",1.0,"I<self_mentions> have a question that hopefully<attitude_markers> someone can answer for me<self_mentions>, my<self_mentions> roommate just<boosters> caught a rather<adverbs_of_degree> small mouse in our<self_mentions> apartment (by catch I<self_mentions> mean<code_glosses> he actually<boosters> caught it humanely, not in a trap), he now<frame_markers> is keeping it in a large box in our<self_mentions> room as our<self_mentions> pet. Is there a significant risk of disease from having him around here? What kind of disease?",0.0,0.0,0.002976190476190476,0.002976190476190476,0.005952380952380952,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002976190476190476,0.002976190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,u2836,"Well, we're talking about two different things then. Whether one finds prose encapsulation clearer than statistics is each editor's personal preference; different people will find one or the other clearer.",1.0,"Well<frame_markers>, we're<self_mentions> talking about two different things then<chronological_markers>. Whether one finds prose encapsulation clearer than statistics is each editor's personal preference; different people will find one or the other clearer.",0.0,0.0,0.0,0.004878048780487805,0.0,0.0,0.0,0.004878048780487805,0.0,0.004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,u4214,"I agree with this, although I'm not sure if a control bus is necessary in every bus. However there is a worse terminology problem here which is the circularity of the definition; if we say A bus is composed of a data bus, an address bus and a control bus, it still leaves the question, What is a bus?",1.0,"I<self_mentions> agree<attitude_markers> with this, although<transitions> I'm<self_mentions> not sure<hedges> if a control bus is necessary in every bus. However<transitions> there is a worse terminology problem here which is the circularity of the definition; if we<self_mentions> say A bus is composed of a data bus, an address bus and a control bus, it still<transitions> leaves the question, What is a bus?<engagement_markers>",0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,u2376,"Have just noticed that the actress playing Samuel L Jackson's mother in the film is 65, whereas he is 70. Cary Grant in North By Northwest is another famous example of this biological phenomenon, and he wasn't even a superhero. Might be worth a mention if it gets mentioned on some film review site ..",3.0,"Have just<boosters> noticed that the actress playing Samuel L Jackson's mother in the film is 65, whereas<transitions> he is 70. Cary Grant in North By Northwest is another famous example of this biological phenomenon, and he wasn't even<attitude_markers> a superhero. Might<hedges> be worth a mention if it gets mentioned on some film review site ..",0.0,0.0033222591362126247,0.0033222591362126247,0.0,0.0033222591362126247,0.0,0.0033222591362126247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,u1926,"This subject is apparently so threatening to the establishment, that they cannot even tolerate it being discussed on this Talk page. My previous comment, on this same Talk page, which referred to a small addition I made to the main page being immediately deleted, WAS ITSELF IMMEDIATELY DELETED.",4.0,"This subject is apparently<hedges> so<adverbs_of_degree> threatening to the establishment, that they cannot<deontic_modal_words> even<attitude_markers> tolerate it being discussed on this Talk page. My<self_mentions> previous comment, on this same Talk page, which referred to a small addition I<self_mentions> made to the main page being immediately deleted, WAS ITSELF IMMEDIATELY DELETED.",0.0,0.003389830508474576,0.003389830508474576,0.0,0.0,0.0,0.0,0.006779661016949152,0.0,0.0,0.0,0.0,0.003389830508474576,0.0,0.0,0.0,0.003389830508474576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,u3138,I think I agree with merging : Ante-Nicene period into Early Christianity; ANP already is an almost exact copy.,2.0,"I<self_mentions> think<hedges> I<self_mentions> agree<attitude_markers> with merging : Ante-Nicene period into Early Christianity; ANP already is an almost<hedges,adverbs_of_degree> exact copy.",0.0,0.009009009009009009,0.009009009009009009,0.0,0.0,0.0,0.0,0.018018018018018018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,u2652,"I guess, according to the law, a company must declare their economy in the currency according to the country they are registred in. Their employees are also officially employed in that country but can cross the border in their work. So according to the law, belgian areas had franc, and dutch areas had gulden.",2.0,"I<self_mentions> guess<hedges>, according<evidentials> to the law, a company must<deontic_modal_words> declare their economy in the currency according<evidentials> to the country they are registred in. Their employees are also<transitions> officially employed in that country but<transitions> can<deontic_modal_words> cross the border in their work. So<causal_markers> according<evidentials> to the law, belgian areas had franc, and dutch areas had gulden.",0.0,0.0032258064516129032,0.0,0.0,0.0,0.0,0.0064516129032258064,0.0032258064516129032,0.0032258064516129032,0.0,0.0,0.0,0.0064516129032258064,0.0,0.00967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,u4398,Done some corrections : The picture used as class 91 is in fact a class 98 (former 92). The DMU in the photo wasn't even numbered as 91-xxxx-x but 92-xxxx-x (the picture is at least 2 years old).,3.0,Done some corrections : The picture used as class 91 is in fact<boosters> a class 98 (former 92). The DMU in the photo wasn't even<attitude_markers> numbered as 91-xxxx-x but<transitions> 92-xxxx-x (the picture is at least 2 years old).,0.0,0.0,0.005128205128205128,0.0,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,u3350,"Not sure what to do about this, but wikipedians might have some suggestions. UDP (like TCP) was in active development prior to the RFC that documented it was issued. So the 1980 date for its creation may confuse people who know the history of the Internet protocol development.",4.0,"Not sure<hedges> what to do about this, but<transitions> wikipedians might<hedges> have some suggestions. UDP (like TCP) was in active development prior to the RFC that documented it was issued. So<causal_markers> the 1980 date for its creation may<hedges> confuse people who know the history of the Internet protocol development.",0.0,0.010830324909747292,0.0,0.0,0.0,0.0,0.0036101083032490976,0.0,0.0036101083032490976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,u1830,"Thanks for your input. Personally, I think that would work well and would make the article more internally consistent. Readers looking at the table of contents would find what they want more easily and naturally.",2.0,"Thanks for your<engagement_markers> input. Personally, I<self_mentions> think<hedges> that would<hedges> work well and would<hedges> make the article more internally consistent. Readers looking at the table of contents would<hedges> find what they want more easily and naturally.",0.0047169811320754715,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0047169811320754715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,u3706,"I am simply addressing your points. I didn't know that bothered you. As far as your paraphrase is concerned, why should it be my job to disprove the alleged quote?",3.0,"I<self_mentions> am simply addressing your<engagement_markers> points. I<self_mentions> didn't know<hedges> that bothered you<engagement_markers>. As far as your<engagement_markers> paraphrase is concerned<frame_markers>, why should<deontic_modal_words> it be my<self_mentions> job to disprove the alleged quote?",0.018404907975460124,0.006134969325153374,0.0,0.006134969325153374,0.0,0.0,0.0,0.018404907975460124,0.0,0.0,0.0,0.0,0.006134969325153374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,u3021,"I've seen a new term being coined in conjunction with Internet Dating entitled, Cyrano Syndrome. The use seems to be in the context of people falling in love with through the email relationship and IM chat that ensues without really spending time with them physically in the same place or even on the phone.",1.0,"I've<self_mentions> seen a new term being coined in conjunction with Internet Dating entitled, Cyrano Syndrome. The use seems<hedges> to be in the context of people falling in love with through the email relationship and IM chat that ensues without really<boosters><engagement_markers> spending time with them physically in the same place or even<attitude_markers> on the phone.",0.003257328990228013,0.003257328990228013,0.003257328990228013,0.0,0.003257328990228013,0.0,0.0,0.003257328990228013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,u832,"The article states that armenia became christianized in 301. Surprisingly, what article does not discuss is the emotional notion of such social/cultural evolution of armenia's citizens. Were armenians forced to convert to christianity or did they choose to?",2.0,"The article<evidentials> states that armenia<explicit_references> became christianized in 301. Surprisingly<attitude_markers>, what article<evidentials> does not discuss is the emotional notion of such social/cultural evolution of armenia's<explicit_references> citizens. Were armenians<explicit_references> forced to convert to christianity or did they choose to?<engagement_markers>",0.0038910505836575876,0.0,0.0038910505836575876,0.0,0.0,0.011673151750972763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007782101167315175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,u2884,"I propose toning down QuakerIlK's edit and removing biased and loaded language. So, instead of using phrases and words like oddly enough and apparently, there should be a neutral note that a women's team gymnastics event was absent. On the other hand, we can also mention those events that were present for the first time (in athletics, for example.",2.0,"I<self_mentions> propose toning down QuakerIlK's edit and removing biased and loaded language. So<transitions>, instead of using phrases and words like oddly enough<attitude_markers> and apparently<hedges>, there should<deontic_modal_words> be a neutral note that a women's team gymnastics event was absent. On the other hand<transitions>, we<self_mentions> can<deontic_modal_words> also<transitions> mention those events that were present for the first<chronological_markers> time (in athletics, for example<code_glosses>.",0.0,0.0028653295128939827,0.0028653295128939827,0.0,0.0,0.0,0.008595988538681949,0.0057306590257879654,0.0,0.0028653295128939827,0.0,0.0,0.0057306590257879654,0.0,0.0,0.0028653295128939827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,u4125,"Brahms uses the contra in all but one of his symphonies; in #2 he uses a tuba instead, the only time he did so. I don't know why he made that choice..",3.0,"Brahms uses the contra in all but<transitions> one of his symphonies; in<place_time_svo> #2 he uses a tuba instead, the only time he did so. I<self_mentions> don't know<hedges> why he made that choice..",0.0,0.006666666666666667,0.0,0.0,0.0,0.0,0.006666666666666667,0.006666666666666667,0.0,0.0,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,u1949,The second list of municipalities has two links (right behind the municipal names) that do not work. Perhaps the originator of this list could repair this problem. It's a nice list but this aberration should be removed somehow.,1.0,The second<chronological_markers> list of municipalities has two links (right behind the municipal names) that do not work. Perhaps<hedges> the originator of this list could<hedges> repair this problem. It's a nice list but<transitions> this aberration should<deontic_modal_words> be removed somehow.,0.0,0.00881057268722467,0.0,0.0,0.0,0.0,0.004405286343612335,0.0,0.0,0.004405286343612335,0.0,0.0,0.004405286343612335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,u2816,My understanding of some of the comments in the recent debate about the Blair Force One article was that the squadron's rôle is changing and in fact it will become less dedicated soon. So I'd be against merging with the squadron's article. I'm actually fairly happy with the current position.,3.0,My<self_mentions> understanding of some of the comments in the recent debate about the Blair Force One article was that the squadron's rôle is changing and in fact<code_glosses><boosters> it will become less dedicated soon. So<transitions> I'd<self_mentions> be against merging with the squadron's article. I'm<self_mentions> actually<boosters> fairly<hedges><adverbs_of_degree> happy with the current position.,0.0,0.003424657534246575,0.0,0.0,0.00684931506849315,0.0,0.003424657534246575,0.010273972602739725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003424657534246575,0.003424657534246575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,u2131,Cox has been posthumously granted an achievement of arms. Can we put this in the article? It might make up for not having a free photograph.,4.0,Cox has been posthumously granted an achievement of arms. Can<deontic_modal_words> we<self_mentions><engagement_markers> put this in the article?<engagement_markers> It might<hedges> make up for not having a free photograph.,0.014285714285714285,0.007142857142857143,0.0,0.0,0.0,0.0,0.0,0.007142857142857143,0.0,0.0,0.0,0.0,0.007142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,u1735,I can't understand why the following sentences appear in the middle of the intro: Mites are common associate with mold as they occur in nature. Mites are in size commonly just about at the limit of visibility by the unaided eye.,2.0,I<self_mentions> can't understand why the following<endophoric_markers> sentences appear in the middle of the intro: Mites are common associate with mold as<causal_markers> they occur in nature. Mites are in size commonly<hedges> just<boosters> about<hedges> at the limit of visibility by the unaided eye.,0.0,0.008771929824561403,0.0,0.0,0.0043859649122807015,0.0,0.0,0.0043859649122807015,0.0043859649122807015,0.0,0.0,0.0043859649122807015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
