,avg_labeled_utterance,frame_markers,situation_dependent_references,chronological_markers,explicit_references,code_glosses,transitions,causal_markers,adverbs_of_degree,hedges,place_time_svo,self_mentions,boosters,engagement_markers,attitude_markers,deontic_modal_words,endophoric_markers,evidentials,figurative_language,idioms,negative_connotations,positive_connotations,emotional_self_disclosures,but,slang_and_colloquialisms,note,interactive,also,rather,yet,still,pleonasms,although,informativeness,constructive_feedback,author_revelation,comprehensibility,detail_level,explicitness,context_dependence,persuasiveness,logical_reasoning,anecdotal_reasoning,right_wrong,tradition,supportiveness,empathy,status_suggestion,status_appropriateness,personal_choice,group_harmony,shared_responsibility,self-reliance,group_wellbeing,self_growth,self_responsibility,ext_responsibility,other_reliance,accomplish_tasks,implied_meaning,creative_text,repetitive,point_faults,tactful,critique,challenge,conflict,build_connection,vividness,expressfulness,vagueness,matter_of_factness,abstractness,figurativeness,concreteness,formality,conciseness,verbosity,emotionality,impersonality,politeness,directness,bluntness,cultural-relatedness,exposition,narrative,narrative_mode,expository_mode,storytelling,indirect,suspensefulness,prosociality,clarity,engagement,showing,context-first,setting-first,chronological,transition_level,causal_level
but,0.04453949146389462,-0.023172670971500525,-0.0091774365258856,-0.002867895635461636,0.005388625281854553,-0.01727634332147285,-0.03587946888637428,0.04266068208263026,-0.022942384418727355,-0.004743921894977399,-0.012993291086313457,-0.002712163386648218,0.041816566480691736,-0.025787212914985175,-0.016524117705653773,-0.026605062773673915,0.01994790906148752,-0.013194744427135823,-0.0026505862938081336,-0.005904004296794576,-0.0029816823838726167,-0.0030860799286817286,-0.003434828111457535,1.0,-0.0031314390679247836,-0.001410647980057248,-0.0014106479800572354,-0.0014106479800572386,-0.0014106479800572406,-0.0014106479800572406,-0.0014106479800572406,-0.0014106479800572397,0.6405608878543734,-0.031401614105790766,-0.03305965321607053,0.016770311743454187,-0.022458659959253377,-0.029801538560597994,0.00879365845028382,0.01948301510783319,0.018366245423937222,-0.005762695346386488,-0.02000469204035697,0.019948609400953575,0.008817052339501325,-0.008733030531435928,-0.025012790468414123,0.011456053806211595,-0.000399276287276046,-0.004642362333893837,-0.006924429808809855,-0.0227692776052985,-0.019088790183763867,-0.019509170912044644,-0.01083522602107688,0.00045301081857588156,0.027100436877579633,-0.02964964947208941,-0.0017891475477208245,0.013408193856477275,-0.008403640649423377,-0.012994522065547737,-0.021187827711590407,-0.0329334074204189,-0.025749570455175907,0.013259538296256325,-0.017237419771070135,-0.023444384637763237,-0.022061814467228515,-0.022014769167871484,-0.015419560299433298,-0.010390938956300833,0.03548189969570431,-0.008774531166990241,-0.006860898572248829,-0.01820628032441385,0.0030448735023371693,0.020683165593632015,0.008061803209480372,-0.024441269105185917,-0.023236487918721703,0.025310617006673492,0.029236493091008894,0.03787428954214031,-0.015924956243479196,0.046404951279117916,0.046640221904681825,-0.02974871991939628,0.0386838063456507,-0.014373009996420135,-0.0026693117230789207,-0.016943623717974445,-0.002732643568547443,-0.030034347520810325,0.001865979449888745,-0.04223230439830011,-0.03473160009219526,0.02133329753908991,8.98868663067228e-05,0.023682171981823694
slang_and_colloquialisms,0.10989278340084069,0.0010892480165274087,-0.014456480147215504,0.014625463800669479,0.08551075164976654,-0.027214038859206424,-0.037708331304018454,-0.017224272011329915,-0.011900037498844522,-0.027440341979456377,-0.02046728997868574,-0.031066439529428634,0.11643137579912609,-0.032948442536305564,0.015729248480000468,-0.021369086363446116,-0.02301305451681018,-0.020784623279109446,-0.004175256132454823,-0.009300104736758135,-0.004696805264321607,0.08372433746746495,-0.005410609407357571,-0.0031314390679247836,1.0,-0.0022220806933273105,-0.0022220806933273005,-0.002222080693327299,-0.0022220806933273,-0.0022220806933273,-0.0022220806933273,-0.0022220806933273014,-0.0022220806933272996,-0.08419175321749177,-0.04904423221527424,0.05120068426284164,-0.08329622355969929,-0.0491588921837767,-0.04535197749074281,0.04729335786955047,-0.009849269873691117,-0.07375879711577096,-0.014362239813629354,0.016017329917263172,-0.025819380870311548,-0.029299077463578963,-0.028483825593102013,0.008380328543161581,-0.025982221184689916,0.02056326389431843,-0.023023876375003135,-0.014097148067917177,-0.009303321441446678,-0.002287660818525507,-0.017067863059851023,-0.042613571335802874,-0.005812510023190462,-0.023976810317774582,-0.016556801138800488,0.11080718342395066,0.017970804356080342,-0.001770505639585236,0.02375329759172366,-0.09198397525324885,0.028026992467912005,0.04906771566806466,-0.0356781481107554,-0.016600118318570542,0.1307127574108289,0.11108707629690329,0.05796051191415239,-0.14431479717769236,0.0438013334681574,0.057338525434189457,-0.08212730159490392,-0.1519462057005763,0.00479634516819215,0.03258053291270873,0.1404812391651008,-0.08003332262695144,-0.12438048369982241,0.012134075785867341,0.08911515017590825,0.07836179885008392,-0.076099566337798,-0.00965258451725407,-0.00970152260543405,-0.08848600424000093,-0.004458798368767443,0.07907428817590655,-0.0042047528002594654,-0.05243814851205496,-0.09019429030654547,0.09102321358907223,0.019901432420373087,-0.040331715493176684,-0.02333150062098131,-0.009923477535676848,-0.03597858702454607,-0.056964610359596234
note,-0.0015197522757666741,-0.01644341264884356,-0.00651234275234411,-0.015303392698109779,-0.011543342341771514,-0.012259356836657114,0.03436339816885781,-0.015611812511577573,-0.016280000463024084,-0.022371985078636324,-0.009220087199337574,-0.02036292367314926,-0.018916130206628395,-0.018298701239325962,-0.011725574769792385,-0.01887905051057557,-0.010366901020558233,-0.009363039231785763,-0.001880865794196076,-0.004189503188999543,-0.002115812798882988,-0.0021898936810969384,-0.0024373666757711156,-0.001410647980057248,-0.0022220806933273105,1.0,-0.0010010010010010045,-0.0010010010010010001,-0.001001001001000999,-0.001001001001000999,-0.001001001001000999,-0.0010010010010009993,-0.0010010010010009997,0.020753095367420926,0.0018619975384957144,-0.04370848655575744,-0.01593674780538898,-0.034571435335827884,-0.018963766097365005,0.013825219261765834,0.0011011606024082883,-0.026808834168665904,-0.014195403134027498,-0.03200814985322634,-0.019176772586275207,0.03903651756948558,0.0410229119778099,-0.02080048568241044,-0.02205937611227565,0.03860615065804117,0.057886871843501886,-0.016157163230793158,-0.013545475804013343,-0.013843779516746552,-0.007688716282519948,-0.02502749436043287,-0.0358544108312879,-0.021039500442687296,-0.02505145015950886,-0.018677167983755696,-0.005963254349100066,-0.009220960706735004,0.034476435363295865,0.043192573114832815,0.04283834447450446,-0.02254473345923273,0.04555599515235883,-0.01663622166694006,-0.015655144782965723,-0.015621761265309522,-0.024153123905790583,-0.007373448545380771,-0.01039674437498405,-0.0062264396260753585,-0.007686492394364973,0.015650303927157848,0.002160653449230519,0.014676850465737742,-0.008017171861351898,0.015180353693281159,0.030597196116595483,-0.029934178379740835,-0.031636845555061015,-0.0021700239634212483,0.027777079199259085,-0.01274650576414142,-0.01281112986786791,0.0343573813861991,-0.00864535305414167,0.053745315723362413,-0.0018941534277582002,0.03334752629785513,-0.0019390939385062005,0.0004799116491034056,0.0013241058886357706,-0.029968198710752646,-0.024645671315704956,-0.02047923799254948,0.0460084964774951,-0.04393359136425975
interactive,-0.03191479779109854,-0.016443412648843525,-0.0065123427523440915,-0.015303392698109741,-0.01154334234177149,-0.012259356836657093,-0.025460203238789246,-0.015611812511577568,0.02928080424844588,-0.02237198507863631,-0.009220087199337545,-0.020362923673149277,0.06579481023244041,-0.01829870123932595,0.050822576492252476,-0.018879050510575576,-0.01036690102055823,0.1254964170890196,-0.0018808657941960878,-0.004189503188999532,-0.0021158127988829905,-0.0021898936810969332,-0.002437366675771123,-0.0014106479800572354,-0.0022220806933273005,-0.0010010010010010045,1.0,-0.0010010010010010003,-0.001001001001001,-0.001001001001001,-0.001001001001001,-0.0010010010010010006,-0.0010010010010010006,-0.007103408481466298,-0.03294169476983373,-0.015904105795097434,-0.015936747805389014,-0.03457143533582782,0.027289321944988777,-0.012260100100056756,0.07975548934585404,0.023114506927546206,-0.014195403134027501,0.012171491076002544,0.006256612806662661,-0.006196990622270608,-0.017749168219625393,0.06598874525949674,0.0378845807145603,-0.027199787963619916,-0.018852242398877964,-0.016157163230793123,-0.013545475804013303,0.053851963841427014,-0.007688716282519943,-0.02502749436043279,0.03145674842644902,0.10524801722050156,-0.02505145015950877,0.07424406576627311,-0.005963254349100102,0.1113144733682322,-0.015034960562930915,0.00010771215240606528,0.02246823297925752,0.018821749952203464,-0.012231736541965207,-0.01663622166694002,-0.015655144782965657,-0.015621761265309475,0.06293746710066567,-0.0073734485453808216,0.028688760794128583,-0.0062264396260754236,-0.007686492394364932,0.04186521837800858,0.002160653449230561,0.014676850465737756,-0.008017171861351903,0.03507596797018935,0.00806612386578877,0.017960507027844727,0.03011366626353551,-0.02344476870284509,0.003872535998519655,-0.01274650576414139,-0.01281112986786789,0.013305064360341722,-0.008645353054141635,-0.010199140818413235,-0.0018941534277583667,0.010662134258497815,-0.0019390939385062755,-0.039512725776177,0.0013241058886357864,-0.0029210879609758017,-0.024645671315705067,-0.020479237992549443,-0.03830762412878791,-0.023062526583138638
also,-0.03191479779109845,-0.016443412648843508,-0.006512342752344095,-0.01530339269810973,-0.011543342341771476,-0.012259356836657107,-0.025460203238789236,-0.015611812511577583,-0.01628000046302407,-0.022371985078636313,-0.009220087199337548,-0.020362923673149232,-0.018916130206628478,-0.018298701239325938,-0.011725574769792349,-0.01887905051057559,-0.010366901020558211,-0.009363039231785766,-0.0018808657941960904,-0.004189503188999534,-0.002115812798882994,-0.0021898936810969354,-0.0024373666757711247,-0.0014106479800572386,-0.002222080693327299,-0.0010010010010010001,-0.0010010010010010003,1.0,-0.0010010010010010003,-0.0010010010010010003,-0.0010010010010010003,-0.0010010010010010008,-0.0010010010010010003,0.020753095367421037,-0.03294169476983376,-0.015904105795097517,-0.015936747805389114,-0.005073623615838237,-0.018963766097365022,-0.012260100100056662,-0.051335058559889,-0.026808834168665818,-0.014195403134027474,-0.03200814985322641,-0.01917677258627516,-0.006196990622270613,-0.017749168219625425,-0.020800485682410448,-0.022059376112275625,-0.027199787963619833,-0.01885224239887797,-0.01615716323079313,-0.013545475804013362,-0.013843779516746531,-0.007688716282519924,-0.0250274943604328,0.05389380151236131,0.05473301015522602,-0.025051450159508822,-0.018677167983755787,-0.0059632543491001675,-0.009220960706734992,-0.03153875920500652,-0.021434718328807258,-0.01827199001123648,-0.04322797516495064,-0.012231736541965205,-0.016636221666940045,0.030937548023479526,-0.015621761265309491,0.004877073096361524,0.025543732460783557,-0.010396744374983998,-0.006226439626075392,0.023686945949982156,0.015650303927157803,0.0021606534492309465,0.014676850465737653,-0.008017171861351917,0.035075967970189345,0.008066123865788737,0.017960507027844734,0.009530162324003397,-0.04471951344226886,0.027777079199259046,-0.01274650576414137,-0.012811129867867832,0.03435738138619903,-0.008645353054141713,-0.010199140818413189,-0.0018941534277586278,-0.012023257780859322,-0.0019390939385064514,-0.03951272577617706,0.0013241058886357506,0.024126022788801,0.04287671585061009,0.03169716453623891,-0.010202250593360303,0.039550667760224194
rather,0.028875293239565274,-0.016443412648843535,-0.006512342752344119,-0.015303392698109762,-0.011543342341771488,-0.012259356836657116,-0.025460203238789305,-0.015611812511577575,-0.016280000463024046,-0.022371985078636414,-0.009220087199337538,-0.020362923673149264,-0.018916130206628468,-0.01829870123932597,-0.01172557476979236,-0.018879050510575562,-0.01036690102055826,-0.009363039231785782,-0.0018808657941960874,-0.004189503188999549,-0.0021158127988829996,-0.002189893681096935,-0.0024373666757711247,-0.0014106479800572406,-0.0022220806933273,-0.001001001001000999,-0.001001001001001,-0.0010010010010010003,1.0,1.0,1.0,-0.001001001001001,-0.0010010010010010014,-0.03495991233035348,-0.032941694769833815,0.011900274965562526,-0.015936747805389086,-0.034571435335827884,-0.018963766097365078,-0.012260100100056482,0.027319270183556916,-0.0018471636205598652,0.11087422800277846,0.012171491076002593,-0.01917677258627514,-0.006196990622270594,0.011636871879092164,0.037059001612194366,0.03788458071456036,0.08247677640581516,0.006727462348581946,-0.01615716323079313,-0.013545475804013336,0.02000409216234036,-0.0076887162825200125,-0.025027494360432764,-0.013417357745375539,0.004218003089950553,-0.025051450159508867,0.04327032118292998,-0.005963254349100058,0.17158219040571612,0.034476435363296046,0.02165014263361949,0.04283834447450436,0.018821749952203492,0.02629341792091741,0.05632966283718311,0.0309375480234797,0.022295135009713606,-0.024153123905790545,-0.007373448545380828,-0.010396744374983983,-0.00622643962607564,0.023686945949981882,0.015650303927158046,0.0021606534492306685,0.014676850465737665,0.017194060407050325,-0.024610874860535627,0.03059719611659548,-0.029934178379741227,-0.03163684555506103,0.04037946551542648,0.0038725359985198834,0.03743658779547038,0.037626389296966246,-0.0077472526655155355,0.07066981258018656,0.053745315723362344,-0.0018941534277581828,0.0333475262978551,-0.001939093938506241,0.04047254907438378,0.13830057712681823,-0.029968198710752847,-0.002138208926933296,-0.020479237992549405,0.017903122942067525,-0.0021914618020176754
yet,0.028875293239565274,-0.016443412648843535,-0.006512342752344119,-0.015303392698109762,-0.011543342341771488,-0.012259356836657116,-0.025460203238789305,-0.015611812511577575,-0.016280000463024046,-0.022371985078636414,-0.009220087199337538,-0.020362923673149264,-0.018916130206628468,-0.01829870123932597,-0.01172557476979236,-0.018879050510575562,-0.01036690102055826,-0.009363039231785782,-0.0018808657941960874,-0.004189503188999549,-0.0021158127988829996,-0.002189893681096935,-0.0024373666757711247,-0.0014106479800572406,-0.0022220806933273,-0.001001001001000999,-0.001001001001001,-0.0010010010010010003,1.0,1.0,1.0,-0.001001001001001,-0.0010010010010010014,-0.03495991233035348,-0.032941694769833815,0.011900274965562526,-0.015936747805389086,-0.034571435335827884,-0.018963766097365078,-0.012260100100056482,0.027319270183556916,-0.0018471636205598652,0.11087422800277846,0.012171491076002593,-0.01917677258627514,-0.006196990622270594,0.011636871879092164,0.037059001612194366,0.03788458071456036,0.08247677640581516,0.006727462348581946,-0.01615716323079313,-0.013545475804013336,0.02000409216234036,-0.0076887162825200125,-0.025027494360432764,-0.013417357745375539,0.004218003089950553,-0.025051450159508867,0.04327032118292998,-0.005963254349100058,0.17158219040571612,0.034476435363296046,0.02165014263361949,0.04283834447450436,0.018821749952203492,0.02629341792091741,0.05632966283718311,0.0309375480234797,0.022295135009713606,-0.024153123905790545,-0.007373448545380828,-0.010396744374983983,-0.00622643962607564,0.023686945949981882,0.015650303927158046,0.0021606534492306685,0.014676850465737665,0.017194060407050325,-0.024610874860535627,0.03059719611659548,-0.029934178379741227,-0.03163684555506103,0.04037946551542648,0.0038725359985198834,0.03743658779547038,0.037626389296966246,-0.0077472526655155355,0.07066981258018656,0.053745315723362344,-0.0018941534277581828,0.0333475262978551,-0.001939093938506241,0.04047254907438378,0.13830057712681823,-0.029968198710752847,-0.002138208926933296,-0.020479237992549405,0.017903122942067525,-0.0021914618020176754
still,0.028875293239565274,-0.016443412648843535,-0.006512342752344119,-0.015303392698109762,-0.011543342341771488,-0.012259356836657116,-0.025460203238789305,-0.015611812511577575,-0.016280000463024046,-0.022371985078636414,-0.009220087199337538,-0.020362923673149264,-0.018916130206628468,-0.01829870123932597,-0.01172557476979236,-0.018879050510575562,-0.01036690102055826,-0.009363039231785782,-0.0018808657941960874,-0.004189503188999549,-0.0021158127988829996,-0.002189893681096935,-0.0024373666757711247,-0.0014106479800572406,-0.0022220806933273,-0.001001001001000999,-0.001001001001001,-0.0010010010010010003,1.0,1.0,1.0,-0.001001001001001,-0.0010010010010010014,-0.03495991233035348,-0.032941694769833815,0.011900274965562526,-0.015936747805389086,-0.034571435335827884,-0.018963766097365078,-0.012260100100056482,0.027319270183556916,-0.0018471636205598652,0.11087422800277846,0.012171491076002593,-0.01917677258627514,-0.006196990622270594,0.011636871879092164,0.037059001612194366,0.03788458071456036,0.08247677640581516,0.006727462348581946,-0.01615716323079313,-0.013545475804013336,0.02000409216234036,-0.0076887162825200125,-0.025027494360432764,-0.013417357745375539,0.004218003089950553,-0.025051450159508867,0.04327032118292998,-0.005963254349100058,0.17158219040571612,0.034476435363296046,0.02165014263361949,0.04283834447450436,0.018821749952203492,0.02629341792091741,0.05632966283718311,0.0309375480234797,0.022295135009713606,-0.024153123905790545,-0.007373448545380828,-0.010396744374983983,-0.00622643962607564,0.023686945949981882,0.015650303927158046,0.0021606534492306685,0.014676850465737665,0.017194060407050325,-0.024610874860535627,0.03059719611659548,-0.029934178379741227,-0.03163684555506103,0.04037946551542648,0.0038725359985198834,0.03743658779547038,0.037626389296966246,-0.0077472526655155355,0.07066981258018656,0.053745315723362344,-0.0018941534277581828,0.0333475262978551,-0.001939093938506241,0.04047254907438378,0.13830057712681823,-0.029968198710752847,-0.002138208926933296,-0.020479237992549405,0.017903122942067525,-0.0021914618020176754
pleonasms,-0.0015197522757666095,0.03407406564569321,-0.006512342752344114,-0.015303392698109772,0.01864387676386989,-0.012259356836657112,0.0031877185620558155,-0.015611812511577568,-0.016280000463024052,-0.02237198507863641,-0.009220087199337547,0.015857428818445898,-0.018916130206628433,0.01709568474989149,-0.011725574769792363,-0.01887905051057555,-0.010366901020558244,-0.009363039231785778,-0.0018808657941960859,-0.004189503188999552,-0.0021158127988829996,-0.0021898936810969337,-0.0024373666757711216,-0.0014106479800572397,-0.0022220806933273014,-0.0010010010010009993,-0.0010010010010010006,-0.0010010010010010008,-0.001001001001001,-0.001001001001001,-0.001001001001001,1.0,-0.0010010010010009995,-0.034959912330353525,0.019263843692660307,0.011900274965562509,-0.01593674780538915,-0.0345714353358279,-0.06521685413971882,0.013825219261766138,0.0011011606024082445,0.023114506927546116,-0.01419540313402744,-0.009918329388611865,-0.01917677258627513,-0.00619699062227058,0.011636871879092165,-0.02080048568241047,-0.022059376112275632,-0.005264475089732866,0.03230716709604188,0.07529847769822458,-0.013545475804013352,0.08769983552051408,-0.0076887162825200195,0.044751765008803644,-0.013417357745375546,0.054733010155226094,0.0404140119297999,0.07424406576627308,-0.005963254349100027,-0.009220960706734978,0.03447643536329599,0.04319257311483285,0.06320845596975132,0.01882174995220349,0.06481857238380005,0.019846720585121446,-0.0156551447829656,0.022295135009713578,0.0629374671006657,-0.00737344854538077,0.1068597711323543,-0.0062264396260756395,-0.10180680742740643,-0.010564610523692727,0.002160653449230467,0.014676850465737681,0.017194060407050262,0.015180353693280958,0.03059719611659549,-0.02993417837974124,-0.031636845555060945,0.019104720776002636,-0.04393655040295875,-0.012746505764141382,-0.01281112986786784,-0.028799569691372814,-0.00864535305414183,0.08571754399425008,-0.001894153427758167,0.05603291833721225,-0.001939093938506319,0.0404725490743838,0.0013241058886357493,0.024126022788800886,-0.0021382089269333,-0.020479237992549415,0.04600849647749519,-0.02306252658313864
although,-0.0015197522757665633,-0.016443412648843546,-0.00651234275234411,0.013852002130135413,-0.011543342341771491,-0.012259356836657123,-0.025460203238789315,0.025816628554126447,-0.016280000463024066,-0.022371985078636424,-0.009220087199337545,-0.02036292367314923,-0.018916130206628457,-0.018298701239325983,-0.011725574769792371,-0.01887905051057557,0.04351699100834214,-0.00936303923178579,-0.0018808657941960908,-0.0041895031889995485,-0.002115812798883004,-0.0021898936810969354,-0.0024373666757711234,0.6405608878543734,-0.0022220806933272996,-0.0010010010010009997,-0.0010010010010010006,-0.0010010010010010003,-0.0010010010010010014,-0.0010010010010010014,-0.0010010010010010014,-0.0010010010010009995,1.0,-0.00710340848146624,-0.032941694769833905,0.011900274965562513,-0.01593674780538917,-0.005073623615838219,-0.018963766097365203,0.013825219261766122,0.027319270183556912,0.02311450692754619,-0.014195403134027468,-0.009918329388611926,0.006256612806662766,-0.00619699062227057,-0.017749168219625504,0.00812925796489196,-0.0220593761122757,-0.02719978796361991,-0.01885224239887797,-0.01615716323079316,-0.013545475804013383,-0.01384377951674648,-0.007688716282520049,-0.025027494360432802,0.03145674842644905,-0.02103950044268724,-0.02505145015950887,0.04327032118293015,-0.005963254349099992,-0.009220960706734975,-0.01503496056293086,0.00010771215240608846,-0.01827199001123665,-0.0018614917535146472,-0.012231736541965264,-0.016636221666940062,-0.015655144782965535,-0.015621761265309527,0.004877073096361626,-0.007373448545380831,0.06777426596324163,-0.00622643962607561,-0.03905993073871222,0.015650303927158164,0.0021606534492311005,0.014676850465737712,-0.008017171861351832,0.015180353693280921,0.008066123865788784,0.017960507027844592,0.009530162324003343,0.06165421025485036,0.027777079199259265,0.08761968135508225,0.08806390846180037,0.013305064360341838,0.07066981258018645,-0.010199140818413194,-0.0018941534277583754,-0.012023257780859307,-0.0019390939385059837,0.0004799116491033557,0.0013241058886357575,-0.029968198710752906,-0.024645671315704998,0.05778536580063318,0.04600849647749525,0.039550667760224326
informativeness,-0.34997167985991073,0.06279767906714223,-0.04972053117750109,0.026507601856450975,-0.07748814699437057,0.13038945103489102,0.006224505020484141,-0.01720140280967149,-0.08118714477488835,-0.060649505144982394,0.054761698591471265,-0.2612920668489207,-0.11623621451407262,-0.2817309083775897,-0.11342636904773276,0.030743630866833346,-0.025382908138679012,0.03690187663967097,-0.0374556777708514,-0.09421165391833888,-0.10768225446900402,-0.058380481555301726,-0.07869653371878522,-0.031401614105790766,-0.08419175321749177,0.020753095367420926,-0.007103408481466298,0.020753095367421037,-0.03495991233035348,-0.03495991233035348,-0.03495991233035348,-0.034959912330353525,-0.00710340848146624,1.0,0.2965111588477774,-0.24672057371759265,0.18313125799241334,0.6650311256307803,0.48841319430321556,-0.38608010173731383,0.15811476384003695,0.3925672870953333,-0.1520725614856464,-0.07222768062681578,0.15481200041054385,0.05232149610495972,-0.05889606524269035,-0.15404719713858256,-0.01141020916740151,-0.08191971759091891,-0.03768170472031572,0.05756137932128065,3.8464517272516395e-05,0.008199591916157238,-0.040190587064411955,-0.0015405441714476246,0.004689190211801171,0.01165730060080957,0.14165220900862702,-0.39198806381662527,-0.2204090062752221,-0.07046625737217746,0.015475385427330318,0.19859826956305066,0.014322037481541313,-0.1409899473162828,0.01612174792206518,-0.14851383223166753,-0.25501757282492715,-0.43585097165162756,-0.3426666120238275,0.6347062260420314,-0.09009392094553391,-0.21347481129347917,0.34794434715572004,0.47436308464971866,0.055418031281729264,0.12671698276610988,-0.5353797408477929,0.4593036221482043,0.2616446957634105,0.15944150057289552,-0.08760286133584623,0.01124297953178657,0.7572392164889532,0.005907311804485372,0.0031300456923668988,0.7511630602885466,-0.0348632574532386,-0.1649095767298953,-0.0766955638885944,0.09649478200068184,0.275674081631907,-0.34494493456469816,-0.04524054274669602,0.05303415034615027,0.09819637139894272,0.09643086404272809,0.208388013132335,0.189475884529861
constructive_feedback,-0.060052770922483296,0.05167981557364916,0.01602445094179815,-0.0769166565580833,-0.06404113598087555,0.06414194720939463,0.06789558467534924,-0.03240443332576648,0.06707229323601371,0.0787992921399804,-0.0694577200914056,-0.11672197453799306,-0.03837038296282819,0.011732005581179655,-0.005566347202560168,0.3060006352111449,0.02716884401011518,-0.08445286792205813,-0.010866681751313594,-0.0452587954917245,-0.06390765371570385,-0.058286209922148544,-0.011652871984675834,-0.03305965321607053,-0.04904423221527424,0.0018619975384957144,-0.03294169476983373,-0.03294169476983376,-0.032941694769833815,-0.032941694769833815,-0.032941694769833815,0.019263843692660307,-0.032941694769833905,0.2965111588477774,1.0,0.06051906980315756,0.1268739069798655,0.13302316628735664,0.19367976923783126,0.050014174833944165,0.4541947451678308,0.42392845826319103,-0.169822135962372,0.2235157184469934,0.01621700428376418,0.4377340394798798,0.2445118893248086,-0.13029192311957977,0.06118054884623779,0.16041926110767168,0.22406053096685932,0.2081239291616434,0.023394273744819304,0.1899222831020612,0.0701616615912983,0.17271419119025158,0.010526043115016577,0.11509848832682211,0.2977355628011605,-0.11656557192821652,-0.09510388623840188,-0.019517990231950635,-0.18319823061574828,0.13536979302858018,0.3505744015642709,0.2429340248890014,0.2561565210421282,-0.10287810082025647,-0.17823625554337263,-0.09420510675206606,-0.10041798259163046,0.11328657429491754,-0.01735255482244268,-0.08795194885602757,0.09447315706032659,0.16594148973102565,0.004924167812409571,0.13199091698436038,-0.12051650204440184,0.09316432819889874,0.18162438203292736,-0.08003583695870475,-0.01629606253836721,-0.11098669159379414,0.11912898694995015,-0.21620120028256332,-0.2120363593679305,0.15568031352367154,-0.1548958814089449,0.07510954592316035,-0.022819661709555315,0.4277802657962385,0.09452201639453368,-0.0057594491613681895,0.0022995032480539537,0.016248196316481157,-0.07975650303323996,-0.1732503005596358,0.005296872498951067,0.12816491324559068
author_revelation,0.15652771423685036,-0.037444630305070024,0.019792049493785255,-0.08501618888259953,-0.05636002725634187,-0.06208383800201089,0.01717029810662584,0.05487891630434033,0.09719123432537359,0.1491550817625784,-0.04416468458517728,0.41129266916215595,0.09513378418384065,0.12531806922142216,0.1183831345031707,0.002841903036493397,-0.03327455143232777,-0.08660336673298251,0.02942683099695986,0.008922071123011199,0.024188682482238866,0.06449322668204786,0.07127884846903834,0.016770311743454187,0.05120068426284164,-0.04370848655575744,-0.015904105795097434,-0.015904105795097517,0.011900274965562526,0.011900274965562526,0.011900274965562526,0.011900274965562509,0.011900274965562513,-0.24672057371759265,0.06051906980315756,1.0,-0.032707340265483095,-0.06012704979704099,-0.08289222696520133,0.2102385807763465,0.2745674728743989,0.1273489350155562,0.30598351474344687,0.24799168817154602,-0.0009099106550926327,0.09126219440473604,0.15387171113000503,0.13237356706685272,0.08242603596962417,0.3075197855863796,0.13886052667264742,0.1175662222861039,0.23014027313787816,0.10158811249868371,0.11053167275045135,0.26846279660958994,0.16387314786627205,0.08736192612439136,0.06870181863494948,0.12224119961598626,0.07089340207743317,0.02424666276671196,-0.1453610050123747,-0.14489051418735685,0.1453661449539454,0.35534570440246144,0.09619100993520782,0.3487699501845588,0.13046425092465205,0.39951726903984824,0.06861796668057132,-0.34573248574187776,0.057375039991880226,0.07004640414021089,-0.14303926240028456,-0.22828999037289535,-0.21716485886310843,0.2129177442208236,0.49447172272541345,-0.5673121673528023,-0.13782411812006598,-0.1470037178093635,0.1279758310925197,0.06302725101442633,-0.26382568832698433,0.06232470652072199,0.0696455974729261,-0.27161928101571126,0.041092291262997786,0.18430481945419178,-0.009049452746157243,0.14860809622269297,-0.10425606680410798,0.3575453757182311,0.1313750464689353,0.08957014622883765,0.018542846160408685,0.02027545280266898,0.09162267766291979,0.20286957015442075
