,utterance_id,utterance,avg_labeled_utterance,labeled_utterance,frame_markers,situation_dependent_references,chronological_markers,explicit_references,code_glosses,transitions,causal_markers,adverbs_of_degree,hedges,place_time_svo,self_mentions,boosters,engagement_markers,attitude_markers,deontic_modal_words,endophoric_markers,evidentials,figurative_language,idioms,negative_connotations,positive_connotations,emotional_self_disclosures,but,slang_and_colloquialisms,note,interactive,also,rather,yet,still,pleonasms,although
10,u2944,感謝大家的回應。 看了大家的解釋，我已經知道「東京都內」有著嚴謹的行政區域用法、以及口語上的用法。,1.0,感謝<attitude_markers>大家<engagement_markers>的回應。 看了大家<engagement_markers>的解釋，我<self_mentions>已經<boosters>知道「東京都內」有著嚴謹的行政區域用法、以及<transitions>口語上的用法。,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.02040816326530612,0.02040816326530612,0.04081632653061224,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,u3346,發現「商業出版品」一節中各作品名稱的波浪號並沒統一使用，而且部分波浪號前後的空格也沒統一大小。 希望能統一用和各遊戲作品名稱相同的波浪號，也能方便內部連結的使用。,1.0,發現「商業出版品」一節中各作品名稱的波浪號並沒統一使用，而且<transitions>部分波浪號前後的空格也<transitions>沒統一大小。 希望<attitude_markers>能<deontic_modal_words>統一用和各遊戲作品名稱相同的波浪號，也<transitions>能<deontic_modal_words>方便內部連結的使用。,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012345679012345678,0.024691358024691357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,u1720,這個提議我覺得很好。 只是不確定是否符合我們的一般命名方式（或其他維基人是否能接受，可能有人覺得是原創研究））。,2.0,這個提議我<self_mentions>覺得<hedges>很好。 只是不確定<hedges>是否符合我們<self_mentions>的一般命名方式（或其他維基人是否能接受，可能<hedges>有人覺得<hedges>是原創研究））。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,u3921,原创研究。 “为避免任何个人长期掌握国家权力，《韩国宪法》规定总统不能连任。 ”前半句为原创研究。,1.0,原创研究。 “为避免任何个人长期掌握国家权力，《韩国宪法》规定总统不能<deontic_modal_words>连任。 ”前半句<endophoric_markers>为原创研究。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,u3242,我请求删去哥伦布早年生活中，爱上哥伦比亚公主布敏敏一段。 或标识错误 据本人所知，哥伦比亚是南美一国，于南美独立后才出现。 并且我认为美洲是在哥伦布发现美洲的时候被发现的。,2.0,我<self_mentions>请求删去哥伦布早年生活中，爱上哥伦比亚公主布敏敏一段。 或标识错误 据本人所知<evidentials>，哥伦比亚是南美一国，于南美独立后<chronological_markers>才出现。 并且<transitions>我<self_mentions>认为<hedges>美洲是在哥伦布发现美洲的时候被发现的。,0.0,0.0,0.011627906976744186,0.0,0.0,0.011627906976744186,0.0,0.0,0.011627906976744186,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.011627906976744186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,u1018,全數納入百團大戰的戰果內的理由是什麼？ 引用方式錯誤直接移除。 我去看了，那是-{「}-總表-{」}-、-{「}-全部傷亡總數-{」}-。,3.0,全數納入百團大戰的戰果內的理由是什麼？ 引用方式錯誤直接移除。 我<self_mentions>去看了，那是<code_glosses>-{「}-總表-{」}-、-{「}-全部傷亡總數-{」}-。,0.0,0.0,0.0,0.0,0.014492753623188406,0.0,0.0,0.0,0.0,0.0,0.014492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,u582,仅举反例，《失踪网红》在新加坡的译名就是直接抄台湾的译名，而且新加坡的电影预告片几乎一字不差地照抄，仅仅将繁体字改为简体字。 所以说两地的中文译名互用很常见。,1.0,仅举反例，《失踪网红》在新加坡的译名就是<boosters>直接抄台湾的译名，而且<transitions>新加坡的电影预告片几乎<hedges>一字不差地照抄，仅仅<adverbs_of_degree>将繁体字改为简体字。所以说<causal_markers>两地的中文译名互用很常见。,0.0,0.0,0.0,0.0,0.0,0.012658227848101266,0.012658227848101266,0.012658227848101266,0.012658227848101266,0.0,0.0,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,u3399,(1)您的作法看來並非剪裁，而是刪除。 大衛跟佛教的關係很深，曾在寺院研習、想出家，遺囑要求遵循佛教儀式，英國媒體大篇幅報導。 （2)大衛唱中文歌、關心中國議題等內容，也被您大幅刪除。,2.0,(1)您的作法<engagement_markers>看來<hedges>並非剪裁，而是<transitions>刪除。 大衛<explicit_references>跟佛教的關係很<adverbs_of_degree>深，曾在寺院研習、想出家，遺囑要求遵循佛教儀式，英國媒體<explicit_references>大篇幅<adverbs_of_degree>報導。 （2)大衛<explicit_references>唱中文歌、關心中國議題等內容，也<transitions>被您<engagement_markers>大幅<adverbs_of_degree>刪除。,0.0,0.0,0.0,0.03260869565217391,0.0,0.021739130434782608,0.0,0.03260869565217391,0.010869565217391304,0.0,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,u1899,完全不放地图我也同意，之前我以为删去地图是暂时的，我们是在讨论应该加回哪张地图。 只是似乎维基百科对每个有领土争议的国家都附有实控图与主权图，唯有中华民国没有似乎有些不consistent。,3.0,完全<adverbs_of_degree>不放地图我<self_mentions>也<transitions>同意<attitude_markers>，之前<chronological_markers>我<self_mentions>以为<hedges>删去地图是暂时的，我们<self_mentions>是在讨论应该<deontic_modal_words>加回哪张地图。 只是<transitions>似乎<hedges>维基百科<explicit_references>对每个有领土争议的国家都附有实控图与主权图，唯有中华民国<explicit_references>没有似乎<hedges>有些<hedges>不consistent。,0.0,0.0,0.010526315789473684,0.021052631578947368,0.0,0.021052631578947368,0.0,0.010526315789473684,0.042105263157894736,0.0,0.031578947368421054,0.0,0.0,0.010526315789473684,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,u319,母亲范承秀，为范仲淹的后代。 这是根本不可能证实的。,1.0,母亲范承秀<explicit_references>，为范仲淹<explicit_references>的后代。 这是<endophoric_markers>根本<adverbs_of_degree>不可能证实的。,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,u3012,我想你弄錯了一件事，STAFF一直都容許有獨立條目的。 新人入來維基百科要學的一件事，正正是按那些有連結的文字去另一個條目繼續了解。,2.0,我<self_mentions>想<hedges>你弄錯了一件事，STAFF<explicit_references>一直都<boosters>容許有獨立條目的。 新人入來維基百科要<deontic_modal_words>學的一件事，正正<boosters>是按那些有連結的文字去另一個條目繼續了解。,0.0,0.0,0.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.015151515151515152,0.0,0.015151515151515152,0.030303030303030304,0.0,0.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,u14,些对问题的说明，2.以及6.我回头直接另写一个各国政府管理域名的方式的条目，并链接到本条目。 3.由于“中国”域名关注度已经下降了，目前没有找到这样的行为。 4.这是一个比喻，来自于英文原文。,3.0,些对问题的说明，2.以及<transitions>6.我回头<chronological_markers>直接另写一个各国政府管理域名的方式的条目，并<transitions>链接到本条目。 3.由于<causal_markers>“中国”域名关注度已经下降了，目前没有找到这样的行为。 4.这是一个比喻<figurative_language>，来自于<evidentials>英文原文。,0.0,0.0,0.010416666666666666,0.0,0.0,0.020833333333333332,0.010416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,u2836,修改后有一处参考来源错误。 阅读体验因人而异。 角色介绍整体感觉有点长（角色多），有的角色看不出有什么值得介绍的，像气象预报机器人，妻子养子在盖吉特内养子事件一笔带过就行。,2.0,修改后<chronological_markers>有一处参考来源错误。 阅读体验因人而异<situation_dependent_references>。 角色介绍整体感觉<hedges>有点<hedges>长（角色多），有的角色看不出有什么值得介绍的，像<code_glosses>气象预报机器人，妻子养子在盖吉特内养子事件一笔带过就行。,0.0,0.011627906976744186,0.011627906976744186,0.0,0.011627906976744186,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,u4214,建议删除   2009年7月，温家宝表示要建立农村养老保障制度，最低保障金55元/月。 然而南方都市报报道该说法不实，有地区保障金仅为3元/月。 有媒体称其为温家宝的新农保谎言。,1.0,建议删除<deontic_modal_words>   2009年7月<place_time_svo>，温家宝<explicit_references>表示要建立农村养老保障制度，最低保障金55元/月。 然而<transitions>南方都市报<explicit_references>报道<evidentials>该说法不实，有地区保障金仅为<adverbs_of_degree>3元/月。 有媒体<evidentials>称其为温家宝<explicit_references>的新农保谎言。,0.0,0.0,0.0,0.033707865168539325,0.0,0.011235955056179775,0.0,0.011235955056179775,0.0,0.011235955056179775,0.0,0.0,0.0,0.0,0.011235955056179775,0.0,0.02247191011235955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,u2376,此條目把fissionable翻成「可以發生分裂的物質」，並把fissile翻成「可分裂物質」。 導致在「可分裂物質與可以分裂物質」的解釋欄目中，完全是在鬼打架，以中文為母語的人應該是很難看懂。,1.0,此條目把fissionable翻成「可以發生分裂的物質」，並把fissile翻成「可分裂物質」。 導致<causal_markers>在「可分裂物質與可以分裂物質」的解釋欄目中，完全<adverbs_of_degree>是在鬼打架<idioms>，以中文為母語的人應該<hedges><deontic_modal_words>是很<adverbs_of_degree>難看懂。,0.0,0.0,0.0,0.0,0.0,0.0,0.010309278350515464,0.020618556701030927,0.010309278350515464,0.0,0.0,0.0,0.0,0.0,0.010309278350515464,0.0,0.0,0.0,0.010309278350515464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,u1926,研究就如人一樣有好有壞，有聰明有白痴。 你引用的文章出自那裏？ Homeopathy Journal，本身就是順勢的大本營，有偏見的是那一方顯然易見。,2.0,研究就如<figurative_language>人一樣有好有壞，有聰明<positive_connotations>有白痴<negative_connotations>。 你<engagement_markers>引用的文章出自那裏？ Homeopathy Journal<explicit_references>，本身就是<boosters>順勢的大本營<figurative_language>，有偏見<negative_connotations>的是那一方<situation_dependent_references>顯然<boosters>易見。,0.0,0.013333333333333334,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02666666666666667,0.013333333333333334,0.0,0.0,0.0,0.0,0.02666666666666667,0.0,0.02666666666666667,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,u3138,我将第二次内战一章中更新的部分合并到子条目第二次国共内战（原来这一部分的内容就和子条目重合）。 建议扩写这个子条目的导论部分，作为该章节的主要内容，篇幅最好和前面几章相当。,1.0,我<self_mentions>将第二次内战一章中更新的部分合并到子条目第二次国共内战（原来这一部分的内容就和子条目重合）。 建议<deontic_modal_words>扩写这个子条目的导论部分，作为该章节的主要内容，篇幅最好<deontic_modal_words>和前面<endophoric_markers>几章相当。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011627906976744186,0.0,0.0,0.0,0.023255813953488372,0.011627906976744186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,u2652,我會覺得上述的文字是您的看法。 我不太贊成上述的作法。,1.0,我<self_mentions>會<hedges>覺得上述<endophoric_markers>的文字是您的<engagement_markers>看法。 我<self_mentions>不太<hedges>贊成上述<endophoric_markers>的作法。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07407407407407407,0.0,0.07407407407407407,0.0,0.037037037037037035,0.0,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,u4398,Wetrace閣下不愧是台灣生長，說話溫雅含蓄。 User:慎言慎行老法师看語言風格和傾向，是大陸長大，我擔心他能否全部明白你所說的。,3.0,Wetrace<explicit_references>閣下不愧是台灣<situation_dependent_references>生長，說話溫雅含蓄。 User<explicit_references>:慎言慎行老法师看語言風格和傾向，是大陸<situation_dependent_references>長大，我<self_mentions>擔心<emotional_self_disclosures>他能否全部<adverbs_of_degree>明白你<engagement_markers>所說的。,0.0,0.029850746268656716,0.0,0.029850746268656716,0.0,0.0,0.0,0.014925373134328358,0.0,0.0,0.014925373134328358,0.0,0.014925373134328358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014925373134328358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,u3350,WP:可靠來源只是指引，不是方針。 WP:中立的觀點才是方針。 敝人認為此問題較適合以「觀點歸屬」的方式處理。,3.0,WP:可靠來源只是<boosters>指引，不是方針。 WP:中立的觀點才是<boosters>方針。 敝人<self_mentions>認為<hedges>此問題較<adverbs_of_degree>適合以「觀點歸屬」的方式處理。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01818181818181818,0.01818181818181818,0.0,0.01818181818181818,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,u1830,您的意见不合理。 请了解不论任何级别的评审，包括特色条目评审，都不要求条目内文繁简统一。 如果您只能读简体或者只能读繁体，应当自行选择适合的自动繁简转换模式。,2.0,您的<engagement_markers>意见不合理。 请了解<engagement_markers>不论<transitions>任何级别的评审，包括<code_glosses>特色条目评审，都<boosters>不要求条目内文繁简统一。 如果您<engagement_markers>只能读简体或者<transitions>只能读繁体，应当<deontic_modal_words>自行选择适合的自动繁简转换模式。,0.0,0.0,0.0,0.0,0.012658227848101266,0.02531645569620253,0.0,0.0,0.0,0.0,0.0,0.012658227848101266,0.0379746835443038,0.0,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,u3706,同时，几乎所有较有知名度的媒体，在报道时都会使用“王维林”，而很多报道完全不提及“坦克人”这个词汇。 诸如BBC中文网 美国之音 《明报》2000年 2006年 自由亚洲电台等等。,4.0,同时<transitions>，几乎<hedges>所有较有知名度的媒体，在报道时都会<boosters>使用“王维林”，而<transitions>很多报道完全<adverbs_of_degree>不提及“坦克人”这个词汇。 诸如<code_glosses>BBC中文网 美国之音 《明报》2000年 2006年 自由亚洲电台等等。,0.0,0.0,0.0,0.0,0.011111111111111112,0.022222222222222223,0.0,0.011111111111111112,0.011111111111111112,0.0,0.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,u3021,所以阁下的前半句话是想说明什么？ 如果是想表明大多数神话故事不可否证，那么引用罗素的话：許多正統派基督教人士認為應該由懷疑者來證僞那些受公認的教條，而不是由那些教條主義者來證實它們。,4.0,所以<causal_markers>阁下的前半句话是想说明什么？ 如果是想表明大多数神话故事不可否证，那么<transitions>引用罗素的话<evidentials>：許多<boosters>正統派基督教人士認為<hedges>應該<deontic_modal_words>由懷疑者來證僞那些受公認的教條，而不是<transitions>由那些教條主義者來證實它們。,0.0,0.0,0.0,0.0,0.0,0.02197802197802198,0.01098901098901099,0.0,0.01098901098901099,0.0,0.0,0.01098901098901099,0.0,0.0,0.01098901098901099,0.0,0.01098901098901099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,u832,很高兴大家能够达成合并共识。 我对这个条目的内容感兴趣，会进一步研究并与您讨论。 我大致同意您的看法，在大陆，关于博物学的一些独特看法主要来自一些反科学主义的学者，属于科学哲学范畴。,2.0,很高兴<emotional_self_disclosures>大家<engagement_markers>能够达成合并共识。 我<self_mentions>对这个条目的内容感兴趣<attitude_markers>，会进一步<frame_markers>研究并与您<engagement_markers>讨论。 我<self_mentions>大致<hedges>同意<attitude_markers>您的<engagement_markers>看法，在大陆<place_time_svo>，关于博物学的一些独特看法主要来自一些反科学主义的学者，属于科学哲学范畴。,0.01098901098901099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01098901098901099,0.01098901098901099,0.02197802197802198,0.0,0.03296703296703297,0.02197802197802198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01098901098901099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,u2884,提供參考資料是值得鼓勵的，但如果同一句句子引用兩至三篇，甚至四篇不同媒體發出，但內容相若的新聞報導是太超過了。 應簡化所有引用資料，重複的、連結已失效的移除。,1.0,提供參考資料是值得鼓勵的<attitude_markers>，但如果同一句句子引用兩至三篇，甚至<attitude_markers>四篇不同媒體發出，但內容相若的新聞報導是太<adverbs_of_degree>超過了。 應<deontic_modal_words>簡化所有引用資料，重複的、連結已失效的移除。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.02531645569620253,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
