,utterance_id,utterance,avg_labeled_utterance,labeled_utterance,transitions,causal_markers,place_time_svo,explicit_references,evidentials,hedges,code_glosses,situation_dependent_references,engagement_markers,negative_connotations,boosters,self_mentions,deontic_modal_words,attitude_markers,idioms,endophoric_markers,chronological_markers,frame_markers,adverbs_of_degree,positive_connotations,slang_and_colloquialisms,emotional_self_disclosures,figurative_language,pleonasms
10,u977,But the markets heaved a collective sigh of relief as they noted that in an unprecedented move the court had referred crucial points in the case to the ECJ.,3.0,But<transitions> the markets heaved a collective sigh of relief as<causal_markers> they noted that in an unprecedented move the court had referred crucial points in the case to the ECJ<explicit_references>.,0.00641025641025641,0.00641025641025641,0.0,0.00641025641025641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,u406202,"Created in 2003, Forum Macau is organized by the government of Special Administrative Region of Macau.",1.0,"Created in 2003<place_time_svo>, Forum Macau<explicit_references> is organized by the government<explicit_references> of Special Administrative Region of Macau<explicit_references>.",0.0,0.0,0.00980392156862745,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,u254452,Critics accused Bush and Vice President Dick Cheney of scaring the public to push through programs that trod on civil liberties in the name of national security.,2.0,Critics accused Bush<explicit_references> and Vice President Dick Cheney<explicit_references> of scaring the public to push through programs that trod on civil liberties in the name of national security.,0.0,0.0,0.0,0.012422360248447204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,u11316,"STEVE EMBER: ""The Feminine Mystique"" was a huge success.",1.0,"STEVE EMBER<explicit_references>: ""The Feminine Mystique""<explicit_references> was a huge success.",0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,u119520,"Besides, be prepared for a lot of mental pressure if you plan to be a modern farmer, said Chai.",3.0,"Besides<transitions>, be prepared for a lot of mental pressure if you<engagement_markers> plan to be a modern farmer, said Chai<explicit_references>.",0.010526315789473684,0.0,0.0,0.010526315789473684,0.0,0.0,0.0,0.0,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,u324896,"In fact, sometimes I've been left standing as the technology bandwagon pulls away.",2.0,"In fact<code_glosses><boosters>, sometimes<hedges> I've<self_mentions> been left standing as<causal_markers> the technology bandwagon pulls away.",0.0,0.012195121951219513,0.0,0.0,0.0,0.012195121951219513,0.012195121951219513,0.0,0.0,0.0,0.012195121951219513,0.012195121951219513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,u248345,"The following week, he would try to be on time for his regularly scheduled tennis game.",1.0,"The following week<place_time_svo>, he would<hedges> try to be on time for his regularly scheduled tennis game.",0.0,0.0,0.011494252873563218,0.0,0.0,0.011494252873563218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,u123533,The Ukraine security service has denied it was involved. Steve Rosenberg reports from Moscow.,3.0,The Ukraine<explicit_references> security service has denied it was involved. Steve Rosenberg<explicit_references> reports from Moscow<explicit_references>.,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,u238047,"The strategic adjustment of the agriculture and the rural economic structure of Ningxia in new stage must grasp law and focal point, lay down and correctly utilize the measure and countermeasure.",2.0,"The strategic adjustment of the agriculture and the rural economic structure of Ningxia in new stage must<deontic_modal_words> grasp law and focal point, lay down and correctly utilize the measure and countermeasure.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,u39821,"So if it’s small and far away, how come we can see it from here?",3.0,"So<transitions> if<transitions> it’s small and far away, how come we can see it from here<situation_dependent_references>?",0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,u416905,"Brazil's ministry of energy and mining says the country's biofuel plants have a yearly production capacity of 2.5 billion liters, while demand stands at about 840 million liters per year.",1.0,"Brazil's ministry of energy and mining says the country's biofuel plants have a yearly production capacity of 2.5 billion liters, while<transitions> demand stands at about<hedges> 840 million liters per year.",0.0053475935828877,0.0,0.0,0.0,0.0,0.0053475935828877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,u71494,"Luckily, one of the directors helped him by arranging his education.",1.0,"Luckily<attitude_markers>, one of the directors helped him by arranging his education.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014705882352941176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,u200872,To doff one's hat. Some men's hat is easily blow away as their head.,4.0,To doff one's hat<idioms>. Some men's hat is easily blow away as<causal_markers> their<situation_dependent_references> head.,0.0,0.014705882352941176,0.0,0.0,0.0,0.0,0.0,0.014705882352941176,0.0,0.0,0.0,0.0,0.0,0.0,0.014705882352941176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,u404827,"The program of public-private partnerships of which the three roads are a part totals some 4.7 billion euros, for around 3,000 kilometers of roads.",1.0,"The program of public-private partnerships of which the three roads are a part totals some 4.7 billion euros, for around<hedges> 3,000 kilometers of roads.",0.0,0.0,0.0,0.0,0.0,0.006802721088435374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,u403043,"The ADB cooperation program with Cape Verde for 2006 outlines total financial support of US$16 million, US$14 million of which are earmarked for the power sector, as well as further budget support of US$5 million.",1.0,"The ADB cooperation program with Cape Verde for 2006<place_time_svo> outlines total financial support of US$16 million, US$14 million of which<endophoric_markers> are earmarked for the power sector, as well as<transitions> further budget support of US$5 million.",0.004694835680751174,0.0,0.004694835680751174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004694835680751174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,u417979,"The Matola Fuel Terminal has the capacity to deal with 1 million tons of fuel per year, and it is hoped that after the extension the facility will be able to deal with 5 million tons per year.",1.0,"The Matola Fuel Terminal has the capacity to deal with 1 million tons of fuel per year, and<transitions> it is hoped<hedges> that after<chronological_markers> the extension the facility will be able to deal with 5 million tons per year.",0.005208333333333333,0.0,0.0,0.0,0.0,0.005208333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005208333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,u271209,"We'll wrap up this series next month, with an in- depth look at writing your own custom components in JSF.",2.0,"We'll<self_mentions> wrap up this series next<frame_markers><chronological_markers> month, with an in- depth look at writing your<engagement_markers> own custom components in JSF.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009433962264150943,0.0,0.0,0.009433962264150943,0.0,0.0,0.0,0.0,0.009433962264150943,0.009433962264150943,0.0,0.0,0.0,0.0,0.0,0.0
27,u205875,"I won’t bore you with descriptions of my love other than to say that, when I moved back from England, I packed 9 pounds of clothes and 45 pounds of books in one of my checked bags.",1.0,"I<self_mentions> won’t bore you<engagement_markers> with descriptions of my<self_mentions> love other than to say that, when I<self_mentions> moved back from England, I<self_mentions> packed 9 pounds of clothes and 45 pounds of books in one of my<self_mentions> checked bags.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005555555555555556,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,u283562,"The sound of church bells wafted through Jerusalem's Old City, marking Palm Sunday and the beginning of Easter Holy Week.",2.0,"The sound of church bells wafted through Jerusalem's Old City<explicit_references>, marking Palm Sunday<explicit_references> and the beginning of Easter Holy Week<explicit_references>.",0.0,0.0,0.0,0.024793388429752067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,u33009,"All of which makes this a good time to launch a new approach to trading intellectual property, says Gerard Pannekoek, the boss of IPXI, a new financial exchange that lets companies buy, sell and hedge patent rights, just like any other asset.",2.0,"All of which makes this a good time to launch a new approach to trading intellectual property, says<evidentials> Gerard Pannekoek, the boss of IPXI, a new financial exchange that lets companies buy, sell and hedge patent rights, just like any other asset.",0.0,0.0,0.0,0.0,0.004132231404958678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,u247395,"If convicted, Mehanna faces up to 15 years in prison on the charge of material support of terrorism.",1.0,"If convicted, Mehanna<explicit_references> faces up to 15 years in prison on the charge of material support of terrorism.",0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,u91905,That was after he saw members of his secret service detail with newly shaved heads to show support for the two-year-old son of an agent.,4.0,That was after<chronological_markers> he saw members of his secret service detail with newly shaved heads to show support for the two-year-old son of an agent.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007352941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,u334536,Don't work for Mr. Hooper. The hours are long and the pay is peanuts.,1.0,Don't<engagement_markers> work for Mr. Hooper<explicit_references>. The hours are long and the pay is peanuts.,0.0,0.0,0.0,0.014492753623188406,0.0,0.0,0.0,0.0,0.014492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,u139773,"the decolorization rates at25 ℃,30 ℃ and35 ℃ were rather close to one another while the decoloriza- tion rate at35 ℃ was the maximum,which was as high as94.8%;",1.0,"the decolorization rates at25 ℃,30 ℃ and35 ℃ were rather<adverbs_of_degree> close to one another while<transitions> the decoloriza- tion rate at35 ℃ was the maximum,which was as high as94.8%;",0.006289308176100629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006289308176100629,0.0,0.0,0.0,0.0,0.0
34,u235228,Both have experienced multiple failures in the wake of the huge earthquake and tsunami that struck Friday.,4.0,Both have experienced multiple failures in the wake of the huge earthquake and tsunami that struck Friday<situation_dependent_references>.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009433962264150943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,u270991,But will he be able to work in with our existing team?,3.0,But<transitions> will he be able to work in with our<self_mentions> existing team?,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,u396961,Swimmers waded out of the water covering their heads. They shielded themselves under parasols and blow-up sun beds to stay clear of the giant hailstones.,1.0,Swimmers waded out of the water covering their heads. They shielded themselves under parasols and blow-up sun beds to stay clear of the giant hailstones.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,u254491,"consider myself a normal person, so I have to get it through my head that any mistake I make will be blown up and put across the (news) wire.",2.0,"consider<engagement_markers> myself a normal person, so<causal_markers> I<self_mentions> have<engagement_markers><deontic_modal_words> to get it through my<self_mentions> head that any mistake I<self_mentions> make will be blown up and put across the (news) wire.",0.0,0.0070921985815602835,0.0,0.0,0.0,0.0,0.0,0.0,0.014184397163120567,0.0,0.0,0.02127659574468085,0.0070921985815602835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,u114586,Numbers from the UK’s Office for National Statistics indicate a similar trend across the Atlantic: the percentage of one-child families in Britain had risen from 18 percent in 1972 to 26 percent in 2007.,2.0,Numbers from<evidentials> the UK’s Office for National Statistics indicate a similar trend across the Atlantic: the percentage of one-child families in Britain<explicit_references> had risen from 18 percent in 1972<place_time_svo> to 26 percent in 2007<place_time_svo>.,0.0,0.0,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,u152401,"And the soldiers' counsel was to kill the prisoners, lest any of them should swim out, and escape.",1.0,"And the soldiers' counsel was to kill the prisoners, lest any of them should<hedges,deontic_modal_words> swim out, and escape.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,u11936,"If confirmed, it will mark the first such deployment in over two years.",4.0,"If confirmed, it will mark the first<chronological_markers> such deployment in over two years.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014084507042253521,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,u9689,"""It's absolutely crucial that they know something about how people in other parts of the world live and think and how they behave.""",1.0,"""It's absolutely<adverbs_of_degree> crucial<attitude_markers> that they<situation_dependent_references> know something about how people in other parts of the world live and think and how they<situation_dependent_references> behave.""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015267175572519083,0.0,0.0,0.0,0.0,0.0,0.007633587786259542,0.0,0.0,0.0,0.0,0.007633587786259542,0.0,0.0,0.0,0.0,0.0
42,u170802,"In computer security, measures required to protect against unauthorized(accidental or intentional) disclosure, modification or destruction of ADP systems and data, and denial of service to process data.",1.0,"In<place_time_svo> computer security, measures required to protect against unauthorized(accidental or intentional) disclosure, modification or destruction of ADP systems and data, and denial of service to process data.",0.0,0.0,0.0049504950495049506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,u298363,"Using submunition to block the airdrome is an important question for discussion currently, so calculating the blockage probability accurately is very important.",2.0,"Using submunition to block the airdrome is an important<attitude_markers> question for discussion currently<frame_markers>, so<causal_markers> calculating the blockage probability accurately is very<adverbs_of_degree> important<attitude_markers>.",0.0,0.00625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.00625,0.00625,0.0,0.0,0.0,0.0,0.0
44,u131502,"Most of them are acicular,nodular with parison structure or with lumpy structure.",4.0,"Most of them are acicular,nodular with parison structure or<transitions> with lumpy structure.",0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,u260469,"""Men have to be able to size up a woman visually to see if she can bear babies,"" says Dr. Fisher.",2.0,"""Men have to<deontic_modal_words> be able to size up a woman visually to see if she can<deontic_modal_words> bear babies,"" says<evidentials> Dr. Fisher<explicit_references>.",0.0,0.0,0.0,0.010309278350515464,0.010309278350515464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020618556701030927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,u304423,"Going to an amusement park or ball game, watching a movie or television, are fun activities that help us relax, temporarily forget our problems and maybe even laugh.",1.0,"Going to an amusement park or ball game, watching a movie or television, are fun activities that help us<engagement_markers> relax, temporarily forget our problems and maybe<hedges> even<attitude_markers> laugh.",0.0,0.0,0.0,0.0,0.0,0.006060606060606061,0.0,0.0,0.006060606060606061,0.0,0.0,0.0,0.0,0.006060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,u441256,"Dufour, a longtime HR chief at Philip Morris (PM), Kraft (KFT), and other large companies, now runs executive recruiting and development at Bacardi. He wrote the book because ""I've been asked hundreds of times over the past 30 years, 'How can I deal with this impossible boss?'"" he says.",1.0,"Dufour<explicit_references>, a longtime HR chief at Philip Morris<explicit_references> (PM), Kraft<explicit_references> (KFT), and other large companies, now<frame_markers> runs executive recruiting and development at Bacardi<explicit_references>. He wrote the book because<causal_markers> ""I've<self_mentions> been asked hundreds of times over the past 30 years, 'How can I<self_mentions> deal with this impossible boss?'"" he says.",0.0,0.003484320557491289,0.0,0.013937282229965157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006968641114982578,0.0,0.0,0.0,0.0,0.0,0.003484320557491289,0.0,0.0,0.0,0.0,0.0,0.0
48,u134413,"Taking VC6.0 and MSC6.0 as the main development kits, this paper completes the modularized software of the three parts of the bus control, the remote terminal, and the monitor terminal, realizes the visible system software.",1.0,"Taking VC6.0<explicit_references> and MSC6.0<explicit_references> as<causal_markers> the main development kits, this paper<explicit_references> completes the modularized software of the three parts of the bus control, the remote terminal, and the monitor terminal, realizes the visible system software.",0.0,0.004484304932735426,0.0,0.013452914798206279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,u239789,"M87, which is located 50 million light-years away, has an active jet that shoots light out of the galaxy's core.",1.0,"M87<explicit_references>, which is located 50 million light-years away, has an active jet that shoots light out of the galaxy's core<explicit_references>.",0.0,0.0,0.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,u23620,"Food safety agencies in the United States have launched an effort to end the use of partially hydrogenated oils,",1.0,"Food safety agencies in the United States<place_time_svo> have launched an effort to end the use of partially hydrogenated oils,",0.0,0.0,0.008928571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,u358925,The kidnaper strangled the child with a piece of string.,1.0,The kidnaper strangled the child with a piece of string.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,u153939,The coating oxidation resistance remarkably improved with α-Al 2O 3 scales that formed and covered on the coating at 900℃ and both α-Al 2O 3 and Cr 2O 3 scales on the coating at 1050℃. The effectiveness of NiCoCrAlY coating was not distinctive at 1100℃ due to NiAl 2O 4 and NiO growing on the surface of coating.,1.0,The coating oxidation resistance remarkably improved with α-Al 2O 3 scales that formed and<transitions> covered on the coating at 900℃ and<transitions> both α-Al 2O 3 and<transitions> Cr 2O 3 scales on the coating at 1050℃. The effectiveness of NiCoCrAlY coating was not distinctive at 1100℃ due<causal_markers> to NiAl 2O 4 and<transitions> NiO growing on the surface of coating.,0.01282051282051282,0.003205128205128205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,u112550,"“The campus is located in the Changping suburb of Beijing, where the fresh air and clear sky nourish my mind,” said Ma, who sometimes lies on the grass while reading.",1.0,"“The campus is located in the Changping suburb of Beijing<explicit_references>, where the fresh air and clear sky nourish my<self_mentions> mind,” said Ma<explicit_references>, who sometimes<hedges> lies on the grass while<transitions> reading.",0.006024096385542169,0.0,0.0,0.012048192771084338,0.0,0.006024096385542169,0.0,0.0,0.0,0.0,0.0,0.006024096385542169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,u439251,"Late last year the beverage maker introduced a ""collector's edition"" Diet Coke can which features the Grammy winner's signature and one of her quotes: ""If you're lucky enough to be different, don't ever change."" Swift has high awareness among consumers--82%--and a Q Score of 20.",3.0,"Late last year<place_time_svo><chronological_markers> the beverage maker introduced a ""collector's edition"" Diet Coke can which features the Grammy winner's signature and one of her quotes: ""If you're<engagement_markers> lucky enough<adverbs_of_degree> to be different, don't ever change."" Swift<explicit_references> has high awareness among consumers--82%--and a Q Score of 20.",0.0,0.0,0.0035842293906810036,0.0035842293906810036,0.0,0.0,0.0,0.0,0.0035842293906810036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035842293906810036,0.0,0.0035842293906810036,0.0,0.0,0.0,0.0,0.0
55,u172286,She was shocked by this thought. It seemed to reveal to her an undreamed depravity in her nature.,2.0,She was shocked by this thought. It seemed<hedges> to reveal to her an undreamed depravity in her nature.,0.0,0.0,0.0,0.0,0.0,0.010309278350515464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,u69503,"A video confiscated from the compound and released by the Obama administration showed Bin Laden watching pictures of himself on a TV screen, indicating that the compound was equipped with video playback equipment.",1.0,"A video confiscated from the compound and released by the Obama<explicit_references> administration showed Bin Laden<explicit_references> watching pictures of himself<situation_dependent_references> on a TV screen, indicating that the compound was equipped with video playback equipment.",0.0,0.0,0.0,0.009389671361502348,0.0,0.0,0.0,0.004694835680751174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,u171478,"A survey of the children's parents and teachers found that those who as four-year-olds had enough self-control to hold out for the second marshmallow generally grew up to be better adjusted, more popular, adventures, confident and dependable teenagers.",1.0,"A survey of the children's parents and teachers found that those who as four-year-olds<situation_dependent_references> had enough self-control to hold out for the second<chronological_markers> marshmallow generally<hedges> grew up to be better adjusted, more popular, adventures, confident and dependable teenagers.",0.0,0.0,0.0,0.0,0.0,0.003968253968253968,0.0,0.003968253968253968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003968253968253968,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,u318824,"The Turkish government Monday dismissed the Israeli inquiry as ""insufficient,"" and demanded an international investigation under U. N. auspices.",2.0,"The Turkish government<explicit_references> Monday<chronological_markers> dismissed the Israeli inquiry<explicit_references> as<causal_markers> ""insufficient,""<attitude_markers> and demanded an international investigation under U. N.<explicit_references> auspices.",0.0,0.006944444444444444,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006944444444444444,0.0,0.0,0.006944444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
