,utterance_id,utterance,avg_labeled_utterance,labeled_utterance,place_time_svo,transitions,chronological_markers,adverbs_of_degree,causal_markers,deontic_modal_words,explicit_references,evidentials,frame_markers,situation_dependent_references,code_glosses,engagement_markers,negative_connotations,boosters,endophoric_markers,hedges,self_mentions,attitude_markers,figurative_language,idioms,positive_connotations,pleonasms,also,during,but,slang_and_colloquialisms,in_addition,even,then,self-mentions,you,in_advance,consider,even_though,as_long_as,and,can,emotional_self_disclosures,in_the_same_way
10,u977,不过，在得知德国法院史无前例的将此案中的关键点移交给了欧洲法院后，各大市场都松了口气。,3.0,不过<transitions>，在得知德国法院史无前例的将此案中的关键点移交给了欧洲法院后<chronological_markers>，各大市场都松了口气。,0.0,0.023255813953488372,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,u406202,2003年，在中国政府的努力下，中国与葡语国家成立“中国－葡语国家经贸合作论坛（澳门）简称“中葡经贸论坛”并在澳门特区设立常设秘书处。,1.0,"2003年<place_time_svo>，在中国政府的努力下<causal_markers>，中国与葡语国家成立""中国－葡语国家经贸合作论坛（澳门）简称“中葡经贸论坛”并<transitions>在澳门特区设立常设秘书处。",0.014925373134328358,0.014925373134328358,0.0,0.0,0.014925373134328358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,u254452,布什和副总统切尼曾利用公众的恐惧心理，以国家安全的名义推动某些违背公民自由的政策，这已经引起世人的谴责了。,2.0,布什<explicit_references>和副总统切尼<explicit_references>曾<chronological_markers>利用公众的恐惧心理，以国家安全的名义推动某些违背公民自由的政策，这<endophoric_markers>已经引起世人的谴责了。,0.0,0.0,0.018867924528301886,0.0,0.0,0.0,0.03773584905660377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,u11316,STEVE EMBER:“女性的奥秘”取得了巨大的成功。,1.0,STEVE EMBER<explicit_references>：“女性的奥秘”<explicit_references>取得了巨大的成功。,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,u119520,柴会龙说，如果你想成为一位“现代农民”，那么还要准备好承受许多精神压力。,1.0,柴会龙说<evidentials>，如果<causal_markers>你想成为一位“现代农民”，那么<chronological_markers>还要准备好承受许多精神压力。,0.0,0.0,0.027777777777777776,0.0,0.027777777777777776,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,u324896,实际上，有的时候我曾经被流行技术甩在身后。,1.0,实际上<boosters>，有的时候<hedges>我<self_mentions>曾经被流行技术甩在身后。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,u248345,随后的星期中，他可能会在通常的安排好的网球比赛中准时到场。,2.0,随后的星期中<chronological_markers><place_time_svo>，他可能<hedges>会在通常<hedges>的安排好的网球比赛中准时到场。,0.034482758620689655,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,u123533,乌克兰国安局否认参与该事件，史蒂夫·罗森博格在莫斯科报道。,1.0,乌克兰国安局<explicit_references>否认参与该事件，史蒂夫·罗森博格<explicit_references>在莫斯科<place_time_svo>报道。,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,u238047,宁夏新阶段农业和农村经济结构战略性调整必须掌握规律，重点制定并正确运用措施、对策。,1.0,宁夏<explicit_references>新阶段农业和农村经济结构战略性调整必须<deontic_modal_words>掌握规律，重点<frame_markers>制定并正确运用措施、对策。,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.024390243902439025,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,u39821,那问题就是，它又小，距离我们又远，我们怎么能从地球上靠肉眼就看到它呢？,3.0,那问题就是<code_glosses>，它又<transitions>小，距离我们又<transitions>远，我们<self_mentions>怎么能<deontic_modal_words>从地球上靠肉眼就<boosters>看到它呢？,0.0,0.05714285714285714,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.02857142857142857,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,u416905,费尔南多•特雷拥有20%的股份，巴西商人Jos éRuas拥有10%的股份。安哥拉的一些投资商拥有该行5%的股份。,1.0,费尔南多•特雷<explicit_references>拥有20%的股份，巴西商人Jos éRuas<explicit_references>拥有10%的股份。安哥拉的一些投资商<situation_dependent_references>拥有该行<explicit_references>5%的股份。,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,u71494,幸运的是，一位导演帮助他，为他安排受教育。,1.0,幸运的是<attitude_markers>，一位导演帮助他，为他安排受教育。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,u200872,有些人的帽子，就象他们的脑子一样，很容易被吹走。,2.0,有些人的帽子，就象<figurative_language>他们的脑子一样，很<adverbs_of_degree>容易被吹走。,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,u404827,三条公路是公私合股项目的一部分，该项目涉及约3000公里的公路，总值47亿欧元。,1.0,三条公路是公私合股项目的一部分，该项目<endophoric_markers>涉及约<hedges>3000公里的公路，总值47亿欧元。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,u403043,非洲发展银行与佛得角的合作项目共大致提供1600万美元的财政资助。其中，1400万美元已指定用于电力行业，另外还有500万美元的预算支持。,1.0,非洲发展银行与佛得角的合作项目共大致<hedges>提供1600万美元的财政资助。 其中<endophoric_markers>，1400万美元已指定用于电力行业，另外<transitions>还有<transitions>500万美元的预算支持。,0.0,0.028985507246376812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014492753623188406,0.014492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,u417979,马托拉石油码头的年吞吐量为100万吨，扩建设施之后有望提高到每年500万吨。,1.0,马托拉石油码头的年吞吐量为100万吨，扩建设施之后<chronological_markers>有望<hedges>提高到每年500万吨。,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,u271209,在下个月中，我们将深入分析如何用JSF编写自已的自定义组件，并结束这一系列。,1.0,在下个月中<chronological_markers>，我们<self_mentions>将深入分析如何用JSF编写自已的自定义组件，并<transitions>结束这一系列。,0.0,0.02631578947368421,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,u205875,我不会扰人地向你描述一番我对书的喜爱是多么多么的深，与其那样做，不如让我告诉你一件事：从英格兰回来时，我在一个托运包里放了9磅衣服和45磅的书。,1.0,我<self_mentions>不会扰人地向你<engagement_markers>描述一番我<self_mentions>对书的喜爱是多么多么的深，与其那样做，不如让我<self_mentions>告诉你<engagement_markers>一件事：从英格兰回来时<place_time_svo>，我<self_mentions>在一个托运包里放了9磅衣服和45磅的书。,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,u283562,教堂的钟声在整个耶路撒冷老城回荡，庆祝棕枝主日，标志着复活节圣周的开始。,1.0,教堂的钟声在整个耶路撒冷老城<place_time_svo>回荡，庆祝棕枝主日<explicit_references>，标志着复活节圣周的开始<chronological_markers>。,0.027777777777777776,0.0,0.027777777777777776,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,u33009,这些纷争为知识产权交易创造了良机，国际知识产权交易所公司（IPXI）联席主席拉德?潘涅库克如是说到。,1.0,这些纷争为知识产权交易创造了良机，国际知识产权交易所公司（IPXI）联席主席拉德?潘涅库克<explicit_references>如是说到<evidentials>。,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,u247395,如果向恐怖主义提供物质只援的罪名成立，迈哈纳将被判处15年徒刑。,1.0,如果向恐怖主义提供物质只援的罪名成立，迈哈纳将被判处15年徒刑。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,u91905,老布什在看到几个保镖特工新剃了光头，以表示对一位探员的2岁患病孩子的支持鼓励之后，自己也做出同样行动。,1.0,老布什在看到几个保镖特工新剃了光头，以表示对一位探员的2岁患病孩子的支持鼓励之后<chronological_markers>，自己<self_mentions>也<transitions>做出同样行动。,0.0,0.0196078431372549,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,u334536,不要替库柏先生工作，工作时间久，报酬又少。,1.0,不要<deontic_modal_words>替库柏先生<explicit_references>工作，工作时间久，报酬又<transitions>少。,0.0,0.047619047619047616,0.0,0.0,0.0,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,u139773,"温度为25℃,30℃和35℃时脱色率比较接近,35℃时的脱色率最大,达94.8%;",1.0,"温度为25℃,30℃和<transitions>35℃时<chronological_markers>脱色率比较<adverbs_of_degree>接近,35℃时<chronological_markers>的脱色率最大,达94.8%;",0.0,0.024390243902439025,0.04878048780487805,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,u235228,这里的两座核电站在周五巨大的地震和海啸打击后，发生了多次事故。,1.0,这里<situation_dependent_references>的两座核电站<explicit_references>在周五巨大的地震和海啸打击后<chronological_markers>，发生了多次事故。,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,u270991,可他能够跟我们现有的球队协作吗?。,2.0,可<transitions>他能够<deontic_modal_words>跟我们<self_mentions>现有的球队协作吗?。,0.0,0.058823529411764705,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,u396961,游客不得不捂住头部从水中逃出。他们躲在阳伞和充气床下面来避开体积巨大的冰雹。,1.0,游客不得不<deontic_modal_words>捂住头部从水中逃出。他们躲在阳伞和充气床下面来<frame_markers>避开体积巨大的冰雹。,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,u254491,我把自己当成普通人，所以我就得记在脑子里，我犯的每个错误都会被夸大，成为新闻。,1.0,我<self_mentions>把自己当成普通人，所以<causal_markers>我<self_mentions>就得<deontic_modal_words>记在脑子里，我<self_mentions>犯的每个错误都会被夸大，成为新闻。,0.0,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,u114586,而在横跨大西洋的另一端，英国国家统计局的数据也显示出相同的趋势：1972年英国独生子女家庭所占比例仅为18%，而到了2007年，这一数字已经上升到26%。,2.0,而<transitions>在横跨大西洋的另一端，英国国家统计局<evidentials>的数据也<transitions>显示出相同的趋势：1972年<chronological_markers>英国独生子女家庭所占比例仅为18%，而<transitions>到了2007年<chronological_markers>，这一数字已经上升到26%。,0.0,0.03896103896103896,0.025974025974025976,0.0,0.0,0.0,0.0,0.012987012987012988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,u152401,兵丁的意思，要把囚犯杀了，恐怕有？？水脱逃的。,4.0,兵丁的意思<frame_markers>，要<deontic_modal_words>把囚犯杀了，恐怕<hedges>有？？水脱逃的。,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,u11936,如果这一消息确实，这可以说是两年多来首次这样的军事部署。,3.0,如果这一消息确实<boosters>，这可以说是两年多来首次<chronological_markers>这样的军事部署。,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,u9689,“了解世界各地人们的生活、思想和行为方式，对于大学生至关重要。”,1.0,“了解世界各地人们的生活、思想和行为方式，对于<frame_markers>大学生至关<adverbs_of_degree>重要<attitude_markers>。”,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,u170802,计算机安全学中用于防护未授权（偶然的或蓄意的）的泄露、修改或销毁自动数据处理系统及数据以及拒绝处理数据的方法。,1.0,计算机安全学中用于防护未授权（偶然的或蓄意的）的泄露、修改或销毁自动数据处理系统及数据以及拒绝处理数据的方法。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,u298363,用子母弹对机场进行封锁是当前研究的一个重要课题，因此准确的计算封锁概率具有重要意义。,1.0,用子母弹对机场进行封锁是当前<chronological_markers>研究的一个重要<attitude_markers>课题，因此<causal_markers>准确的计算封锁概率具有重要<attitude_markers>意义。,0.0,0.0,0.023809523809523808,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,u131502,多呈针状、球状雏晶结构、块状构造。,1.0,多<hedges>呈针状、球状雏晶结构、块状构造。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,u260469,男人必须从视觉上判断一个女人是否可以生育孩子“，费希尔说。,2.0,男人必须<deontic_modal_words>从视觉上判断一个女人是否可以<deontic_modal_words>生育孩子“，费希尔<explicit_references>说<evidentials>。,0.0,0.0,0.0,0.0,0.0,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,u304423,"去一趟游乐园或球赛,看一场电影或电视,是帮助我们放松、暂时忘记我们的烦恼甚至放声大笑的有趣的活动。",1.0,"去一趟游乐园或球赛,看一场电影或电视,是帮助我们<self_mentions>放松、暂时忘记我们<self_mentions>的烦恼甚至<attitude_markers>放声大笑的有趣的<attitude_markers>活动。",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04081632653061224,0.04081632653061224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
