,avg_labeled_utterance,transitions,causal_markers,place_time_svo,explicit_references,evidentials,hedges,code_glosses,situation_dependent_references,engagement_markers,negative_connotations,boosters,self_mentions,deontic_modal_words,attitude_markers,idioms,endophoric_markers,chronological_markers,frame_markers,adverbs_of_degree,positive_connotations,slang_and_colloquialisms,emotional_self_disclosures,figurative_language,pleonasms,informativeness,constructive_feedback,author_revelation,comprehensibility,detail_level,explicitness,context_dependence,persuasiveness,logical_reasoning,anecdotal_reasoning,right_wrong,tradition,supportiveness,empathy,status_suggestion,status_appropriateness,personal_choice,group_harmony,shared_responsibility,self-reliance,group_wellbeing,self_growth,self_responsibility,ext_responsibility,other_reliance,accomplish_tasks,implied_meaning,creative_text,repetitive,point_faults,tactful,critique,challenge,conflict,build_connection,vividness,expressfulness,vagueness,matter_of_factness,abstractness,figurativeness,concreteness,formality,conciseness,verbosity,emotionality,impersonality,politeness,directness,bluntness,cultural-relatedness,exposition,narrative,narrative_mode,expository_mode,storytelling,indirect,suspensefulness,prosociality,clarity,engagement,showing,context-first,setting-first,chronological,transition_level,causal_level
self_mentions,0.08700091324009501,0.0958275051235525,0.0775942857080494,-0.06033730770067737,-0.08851854245448514,-0.04777931705666741,0.15288371197474818,-0.0027800152191676812,0.05877347398275879,0.16315235583565746,-0.025601367854099808,0.0661643174658793,1.0,0.13134331336061433,0.011097939165285965,-0.045565109560362915,0.026227246203623836,0.005968390577675187,-0.03122041796262936,0.03487807208562981,-0.01470943525595829,-0.024941247365126474,0.10842468597739574,-0.026118886898880693,-0.016823217879715836,-0.3145091583418603,-0.0155087917101699,0.516812776275564,0.024779935097596656,-0.213732399915865,-0.1095185557402845,0.09951187469223965,-0.038523635179532056,-0.12875661887614065,0.3376169215853477,0.055245488618309906,-0.022356932769656515,0.1287703852800859,0.2005208844457034,0.047566101825019746,0.10782342153879312,0.22370995436408858,0.15106924289318088,0.13166782776675467,0.13122918614486145,0.02903145026612529,0.09618884853339228,0.19381795739075258,-0.0020897428269321242,0.07063266534922162,0.009715702502821647,0.1374834360399898,0.07264762644535945,0.047701284728185744,-0.009907911012370152,0.06570701563437716,0.027393594641180817,0.04118500992152709,0.17960829379648385,0.43179211120282907,0.060398039765322244,0.17397139715303586,0.08580602728639264,-0.26272875173022275,0.049962165821623716,0.053115722648752556,-0.10105927304904536,-0.2747658595273192,0.0013255986279814122,-0.0607380852148704,0.296479720109463,-0.5571773980469276,-0.006991898171515534,-0.09605493899813382,-0.016564771545266973,-0.09903390776988441,-0.3471160676770501,0.11483274252195864,0.11533576616839498,-0.35587517419736425,0.13022503166886848,0.12114516902002505,0.09728215849955389,0.13785455581594677,0.011396556003014808,0.20548722425543728,0.08783811324873125,-0.03688746211670548,-0.0736690017824743,-0.05128286417987204,-0.036174299618110965,-0.09013783229471979
deontic_modal_words,-0.003710660409624997,-0.06104447983949748,0.052677819565422855,-0.048521589155916846,-0.018253177702251613,0.022928848461075207,0.03867644834745399,-0.045496143687625876,-0.05203474919091876,0.11825539726632289,-0.012813627944933704,0.00017399657259946577,0.13134331336061433,1.0,0.0273027967833575,-0.02653495027474098,-0.037395398499247036,-0.03159407399193111,0.07438224835909299,0.03974268192826189,-0.017339772330466158,-0.022094082898121613,-0.009198726861137296,-0.028479911391662702,-0.012726033115221335,-0.10092318782811532,0.12148414967242754,0.1091433635156675,0.0469087578275098,-0.14197492733290132,-0.007717886303040721,0.015644091745904448,0.1343966868456373,0.025428427846131748,-0.03047585675220299,0.060338418079579334,-0.0064685693621854634,0.13778310579707895,0.10351868775511444,0.020984845708425105,0.038152630637171,0.13902268375696747,0.08080292908966764,0.07593628682217578,0.1164254265053628,0.05542062019495471,0.0686641993292102,0.13743735517622932,0.03853606715729651,0.052856769368556364,0.12107373165146576,0.015490428380083068,0.004079340311771754,0.0022883032224749996,0.01126438362730471,0.012055645840594566,0.011779743143385132,0.05010538322294967,0.08393468240730821,0.006662843847846521,-0.08458945527498163,-0.0157848506342912,0.08162982565672225,-0.08025643105714986,0.058646050083657045,-0.010191797108163219,-0.09058670760097623,-0.12106316561723592,0.06286661089199005,-0.07027195135108802,0.04298912664742958,-0.11050041179152487,-0.011094211658025927,0.03233170789130546,0.03353342509351252,-0.08149655336867369,-0.1499013297870328,-0.10176040633607873,-0.10063231087591247,-0.13874426061570075,-0.0819775131241561,0.017378199987438486,-0.025285832852285268,0.13403539949037785,4.9956934184358695e-05,0.033066180433271634,-0.062102676591813705,-0.13602060602667906,-0.11587280437495308,-0.10492674325169372,-0.0943933709541214,-0.042958065003539735
attitude_markers,0.0370947845684306,-0.008534293193757203,-0.020840771492359564,-0.04470420590332342,-0.037886620740251224,-0.009969859129364865,0.008112811502156307,0.004082696750075886,-0.031789930987199365,0.021844375494323214,-0.01332206583518407,0.017571631034647952,0.011097939165285965,0.0273027967833575,1.0,-0.023710506126465476,-0.015138090453921137,-0.016029216158655088,-0.024023494837746483,0.0021694674609708184,-0.01192800512912911,-0.001731204296893498,-0.006327791339469899,0.012401352971666025,-0.008754220377226053,-0.06408267875314302,0.02566524041122324,0.07266546370841777,0.010778073298291793,-0.07715383912886745,-0.03766801436759756,0.06172294368454604,0.06751273071986177,-0.028875809873021806,0.03365917282421384,0.023520659240621116,-0.018081955259899588,0.04909682060082497,0.04277198263357729,0.004076889642314454,-0.004241442713991422,-0.01619499613197784,-0.01961772074798243,-0.0003980466027289122,-0.025347299011783342,-0.009264824026912206,0.017300736342641954,0.021367197362905065,0.04820281945872088,-0.00749002836488998,0.003787819526514312,0.05232103975256152,0.0006984314118538945,0.0048538772582597785,-0.028912671059728366,-0.0135095528803654,0.0443905797466198,0.039087819138659594,-0.00703214702098905,-0.008208964527865674,-0.024618728712352413,0.025791459716978996,0.06327883467975923,-0.07103300029845208,0.04231608560975211,0.013339101218525813,-0.05102885616863515,-0.08670854997749906,0.002082057315816359,-0.012462049385692219,0.06866674691206369,-0.04574480904247626,-0.012402478769880258,-0.07348378754215175,-0.0022125937827825047,0.002154671463293147,-0.07586196251057854,-0.05331365044763016,-0.0525747287236932,-0.06234073334408978,-0.043678581882481055,0.047995818382857484,0.014228718110586763,0.03072407516333088,-0.023648509310977336,0.006517407511534087,-0.026835898765089607,-0.036074816503758746,-0.05435332255605393,-0.03060328769951723,-0.03837146608030263,-0.006349291379408164
idioms,0.019694291903311588,0.013516169593171536,0.05089747565043173,0.018159502034206212,-0.007241668559677231,-0.03305459510272921,-0.03331999278839337,0.0719478271725821,0.03564188276099355,-0.01796573376617634,0.05287528567263706,0.06347948831818595,-0.045565109560362915,-0.02653495027474098,-0.023710506126465476,1.0,-0.015248026170293747,-0.03923563728063059,0.028412289256531963,-0.020945210869082864,-0.007070316479906123,0.04128918020060493,-0.0037507937751974966,0.1483892032421538,0.3656742001315473,-0.08770070986227234,-0.036055068330852355,0.0018016261382476607,0.005285303140696933,-0.09437609485746772,-0.060358747542426934,-0.030701966072969298,-0.006085826976923431,-0.061528969996287396,-0.03282439709751109,0.021958092539197744,0.018790404929601146,-0.0047699424217277665,-0.01885981094256055,0.02840462485196847,-0.00658639883886606,-0.03042491378181633,0.014937181241231444,-0.011687329421094876,-0.03585338066565197,-0.02845046715637666,-0.027670508345567654,-0.02065047768407691,-0.02425745375395201,-0.04094322297753697,-0.05540932741855586,0.04814960588951241,0.1330237382291955,-0.022017915069219803,-0.013862086580357666,-0.05228285736631669,-0.025795979426813824,-0.011436913999888013,0.02118670049769665,-0.03743383879469757,0.09207821935745182,0.09814158142560532,-0.027492432548318985,-0.08061019805597379,-0.022256049282224705,0.18423858158827508,-0.03220816626472813,-0.1009000972554983,0.012624144841252962,-0.03518628681022628,0.052594272324204376,0.0035740031507780078,-0.05142951558098652,-0.0009060695125443072,0.007727394639953839,0.06544496759853151,-0.07996395286331949,-0.034274922488743004,-0.03383098476363291,-0.07318304872116847,-0.03229623147779007,0.00724389032727409,-0.0158574170324202,-0.019369909329699016,0.0007294858729678691,0.011614998613228412,0.03498170469030856,-0.03354849597917573,-0.03212707398415535,-0.03693580730614616,-0.027251085161382835,-0.04572468783053677
endophoric_markers,0.08411289702703305,0.0445440498511515,-0.020708838136895086,0.021525900709410812,-0.0006490137778860136,0.01141243898191305,-0.025030660402886398,-0.025661943094727684,0.0033465971793177167,-0.030085004725503857,-0.008567307986332916,-0.03669395334577533,0.026227246203623836,-0.037395398499247036,-0.015138090453921137,-0.015248026170293747,1.0,-0.022865569557691038,-0.02051083719471733,-0.0013747755479452941,-0.007670799324074637,-0.009774019689011936,-0.004069349149687605,-0.012598993855820678,-0.005629765164037019,-0.037961012146888545,-0.009229671851191315,-0.014707040661301653,-0.013707624295715341,-0.013992045228616391,-0.045427962529208485,0.07114689129907896,-0.017754711467797443,0.014035382224771907,-0.01872457181436799,-0.03173340722022999,0.0007400119585722362,-0.0041808508838869106,-0.0222445121485111,-0.026602369389622692,-0.02429217380114442,-0.008990486718724093,0.007658826049289144,-0.003837498462935045,0.03239230643009298,0.00031180679446506364,0.016000973057303195,-0.009100552509687517,-0.013307239734466377,-0.037835633702323894,-0.02353869407647866,0.059881805001015746,-0.0013302403220457196,0.04583779477174298,0.04869490448275705,0.012383081200306493,0.032252149123389036,-0.01083117540668728,0.04298592002639431,-0.017363194988829135,0.0034655459981658217,0.0005932757667260388,0.022239933435119142,0.007458025277709486,0.04810724550591693,-0.004656601948795787,-0.049741698600405816,0.014560392209063487,-0.02831878821202419,-0.015599704309627146,0.0214194744690153,-0.009162108067201948,0.010146430461214426,-0.04881659185155571,-0.04585715150094496,-0.023879475214819607,-0.013447344608295789,0.023301799971818044,0.02364898470142167,-0.023131885984479766,0.02249113472698372,0.06083795024960952,-0.0021716564257311904,-0.018759280410787834,-0.03644798648010028,-0.005966439888257898,0.021180964253367737,0.08098849363298773,0.019959839137456557,-0.018391405602359325,0.05274261364778596,0.051161252752701565
chronological_markers,-0.01893051471128188,-0.049622291797909134,-0.0497206636985494,0.01235164046498449,-0.033013336706814,-0.016836360663582704,-0.06713169819343318,-0.02017230649554565,-0.0367857652463661,-0.014361224152477784,-0.02311197811130787,-0.030503753377736892,0.005968390577675187,-0.03159407399193111,-0.016029216158655088,-0.03923563728063059,-0.022865569557691038,1.0,0.10416518348866946,-0.013390842056509675,0.035309586857034114,0.06642697884733158,-0.012278820881425356,-0.0380161011383543,-0.005824470173654056,0.07645489384463572,-0.05011044089414708,-0.07355314374127317,0.06030378438917485,0.11175914672300899,0.08739263981866144,-0.02837703115830048,-0.1232939480321741,-0.039710644809691116,0.056677610791015756,-0.039252280669497444,0.00857251975328027,-0.08141245973190735,-0.06844918340262422,-0.03590885369895919,0.018395937506503476,-0.015010745317097842,-0.09892915015602739,-0.05525295663870092,0.0031167694319933423,-0.07976735823325026,0.014794875775006698,-0.005983435254281121,-0.02273327836470857,-0.011193787852139106,0.024768940814558365,-0.0433882616700896,-0.010766951974784103,-0.008665478860005165,0.00640698275117582,0.011965410596061146,-0.051125613142617904,-0.048481783854698784,-0.07350194655880042,0.03967096105943676,-0.014544745158982056,-0.036424227370241716,-0.07954473158042029,0.10567216247997382,-0.128279191624821,-0.03811803528726523,0.13689780324052855,-0.00505563352529111,0.02224059418154605,-0.015276933299316335,-0.0665991369952395,0.02010641436103405,-0.0029229499693815405,0.07883178650184558,0.003023343899339158,-0.021193676787712324,0.05356828259478457,0.15744317851342218,0.1553073322946902,0.026680520929039914,0.14453279620064738,-0.06459911600439,0.05126904892512088,-0.08180994388335809,0.09343614336398326,-0.006534452412529075,0.007676957121338804,0.10101929104166213,0.13701953212325785,0.41818341571616724,0.2655878168484783,0.013498729582740622
frame_markers,0.05059369572929904,-0.03403265419477804,-0.05541711377226144,-0.01205029114339781,-0.023541974870332376,-0.022434506275092882,-0.042089945738058056,-0.03631227883727803,-0.008395294020026724,0.04549044483428458,-0.01920969067877762,-0.018607911493852738,-0.03122041796262936,0.07438224835909299,-0.024023494837746483,0.028412289256531963,-0.02051083719471733,0.10416518348866946,1.0,-0.02643689371655921,-0.017199531347480174,-0.0035376290256181817,-0.009124329200508343,-0.017371375353189403,-0.012623107231329823,-0.053553098411277054,0.07654111498739473,-0.000849016995897095,-0.02192699314638775,-0.06202526848861003,-0.031169270493452597,0.05324953592884541,-0.012068598381833417,-0.03407251128512883,-0.04354398049260044,0.0035944875102742533,-0.014281297089378515,0.03385007772822194,-0.015402878391163784,-0.010451207181707639,0.015628047364248252,0.019494485517496284,-0.029633092184826137,-0.025193635085587328,0.0603380768211912,-0.03920665846427842,0.03054166297129714,0.04506872047724238,-0.084567884313248,-0.02777075324709127,0.07627191565504458,0.03745938374881275,-0.001313647658855345,-0.037125890932462935,-0.016011073909306388,-0.01238107750939694,-0.04736486189021485,0.017004071253958482,0.009618521466864885,-0.008895861153715774,-0.020741973300449936,0.010594519499224886,0.04960711459735123,-0.05315367286721907,-0.006459580992282512,-0.009099569429193486,-0.012862418441705431,-0.10995919908645185,0.047616338052889,-0.0628952209431355,0.008779056997635181,-0.04016680474498803,-0.05432061378260145,0.012254230838414109,0.040780622325318254,-0.006600742670053255,-0.08147902615596973,0.0331168374772326,0.03571925264077573,-0.08824613291776087,0.0433419837156686,-0.04484591268004152,0.04012958807128051,-0.01681312580801383,-0.030898699009404763,0.02168815991870434,0.013250735563396832,-0.025930167422012953,-0.028795199045712684,0.06888770524749321,0.03556787244484691,-0.05583028444059097
adverbs_of_degree,0.04104411071275148,0.016592841582494265,0.01401615689530282,-0.04982487922249635,-0.05621978024370367,0.006500688831612397,-0.0038186639478120328,-0.007611478657871193,-0.002443293385014033,-0.03312148296752022,0.03648787177919072,0.0027385782822526455,0.03487807208562981,0.03974268192826189,0.0021694674609708184,-0.020945210869082864,-0.0013747755479452941,-0.013390842056509675,-0.02643689371655921,1.0,-0.004485338553420216,-0.018187614455917902,-0.0075722942838186225,-0.0008557192803075395,-0.010475935340704595,-0.07011593626762123,0.03396229289174881,0.09672207065017989,0.01971325086983173,-0.07838977571723443,-0.006105313341697404,-0.03299934320206602,0.052238082473385274,-0.0010913167034750629,0.04369450051055017,0.01595469237765371,0.013162029592746698,-0.034146756940633155,-0.0336587230545033,-0.027710116737500547,-0.023342414434342356,0.001718137734020054,-0.04968862488405668,-0.033638055384725446,-0.03643218619301179,-0.027447402003350913,-0.013803145432582946,0.009061600439209939,-0.027132643519641227,-0.05321134425509456,-0.05148420196836331,0.06679010583826644,-0.014145467849635928,0.06672193085856563,-0.07643035768519424,-0.06471129465926603,0.06447139314944486,0.01810725076053981,-0.029940318001316746,0.020588614504562158,-0.02256964369826102,0.00040642686353169715,0.04943013154896751,-0.0446749763943782,0.03478994143527889,-0.004772580831429213,-0.06976878608599454,-0.11839519593446039,-0.0009129268706853552,-0.012242001347526989,0.054674732478053996,-0.06619150831962965,-0.05947287322351014,-0.050373410729958414,0.045877035282774696,-0.013106484980656264,-0.10241869336617428,-0.027465491675993815,-0.02290122707229847,-0.1065009429366627,-0.02840392186097546,0.0338326467385521,-0.04993490494713357,-0.04721074502786692,-0.011861145897592223,-0.039606751322937145,-0.05853250558691904,-0.05113257543115114,-0.05074694701807841,-0.045111912559230964,-0.05685323128206952,0.013229109809753503
positive_connotations,0.021309713342344796,0.016016194615050414,0.008427055591118539,-0.017342890475634122,0.007544033785386806,-0.016628720526828133,-0.0012497953371600325,-0.011899117770570495,-0.017394489259424346,-0.016128262670902897,-0.0039725521302036255,0.056326062544781084,-0.01470943525595829,-0.017339772330466158,-0.01192800512912911,-0.007070316479906123,-0.007670799324074637,0.035309586857034114,-0.017199531347480174,-0.004485338553420216,1.0,0.11560682534732696,-0.0018869056253052172,-0.0058419937698289525,-0.0026104507542647763,-0.006778521505892466,0.003677485768906925,0.02251766089164336,0.022925934201781174,-0.013278488154470462,0.019347062880300477,-0.025670364776632388,-0.006664297442024537,0.013167325938966275,0.04564337741819901,-0.025570559227038346,0.00996325371125869,0.01610366143870978,-0.017838837308668826,-0.01251885541264531,-0.03790439795120413,0.025217564410288617,-0.009778412964769369,-0.02455656499300542,0.036548082219526164,-0.02788423400905356,-0.02140336454103201,-0.013799157556127904,-0.009287961500290454,0.015836079557521015,0.024653882329228674,0.01532446582235598,-0.0067038289887487125,-0.011076516143417047,0.000810443925736019,-0.04133705475218251,-0.024149096497008377,-0.030040106830031083,-0.02966255791740628,0.007189312116640483,0.04916571299944096,0.044654371427085796,-0.03569081568844806,-0.0057875618687794166,-0.033575774537703655,-0.011370704210010026,0.03540152064461891,-0.07617717248169963,-0.010323418700356616,0.04401686995793036,0.014907160282430673,-0.013635016841975612,-0.024582399950817825,0.005807709406381322,0.0277048913634556,0.04018458576488908,-0.022987039120244298,0.005180998689350207,0.0053544847516233465,-0.034331959836958276,-0.0026636934873475906,-0.014569336727508932,-0.004557583521738709,-0.021858911893207694,0.03956566753771737,0.020257132610123286,0.03129179708672816,0.0035608632604276534,-0.012828704047471858,-0.013196537765517281,-0.024690204111314975,0.06039735343142362
slang_and_colloquialisms,0.0077603302139972255,-0.03231324981896057,0.12328911946523642,-0.012169157603243596,-0.008049636039106904,-0.021188071146927254,-0.020750355438638606,-0.015161680870260253,-0.022163802404312014,0.01104210494061529,0.11700067001519691,0.028514246425554685,-0.024941247365126474,-0.022094082898121613,-0.001731204296893498,0.04128918020060493,-0.009774019689011936,0.06642697884733158,-0.0035376290256181817,-0.018187614455917902,0.11560682534732696,1.0,-0.002404267398204332,0.06500573423270294,-0.0033261979607917655,-0.07789140502312629,-0.02138523347545242,0.1511184851078823,-0.009539144443563113,-0.05898116002013033,0.010699285711427241,0.006561184977714049,0.04038649975637624,-0.009351089868838284,-0.0014799708912461933,0.09530174811421092,0.015683386942160676,0.004587983919250729,-0.017156248566330468,0.040418146325224745,-0.010702980655720933,-0.018932734617960748,-0.0063116671638003986,0.010693682436636017,-0.020843175579653442,-0.020003038399862637,-0.0005759918975040356,0.012673474348759529,0.03988300852003918,0.008559776124614482,-0.033761154064574625,0.04057044891082521,0.0324205441940337,0.25521374554184717,-0.017426237575646205,-0.14715260642085579,-0.04448186300029081,0.12296476734748771,-0.007780775504954788,0.013806515169680554,0.047610452372719526,0.11293712295446076,0.02873870658898131,-0.09313367427142093,0.009748534066089713,0.027751030773370808,-0.03298699243518707,-0.16814230693054455,-0.002551438353999325,0.022530393516610733,0.18068037643457302,-0.07250868707194276,-0.16206726707446495,0.008310301999235376,0.12230013995203864,-0.001491130542810131,-0.08945552969044422,-0.0005445093123230085,-0.0003075711102359344,-0.07306549597613422,0.011455821603345892,-0.03122626049015719,-0.007768253402576895,-0.027870994549817153,-0.023146734708258183,0.0741804302289537,0.011611771186718014,-0.009146313720772388,-0.0038561574753620837,-0.029637774881683284,-0.03286194191095759,0.041638896707927274
emotional_self_disclosures,0.036003851880661776,-0.016077640904981698,-0.01000991298691018,-0.009200381033127949,0.004951134153436646,-0.008821514796230698,0.031061894615932374,-0.006312466633005693,-0.009227754121390456,-0.010562214505110567,-0.0021074337823436635,-0.009876478248132767,0.10842468597739574,-0.009198726861137296,-0.006327791339469899,-0.0037507937751974966,-0.004069349149687605,-0.012278820881425356,-0.009124329200508343,-0.0075722942838186225,-0.0018869056253052172,-0.002404267398204332,1.0,-0.0030991701614618413,-0.0013848407588801358,-0.043576632375372445,-0.011005648830856177,0.0761027606132013,-0.07695859862547423,-0.022359976655168482,-0.05177098603458763,0.020744510602764433,-0.02853136989651942,-0.024725660239678964,0.11197245202595413,-0.013565148695913454,-0.011030385545428064,0.08322638824136483,0.11854629906212999,-0.02229352299290161,-0.02010823423421531,0.04455220048025005,0.021805312923737146,0.02305927272529855,-0.01219563387611294,0.05337588384443282,-0.011354457288714103,-0.017012368214891813,-0.025589059263234747,0.06681650471807389,-0.021715724831549182,0.023125020328600497,-0.01379704803472024,-0.00587607753057117,-0.00452166937039139,0.021068055418840485,0.0011243706673408058,-0.01593623793568069,0.04934156179401399,0.10679453695336366,-0.005794726262081369,0.007977499421276445,0.011309192957136059,-0.04820960046562798,-0.017811905095247663,-0.012959326381354457,-0.013929218824510986,-0.05887161195268795,-0.04589682159161356,0.017331578787757426,0.06924460705084869,-0.08947073537351509,-0.01834299523972159,-0.017624968173394626,-0.019229774476252567,-0.02462287123229184,-0.030308058059979916,0.08176373264813826,0.0816801257015752,-0.034017698936083265,0.0759450008857659,0.018740212867131918,-0.008945743781554244,0.07567604292758899,-0.0618597669224424,0.03067252981666253,0.03862385548384635,-0.013332750859998478,-0.023446816344561805,-0.020238991523868505,-0.027036745974714692,0.027788562785484017
figurative_language,0.05117445775292025,-0.033539303241268324,-0.030991401224213497,-0.016691574570735574,0.0475161933141474,-0.027312036059936956,-0.033325085982013315,-0.019543844826000502,-0.028569781850089425,0.031585880700509494,0.02333381042029405,-0.014598112258341556,-0.026118886898880693,-0.028479911391662702,0.012401352971666025,0.1483892032421538,-0.012598993855820678,-0.0380161011383543,-0.017371375353189403,-0.0008557192803075395,-0.0058419937698289525,0.06500573423270294,-0.0030991701614618413,1.0,-0.004287565301139187,-0.03457848820453255,-0.009093853383307905,0.019467248375902878,-0.010070677991002839,-0.05727100747536267,-0.07335700653543507,0.0536985253086399,0.03520569614217572,-0.052437393573844214,-0.012190131379595497,0.03700710918953968,-0.034150856710058936,0.08437544487437106,-0.004303689981799717,-0.013285452444483425,-0.0010242176855181475,-0.009701068982668652,0.010167826947899066,0.009282808986722497,-0.01768709133220623,-0.0025226600822848603,0.043028784349610175,0.04295061925515177,-0.0028838998398258357,-0.012790067674244303,-0.03669105683842384,0.11206905062977791,0.20301561767278214,-0.018192753185033262,0.034018448354225725,-0.015458559622100975,0.001290743809340984,0.04114055470440099,-0.007966830964736986,-0.004971983321194489,0.1591853502147348,0.14152868164958174,0.010309656368523422,-0.12004598553825782,0.051612226054762386,0.23126540265827916,-0.07553290090928981,-0.07592952345618761,-0.013335528388303437,0.03756496889565218,0.1328031722716846,-0.06198936343033229,-0.03733566406416772,-0.08299884524539178,-0.023347968375078423,0.03736256239152906,-0.07917548215096042,0.015418374235043284,0.015687961071730382,-0.08798133233322476,0.022351553018753818,0.09104561483575833,0.06406082841230543,-0.007244528771104005,-0.024255104297944318,0.11127886321419615,0.10639134015492235,0.022935940925581082,0.0004366617557991708,0.01603878811060126,-0.017104094579199588,0.012762561136326891
pleonasms,-0.02658755889701935,-0.018401313794816427,-0.013848273361619666,-0.006836382515054232,-0.022646172113651372,-0.0030461866226863333,0.00018944591203758055,-0.008733019321374673,-0.01276619105020539,-0.014612358165561331,-0.00291554173823199,-0.01366367228257512,-0.016823217879715836,-0.012726033115221335,-0.008754220377226053,0.3656742001315473,-0.005629765164037019,-0.005824470173654056,-0.012623107231329823,-0.010475935340704595,-0.0026104507542647763,-0.0033261979607917655,-0.0013848407588801358,-0.004287565301139187,1.0,-0.010930996718111872,-0.015225830007812238,-0.027635847684581216,0.010122264775642506,-0.016783388129030317,-0.043122656623477744,-0.02676092290282906,-0.032753075522999144,-0.026943462518258472,-0.01550793683101075,-0.01876678524355631,-0.015260052161981596,-0.02425468141405448,-0.019036129706387375,-0.02635105652355744,-0.027818855654293626,-0.02092485693674883,-0.01810001352649805,-0.011741609438995947,-0.016872121861148573,-0.02046484109646075,-0.015708391133126512,-0.02353586148814988,-0.028453025271314998,-0.013594767597077517,-0.00702513084711459,-0.013447314342499047,-0.019087607756236892,0.0503418255824138,0.04594745218651467,-0.008755388420062203,-0.029554827823997012,-0.022047082684705874,-0.02503225298686765,-0.01599166660958514,-0.013852108731708787,-0.02292200055589929,-0.01204441255471594,0.015142495559432671,-0.028812311645167215,-0.01792865677714962,0.011725030002960483,-0.024858052930505647,0.024822653446564147,-1.5384536138981908e-05,-0.037254334997630034,0.02167220203798042,0.004790844040674896,-0.013182914269710863,0.011129965138255008,-0.003463792556273867,-0.018041237132212645,-0.018683423216873506,-0.01850611473870906,-0.021774169012770468,-0.018106429608779624,-0.015303524729467362,-0.012376042176587604,-0.028422101990530548,0.01469610568248274,-0.03781769601406491,-0.03596058390046787,-0.012818199966214054,0.022077552910969966,-0.01264571315385977,-0.018980325645698112,-0.029810836450070117
informativeness,-0.37067407579529343,-0.11107711847057959,-0.03938533393287781,0.09747745152945904,0.04911293610189002,0.05739496042608999,-0.07926277753156703,0.019260187070311796,-0.07485203344908795,-0.18255762461029632,-0.06572368939038538,-0.16254851469620377,-0.3145091583418603,-0.10092318782811532,-0.06408267875314302,-0.08770070986227234,-0.037961012146888545,0.07645489384463572,-0.053553098411277054,-0.07011593626762123,-0.006778521505892466,-0.07789140502312629,-0.043576632375372445,-0.03457848820453255,-0.010930996718111872,1.0,0.018526134825302014,-0.4054061213954688,0.22898045336030248,0.6842982090945912,0.5769547909444931,-0.30824714802116493,-0.01785386000604028,0.30906169808750733,-0.1758060347655629,-0.10807128419316914,-0.02690612521237685,-0.1767702382397777,-0.20191768820338493,0.022862744835286344,0.06554148671364791,-0.18891828775919886,-0.07520499116409476,0.0831340477028391,-0.1296966138447519,0.11074152252583434,-0.13999884151471428,-0.14228376823850752,0.1523689927457201,0.1173691492243308,0.1576797077055492,-0.49255316831692253,-0.3707395229422602,-0.07732559869583389,-0.03369790927974113,0.09084387299558129,-0.1385431170481317,-0.13616889149099554,-0.15401972031274308,-0.25426553788637213,-0.30311243468122967,-0.43722701210235054,-0.43231454695195765,0.648908286708851,-0.3238354536679495,-0.32361215233835405,0.4421049842962604,0.5502588596324673,0.027442277104118028,0.13271152341668516,-0.49366341275453496,0.5569365410040316,0.15358233359985018,0.39254211852858595,0.11435225325164758,0.0016129664930825906,0.8191221411942768,-0.15512782024721422,-0.1566587750872065,0.8094765465350815,-0.19115757877542847,-0.3798818545282588,-0.189083892383031,-0.016511037420449008,0.30388479054689266,-0.3075523673535178,-0.28316468601551087,0.09517444802886285,0.13133005601364633,0.1614825052084052,0.14583570517959837,0.14611017388707245
constructive_feedback,-0.031120224982702737,0.030466973997503633,0.012239075274823825,-0.06003835917075128,-0.10167673874079537,-0.0057920592356271354,0.0271101730399564,-0.020402268023801393,-0.07290599680652687,0.25315137688705625,-0.02205376173290828,0.048461004596126976,-0.0155087917101699,0.12148414967242754,0.02566524041122324,-0.036055068330852355,-0.009229671851191315,-0.05011044089414708,0.07654111498739473,0.03396229289174881,0.003677485768906925,-0.02138523347545242,-0.011005648830856177,-0.009093853383307905,-0.015225830007812238,0.018526134825302014,1.0,0.13962395022097412,0.04963325124252518,-0.11108178623584977,0.04710233560417925,-0.0735096011242499,0.5046675729290976,0.27910073110267997,-0.018907600593572244,0.24953629986512138,0.02360462818966727,0.4665687127838417,0.3848737055028734,0.037724950677965954,0.11219760923389989,0.396815417434838,0.22467629969296526,0.19359521615640407,0.3573745137825498,0.19851911508525835,0.38542992003679954,0.4722272003397144,0.0567920271192475,0.14272007993522984,0.2640052187137482,-0.008869524003400577,-0.033847907464534026,-0.015248905755142447,0.005792255792197975,0.15701405675269695,0.2962037842533304,0.2634705890108501,0.277517389373995,0.006574428823368638,-0.08992420496996509,0.02329822339011329,0.05590206678783207,-0.09603619384670223,0.13418325793345,-0.009624296738658849,-0.12472507302614351,-0.10351613772956661,-0.012387571552452454,0.0674115453758216,0.08807311773823513,-0.08968432076246972,0.1461893236331902,-0.04421558435085326,0.009121763289735048,-0.06409629646327422,-0.039053121592887895,-0.13920521588385673,-0.13781672449671498,-0.026073199375429713,-0.11629400093021118,0.09701946463843353,-0.09000846864986449,0.40387072227098797,0.014162657195246231,0.10797053112600138,-0.0704515720590355,-0.010322198005386671,-0.07811197483108148,-0.09142835849842859,0.026574748327859225,0.13514725839271283
