,utterance_id,utterance,labeled_utterance,avg_labeled_utterance
28,u246943,不过他们还是死了：英格兰失去了两位大主教和一位公主，那位公主在波尔多（Bordeaux）去世，当时她在赶去和卡斯提尔王子举行婚礼的路上（卡斯提尔的国王很快也去世了）。,1.0,1.0
29,u251512,她很挑剔，用了很长时间才选好了一顶。,1.0,1.0
30,u311555,对公司的成功更为重要的是：生产高质量软件，或支持“正确”办公室应该是什么样子的陈旧观念。,1.0,1.0
31,u435428,沃伦·巴菲特很年轻的时候就悟出了他的投资哲学。但由于他缺少足够的资金来推动整个庞大的市场，他那些对世事的洞察几乎毫无用武之地。巴菲特成为了有钱人是因为他战胜了自己胆小腼腆的毛病。他招募了一些投资伙伴，并且带领着这些伙伴从公司管理者那儿榨取了股票业绩。这个案例的重点是：没有人能仅仅依靠自己获得成功。,1.0,1.0
32,u72012,海豚、鲸鱼以及水生哺乳动物睡眠都极少，这一事实可以给睡眠的根本功能提供有用的线索。,1.0,1.0
33,u429696,选择独立还是结束单身？她们认为两者之间很难妥协，所以最终选择了前者。,2.0,2.0
34,u204927,订票员被派去学习一门课程以便熟悉新的计算机系统。,1.0,1.0
35,u312683,"难道他没说过武装的先知总能取胜而，徒手的先知总是失败？，难道他没说过,他写作是为了揭示出事物的本来面目,证明事物并非人们幻想的那个样子？",2.0,2.0
36,u164797,本书的第14章提出了一个新的历史理论，一个关于衰朽与复兴的理论。,1.0,1.0
37,u231843,我想要改变的是什么？在你指出的全部那些范围内，有什么是你想要变得不同的？,1.0,1.0
38,u382713,一位朝鲜新闻播音员称这次发射是一次辉煌的成功。,1.0,1.0
39,u151781,这种反对前任政府的做法没有得到其他国家的支持，这些国家宁愿要对俄罗斯采取严查的态度，原因是俄罗斯顺从了经济合作与发展组织在腐败、保护主义、数据统计以及洗钱方面的法则。,3.0,3.0
40,u394459,我希望通过分享一些我所学到的最好的道理能帮助你走好人生路。至于任何建议，且把它当作佐料，因为适合我的并不一定适用于你。,1.0,1.0
41,u91227,有的人认为这能提醒他们，即使最坏的日子也会过去，事情都会好转，这样很有帮助。,1.0,1.0
42,u237799,他倒是向布尔加宁讲述了自己的这段异常的经历。他们二人对此大笑了一场。,1.0,1.0
43,u280058,麦科马克还低调处理了欧盟提出的美国和欧盟将向肯尼亚派出一个联合调停小组的说法。,2.0,2.0
44,u180702,妖怪,5.0,5.0
45,u298113,除了强劲的性能，12C还拥有设计独特的尾翼，能够在强制刹车时翻转以辅助制动。,1.0,1.0
46,u368023,风筝制作和飞行是中国的古老传统。,1.0,1.0
47,u91712,奥林-安德鲁和凯蒂-希尔看上去是对儿普通的穿着泳装的青少年情侣。,1.0,1.0
48,u398483,“伊丽莎，你得记住，他可不象你那么懂得吉英的性格。”,4.0,4.0
49,u213646,这也意味着我不会每天都试图去删减我的工作清单——我只是做任何当时我被内心驱使要去做的事情，然后在涌流地带里工作。,1.0,1.0
50,u211532,然后，村子里住在上游和下游的村民们分成两队彼此搏斗——通过任何必要的方式——把球携带大约225码，回到他们各自所在的河岸。,1.0,1.0
51,u151456,珍妮佛:不是，当然不是。我只是参加了一个接待管理学函授课程。,1.0,1.0
52,u266534,许多研究者提出了将外语课堂里的教师话语分为‘以教育为目的的话语’和‘自然交际性语言’。,1.0,1.0
53,u440260,你可以把它称为轴线游，因为今天所有的目的地都位于这条隐形的中轴线上，它横贯北京市中心。可能的话，与其他游客一起在周末出行。很多人其实不是游客，这仅仅是体验身处人潮的小小的代价。,2.0,2.0
54,u398828,大家早上好！胡主席、中国代表团成员们，我谨代表米歇尔和我自己欢迎你们来到白宫，并代表美国人民欢迎你们来到美国。,1.0,1.0
55,u17030,理念是，可以让新郎在结婚之前最后一次狂欢一下。,2.0,2.0
56,u342946,四级无知：元无知。当不知道有五级无知的时候，称为4OI。,3.0,3.0
57,u20121,保罗·莱文森是纽约福特汉姆大学一名传播和媒体研究教授。,1.0,1.0
58,u32292,在视频的几秒钟时，机身上出现一个很亮的、橘黄色火光点，很快，就变成巨大的光球。,1.0,1.0
59,u254057,比赛最伟大的时刻不是触及池壁的那一瞬间，或者是一个游泳选手开始领先的那一刹那。,1.0,1.0
60,u290564,“我打算要求增派部队。我想，相当多的人已经知道我已经这样要求过了。今后几个月，我们可能会看到增援部队的到来，我对此感到乐观。”,1.0,1.0
61,u76117,例如，有一次，她的理发师好友主动给她理发，她的脸上、胸上和胳膊上却因此起了麻疹。,1.0,1.0
62,u70905,我可不打算让你“发现自己的激情”或者”追寻自己的梦想“——因为我敢肯定这没多大用。,1.0,1.0
63,u269355,戴尔可以有一个月的缓冲时间来给供应商结款，所以与此同时公司从客户的付款那里获得了利润。,1.0,1.0
64,u222245,谁胜谁负的决定落在一位小女孩的身上。她8岁的时候被别人无辜杀死。所以她不服气，回到这个世界上来惩罚那些对她不起的人。但是，她却发现她死的原因并没有那么简单。,1.0,1.0
65,u153939,"1100℃时,氧化膜主要由α-Al2O3、NiAl2O4和NiO构成,涂层虽然有一定的保护性,但效果不如900℃和1050℃时显著.",1.0,1.0
66,u413957,安哥拉罗安达7月4日电－据安哥拉天主教大学周二在此间公布的一份研究报告称，2010年安哥拉的国内生产总值(GDP)可能达到950亿美元，该国将成为撒南非洲第二大经济体。,1.0,1.0
67,u22058,在桑迪飓风袭击美国东海岸时，圣诞树帮助许多临海社区防范风暴。,1.0,1.0
68,u157855,它实际上确是一条庞然大物--鳄鱼--独占的栖所。,1.0,1.0
69,u61377,她说，她参与质量改善的一部分原因在于她是一名儿科医生，“热衷于儿童的疫苗接种工作”。,1.0,1.0
70,u346913,"夏令营费用：人民币14,000元，包括学费、保险费、午餐，营外活动等等。",1.0,1.0
71,u180362,特定的童年生活，养成了萧红任性、倔强、叛逆的性格，曲折多变的人生经历，形成了她执著又敏感细腻，对自由独立不懈追求的个性。,1.0,1.0
72,u145958,用ECM方法研究N_2分子部分激发态的势能函数,1.0,1.0
73,u263444,这可能是第一步，帮助过渡到面向服务特征更明显的体系结构，或者在收购后将获得的批处理系统集成到更为事务化的环境。,1.0,1.0
74,u192772,此次毕业设计属于冷冲压模具，设计课题为下端盖切口弯曲模具，模具工序由斜刃冲裁和弯曲组成。,1.0,1.0
75,u437893,在2008年北京奥运会上，中国夺得51枚金牌并首次成为了奖牌榜上的领军人物。随着伦敦奥运会的即将开始，BBC的吴文宇看了看目前对中国夺得金牌数的预测，以及夺得的金牌数对中国意味着什么。,1.0,1.0
76,u402902,托德还说，在马罗默也有成立一家蒸馏厂的计划，目的是向欧盟市场供应燃料。,1.0,1.0
77,u59269,或许，使激励机制倾向于“买入并持有”会更好一些。,2.0,2.0
78,u139111,"轮胎力学特性的精确描述是研究汽车的基础,但用传统的数学方法来解决非线性问题较为困难,因而人们开始研究将神经网络理论应用至汽车动力特性的建模及自动控制等方面。",1.0,1.0
79,u383091,不过，五十三岁的裁缝穆罕默德·哈桑说，他认为这只不过是一种宣传。 他说：“你知道美国和伊拉克政府的宣传．．．也许这是一种宣传，以此作为攻打萨迈拉市和其它城市民众的一个借口。”,2.0,2.0
80,u267540,不论科技怎么发展，思考、情绪、决定蜕变成决定论的物理过程（决定论：某人的行为是由他无法控制的力量决定），我始终相信，在某种程度上，我们选择了自己的生活道路。,1.0,1.0
81,u401985,这些旅游项目位于尼亚萨省、德尔加杜角省、楠普拉省。,1.0,1.0
82,u33198,英国政府的援助机构国际发展部已拨款250万美元来应对塞拉利昂的这场已夺去200多人生命的霍乱。,1.0,1.0
83,u27771,自2001年至2012年意大利国内生产总值一直处于萎缩状态，和任何富裕的国家相比，这种糟糕的表现更反映出了其经济的不景气。,1.0,1.0
84,u96585,截至目前，此事件已造成156人死亡，800多人受伤。,1.0,1.0
85,u117685,辩论的另一方是在中国各地雇用数百万矿工的煤炭企业，这些企业警告称，它们可能很快就无力支付矿工们的工资了。,1.0,1.0
86,u356536,世界各地的人们称颂马丁的一生，对他的死表示哀悼。,1.0,1.0
87,u209520,“我忘了，”他说，“你得准备一炉煤火。”,2.0,2.0
88,u436151,广告巨头希尔霍利迪公司这位新晋首席执行官很早之前就在付出努力，她的职业生涯从接待员开始。在上班的第一个星期，其他资格更老的接待员提醒她，她实际上是公司最低层的员工，甚至比收发室的职员地位还低。,1,1.0
89,u118612,胡茂恳的公司效益不错，足以支付公司日常开销以及7名员工的薪水。,1.0,1.0
90,u124068,大多俯冲带的地震有200英里深，而且地震和我们生活的地球表面之间有很多填充部分。,1.0,1.0
91,u39070,Carson Maxted就职于《资源回收》杂志，这是一家报道塑料回收行业的出版物。,1.0,1.0
92,u88108,赞西“复活”后立刻被送往当地医院，接受生命保障系统治疗两天后顺利出院。,1.0,1.0
93,u283033,另外，伊拉克今年通过了几个长期搁置的法案，它们被认为是伊拉克什叶派和逊尼派、各种族群以及中央政府和地方政府之间增加互信的重要法案。,2.0,2.0
94,u79207,如果你没有自己单独的办公室却又必须专心做事，周围的噪音、谈话声或电话铃声可能会让你头疼不已。,1.0,1.0
95,u245501,不过，正如我这个月意识到的，在保持生活平衡方面，我仍有很多要学习。,1.0,1.0
96,u189202,摘要本文概述了原生质体融合、基因工程等生物技术在创造水稻雄性不育的研究进展。,1.0,1.0
97,u253064,“至今它们还因为太重而不能被看见，”Dodelson说，将密集能量的像大型强子碰撞型加速装置LHC这样的机器增加进来，可能就足以将它们从冲撞粒子中“撞出来”。,1.0,1.0
98,u135767,经济丑闻、竞争加剧、社会压力和传统管理方式的弊端、管理本身的现代转型等使管理方式、管理原则、管理目的出现伦理化转变。,1.0,1.0
99,u288020,北韩在6月底向中国递交了申报清单。在此前一天，平壤还炸毁了宁边主要核设施的冷却塔。,1.0,1.0
100,u360367,他所有的考试都获得高分。,1.0,1.0
101,u70572,曾担任九年卡扎菲侍从副官职位的Abubaker Saad表示，一旦卡扎菲被捕，那他的生死根本无关紧要。,1.0,1.0
102,u164290,而他会教给你许多事情，会亲亲热热地爱你。,1.0,1.0
103,u423832,2002年，塞纳铁路迈出了重建的第一步，安政府和莫桑比克港口铁路公司决定开展一个自筹资金项目，虽然国际发展协会后来加入了这个项目。,1.0,1.0
104,u224881,司机启动车子沿大街开去。,1.0,1.0
105,u438661,现在，硅谷一家名为Addappt的小公司正在尝试让你的通讯录能够自动更新，从而结束上述烦恼。这家公司提供一项免费服务以及与公司同名的iPhone通讯录应用程序，该应用可以将其注册用户与你通讯录上的人进行匹配，关联上之后，一旦他们的信息变动，你的通讯录就会自动更新。,1.0,1.0
106,u324801,龙王对老楚说：“前些日子，我的一个儿子出去玩耍，被一个强盗绑架了，差点丢了命！,1.0,1.0
107,u112320,对有些人而言，抱怨可能成为一种终身习惯。来自通用电器公司的人力资源经理侯振东说：“长期抱怨会使削弱你的能量与乐观情绪。如果你并不赞同同事的抱怨，就试着巧妙地向更积极的话题转移。”,1.0,1.0
108,u327600,他们说如果我叫警察就饶不了我。,2.0,2.0
109,u406204,莫桑比克马普托7月18日电－葡萄牙环境、土地规划和地区发展部长弗朗西斯科•科雷亚周一称，葡萄牙计划向莫桑比克提供500万欧元的资助，用于在莫中部Pungu é河上建设大坝的研究。,1.0,1.0
110,u39821,那问题就是，它又小，距离我们又远，我们怎么能从地球上靠肉眼就看到它呢？,3.0,3.0
111,u194037,在意大利，我们没有自动排档汽车，所以当我打开开关的时候，发生了很大的噪音并且向后退。,2.0,2.0
112,u173927,我差不多全输光了，而且可能还会被吊死。,4.0,4.0
113,u50497,另一个表达是between the devil and the deep blue sea(进退维谷)，表示在两个危险程度差不多的事情之间做决定。,1.0,1.0
114,u415999,据阿布杜拉称，莫企业家在德国访问期间将在一些城市，如柏林和斯图加特参加商务会议，并将参加一些联系会议。,1.0,1.0
115,u91972,既然如此，何不全都付诸行动呢？,3.0,3.0
116,u311375,人大概是从住在树上的祖先进化而来的。,1.0,1.0
117,u41147,"“选举委员会,”他说道,“必须确保他们是在一个公平的系统中,选票统计、整理得当,在投票站宣布结果。",1.0,1.0
118,u433902,"位居第二的是兽医，薪资中值84,000美元，预计就业增长率为36%。兽医常常宁愿跟动物而不是人类打交道。这个工作使他们有机会跟自己最喜欢的动物互动，在很多情况下，治疗生病的动物。但兽医在一天中要花很多时间步行，有时还不得不在恶劣的室外条件下工作，同时必须承受自己喜爱的动物生病和死亡带来的压力，这些因素都使这个工作没能成为排行榜上的第一名。",1.0,1.0
119,u114872,想想扰民的叫声、异味以及它们的种种劣行吧！——不管什么它们张嘴就咬、打翻垃圾桶、把垃圾搞得满处都是。,3.0,3.0
120,u193001,每个机构都有自己的BI工具和基础架构，通过自己的预算提供资金，并由自己的指标和优先顺序驱动。,1.0,1.0
121,u235662,然后，可以使用这些键继续寻找其他匹配（n）并选择重复文本操作（.） ，操作方式与使用Word中的查找下一个/替换功能很相似。,1.0,1.0
122,u116901,尽管他的作品有时充满暴力，但是宫崎骏的和平主义与反暴力情结却蕴涵于故事表面之下。,2.0,2.0
123,u353513,北美一种草本植物，叶嫩而多裂，花乳黄色，密生，出自根状茎上的小块茎，总状花序。,1.0,1.0
124,u140905,"方法:测定24例活动期UC患者的外周血CD_4、CD_8阳性T淋巴细胞和SIL-2R水平,其中10例患者的SIL-2R水平作治疗前后比较。",1.0,1.0
125,u6309,而一月份的第三个星期一的节日也以他的名字命名。,4.0,4.0
126,u389066,吃些你喜欢的东西，像巧克力蛋糕或者冰淇淋。,1.0,1.0
127,u198812,多少时候，我们没有得到神已经为我们预备好了的祝福，因为我们不上前去接受。,1.0,1.0
128,u52482,如今，农民们必须挖得更深才能取到水，以灌溉更多的土地。,1.0,1.0
129,u316140,延安是毛泽东、邓小平、周恩来以及其他领导人的驻地，在此，她化名为卓琳，于1938年加入共产党并于1939年和邓结婚，毛泽东也出席了他们的婚礼。,1.0,1.0
130,u200872,有些人的帽子，就象他们的脑子一样，很容易被吹走。,2.0,2.0
131,u64210,睡眠性呼吸暂停综合症：一个人越胖，该症状就会越严重。,1.0,1.0
132,u134311,本地网中地、县局语音信箱系统的设置，受到资金和技术的限制，使得这一业务的开展受到影响。,1.0,1.0
133,u409365,第14号区块由雪佛龙运营(31%)，剩余的股份由Sonangol(20%)、意大利埃尼集团(ENI)(20%)、法国道达尔公司(Total)(20%)和Galp(9%)持有。,1.0,1.0
134,u409271,他预计双边贸易额将进一步提高。他说，巴西应当向澳门出口更多的食品，因为巴西的食品业很有竞争力。,1.0,1.0
135,u108779,现在，距离第54届格莱美颁奖典礼只剩下几天的时间了，该仪式将于2月12日在美国拉开帷幕。,1.0,1.0
136,u2979,詹姆士·科尔-林德赛（JAMES KER -LINDSAY）：“是的，许多塞尔维亚人都认为姆拉迪奇是某种意义上的英雄。,3.0,3.0
137,u445650,现在，王琛将下围棋看作是自己的一门爱好。他是校园围棋社团的社长，旗下有5名成员。在他的组织下，社团成员每周都会摆次棋，探讨最新的布局阵型。,1.0,1.0
138,u299529,寂寞的心境犹如挥之不去的悲伤，但却有特定的所指；它是一种因无人出没于你那本该被关怀和深切理解所相互渗透的生活的悲伤。,1.0,1.0
139,u96843,只要一有时间，蔡伟就跑去图书馆学习。由于那里的很多古籍是孤本，不能外借，蔡伟就只好整本整本的抄下来。所有这些付出都是源于他对学习古汉字的热情。,1.0,1.0
140,u165042,耶和华阿，我与你争辩的时候，你显为义。但有一件，我还要与你理论，恶人的道路为何亨通呢?大行诡诈的为何得安逸呢?,2.0,2.0
141,u157609,"瑞恰慈(I.A.Richards,1893-1979)是英国重要的理论家、文学批评家,他的语义理论对欧美的文学批评尤其是新批评派产生了深远的影响。",1.0,1.0
142,u84238,如果现在不踏出第一步，以后更没可能,1.0,1.0
143,u375467,龚自珍是中国近代卓越的启蒙思想家，同时又是一位“百科全书派”式的学人。,2.0,2.0
144,u339179,渔夫在池塘、湖泊和河川里试他们的运气。,1.0,1.0
145,u99586,为寻找受害儿童死亡、病残背后的真相，一些家长专门赶到山西省会太原。,1.0,1.0
146,u429864,这些年来各个版本的超人，跟首次出现在《动作漫画》(Action Comics)第一期的那个超人没有根本性的区别，例外情况只有那些讲平行宇宙和“异界”(elseworlds)的故事，比如2003年令人着迷的迷你连环漫画《红色之子》(Red Son)。这一系列漫画讲的是假如氪星人火箭降落在苏联而不是美国中西部则有可能发生什么事情。同样，有关超人的神话故事被不断地调整和改写（最近一次是2009年的《秘密起源》(Secret Origins)系列），并在2010年、2012年的畅销图文小说《超人：一号地球》(Earth One)第一部和第二部中得到进一步扩展。有一点似乎总是没有讲明白：氪星毁灭之后幸存者的数量，这些幸存者既有正派（超女）也有反派（佐德将军），甚至还包括动物（超狗小氪）。,2.0,2.0
147,u416905,费尔南多•特雷拥有20%的股份，巴西商人Jos éRuas拥有10%的股份。安哥拉的一些投资商拥有该行5%的股份。,1.0,1.0
148,u65780,耐克公司表示，九支国家队将身着他们用从废旧瓶子中回收的聚酯纤维制作的球衣，包括最受欢迎的球队之一巴西队。,1.0,1.0
149,u393713,买这间房子我们该支付多少钱定金呢？,1.0,1.0
150,u359096,研究了低糖芸豆蜜饯生产工艺。,1.0,1.0
151,u225822,我很吃惊广告宣传人士不能让信息畅通起来。,1.0,1.0
152,u39547,十个月以来，我们讨论了关于到美国留学各方面的信息。,1.0,1.0
153,u96615,如果说整形手术让他变得惨不忍睹，那么接踵而来的恋童案则让他成了众矢之的。当时的他完全被法律和财务纠纷击溃了。于是，他在2005年恋童案结束后毅然选择了隐居。,2,2.0
154,u178788,正是由于这两个原因，致使一对美好的生命就这样的失去在历史的硝烟中，给人们以无限的深思和惆怅，因而说它的确是命运的悲剧!,4.0,4.0
155,u330764,这时，已经来了四个人，三个坐在床上，一个站在门框边，四个全光着胳膊，呆着不动，脸上抹了黑。,1.0,1.0
156,u96293,我不知道她们是怎么看待这件事情，怎么对公众说的，但是我知道事实。,2.0,2.0
157,u153302,每副楹联之前有统一编号，作者和标题。,1.0,1.0
158,u128353,在卧室这个空间里，颜色、材质、线条均统一在优雅简约的设计主题里，整体环境温柔甜美，灯具的选择围绕设计主题，布满了时尚生活的节奏感，体现调和的美感，家具配饰的精心选择更体现了设计师的细致专心，大量白色的运用大胆而富有灵气，简约而暖和的居家氛围浓郁，灵活的小家具简洁实用且富有灵气，错落变化，明快而跳跃，整个空间宁谧而洋溢着愉悦感。,1.0,1.0
159,u427782,基于当前得出的结果，看起来对于iPhone 5C所采用的鲜艳色彩来说，人们的偏好依次是宝石蓝、青柠绿、香蕉黄和西瓜红。,1.0,1.0
160,u110118,《纽约时报》报道称，它们都是时下的银幕风向标，“摒弃了上世纪迪士尼将惊悚民间故事改编成温馨的卡通音乐剧的创作手法”。,3.0,3.0
161,u414095,米兰达对记者说，“我认为在此情况不能实施报复性措施。不会下禁令。欧洲航空公司将继续正常运营。”,2.0,2.0
162,u194651,联合国统计数据显示在2100年人口将达到100亿，前提是世界出生率在那时收敛到“更替水平”——人类只抚育和他们数量相当的后代。,1.0,1.0
163,u12335,美国制药巨头默克公司同意支付近十亿美元，赔偿一起有关镇痛药Vioxx不当营销的指控。,1.0,1.0
164,u116344,当王弘毅和组员们制作“十六旋翼无人机”时，他们一起住在实验室里。,1.0,1.0
165,u382397,餐饮业的规模巨大：光是美国的年度营业额就高达6300亿美元。,1.0,1.0
166,u116290,除了需要具备技能和耐心以外，应届毕业生们还会遭遇很多不同状况。,1.0,1.0
167,u177859,"结果:约60%的研究对象对政府部门是否应该向未婚年轻成人提供避孕服务持肯定态度,约36%的研究对象对此持否定态度,有的省市持否定态度的比例超过了50%。",1.0,1.0
168,u187176,这就是寻找一片纯净天然的奇境，在那里自由的生活。）,1.0,1.0
169,u424935,中国石化集团目前在西部非洲控制着500多万吨的石油。,1.0,1.0
170,u370443,我们在物色可靠而又勤奋的人。,1.0,1.0
171,u268652,没有水并且在太阳底下，我很快就会死去。,1.0,1.0
172,u403078,西麦克国际展览公司项目经理助理王琦称，“巴西是打开南美洲市场的关键。”,1.0,1.0
173,u3247,明尼苏达州大学在罗切斯特市的新校区已经将教学定义为“第一工作”。,1.0,1.0
174,u246530,格林先生总是盛气凌人的样子。其实，他是个饭桶。,3.0,3.0
175,u60215,我的团队的一位成员对一个行业新手当老板感到不满，正等着在我背后捅刀子。,1.0,1.0
176,u207072,我们再次受到了隆重热烈的接待和无限盛情的款待，我再次非常愉快地向我们的东道主表达深深的谢意。,1.0,1.0
177,u148403,在酒会上，蔡大使对一向关心祖国建设的海外父老兄弟发表了热情洋溢的讲话。,1.0,1.0
178,u287468,韩国政府表示，愿意向贫困的北韩运送数万吨紧急粮食援助。这项援助履行了上一届韩国政府与北韩的协议，但可能不会化解平壤与现任总统李明博之间的僵局。,2.0,2.0
179,u117347,但是在表面之下，这位CIA官员会对目标人选的抱负、恐惧和欲望进行持续的、而且经常是铁面无情的评估。,2.0,2.0
180,u417979,马托拉石油码头的年吞吐量为100万吨，扩建设施之后有望提高到每年500万吨。,1.0,1.0
181,u72192,关于梦游症所能肯定的两点就是梦游是情绪紊乱的一种症状，要治好梦游症的唯一的办法就是找到导致焦虑和担忧的病因。,1.0,1.0
182,u214556,耶和华对摩西说：“你上山到我这里来，住在这里，我要将石版并我所写的律法和诫命赐给你，使你可以教训百姓。”,1.0,1.0
183,u274222,在特殊的酸催化中，不离解的酸不起作用。,1.0,1.0
184,u390744,你关关于解决索赔的建议令人满意，我们接受了。,1.0,1.0
185,u334184,你把它送回产生它的冥王寝宫了吗？,5.0,5.0
186,u250265,新的一层喷漆将使这台旧自行车焕然一新。,1.0,1.0
187,u337078,在仪式中，每个瑞典小镇和学校选出一名长发女孩，戴上圣露西娅的蜡烛花冠。,2.0,2.0
188,u412058,德莫赖斯说，“我们认为不公平的是，由于这些选择，有人称我们不透明、腐败等等”。,3.0,3.0
189,u257906,有些人为了要驳倒对方; 不惜用任何不合逻辑的辩论。,1.0,1.0
190,u387957,"我喜欢这种淡淡的感觉 我喜欢看树枝上那淡淡的嫩绿,它是春天的使者,它是一天清晨的开始……",3.0,3.0
191,u7975,我没有吱吱的声音，因此我很难模仿。,1.0,1.0
192,u387828,提高母语水平——我知道乍听之下这似乎说不通，但是且听我慢慢道来。,2.0,2.0
193,u277342,上世纪80年代末面世的英菲尼迪如今已经有了自己的拥趸，然而它的品牌实力与宝马（BMW）、雷克萨斯（Lexus）和其他高档车型依然存在较大差距。,1.0,1.0
194,u409973,另一方面，该组织“鼓励”莫政府制定矿业和石油业的“财政”法。,2.0,2.0
195,u67136,总统先生的这种说法其实也过时了，因为欧洲、美国和其他国家的养鸡者几十年前就不用激素喂鸡了,1.0,1.0
196,u17613,也就是说可以用红色的图像来代表产品A，蓝色代表产品B；然后又可以用饼形图来对比买产品A的人和产品B的人的多少。在图形或是图表中，图中的每个部分都代表着不同的内容。,1.0,1.0
197,u270614,本片的中心思想十分明确：纵然满足了一个人的野心却失去了人生意义，这又有什麽得著呢？,1.0,1.0
198,u169237,报章中连篇累牍的宣传，使费尔汀·罗斯公司大喜过望，这一切使这药品和西莉亚本人都稳稳地踏上了成功之路。,1.0,1.0
199,u439251,去年年底，饮料制造商可口可乐公司（Coca-Cola Co.）推出了一款“珍藏版”健怡可乐罐，上面印有这位格莱美奖(Grammy)得主的签名和她的一句话：“与众不同的人都是幸运儿，永远也不要轻言改变。”斯威夫特在消费者中拥有非常高的知名度（82%），她的Q分值为20。,1.0,1.0
200,u113741,上周五，来自北京的企业顾问张澎利用奇虎360浏览器买到一张到济南的火车票。,1.0,1.0
201,u379942,那位网球选手将球用力打出球场去了。,1.0,1.0
202,u167995,"结果表明,刈割后的再生形态指标中,被其他研究者用来测定秋眠性的秋季再生长高度与抗寒性的相关性不高,相关系数仅为-0.389。而早期生长量、秋季植株形态指数与抗寒性间均表现出了显著相关性(R=-0.828,R=0.838,P",1.0,1.0
203,u245957,现在，财源滚滚而来，他生活得自在逍遥。,1.0,1.0
