,message_id,informativeness,constructive_feedback,author_revelation,comprehensibility,detail_level,explicitness,context_dependence,persuasiveness,logical_reasoning,anecdotal_reasoning,right_wrong,tradition,supportiveness,empathy,status_suggestion,status_appropriateness,personal_choice,group_harmony,shared_responsibility,self-reliance,group_wellbeing,self_growth,self_responsibility,ext_responsibility,other_reliance,accomplish_tasks,implied_meaning,creative_text,repetitive,point_faults,tactful,critique,challenge,conflict,build_connection,orientation,vividness,expressfulness,vagueness,matter_of_factness,abstractness,figurativeness,concreteness,formality,conciseness,verbosity,emotionality,impersonality,politeness,directness,bluntness,cultural-relatedness,exposition,narrative,narrative_mode,expository_mode,storytelling,indirect,suspensefulness,prosociality,clarity,engagement,showing,context-first,setting-first,chronological,transition_level,causal_level
21,u71494,3,1,2,7,2,5,5,1,1,3,1,1,3,2,3,4,1,1,3,1,2,3,1,5,5,3,2,1,1,7,4,1,1,1,2,['past'],2,2,4,5,2,1,5,4,6,1,3,5,4,6,2,1,3,3,3,3,2,2,1,4,6,2,2,2,1,2,2,2
22,u200872,2,1,4,6,1,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,6,6,1,6,1,5,1,1,1,['present'],5,5,2,2,4,6,2,2,6,1,4,5,1,4,3,2,1,1,1,1,1,6,1,1,6,4,5,1,1,1,1,1
23,u404827,6,1,1,7,6,7,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,4,1,1,1,1,['present'],2,2,2,7,2,1,7,6,7,1,1,7,4,7,2,1,6,1,1,7,1,1,1,1,7,2,1,2,1,1,1,1
24,u403043,5,1,1,6,5,7,2,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,5,4,2,1,1,1,7,4,1,1,1,1,"['present', 'past']",1,1,2,7,1,1,7,6,6,1,1,7,4,6,2,1,6,1,1,6,1,1,1,3,6,2,1,1,1,1,1,1
25,u417979,6,1,1,7,5,6,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,1,1,6,4,1,1,1,1,"['present', 'future']",1,2,2,7,1,1,7,5,7,1,1,7,4,7,5,1,6,1,1,6,1,1,1,1,7,2,1,1,1,1,1,4
26,u271209,4,1,2,7,2,5,4,2,1,1,1,1,1,1,1,4,1,2,3,1,1,3,1,1,1,4,2,1,1,7,4,1,1,1,1,['future'],1,2,2,6,2,1,6,5,6,1,1,5,5,7,1,2,3,1,1,4,1,1,1,2,7,3,1,1,1,3,2,1
27,u205875,3,1,6,7,5,5,2,1,1,6,1,1,1,1,1,1,4,1,1,2,1,1,2,1,1,2,6,2,1,6,5,2,1,1,5,['past'],4,4,2,5,2,1,6,5,5,3,4,2,6,5,2,2,2,5,5,2,5,4,1,1,7,5,6,4,4,4,4,2
28,u283562,3,1,1,7,3,6,2,1,1,1,1,6,1,1,1,1,1,4,2,1,2,1,1,1,1,1,3,3,1,7,6,1,1,1,1,['present'],5,5,2,5,2,2,6,5,6,2,4,5,6,6,2,6,4,2,2,4,1,2,1,4,7,4,5,4,5,3,2,3
29,u33009,4,1,2,6,2,5,5,2,1,1,1,1,2,1,3,4,1,1,1,1,1,1,1,3,1,1,2,1,1,5,5,2,1,4,1,"['past', 'present']",1,1,4,5,2,1,4,6,6,2,1,6,5,5,2,1,3,1,1,4,1,2,1,2,6,2,1,3,4,1,1,6
30,u247395,6,1,1,7,2,6,4,1,2,1,4,1,1,1,1,1,2,1,1,1,1,1,4,3,1,1,2,1,1,1,4,1,1,1,1,"['present', 'future']",1,1,2,7,1,1,7,6,7,1,1,7,4,7,6,1,4,1,1,5,1,1,1,1,7,2,1,1,1,1,1,5
31,u91905,4,1,1,6,3,5,4,1,1,4,1,1,5,5,4,5,4,5,3,1,3,1,1,1,2,1,4,1,1,7,6,1,1,6,3,['past'],4,3,2,5,2,1,5,5,6,2,4,5,5,5,2,4,4,4,4,4,4,2,1,6,6,4,4,4,5,6,5,6
32,u334536,5,4,4,7,3,6,3,5,4,1,2,1,2,2,4,3,5,2,2,2,2,2,4,5,1,1,2,1,1,1,2,1,4,1,1,"['present', 'future']",2,3,2,6,2,1,6,3,6,1,3,2,2,7,6,1,3,1,1,4,1,1,1,4,7,3,1,1,1,1,1,4
33,u139773,5,1,1,7,5,7,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,1,1,1,1,['present'],1,1,2,7,1,1,7,6,7,1,1,7,4,7,2,1,5,1,1,7,1,1,1,1,7,2,2,1,1,1,1,1
34,u235228,5,1,1,7,2,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,2,1,1,5,4,1,1,1,1,['past'],2,2,5,6,2,1,5,4,6,2,2,6,5,6,5,1,4,2,2,5,1,1,1,1,6,2,2,2,3,4,3,5
35,u270991,2,1,2,7,1,6,6,1,2,1,1,1,2,2,3,1,1,4,3,1,4,1,3,1,3,1,3,1,1,4,5,4,1,3,1,['present'],1,2,5,3,2,1,5,3,6,1,2,4,5,6,3,1,1,1,1,1,1,2,1,4,6,2,1,4,4,1,1,1
36,u396961,4,1,1,7,4,6,2,1,1,4,1,1,1,1,1,1,1,1,1,1,3,1,2,3,1,1,1,1,1,6,5,1,1,6,2,['past'],5,4,2,6,2,1,6,4,6,2,3,6,5,6,5,1,5,4,4,4,3,1,2,2,7,3,5,1,2,4,2,4
37,u254491,2,1,6,6,2,5,4,1,2,5,1,1,1,1,3,2,3,1,1,2,1,1,4,5,1,1,3,1,1,6,4,4,2,4,3,"['present', 'future']",2,4,3,4,4,1,4,2,6,2,5,2,4,5,2,3,2,2,2,2,1,2,1,1,6,4,2,5,1,1,3,4
38,u114586,6,1,1,7,6,7,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,6,4,1,1,1,1,"['past', 'present']",1,1,2,7,2,1,6,6,6,2,1,7,4,6,2,3,6,1,1,6,1,2,1,1,7,2,4,4,5,5,4,1
39,u152401,4,1,3,5,2,5,6,1,1,1,2,1,1,2,6,2,3,1,1,1,1,1,1,2,1,3,4,1,1,1,2,1,1,1,1,"['present', 'future']",3,3,5,5,2,1,5,2,6,1,3,4,2,6,6,1,2,2,2,2,1,2,3,1,5,4,2,2,1,2,1,1
40,u11936,5,1,1,6,2,5,6,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,6,4,3,1,1,1,"['past', 'present']",1,2,5,5,2,1,5,4,6,1,1,6,4,5,2,1,2,1,1,3,1,4,1,1,6,2,2,5,3,3,2,3
41,u9689,3,1,2,7,2,6,2,4,1,1,1,1,3,1,1,1,1,2,1,1,2,4,3,1,1,1,2,1,1,2,5,1,1,1,1,['present'],2,2,4,5,5,1,2,6,6,2,2,6,6,6,2,3,4,1,1,5,1,2,1,5,7,3,1,1,1,1,1,2
42,u170802,6,1,1,7,4,6,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,3,1,1,1,1,['present'],1,1,1,7,4,1,6,7,6,1,1,7,5,7,4,1,7,1,1,7,1,1,1,2,7,2,1,1,1,1,1,1
43,u298363,4,1,1,6,2,3,5,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,4,1,1,6,4,1,1,1,1,['present'],2,2,5,5,4,1,3,6,6,2,1,6,5,6,3,1,5,1,1,6,1,1,1,1,6,2,1,2,1,1,4,5
44,u131502,5,1,1,6,4,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,1,1,1,1,['present'],2,2,2,6,2,1,6,5,6,1,1,6,3,6,2,1,6,1,1,6,1,1,1,1,6,2,3,1,1,1,1,1
45,u260469,2,1,4,7,2,6,4,4,1,1,6,2,1,1,3,2,1,1,1,1,1,1,4,1,1,3,2,1,1,2,2,1,1,1,1,['present'],1,2,4,6,2,1,6,4,6,2,2,6,3,6,6,3,2,1,1,2,1,1,1,1,7,2,1,1,1,1,1,1
46,u304423,3,1,2,7,2,5,1,3,2,1,1,1,4,4,1,1,4,2,1,1,3,1,1,1,1,1,2,1,1,6,6,1,1,2,1,['present'],3,4,4,4,4,1,5,3,6,2,4,4,6,6,2,2,4,1,1,5,1,2,1,3,7,4,2,2,4,1,2,5
47,u441256,6,1,6,7,5,6,2,1,4,4,1,1,1,2,4,3,1,1,1,1,1,1,1,1,1,3,2,1,1,2,3,2,1,2,3,"['past', 'present']",1,2,2,6,2,1,6,5,6,2,2,3,5,6,4,1,5,4,4,5,3,2,1,3,7,4,2,4,4,4,5,5
48,u134413,6,1,3,6,4,6,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,6,2,1,1,7,4,1,1,1,1,['past'],2,2,2,6,2,1,6,5,6,1,1,6,5,6,5,1,5,1,1,6,1,2,1,1,6,2,2,2,4,2,2,3
49,u239789,4,1,1,7,4,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,1,1,1,1,['present'],3,2,2,6,2,1,6,5,6,1,1,6,4,6,2,1,5,1,1,6,1,1,1,1,7,2,2,4,5,1,2,1
50,u23620,4,1,1,6,2,4,3,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,4,3,4,2,1,1,2,4,1,1,1,1,"['present', 'future']",1,1,2,6,2,1,5,5,6,1,1,6,4,5,3,2,4,1,1,5,1,2,1,3,6,2,1,2,1,1,1,2
51,u358925,4,1,2,7,2,7,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,past,6,4,1,6,1,1,7,4,7,1,3,6,1,7,7,1,2,3,3,2,2,1,1,1,6,3,5,1,1,2,1,1
52,u153939,6,1,1,7,6,6,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,4,5,1,1,1,['present'],1,1,2,7,2,1,7,6,7,1,1,7,5,7,5,1,6,1,1,7,1,1,1,1,7,2,2,5,5,1,2,2
53,u112550,3,1,4,7,4,5,2,2,1,3,1,1,2,1,1,1,3,1,1,1,3,1,1,1,1,1,2,2,1,6,6,1,1,6,3,['present'],5,5,2,4,2,1,6,3,6,2,4,2,5,5,2,2,3,3,2,3,2,2,1,3,7,4,4,5,5,1,1,3
54,u439251,6,1,1,7,6,6,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,2,1,1,6,5,1,2,2,1,"['past', 'present']",2,2,2,6,2,1,6,5,6,2,2,6,5,6,2,4,5,1,1,6,1,2,1,1,6,3,2,4,4,4,3,1
55,u172286,2,1,1,6,4,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,1,2,2,4,1,1,1,['past'],5,5,4,2,4,4,3,4,6,2,5,2,3,5,4,1,2,6,6,1,5,4,2,1,6,5,6,4,1,1,2,3
56,u69503,5,1,1,6,4,5,2,2,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,6,4,1,1,1,1,['past'],2,2,2,6,2,1,6,5,6,2,2,6,4,6,2,3,5,2,2,5,1,2,1,2,6,2,5,5,4,2,2,4
57,u171478,5,1,1,6,3,5,5,4,2,2,1,1,3,1,1,1,4,1,1,4,1,4,4,1,1,3,2,1,1,6,5,1,1,2,1,['past'],2,4,5,5,4,1,3,4,6,2,3,6,5,6,3,1,5,2,2,6,1,2,1,3,6,3,2,5,5,4,4,5
58,u318824,6,1,2,7,3,6,4,2,1,1,3,1,1,1,3,4,1,1,4,1,2,1,1,5,5,4,2,1,1,2,4,5,4,1,1,['past'],2,2,3,6,2,1,5,6,6,1,2,6,4,5,2,2,5,1,1,6,1,2,1,4,6,2,2,2,2,1,1,1
59,u252594,4,1,1,4,4,5,5,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,2,1,1,2,3,1,1,1,1,['past'],4,4,4,5,2,1,5,4,6,2,3,5,4,5,4,1,5,5,5,4,4,2,2,1,4,3,4,2,1,4,3,6
60,u39153,1,1,3,7,1,6,3,1,1,1,1,1,2,1,1,1,5,1,1,5,1,5,5,1,1,4,1,1,1,6,6,1,1,6,1,"['present', 'future']",1,1,4,4,4,1,3,5,7,1,1,5,6,6,2,1,1,1,1,2,1,1,1,2,7,4,1,1,1,1,1,1
61,u293541,4,2,2,6,5,5,5,4,2,1,4,1,2,1,3,4,1,1,2,1,4,1,2,6,4,4,3,1,1,2,4,4,4,2,1,"['past', 'present']",1,2,4,6,2,1,5,5,6,2,2,6,5,5,4,2,5,1,1,6,1,2,1,2,6,3,2,4,3,4,4,4
62,u403458,5,4,1,6,4,5,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,4,1,1,1,1,"['present', 'future']",1,1,3,6,2,1,5,6,6,1,1,6,5,6,5,1,4,1,1,4,1,1,1,1,6,2,2,1,1,1,1,3
63,u214556,4,1,1,6,3,6,4,3,1,1,4,7,2,1,7,7,1,4,3,1,4,1,4,4,3,5,1,1,1,6,5,1,1,2,1,"['past', 'future']",2,2,2,6,2,1,5,6,6,1,2,5,4,6,5,6,2,6,6,2,5,1,1,4,6,4,2,2,2,1,2,4
64,u397738,5,1,2,6,4,5,6,5,5,1,3,1,1,1,1,1,2,1,5,1,1,1,2,6,2,1,5,1,1,5,5,5,4,5,1,"['past', 'present']",2,3,4,5,4,1,4,5,5,2,2,6,5,5,3,4,6,2,2,6,1,5,1,2,6,4,2,5,5,5,4,6
65,u180362,4,1,2,6,4,4,4,2,3,2,1,1,2,3,1,1,2,1,1,4,1,4,3,6,1,1,2,3,1,2,3,2,1,1,1,"['past', 'present']",4,4,2,4,3,1,4,5,6,2,4,5,4,5,3,3,4,3,3,4,2,2,1,1,5,4,2,4,4,3,3,6
66,u143892,3,4,4,6,3,5,6,3,4,1,1,1,5,4,1,1,4,4,4,2,4,1,2,2,1,2,2,1,1,3,5,4,2,4,1,"['present', 'future']",2,3,5,4,2,2,4,3,5,2,4,2,5,5,2,1,2,1,1,2,1,4,2,4,6,3,2,3,1,1,5,5
67,u23449,2,1,2,6,2,5,6,3,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,4,1,1,1,3,2,2,1,1,"['present', 'future']",1,2,5,5,4,1,4,3,6,1,3,5,4,5,4,4,2,1,1,2,1,3,1,1,5,2,2,5,1,1,1,3
68,u64210,5,1,2,7,2,6,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,3,1,1,1,1,['present'],1,2,2,6,2,1,6,5,7,1,1,6,4,6,5,1,4,1,1,5,1,1,1,2,6,2,2,1,1,1,1,5
69,u173968,2,1,4,6,2,4,6,1,1,1,1,1,2,2,1,1,5,1,1,3,1,1,2,1,1,1,5,2,1,6,5,1,1,4,2,"['present', 'past']",4,4,6,2,3,1,5,3,6,1,6,2,4,5,2,1,1,4,4,1,2,5,1,2,4,4,6,2,1,2,1,1
70,u180702,1,1,2,4,1,2,7,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4,1,1,1,1,"['present', 'past']",4,4,5,2,2,1,5,3,7,1,2,6,4,7,5,6,1,1,1,1,1,1,2,1,4,3,2,1,1,1,1,1
71,u17613,5,5,2,7,4,6,2,3,4,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,4,2,1,1,6,4,1,1,1,1,['present'],2,2,2,6,2,1,6,4,6,2,1,6,4,6,3,1,6,1,1,6,1,1,1,2,7,3,2,1,1,1,2,2
72,u311797,6,1,1,7,4,6,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,7,4,1,1,1,1,['present'],3,3,2,6,2,1,6,5,6,2,1,7,5,6,2,2,6,1,1,6,1,1,1,1,7,3,2,2,4,1,2,1
73,u91109,3,1,2,7,2,5,2,4,4,1,3,1,2,1,1,1,5,1,1,4,1,5,5,1,1,4,2,1,1,3,4,2,3,1,1,['present'],1,2,4,6,5,1,2,4,7,1,2,6,5,6,5,1,4,1,1,5,1,2,1,2,6,3,2,2,1,1,1,2
74,u443582,4,1,6,7,6,6,2,1,1,6,1,1,1,1,6,5,4,1,1,1,1,1,1,5,5,1,4,3,1,6,5,1,1,1,5,['past'],5,4,2,6,2,1,6,4,6,2,3,2,5,6,2,3,4,6,6,3,5,2,1,1,7,4,5,5,6,4,2,1
75,u128067,5,1,1,6,3,5,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,6,3,1,1,1,1,['present'],2,2,3,6,2,1,6,6,6,2,1,6,4,6,4,1,5,1,1,6,1,2,1,1,6,2,2,2,1,1,1,2
76,u246235,2,1,1,6,3,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,6,1,6,4,1,1,1,1,"['past', 'present']",6,6,5,2,5,6,2,4,6,2,4,6,4,4,2,1,2,6,6,2,6,5,5,1,5,5,5,4,2,3,3,4
77,u353513,5,1,1,6,5,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,4,1,1,1,1,present,4,3,2,6,1,1,6,6,6,1,1,7,4,6,3,1,6,1,1,6,1,2,1,1,6,2,4,1,2,1,1,1
78,u435359,6,1,1,7,5,6,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,2,1,1,7,4,1,1,1,1,['present'],2,2,2,6,2,1,6,6,6,2,1,6,4,6,5,1,6,3,3,6,2,1,1,1,7,3,5,1,1,6,6,6
79,u52482,4,1,2,7,2,5,4,2,4,1,1,1,1,1,1,1,1,1,1,1,2,1,3,4,1,4,5,1,1,4,3,1,1,1,1,['present'],2,2,4,6,2,1,5,4,6,1,1,6,4,6,4,2,4,1,1,5,1,2,1,2,6,2,3,4,4,2,2,5
80,u89582,6,1,1,7,6,7,5,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,2,1,1,2,4,1,1,1,1,"['past', 'present']",2,2,3,6,2,1,6,6,6,2,2,6,4,6,5,3,5,2,2,6,1,2,1,1,7,4,2,2,1,3,2,5
81,u38003,2,1,2,6,2,2,6,2,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,5,1,1,6,5,2,1,3,1,"['past', 'present']",1,2,6,5,5,1,2,4,6,1,1,5,5,5,2,4,2,1,1,3,1,4,4,3,5,3,2,4,4,1,2,1
82,u194740,5,1,1,6,4,5,2,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,6,4,1,1,1,1,['past'],4,4,2,5,2,4,5,5,6,2,2,6,4,6,4,1,5,2,2,6,2,2,2,1,6,4,4,5,5,4,2,1
83,u299509,5,1,1,7,5,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,1,['present'],2,2,3,6,1,1,6,3,7,1,1,6,3,7,4,1,5,1,1,6,1,1,1,2,7,2,5,4,3,6,5,1
84,u374980,5,1,1,5,2,4,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,2,1,1,1,1,['past'],1,2,4,6,5,1,3,6,7,1,1,6,3,6,3,1,4,1,1,5,1,2,1,1,5,2,2,1,1,1,1,4
85,u165042,2,1,5,6,2,4,4,2,3,3,5,5,1,2,4,4,3,2,1,1,1,1,1,5,5,1,5,5,1,1,4,3,5,2,4,"['past', 'present']",4,5,4,2,5,3,3,6,6,1,6,1,6,6,4,6,2,3,3,2,2,2,3,3,6,5,4,4,3,3,2,5
86,u191916,5,2,2,6,3,5,4,2,3,1,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,3,2,1,1,6,4,1,1,4,1,['present'],2,2,2,6,2,1,6,5,6,2,1,6,4,6,4,1,5,1,1,6,1,2,1,2,6,3,2,2,1,1,4,5
87,u332145,3,2,4,7,1,6,5,3,1,1,1,1,5,4,3,4,5,3,2,1,2,1,2,2,2,2,2,1,1,6,6,1,1,4,1,"['present', 'future']",1,3,4,5,2,1,6,3,7,1,3,2,6,6,2,2,1,1,1,1,1,2,1,4,7,3,1,1,1,1,1,1
88,u350874,3,1,1,7,3,6,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,7,4,1,1,1,1,past,4,4,2,6,2,1,6,4,6,2,2,6,4,6,3,1,2,6,6,1,6,2,3,2,7,4,5,4,3,6,5,4
89,u114872,3,1,4,6,4,6,4,3,2,1,5,1,1,1,2,2,2,2,1,1,4,1,1,5,1,1,3,2,1,1,1,1,3,1,1,['present'],6,6,2,3,2,1,6,2,6,2,6,5,1,6,6,1,3,1,1,3,1,2,1,4,6,4,2,1,1,1,1,1
