,utterance_id,utterance,labeled_utterance,avg_labeled_utterance
31,u435428,"Warren Buffett arrived at his savvy investment philosophy when he was very young, but his know-how was nearly worthless because he personally lacked enough capital to make large market moves. Buffett didn't get rich until he overcame his shyness, recruited members for his investment partnerships, and led those partners in squeezing stock performance out of corporate managers. Case in point: No one gets rich alone.",2.0,2.0
32,u72012,Perhaps one useful hint about the original function of sleep is to be found in the fact that dolphins and whales andaquaticmammals in general seem to sleep very little.,1.0,1.0
33,u429696,Independence or a relationship? She believes there is no way to reach a compromise between both and therefore leans to the former.,1.0,1.0
34,u204927,The booking clerk is sent on a course to familiarize themselves with the new computer system.,1.0,1.0
35,u312683,"Does he not say that armed prophets always win, the unarmed prophets lose? Did he not say that he wrote to reveal the effectual truth of things and? not just what people have imagined the case to be?",4.0,4.0
36,u164797,"Chapter 14 sets forth a new theory of history, a theory of decadence and renaissance.",2.0,2.0
37,u231843,"What would I like to change? In all of those areas you identified, what would you like to be different?",2.0,2.0
38,u382713,A North Korean news announcer called the launch a glorious success.,4.0,4.0
39,u151781,"That opposition attracted no support from other countries, who prefer to bog Russia down in detailed scrutiny of its compliance with OECD rules on corruption, protectionism, statistics and money-laundering.",3.0,3.0
40,u394459,"I hope to help you along your path by sharing some of the best of what I've learned. As with any advice, take it with a grain of salt. What works for me might not work for you.",1.0,1.0
41,u91227,Some people find it helpful to remind themselves that even the worst day will pass and that things will get better.,1.0,1.0
42,u237799,He did however tell Bulganin about his adventure and they both had a good laugh over it.,1.0,1.0
43,u280058,"He also downplayed the notion, advanced by the EU, that the United States and European Union would send a joint mediation team to Kenya.",2.0,2.0
44,u180702,a monster; a goblin; a demon; a bogle; a bugaboo; a spectre; an evil spirit,1.0,1.0
45,u298113,"Performance aside, one of the more unique features of the 12C is the rear wing, which flips up under heavy braking to act as an air brake.",2.0,2.0
46,u368023,Kite - making and flying are old traditions in China.,1.0,1.0
47,u91712,"It is hard to believe that just two years ago Arin was a girl called Emerald, and Katie was a boy called Luke.",3.0,3.0
48,u398483,"""Remember, Eliza, that he does not know Jane's disposition as you do.""",2.0,2.0
49,u213646,"That means I don’t attempt to clear up my list every day – I just do whatever I’m inspired to do at the moment, and then work in that flow zone.",2.0,2.0
50,u211532,The upper and lower halves of the village then struggle against each other – by any means necessary – to carry the ball some 225 yards back to their respective riverbanks.,1.0,1.0
51,u151456,Jennifer: No of course not. But I'm taking a correspondence course in hospitality management.,2.0,2.0
52,u266534,"According to this feature, many researchers divide the teacher talk into'instructional language'and'natural language '.",2.0,2.0
53,u440260,"You can call this the axis tour as all sites designed for this day are located along the invisible line that runs vertically through the center of Beijing. If possible, do this on a weekend and mingle with other tourists. It's a small price to pay for the experience of being among Chinese, many of whom are not tourists.",2.0,2.0
54,u398828,"Good morning, everyone. President Hu, members of the Chinese delegation, on behalf of Michelle and myself, welcome to the White House. And on behalf of the American people, welcome to the United States.",2.0,2.0
55,u17030,The idea is that it is the last chance for a man to have fun before he gets married.,2.0,2.0
56,u342946,Fourth Order Ignorance (4OI): Meta ignorance. I have 4OI when I do not know about the Five Orders of Ignorance.,1.0,1.0
57,u20121,Paul Levinson is Professor of Communication and Media Studies at Fordham University in New York.,1.0,1.0
58,u32292,"A few seconds into the footage, a bright, yellowy orange point of flame appears on the fuselage, and then, almost immediately, blossoms into a huge ball of light.",1.0,1.0
59,u254057,"The greatest moment of the race is not the touching of the wall, or when one swimmer begins to pull ahead of the pack.",1.0,1.0
60,u290564,"""I'm going to ask for more troops,"" said General Schloesser. ""I think it's pretty commonly known that I already have. And I'm optimistic that we'll potentially see them in the coming months.""",2.0,2.0
61,u76117,"For instance, when one hairdresser friend offered to cut her hair, the skin on her face, chest and arms broke into hives.",1.0,1.0
62,u70905,"Well, I'm not going to tell you to “discover your true passion” or “follow your dreams""——because I'm pretty sure that won't be very helpful.",1.0,1.0
63,u269355,"Dell can wait up to a month before paying its suppliers, so the company earns interest on customer payments in the meantime.",1.0,1.0
64,u222245,"The determining factor my lie in the heart of a little girl, murdered at 8 she has arisen to avenge those that have wronged her, but will find that the truth is not always as it seems.",2.0,2.0
65,u153939,The coating oxidation resistance remarkably improved with α-Al 2O 3 scales that formed and covered on the coating at 900℃ and both α-Al 2O 3 and Cr 2O 3 scales on the coating at 1050℃. The effectiveness of NiCoCrAlY coating was not distinctive at 1100℃ due to NiAl 2O 4 and NiO growing on the surface of coating.,1.0,1.0
66,u413957,"Luanda, Angola, 4 July–Angola's Gross Domestic Product(GDP) may reach US$95 billion by 2010, making the country the second-largest sub-Saharan African economy, according to a study published Tuesday in Luanda by Angola's Catholic University.",1.0,1.0
67,u22058,Christmas trees helped many communities near the ocean following tropical Storm Sandy on the eastern coast of the United States.,1.0,1.0
68,u157855,It is actually the possession and retreat of a thundering absolute crocodile.,5.0,5.0
69,u61377,"She got involved in quality improvement partly because of her work as a pediatrician, she says, which made her feel'very passionate about child vaccination.'",2.0,2.0
70,u346913,"Fees: 14,000 RMB including Tuition Fee, School Lunch, Outing Fees etc.",1.0,1.0
71,u180362,"Her childhood of disturbance brought about her willful,stubborn and revolting disposition and her life of twists tempered her inflexible,subtle and independent personality.",2.0,2.0
72,u145958,Studies on the potential curves of some excited states of nitrogen molecule N_2 using energy consistent method,1.0,1.0
73,u263444,This might be the first step in a move towards a more service oriented architecture or perhaps the integration of a batch system acquired by acquisition into a more transactional environment.,2.0,2.0
74,u192772,Graduation is this cold stamping die design issues for the next Cover incision bending dies Die processes by bevelled punching and bending components.,5.0,5.0
75,u437893,"In the Olympic Games in Beijing in 2008, China won 51 gold medals and became world leader in the medal table for the first time. With the games in London now beginning, the BBC's Yuwen Wu looks at the current medal hopes of China-and what winning gold means to the country.",1.0,1.0
76,u402902,"Todd also said there were plans to build a distillery in Marromeu, to supply the European Union market.",1.0,1.0
77,u59269,Maybe shifting the structure of incentives towards “buying and holding” might be better.,2.0,2.0
78,u139111,"The accurate description of the dynamics characteristic of a tire is a foundation to study dynamics of automobile, but it is comparatively difficult to solve the non-linear problem by traditional mathematics method. Therefore people begin to study and employ neural network theory to respects such as the modeling of the automobile dynamics characteristic and automation control, etc.",1.0,1.0
79,u383091,"Mohammed Hassan, a 53-year-old tailor ,says he thinks it's just propaganda. ""You know the propaganda of the United States and the Iraqi government. Maybe it's a kind of propaganda as a reason to attack the people in Samarra and other cities,"" Mr. Hassan said.",4.0,4.0
80,u267540,"No matter how far science goes in reducing our thoughts, emotions and decisions to deterministic physical processes, I have faith that we can, to a certain extent, choose our paths in life.",2.0,2.0
81,u401985,"The minister also said the tourism projects were located in the provinces of Niassa, Cabo delgado and Nampula.",1.0,1.0
82,u33198,The British government’s aid arm the Department for International Development has earmarked 2.5 million dollars to tackle the cholera epidemic in Sierra Leone which has already taken over 200 lives.,1.0,1.0
83,u27771,"It has lost competitiveness. And its economy is stagnant: between 2001 and 2012 GDP shrank, a worse performance than any other rich country.",2.0,2.0
84,u96585,Up to now 156 people have been confirmed dead and more than 800 were injured in the riot.,1.0,1.0
85,u117685,On the other side of the debate stand coal companies that employ millions of miners across China – and are warning that it will not be long before they are unable to pay their salaries.,2.0,2.0
86,u356536,Tributes and condolences were sent from all over the world.,1.0,1.0
87,u209520,"""I came near forgetting,"" said he. ""You are to have a brazier of charcoal ready .""",1.0,1.0
88,u436151,"The newly-minted CEO of advertising giant Hill Holliday paid her dues early on, starting as a receptionist. Her first week on the job, she was reminded by the other, more senior, receptionists that she was indeed the lowest of the low. Even lower than the guy in the mail room.",1.0,1.0
89,u118612,"With the income, Hu has managed to cover the company’s daily expenses and pay salaries to his seven employees.",1.0,1.0
90,u124068,"A lot of subduction zone earthquakes are 200 miles deep, and there's a lot of padding between the shaking part and the earth surface where we live.",1.0,1.0
91,u39070,"Carson Maxted is with the publication Resource Recycling, a magazine that reports on the plastic recycling industry.",1.0,1.0
92,u88108,"After Zanthe ""resurrected"" he was taken to a local hospital, where he remained on life support for two days before eventually being released.",1.0,1.0
93,u283033,"Also, Iraq this year passed several long-delayed laws seen as important for fostering trust between Iraq's Shiites, Sunnis, and various ethnic groups, as well as the central and local governments.",1.0,1.0
94,u79207,"Music in your ears– If you do not have your separate office， noise, conversations and ringing phones may get on your nerves when you need to concentrate.",1.0,1.0
95,u245501,"But I still have plenty to learn about keeping my life on an even keel, as I realized this month.",1.0,1.0
96,u189202,This paper reviewed the latest achievements of protoplast fusion and gene engineering in producing rice male sterility.,1.0,1.0
97,u253064,"""They're too heavy to have been seen so far,"" Dodelson said, adding that the intense energies LHC - like machines may be enough to get them to ""pop out ""of colliding particles.",4.0,4.0
98,u135767,"The eth-icalizing transformation links with the models, principles and objectives of modern management because of economic scandals, intensifying competition, social pressure, and the malpractice of traditional models of management and modern alternation of management itself.",2.0,2.0
99,u288020,"The declaration was presented to China at the end of June, one day before Pyongyang destroyed the cooling tower at its main Yongbyon nuclear facility.",3.0,3.0
100,u360367,He won high ratings [marks] in all his examinations.,1.0,1.0
101,u70572,"Abubaker Saad, who served as a Gadhafi aide for nine years, said it didn't really matter whether Gadhafi was dead or alive -- as long as he was captured.",2.0,2.0
102,u164290,"and he will teach thee many things, and love thee dearly.",1.0,1.0
103,u423832,"The first steps for reconstruction of the line were taken in 2002 when the government and rail management company CFM decide to move ahead with a self-funded project, whilst the International Development Agency(IDA) later joined the project.",1.0,1.0
104,u224881,The driver put the car in gear and went down the street.,1.0,1.0
105,u438661,"Now, a tiny Silicon Valley startup called Addappt is trying to end all that by making your address book self-updating. The company is offering a free service and contacts app of the same name for the iPhone that matches people in each others' address books, and then automatically updates their information when changes occur.",1.0,1.0
106,u324801,"The Dragon King told Old Chu, ""One of my sons was out fooling around the other day, and was kidnaped by a bandit who was going to murder him!",2.0,2.0
107,u112320,"For some, complaining can be a lifelong habit. “Long-term complaining saps your energy and positive outlook,” said Hou Zhendong, HR manager at General Electric. “If you disagree with your colleagues’ whining, try to tactfully move on to more positive subjects.”",1.0,1.0
108,u327600,They said they would bash me up if I went to the police.,1.0,1.0
109,u406204,"Maputo, Mozambique, 18 July–Portugal plans to provide financing of 5 million euros for the studies to build a dam on the River Pungué, in central Mozambique, the Portuguese Minister for the Environment, Land Planning and Regional Development, Francisco Nunes Correia said Monday.",1.0,1.0
110,u39821,"So if it’s small and far away, how come we can see it from here?",3.0,3.0
111,u194037,"In Italy we don't have automatic though, so when I switched on the car, it made a big noise and went backwards!",3.0,3.0
112,u173927,"I was about desperate to lose that much blunt, and be hanged into the bargain.",4.0,4.0
113,u50497,"Another expression -- ""between the devil and the deep blue sea"" -- also gives you a choice between two equally dangerous things.",1.0,1.0
114,u415999,"According to Abdula, during their stay in Germany, the delegates will take part in business conferences in cities such as Berlin and Stuttgart, as well as contact meetings.",2.0,2.0
115,u91972,Why not aim for anchor events in all three categories?,5.0,5.0
116,u311375,Man was evolved from an ancestor that was probably arboreal.,2.0,2.0
117,u41147,"“The EC,"" he said, ""must ensure that they put in a fair system, the votes are counted, collated properly, the results are declared at the polling station.",1.0,1.0
118,u433902,"Second on the list, also with a median salary of $84, 000 and a projected employment growth rate of 36%: Veterinarians. Vets often prefer animals to humans. The job gives them a chance to interact with their favorite creatures, and in many cases, cure animals of disease. But vets spend much of the day on their feet, sometimes have to work outside in bad weather and must absorb the stress that comes with the illness and death of beloved animals, all of which keeps the job from making the top of the list.",2.0,2.0
119,u114872,"Just think about the noise, the smell and all that reckless behavior ― chewing on whatever they can get their teeth on, or knocking over the trash can and scattering the contents all over the floor.",2.0,2.0
120,u193001,"Each organization had its own BI tools and infrastructure, each was funded with its own budget, and each was driven by its own metrics and priorities.",1.0,1.0
121,u235662,You can then continue to find further matches (n) and optionally repeat the text operation (.) using these keys in much the same way you would use the Find Next and Replace functions in Word.,1.0,1.0
122,u116901,"Though his work can be violent, Miyazaki’s pacifism and opposition to violence go more than surface deep.",3.0,3.0
123,u353513,American plant with cream - colored flowers and tuberous roots resembling kernels of corn.,1.0,1.0
124,u140905,"Methods: CD_4, CD_8 positive T-lymphocytes and SIL-2R levels in peripheral blood of 24 active UC patients were assayed. In 10 of them, SIL-2R levels were compared before and after the medication.",1.0,1.0
125,u6309,The holiday named after him falls on the third Monday in January.,4.0,4.0
126,u389066,"Eat something you like, be it a chocolate cake, or an ice-cream.",1.0,1.0
127,u198812,"We fail many times to receive the blessing He has ready for us, because we do not go forward with Him.",3.0,3.0
128,u52482,Farmers are digging ever deeper to access water supplies and irrigate more of their land.,1.0,1.0
129,u316140,"At Yan’an, where Mao, Deng, Zhou Enlai and other leaders were stationed, she assumed the name Zhuo Lin, joined the Communist Party in 1938 and married Deng in 1939, at a wedding Mao attended.",1.0,1.0
130,u200872,To doff one's hat. Some men's hat is easily blow away as their head.,4.0,4.0
131,u64210,"* Sleep apnea: The more overweight a person is, the greater more severe the sleep apnea will be.",1.0,1.0
132,u134311,It is not well developed owing to the limit of funds and technologies to install the local and county voice mailbox system.,1.0,1.0
133,u409365,"Bloc 14 is operated by Chevron, 31 percent, with remaining shares held by Sonangol, 20 percent, Eni, 20 percent, Total, 20 percent and Galp, 9 percent.",1.0,1.0
134,u409271,"Tang said he expected that bilateral trade would be boosted and that there would be greater exports of Brazilian food products to Macau, as this was a sector,“in which Brazil is competitive.”",1.0,1.0
135,u108779,"Now the 54th annual Grammys is only a few days away, taking place on February 12 in the US.",1.0,1.0
136,u2979,"JAMES KER-LINDSAY: ""Many Serbs, yes, do regard Ratko Mladic as some sort of hero.""",2.0,2.0
137,u445650,"Wang now sees playing weiqi as a hobby. He is the captain of the weiqi team on campus, which has five members. He organizes them to research the latest formations once a week.",1.0,1.0
138,u299529,"A lonely mood is akin to a lingering sadness, but with a particular referent; it's sadness about not having someone in your life where caring and deep understanding is mutually felt.",1.0,1.0
139,u96843,"Whenever he had time, Cai Wei preferred to indulge himself in the library. There were many ancient books which cannot be found elsewhere and cannot be loaned, he therefore sat at the library and copied down the whole book. All of this attributed to Cai Wei's strong enthusiasm for studying ancient Chinese characters.",1.0,1.0
140,u165042,"""You are in the right, O Lord, when I put my cause before you: still let me take up with you the question of your decisions: why does the evil-doer do well? why are the workers of deceit living in comfort?""",3.0,3.0
141,u157609,"Richards (1893-1979) is an important English theorist, literary critic and poet.",1.0,1.0
142,u84238,"1. If you don't take the first step, you'll never do it.",1.0,1.0
143,u375467,Gong Zizhen was a prominent enlightened thinker an encyclopedic scholar of modern China.,1.0,1.0
144,u339179,Fishermen try their luck in ponds&def lakes and rivers.,1.0,1.0
145,u99586,"Some parents came to Taiyuan, the provincial capital city, to seek the truth behind the children's deaths and illnesses.",2.0,2.0
146,u429864,"In Superman's various incarnations over the years, he usually isn't reborn as someone fundamentally different from the character first seen in Action Comics No. 1 ─ except in alternate-universe and 'elseworlds' stories, like the intriguing' Red Son 'comic book miniseries of 2003, which postulated what might have happened had the Kryptonian rocket landed in the Soviet Union rather than the American Midwest. Just the same, Superman's mythology has been continually fine-tuned and rewritten, most recently in the 2009 series' Secret Origins,' and expanded in the two bestselling 'Earth One' graphic novels of 2010 and 2012. One point that seems constantly up for grabs: the number of individuals, both heroes (Supergirl) and villains (General Zod) ─ and even animals (Krypto the Superdog) ─ who actually survived the destruction of Krypton.",2.0,2.0
147,u416905,"Brazil's ministry of energy and mining says the country's biofuel plants have a yearly production capacity of 2.5 billion liters, while demand stands at about 840 million liters per year.",1.0,1.0
148,u65780,"Nike said shirts for the ninenationalteams wearing itsgear, including one of thefavourites Brazil, would be made from polyester recycled from used bottles.",1.0,1.0
149,u393713,How much shall we pay as a deposit for this house?,1.0,1.0
150,u359096,The processing technology for low - sugar preserved kidney bean was studied.,1.0,1.0
151,u225822,I'm surprised that the advertising people can't get the message across.,2.0,2.0
152,u39547,"For ten months, we have talking about coming to study in the United States.",1.0,1.0
153,u96615,"If his plastic surgery made him disturbingly unwatchable, soon, allegations of child abuse would make him reviled by many. He was overwhelmed with legal and financial troubles and went into seclusion after the trial for child molestation ended in 2005.",2.0,2.0
154,u178788,"Is precisely as a result of these two reasons, causes a pair of happy life on such losing in the historical gunsmoke, for people by infinite thinking deeply with disconsolate, thus said it indeed is the destiny tragedy!",5.0,5.0
155,u330764,"There were now four men, three seated on the bed, one standing near the door -post, all four with bare arms and motionless, with faces smeared with black.",1.0,1.0
156,u96293,"I don't know exactly how they view what had happened or what they tell people, but I know the truth.",3.0,3.0
157,u153302,Before each couplet ， there is a serial number， followed by its author and subject.,1.0,1.0
158,u128353,"Be in a bedroom in this space, qualitative, line all unites color, material to design a theme contractedly in grace in, integral environment tenderness is melting, the choice of lamps and lanterns around design theme, was full of the rhythm feeling of fashionable life, reflect harmonic aesthetic perception, the elaborate selection that furniture mixes to act the role of more the meticulous intention that reflected stylist, of a large number of white apply bold and rich spirit to enrage, contracted and the atmosphere occupying the home of warmth is full-bodied, agile small furniture is concise and economic and rich spirit is angry, strewn at random change, lively and bouncing, whole space tranquil and be permeated with cheerful feeling.",2.0,2.0
159,u427782,"Based on the current results, it appears that among the bright colors for the iPhone 5C, the order of preference is cyan, lime, banana and melon.",1.0,1.0
160,u110118,"According to The New York Times, they’re the latest trend “that’s undoing Disney’s 20th century work of transforming horrifying folk stories into genial animated musicals”.",4.0,4.0
161,u414095,"“I think that in this case retaliation cannot be applied. This is not going to happen. The European airlines will continue to operate normally, ”said Miranda speaking to journalists.",3.0,3.0
162,u194651,"UN statistics show that the population will reach 10 billion by 2100, if worldwide fertility converges to ""replacement level"" by that time — if people have only enough children to replace themselves.",1.0,1.0
163,u12335,The American pharmaceuticals giant Merck has agreed to pay nearly $1bn and plead guilty to a criminal charge over the mis-marketing of the painkiller Vioxx.,1.0,1.0
164,u116344,"When Wang and his teammates were building the 16-propellered UAV, they lived together in the laboratory.",1.0,1.0
165,u382397,The restaurant industry is huge: it turns over an annual $630 billion in America alone.,1.0,1.0
166,u116290,"Besides acquiring skill and patience, graduates experience many different situations.",1.0,1.0
167,u177859,"Results: about 60% of subjects approved that the government should provide contraceptive services for unmarried young adults, about 36% of subjects disapprove of it. In two centers, more than half of survey subjects disapproval of it.",1.0,1.0
168,u187176,It is to find a wonderland that keeps a natural savageness and set myself free there.,3.0,3.0
169,u424935,The Sinopec group currently controls more than 5 million tonnes of oil in western Africa.,1.0,1.0
170,u370443,We are looking for someone who is reliable and hard-working.,1.0,1.0
171,u268652,"Without water and under the sun, I will die soon.",1.0,1.0
172,u403078,"“Brazil is the key to opening the South American market, ”said Maggy Wang, marketing assistant of the Director-General of CMEC International Exhibition.",1.0,1.0
173,u3247,The University of Minnesota’s new campus in Rochester has defined teaching as “job one”.,2.0,2.0
174,u246530,"Mr Green is always on his high horse. In fact, he is good for nothing.",2.0,2.0
175,u60215,One member of my team resented the presence of a boss that was new to the industry and was waiting to stab me in the back.,2.0,2.0
176,u207072,It gives me great pleasure to express once again to our host my deep appreciation for the grand reception and boundless and generous hospitality we enjoy here.,2.0,2.0
177,u148403,"At the cocktail party, ambassador Cai gave a warm speech to elders and brothers abroad who have always shown concern in the construction undertaking in the motherland.",2.0,2.0
178,u287468,"South Korea says it is willing to send tens of thousands of tons of immediate food aid to impoverished North Korea. The aid would fulfill a deal made during the previous South Korean administration, but may not ease a stalemate between Pyongyang and the South's current president.",2.0,2.0
179,u117347,"But beneath the surface, there is the CIA officer's constant and often uncharitable assessment of the target's aspirations, fears and desires.",3.0,3.0
180,u417979,"The Matola Fuel Terminal has the capacity to deal with 1 million tons of fuel per year, and it is hoped that after the extension the facility will be able to deal with 5 million tons per year.",1.0,1.0
181,u72192,"What is certain about sleepwalking is that it is a symptom of emotional disturbance, and that the only way to cure it is to remove the worries and anxieties that cause it.",1.0,1.0
182,u214556,"The Lord said to Moses, ""Come up to me on the mountain and stay here, and I will give you the tablets of stone, with the law and commands I have written for their instruction.",2.0,2.0
183,u274222,"In specific acid catalysis, the undissociated acids do not contribute.",2.0,2.0
184,u390744,Your proposal to settle the claim is satisfactory. We'll take it.,1.0,1.0
185,u334184,Did you send it back to the dark recesses of hades that spawned it?,4.0,4.0
186,u250265,A fresh coat of paint will dress up the old bicycle very much.,1.0,1.0
187,u337078,"During the celebration, each Swedish town and school chooses a long-haired girl to wear the candlelit crown of Santa Lucia, patron(13) saint of the blind.",3.0,3.0
188,u412058,"What we think is unfair is that because of these choices we are called non-transparent, corrupt, or whatever, ”de Morais said.",4.0,4.0
189,u257906,There are some people who will use any kind of argument ， no matter how illogical ， so long as they can score off an opponent.,1.0,1.0
190,u387957,"I like the subtle fresh green budding from the branches of the tree--the herald of spring, ushering in the dawn...",2.0,2.0
191,u7975,"Ralph says, “It can really be grating to listen to her.”",2.0,2.0
192,u387828,Improve your English– I know this might not make sense at first but hear me out.,2.0,2.0
193,u277342,"Introduced in the late 1980s, Infiniti has found devotees, though its brand strength sorely lags that of BMW, Lexus, and others.",2.0,2.0
194,u409973,"The organization, on the other hand,“encourages ”the Mozambican authorities to adopt a law on“fiscal regimes ”for the mining and oil sectors.",2.0,2.0
195,u67136,"The dubious potential effects of hormone-infused chicken aside, Morales's warning may be out of date anyway as chicken producers in Europe, the US and many other countries abandoned the use of hormones in poultry several decades ago.",2.0,2.0
196,u17613,"So, you may have a chart that has the color red for product A and the color blue for product B, and if it’s a pie chart, you may show what percentage of people buy product A versus product B. So, each part represents, or stands for something in a graph or chart.",1.0,1.0
197,u270614,Here is a film with its heart in the right place - what does it profit to fulfil all one's worldly ambitions and miss out on life?,2.0,2.0
198,u169237,The continuing publicity which delighted Felding Roth had put both the drug and Celia squarely on the road to success,3.0,3.0
199,u439251,"Late last year the beverage maker introduced a ""collector's edition"" Diet Coke can which features the Grammy winner's signature and one of her quotes: ""If you're lucky enough to be different, don't ever change."" Swift has high awareness among consumers--82%--and a Q Score of 20.",3.0,3.0
200,u113741,"Zhang Peng, a Beijing business consultant, bought a ticket to Jinan, using the Qihoo 360 browser on Friday.",1.0,1.0
201,u379942,The tennis player belted the ball right out of the court.,1.0,1.0
202,u167995,"The results showed among the regrowth traits after fall defoliation, regrowth plants height was not correlative observably with coldhardiness since the correlative coefficient of them was just-0.389. But the phenotype score of fall regrowth after first cutting and early growth were correlative remarkably with coldhardiness (R=-0.828,R=0.838,P",1.0,1.0
203,u245957,Now the money is rolling in and he's living on easy street.,2.0,2.0
204,u438488,"The charts above show the new estimates (left hand panel) compared with those for 2010 (right hand panel). Detailed comparisons are complicated by the fact that many of the plots are for slightly different periods. But the big change is clear: instead of a sharp rise and fall in 2008-10, tracking the world food-price spike, the number of hungry people stayed stable throughout the 2000s. For developing countries, the new hunger estimates are lower after the price spike than they had been before it, falling from 885m in 2004-05 to 852m in 2010-12.",1.0,1.0
205,u376994,If someone throws a question to you: What does Tianjin produce?,1.0,1.0
206,u194445,Have after appendicitis operation bilge abdomen phenomenon what reason is this excuse me?,2.0,2.0
207,u444000,"So far, shoppers are winning the price game about as often as they lose-- with about half of price changes going down, and half going upward, according to Decide. com, which tracks prices of products over time to determine the best time to buy them.",1.0,1.0
208,u223418,"You just need to know that full propagation is more expensive than read-only propagation, but it's also safer and necessary for certain types of updates.",2.0,2.0
209,u194740,"Fiery clouds billow during an August 31 test of Development Motor - 2, the largest and most powerful solid rocket motor ever designed for flight, according to the NASA website.",1.0,1.0
210,u194582,"In the above photo, a Libyan rebel destroys an image of Libyan leader Muammar Gaddafi on a billboard in eastern Libya.",1.0,1.0
211,u271209,"We'll wrap up this series next month, with an in- depth look at writing your own custom components in JSF.",2,2.0
212,u415521,"Da Mata explained that around 60 percent of these tourists traveled for business but took advantage of the trip for leisure purposes, preferring rural tourism to sun and sea.",1.0,1.0
213,u158484,"Syntheses and properties of poly-co-condensate of 2,4,6-trihydroxymethyl phenol and crown ethers",1.0,1.0
214,u218647,"Lurking beneath the encouraging growth figures will be a struggling economy. Business may start to draw down stocks less quickly, but there is still no sign they plan to invest in future production.",1.0,1.0
215,u102690,Rose petals were scattered down from the sky before a little box was dropped contained a ring.,2.0,2.0
216,u439260,"But us English speakers? We could remember him just fine. To us, the distinction between intentional and accidental was much less important. Somebody had to be blamed.",4.0,4.0
217,u365539,"Ag - inorganic nano - composite systems possess interesting properties of nonlinear optical susceptibility, optical absorbance and photoluminescence.",1.0,1.0
