,avg_labeled_utterance,engagement_markers,frame_markers,transitions,self_mentions,hedges,explicit_references,deontic_modal_words,boosters,situation_dependent_references,positive_connotations,chronological_markers,attitude_markers,causal_markers,adverbs_of_degree,slang_and_colloquialisms,place_time_svo,code_glosses,evidentials,emotional_self_disclosures,idioms,negative_connotations,figurative_language,endophoric_markers,hedges_adverbs_of_degree,informativeness,constructive_feedback,author_revelation,comprehensibility,detail_level,explicitness,context_dependence,persuasiveness,logical_reasoning,anecdotal_reasoning,right_wrong,tradition,supportiveness,empathy,status_suggestion,status_appropriateness,personal_choice,group_harmony,shared_responsibility,self-reliance,group_wellbeing,self_growth,self_responsibility,ext_responsibility,other_reliance,accomplish_tasks,implied_meaning,creative_text,repetitive,point_faults,tactful,critique,challenge,conflict,build_connection,vividness,expressfulness,vagueness,matter_of_factness,abstractness,figurativeness,concreteness,formality,conciseness,verbosity,emotionality,impersonality,politeness,directness,bluntness,cultural-relatedness,exposition,narrative,narrative_mode,expository_mode,storytelling,indirect,suspensefulness,prosociality,clarity,engagement,showing,context-first,setting-first,chronological,transition_level,causal_level
positive_connotations,-0.030288845814113854,-0.0457638446046778,-0.019503015232619474,-0.024219498204201783,0.011265782789115632,-0.026448914368431414,0.038676023377218524,-0.021326706437506643,-0.024514925819572136,-0.021027178195379415,1.0,-0.016875073589345636,-0.011926578462603721,-0.014153347327895286,-0.013900467834000205,-0.013943778844429563,-0.008841443622896758,-0.010196878027675646,-0.006061764257195295,-0.004324371193049325,-0.006126205930311922,-0.004496240916207084,-0.004752848944312865,-0.004791025625413265,-0.0019942712459982996,-0.03126666306690006,-0.017175998226113647,0.03640501899607532,-0.0010322847121646203,-0.0008416782051944816,-0.03156835108809772,-0.04868013171800639,0.024807661726037142,-0.024155579162235735,0.017152198268575208,-0.029921245586158045,0.0119423007495228,0.03060823389347415,-0.03423703020806997,-0.027629907196170974,-0.0003181602984691557,0.02965875982147147,-0.030625185207973343,-0.026675464103543583,0.06607277002424339,-0.022961486226794437,0.04819779545855908,0.04766319064688413,-0.040464453919159815,-0.034971017522773234,-0.01590347070791318,0.038368183187266126,-0.026220065725426626,-0.011253641981029692,0.012391199406842742,0.03459077392957464,-0.02817349501342193,-0.03434953079580605,-0.017313546829647385,-7.897873823212325e-05,0.009080778651666364,0.006088785387217268,-0.03444456071246409,0.029830417929235097,0.0004490885066773782,-0.026033971741094678,0.010801773205125546,-0.02753564201161746,0.011089551692851592,-0.02321842382529364,0.013332958982161395,-0.01962836316202068,0.03893495788740603,1.8984187495331103e-05,-0.030670591280699593,0.019054306899780455,-0.031988491632046215,0.004755591770426025,0.005063817215780999,-0.03650599711285962,4.177208419713659e-05,-0.007470153919109069,0.0020366178444861075,-0.011990942701314811,0.01680947003371297,0.018142469596217632,0.0029568085065235575,-0.036499460287846855,-0.027546111826496376,-0.0143766519860388,-0.029680148656106495,-0.03389677612063861
chronological_markers,0.050032858128243006,-0.05263083904656627,0.021869085346104086,-0.038558895891329936,-0.007498053742415458,-0.043030916382392786,-0.02074582087734186,-0.02056686408740575,-0.022358442998093406,0.031231124869492383,-0.016875073589345636,1.0,0.0002889895921546734,-0.0022178145139660895,0.011360577508480877,-0.041138617834253335,0.020138857066051015,-0.04330907983106238,-0.025746059864540226,-0.01836685078615292,-0.026019762223034596,-0.0190968310350663,-0.008029507328046494,0.19885512485910567,-0.008470244751708636,0.05471223885403551,-0.03724561671263773,-0.030554053242528627,-0.06838567794174168,0.09471119285784774,-0.01723841225608896,0.028177720014395488,-0.05345764929390456,0.03255042952945674,0.1302094945190931,-0.06429520415751414,0.008133960143873888,-0.06303891312172197,-0.024813016183607744,-0.042692611625756514,-0.006490833684363655,0.0017394576160997429,-0.05291491264239438,-0.026241115796293138,0.03073814398762127,-0.03429960298496169,0.013359023515605051,0.0037256966014171285,-0.011706806047969443,-0.04513305091687924,0.04098337564978773,-0.016469182568630045,-0.015029744563681939,-0.04274665151151233,-0.002414121655113705,-0.017307648417874917,-0.061964017634028264,-0.08344353766624273,-0.09863163778748549,0.05670388285521068,-0.012288050841445412,-0.053113904101146865,-0.006458527460421612,0.07061977814323961,-0.03846578492506346,-0.017183157857033463,0.024551313068610636,0.028711235685720714,-0.021274214576984567,-0.0005372465061993446,-0.05289821541969918,0.02589166291840904,0.008185310595161647,-0.006046262922418352,-0.0069084653117761,-0.003045645596554577,0.04259696543040494,0.1297483166228937,0.12752242247535261,0.0368437132710543,0.12376292139235467,-0.030964031604189503,0.08086291504851224,-0.060082407622041804,-0.021636941084800014,-0.03888901389620732,0.017224149184262003,0.0507505344223238,0.10680536913358876,0.30503608299561735,0.21170637740448897,0.04428543919719144
attitude_markers,-0.010581525121314115,-0.06002949739537007,-0.0372164959469161,-0.006928767753197936,0.017158669263141777,0.001149792422937281,-0.026395449615523064,-0.03069451166439385,-0.06253880773067963,-0.05689558132163463,-0.011926578462603721,0.0002889895921546734,1.0,-0.02956532808775215,0.165105136997726,-0.03573203428274565,-0.018635440174008918,-0.030609000666785405,0.0015452731049973864,-0.012980902622569348,-0.0019966024886039573,0.026824295105660045,-0.014267107649101177,-0.014381706456117036,-0.005986405812919927,-0.06931885802210021,-0.03823382432896871,0.08117324967948981,0.059607412931664515,-0.009264809350554152,0.037193193058854754,-0.026626970815509698,-0.034470181560873975,-0.03690112046810576,0.0036139115073930794,0.003641032724791511,-0.02322751421662062,0.04877238052361014,0.055973742542032065,-0.042491260621998615,0.02976006365623402,0.02043132935316599,0.03348966744555587,-0.009818846460834285,0.02479576115827126,-0.014970948299444222,-0.011530525885395482,-0.0035047002717097176,0.020657596077582437,-0.01940941963905514,-0.031953544886403486,-0.030502481583254505,-0.026767383941816218,0.0966272375221338,0.014042445502836913,0.0364707014249984,0.06100250750734709,0.014302806011900399,0.0377569768003852,0.018070824349173363,-0.015149776381968691,0.062000704840912586,-0.0138670328002975,-0.04550139172923598,0.023853606075007083,-0.033173797808195446,-0.022853930746116104,0.0286950746846268,0.02618411379573849,-0.0006320933096392788,0.09253856241598826,-0.04482983063310761,0.031234697235837796,-0.03963887674966412,0.006169571391648647,-0.030522313307259265,-0.031430944175633954,-0.007420690555449618,-0.006617453718546645,-0.0333362754922995,0.0033666273475087068,0.018710471300221566,-0.023354239230233973,0.008554690146886463,0.03034987407108587,-0.005246834508729702,-0.021351350468383597,0.0015926859084362658,-0.040781025864158875,-0.0125562107173002,-0.00652909881037219,-0.013136342686571406
causal_markers,0.06750863968448771,-0.01591778804537116,-0.024969512677423346,0.0034657054567172195,-0.022981268552372182,-0.029416173758343975,-0.02929140875431676,0.03454906102064616,0.07073102346169975,-0.04607675907839017,-0.014153347327895286,-0.0022178145139660895,-0.02956532808775215,1.0,-0.0353651156688105,-0.02106993554869297,-0.017336874307554498,-0.03632389785177462,-0.02159356080187338,0.018260306693261806,-0.021823118588612828,-0.016016764671892857,-0.00996569424000023,-0.01706686349982904,0.08725154682948469,-0.014021878741716355,-0.005801594645060092,-0.020383289042910806,-0.05229732403807456,0.01620148029047173,-0.03250176629151611,-0.014109813099150662,-0.011663813410801195,0.16191784976473228,0.02025166098179398,-0.03044836234824123,0.051301333931902934,-0.005037005998342692,0.009661233024718968,0.003126051792562379,0.01703276049744442,-0.013423830389685476,-0.04159984467774204,-0.04187274788186815,-0.03969301828437324,-0.03793147832907524,-0.023847451032502194,-0.018995054506632986,0.03593721807957793,-0.026875695755332465,-0.06585972070342916,-0.02475881266221474,-0.010008658076628292,0.05904868818749909,-0.014749627097362921,-0.005296583050480218,-0.02312671290816037,-0.03895563442607424,0.016295269990459455,0.00251535296937481,-0.0388657251982792,-0.021016370427100247,-0.007189797964420244,-0.003535480565368566,0.006713824807890125,-0.003875598925930976,-0.016508044635062474,-0.03446645568471923,-0.014500950234121941,0.007739697524751597,-0.002513892301564344,0.0009742703196793207,0.0082441076120752,-0.027848413588565407,-0.01746183313838771,-0.010391886875224573,0.03830241077452393,-0.017209881597941748,-0.016303928469607976,0.01701138623288294,-0.011483477830513622,0.023892262296249345,-0.03584097328553353,-0.000470184441682579,-0.03954809295984668,-0.05257759924902286,-0.02507287991163152,0.06772573122177213,-0.0025091189738217887,0.0036455665734183864,0.141065595824094,0.26554213044676234
adverbs_of_degree,0.027580259543189028,-0.03226939437270182,0.010272071120340372,-0.04925319592674034,-0.055648108000266344,-0.05880919538154861,-0.020386032035083042,-0.04834340190456628,-0.04020718628531688,-0.00016667650252234144,-0.013900467834000205,0.011360577508480877,0.165105136997726,-0.0353651156688105,1.0,0.014162429480241557,-0.030932758851449298,-0.00479329882207275,-0.010429720314494378,0.01271161290550432,-0.021433202404402187,0.012916406116216066,-0.01662836257543503,0.04092503750406885,-0.006977176371638007,-0.082524733705783,0.05232144084057127,0.02115914530666383,0.031035965655910696,-0.06542228487552154,-0.015974890523691904,0.024449136782607406,-0.013025043655045036,-0.00957365771764259,-0.006470865400859671,0.050188672716162286,-0.028346958355153353,0.04997855935255792,0.032993379427513236,-0.034017512491521,-0.038957832023333465,-0.021956628378798047,0.025412542726056066,-0.03421105666722771,-0.036160550877040086,0.005025493286560426,0.0064101898163278,-0.027465523303030315,-0.06371009325822478,-0.07661736929154643,-0.04895513394296615,0.02681382666053017,-0.0156790733830895,0.16927013694823942,-0.008075283784793597,0.014476244443457265,0.06851215606333566,0.03038019048736427,-0.001622061748266444,-0.007535044286646715,-0.0004729152010335985,0.1009734638437473,0.020624498464568652,-0.14397604755721505,0.03521720339014669,-0.023589610123173205,-0.08112916789700417,-0.030365339335106552,-0.020452305114212508,-0.01985680731057245,0.12687337886431574,-0.03792697428315542,0.023018369002518888,-0.028140731790087928,-0.013134177674545687,-0.06778290064734922,-0.06637503052871614,-0.01588878737623475,-0.014993321624685807,-0.0609119493639849,0.008324693762897675,-0.004391630301511531,0.0019301080627285039,-0.011606528271668906,-0.00540115092367232,0.0450331868516985,-0.0160183961264145,-0.022429676668836367,-0.052534775986815566,-0.044899872760200445,-0.03613532357032394,-0.019665804811306798
slang_and_colloquialisms,-0.030591210455207726,0.045464419030082456,-0.06663055975264207,-0.04591288078135739,0.020984657095074258,-0.03184846461313918,-0.026974057237671448,0.014174713266968616,-0.038953874426022855,-0.019473994536638863,-0.013943778844429563,-0.041138617834253335,-0.03573203428274565,-0.02106993554869297,0.014162429480241557,1.0,-0.02120153415822969,0.08918564279704697,0.03847076640906363,-0.015176425991555312,0.035323431464942684,0.04935533492415819,-0.016680173147102725,-0.016814154609252605,-0.006998915824022505,-0.09587851586724773,0.029504304013314147,0.1056601952138593,0.02535711698474676,-0.06978598175440892,0.0991909680526193,-0.0596509461539303,0.08458248411128136,-0.0645991745250633,-0.0675799033040501,0.024554974045364462,-0.03516193838790006,0.007227708168497499,-0.031724213961887286,0.09112553802761704,-0.028607836895273523,-0.008225850195236457,0.035111365206027104,0.058190398244851074,-0.008958775317502214,0.04604249754207693,-0.007686382081430787,0.027914652204378897,0.030541601032088694,0.030450997301859926,0.03472328060967736,0.006477119885229363,-0.02921579376974007,-0.024489685513162232,-0.029955840541531012,-0.14830614246910093,-0.04517173215141488,0.12535657578804182,-0.029047664645510292,-0.06306962452957561,0.0872526769857324,0.17512075608646072,-0.047187524250400265,-0.12207443749218523,-0.05629061289198912,-0.022425139985565556,0.026010012495527247,-0.25569461984410213,0.004273169131277388,-0.034344072655967325,0.2038939160418926,-0.13785126607126047,-0.19691428740093947,0.08054637100825529,0.17623121422119015,0.04769546984403144,-0.10329495157054347,-0.0644811584830825,-0.06540816250976836,-0.10472589840234921,-0.041524532819466706,-0.09042146226488772,0.06290368964318442,-0.019459504867873532,0.02576971983180934,0.13421809220737788,-0.04435764506578385,-0.08782545253835689,-0.05239440952975109,-0.05277396950632929,-0.07747640145349231,-0.035377166659668176
place_time_svo,-0.0406419625197422,-0.056713833412777574,-0.0337003796077937,-0.009281001778424993,-0.03283135318694761,-0.024932900255120915,0.04617886824219676,-0.02988990595498235,-0.05455314869210187,-0.03936169274689193,-0.008841443622896758,0.020138857066051015,-0.018635440174008918,-0.017336874307554498,-0.030932758851449298,-0.02120153415822969,1.0,-0.015074917497075426,-0.013489264837800571,-0.009623038080169054,-0.013632667114494065,-0.010005500365884414,-0.000787543239818249,-0.01066148579255226,-0.004437858658681735,0.13516064941650882,-0.03335165951825974,-0.06458544322544303,0.011628620223576238,0.18819233610319688,0.0530675425548782,-0.028022719030982402,-0.07146603363660566,-0.02393735963995703,0.06914990584838088,-0.011142630456982622,-0.005615033622842925,-0.0675276298300481,-0.05451324506156051,0.02731052622169626,-0.017320108338881618,-0.058502301375246014,-0.03861189305358136,-0.03551922341403208,-0.018128710269649354,-0.032679621419904985,-0.008271509124758573,-0.04061658759883791,-0.030780236436373832,-0.05598398246576988,-0.049746042609448995,-0.07476148498901289,-0.01716362454950306,-0.02504276818282905,0.010165618776871202,-0.014549396747426458,-0.04654601128729036,-0.052060639728660915,-0.03279925046433223,0.040732397689775324,0.029706510344299414,-0.03323077821177457,-0.06076324078544775,0.11371507868213859,-0.09318314002308668,-0.022355231991152174,0.11901349498099902,0.054450400162673586,0.029662447104503487,0.05410986813243148,-0.07694895324019756,0.07227981185648184,-0.002018423390396523,0.041368998035192985,0.038996644228094623,0.0673993609185857,0.16286284358417316,0.08558072660197873,0.08381504642204443,0.1660279291811189,0.03702571958050409,-0.06005339442317487,-0.004848847111872798,-0.07563619243748666,0.031099679150649696,-0.05433871562702267,0.07432081501031668,0.19559141956487539,0.36252560652829413,0.15192425244051566,0.10341313727689377,-0.005060499093238881
code_glosses,0.03518155514333533,-0.01971665071548302,0.025746455134982457,-0.009281100716501433,0.014705539586002318,0.030370715968987144,-0.02687367356361657,-0.020981894458436793,-0.012148412671423142,0.005166633718074423,-0.010196878027675646,-0.04330907983106238,-0.030609000666785405,-0.03632389785177462,-0.00479329882207275,0.08918564279704697,-0.015074917497075426,1.0,-0.01555723183913724,0.02902776970517548,0.010537422994442705,-0.011539390080209587,-0.012197962471949628,-0.01229594112198091,-0.005118203019408688,-0.0014670653938273646,0.03081675233247209,-0.053097385369326136,-0.024669881346983592,-0.001680475835729608,-0.0661766027247867,0.03296790459924045,0.08639560990334948,0.01032248625635538,-0.031128905115208765,-0.02192344246214267,0.0709649575897677,0.005528246378240865,-0.02454254435558162,-0.03779218410371856,-0.008704132527214381,-0.05969489000842597,0.06566132334683147,0.01767018423664889,-0.04292152195750911,0.06201505562162375,-0.032530018842973914,-0.04614651670146317,0.013843060718352828,0.036175884145074784,-0.003866101764534483,0.03085328955123837,-0.04228498539256569,-0.022025205124696592,0.012789044252486474,-0.004158938026812388,0.06605324065096739,-0.0193025014300351,0.02650254161220769,-0.04608387936903619,-0.08807414161661771,-0.07745239727443766,0.05113197656513103,-0.03344741156350254,0.08754880044789456,-0.0481207978285569,-0.08641881404167173,-0.03180986205132483,-0.05097878636392116,0.049183565781987945,-0.07251850735841224,0.04337522526067825,0.012982603032468714,-0.056541087905812075,-0.04259004946737394,0.038507171326062926,0.055043678690699205,-0.03818955135143757,-0.03768186896156223,0.08307953156694067,-0.022101693689433214,0.05880130292691288,-0.03271759545104055,0.00959682808099172,-0.08738578061294469,-0.03662031832848831,-0.046722022568868704,0.00039708431143089254,-0.029746825040673983,-0.0526257795095619,0.0182882156895342,-0.036103454312928406
evidentials,0.0355478003575379,-0.04229068702442145,-0.01816382239046444,-0.03695134408469759,-0.04101952601986635,-0.04035273263114343,-0.003442381165911634,0.010234371364774734,-0.02976874847514848,0.1301781748319127,-0.006061764257195295,-0.025746059864540226,0.0015452731049973864,-0.02159356080187338,-0.010429720314494378,0.03847076640906363,-0.013489264837800571,-0.01555723183913724,1.0,-0.0065976316502130705,-0.009346665292404696,-0.006859850843385374,-0.00725135406370343,-0.007309599683305408,-0.0030426312877249203,0.035872921789417145,-0.026205176304650826,-0.03519512670442936,-0.0166335829391477,-0.008377217928123199,-0.037580761978153236,0.015744836739321987,0.010127209765281822,-0.01463232290546859,0.008010798461944267,-0.029056308654813116,0.16159989562621677,-0.057004662063442936,-0.05223495024505089,0.03154747018285837,-0.009538620193128193,-0.05596637515622641,-0.025645475836503777,-0.008328615434561733,-0.004743016348641152,0.013828811411301467,0.00809927494500545,-0.02808508687202665,0.07798230601142139,0.03762725944728863,-0.02914662273792721,0.028403177531562313,0.04077123278814514,-0.01716952157889397,0.02749387094674156,-0.022724902032283036,-0.01847977806606811,-0.01828702786517117,-0.029189628739703002,-0.035537205463542956,0.051010046242923685,0.010451930717593918,0.02153938356451097,-0.014248635420049612,0.03867412523396716,0.06635294398873333,-0.053868107827133666,0.02437428918340586,-0.048392498609501136,0.023347688023261315,0.010533740098565707,0.04534515091699612,-0.025345480222061862,-0.00988540937531114,0.00481115728716822,0.08386698338473712,0.0073472133145113154,0.01720466933181307,0.017730867504537638,0.020773743691185027,0.002113840167923802,0.0782607497174558,0.06605100867109337,-0.05138490705282545,-0.02460155896421906,-0.0059266065459475095,-0.006167217046480877,0.05478536712256844,0.020629270656623105,-0.030952004929620355,-0.020786609410821312,0.011429492222129056
emotional_self_disclosures,-0.024313423089966726,-0.049809424581442774,-0.02122710569296422,-0.02636053154238848,0.040609077108579014,-0.02878703082915287,-0.028714444862057313,-0.02321201343649725,-0.026682075321198526,0.009619977883642016,-0.004324371193049325,-0.01836685078615292,-0.012980902622569348,0.018260306693261806,0.01271161290550432,-0.015176425991555312,-0.009623038080169054,0.02902776970517548,-0.0065976316502130705,1.0,-0.006667770046248875,-0.004893714126302276,0.046063963580424826,-0.005214558165254954,-0.002170567269436508,-0.03673689476814998,-0.01869437752979251,0.14462328016227688,0.027732592335595368,-0.0016416745297229173,-0.0007312102269242342,-0.032017901619331164,-0.012197099440563498,-0.02629096197873787,0.07304705939031761,0.026064713745696525,0.02784273401121332,-0.03555114899672979,-0.027432928598599558,0.012127395865219926,-0.043149579269521676,-0.0238409421318411,-0.02256698489446443,-0.02903360783863475,-0.00905964399925692,-0.02499130976365668,0.007857925631035318,-0.006434310034697179,-0.02213232332594183,-0.029416406247173392,-0.04186491787779433,-0.0002595710517086398,0.018868455262759546,-0.012248477730897649,-0.01287808547809364,-0.021770312926415996,-0.006262886326739509,-0.005013498324523621,-0.03605503205964039,0.10400580124082227,0.021517123275347095,0.07937326204063616,-0.02238485382028168,-0.04875425538352283,0.016356863370647453,0.008123604184281798,-0.004260286173491995,-0.039428631854614614,0.016179438191297683,0.00482139463443036,0.12697091809239386,-0.07941159608111968,-0.026556998311193687,0.015243649661699403,0.026755372863394584,0.09363527380841882,-0.017422106474682914,0.043003884151162755,0.03130712562993764,-0.039733172019762605,0.05281408713825732,0.01199851296248009,0.027507500441023545,-0.04300578470199891,0.026534285597708023,0.0770187235121158,0.0017869562501565417,-0.027658224798110188,-0.0016193786040611705,-0.01969367523611044,0.013788521271645458,0.02590147747877021
idioms,-0.0043077216835559415,-0.01334066580854613,0.027920109197057456,-0.008839004278824891,0.0023141282531012326,-0.040781716256247505,0.05053075795114941,-0.03288375766578819,0.012861952437168415,-0.03242191353823697,-0.006126205930311922,-0.026019762223034596,-0.0019966024886039573,-0.021823118588612828,-0.021433202404402187,0.035323431464942684,-0.013632667114494065,0.010537422994442705,-0.009346665292404696,-0.006667770046248875,1.0,0.09720161925616244,-0.007328442081052713,-0.007387306900778571,-0.003074977027766728,-0.04270208040469745,0.020743494235437733,-0.00382596869894666,0.03635904645154998,-0.03983207172831369,0.03217661417465407,0.028305402294369158,0.04581476822612446,-0.03724561097961045,0.004486766200529819,0.04011180874433461,0.03336720057242625,0.05477435391857384,-0.0037755392631030494,0.05007128607011968,0.0005793716416434506,-0.01869615428493908,0.05888636995000906,0.014933586337017721,-0.03943790188849099,-0.019620664243206284,0.0029055302364091435,0.009601028844834951,0.005360774642988524,-0.0025294295724604104,-0.000985435026778855,0.03753569909537267,0.11145576337651969,-0.017352048092663063,-0.03370399072901584,-0.0478115968555373,-0.021614819616667405,0.014888725650258448,0.015917365943872316,-0.0017992550584642805,0.04890204754733746,0.05824300786556136,-0.03213989665265925,-0.04993980223448467,-0.03369897288268869,0.1087815607689722,0.010267334276923794,-0.0674027374661224,0.011971161103596894,-0.035800606375383,0.05006896553594068,-0.02027360498515116,-0.06879686760802355,0.027380038273248614,0.0507380780010579,0.0875393168744378,-0.03559134435773112,-0.030417866675998086,-0.03015487988635158,-0.021941562240539152,-0.02943077497428732,-0.030008364365806645,-0.042871597366697704,0.022149932354669347,0.019668431390820928,0.0485794835745598,0.0477209551505748,-0.057801097052534965,-0.0379585769960108,-0.03809052746532514,-0.03261893781600008,0.0233351800392328
negative_connotations,0.010899876114062026,0.008969096387799863,-0.022070765179169824,-0.027408216178194937,-0.024423914810824086,-0.029931155326858524,0.0015336909896742656,-0.008772085061804071,0.0030859852759450757,0.17225791626335768,-0.004496240916207084,-0.0190968310350663,0.026824295105660045,-0.016016764671892857,0.012916406116216066,0.04935533492415819,-0.010005500365884414,-0.011539390080209587,-0.006859850843385374,-0.004893714126302276,0.09720161925616244,1.0,-0.005378604883953901,-0.005421807873534597,-0.0022568352559342807,-0.050742156274981874,-0.01943737514660582,0.06816043116023109,0.029036512066952146,-0.03274520789204014,0.08400432250552793,-0.003049706446953699,0.027674113806353366,-0.0273358816110072,-0.010918952855101267,0.126628403322369,-0.01776354998615859,-0.04513626793181492,-0.038744647693789776,0.026430814272892504,-0.044864535250947676,-0.02121801189846993,-0.03465727033649972,-0.030187532402168392,-0.03290308499812845,-0.025984575442915055,-0.023509185810160146,-0.01842038322457948,-0.006552939778769115,-0.03957527113709248,-0.03335014651511662,-0.0035944607171444687,0.0020721909289285823,0.20294574867748616,-0.10450999789599495,-0.11656650067727545,-0.046339171917360936,0.06784535591429978,-0.014021370475863016,-0.03558529010750522,0.07730111302011279,0.11222647451551525,-0.03724027562326151,-0.06886049150804519,-0.009140152660617447,0.0007256922854873641,0.009460869578691803,-0.03303862629886666,0.03806722935959304,-0.026275341221156975,0.11883342271556774,-0.01687332085249889,-0.11658839587216434,0.052685775269114596,0.11133133497289219,0.014174817938579347,-0.03620006849330158,-0.029379877620671256,-0.029226532499233127,-0.03207201573698808,-0.021600294887301738,-0.07438458899989767,-0.007831184575866844,-0.053104222178759465,0.032103369338177465,0.04233191151451253,-0.0202171189838106,-0.05215516291061157,-0.03117280884367635,-0.026218794167709163,-0.022697086475550004,-0.03178681075101531
figurative_language,-0.009797935148625226,-0.04012282114882597,-0.023330380853009244,-0.0004759952181542791,-0.014481697760817513,-0.03163937668120536,-0.01122415783130628,0.06189070550528699,0.0015258246020692851,-0.01130871163497188,-0.004752848944312865,-0.008029507328046494,-0.014267107649101177,-0.00996569424000023,-0.01662836257543503,-0.016680173147102725,-0.000787543239818249,-0.012197962471949628,-0.00725135406370343,0.046063963580424826,-0.007328442081052713,-0.005378604883953901,1.0,-0.005731239563945392,-0.002385636638150564,0.0009814211179119219,0.0011653756780716736,0.015796305562075168,0.024361095258416936,-0.013167664611228265,-0.026462341435855605,-0.040803489617890515,0.03727604140444133,0.018089529454204313,-0.008008329087384561,-0.035793134897107406,0.007910122222629065,0.11198880561376653,0.019782056508935875,0.06650875228686035,0.003710681754822343,-0.03855125874280761,-0.02670053009893976,-0.026521441873290905,0.004897548275371878,0.00010664198814923045,-0.018409013484931586,-0.029405976487797494,-0.02056610435694742,-0.01174365780094983,-0.0095183697224694,0.05431819300086973,0.18690374371300922,-0.013462110872051765,0.03208337596140087,0.06565912827215624,-0.018027463011418898,-0.030423369102540728,-0.003910609941462821,-0.017648715053496068,0.12980343140409062,0.1186531473340245,-0.04827298409785075,-0.07926049886073945,0.07960921191447753,0.20846892744646592,-0.05931171499126013,-0.031039143242582178,0.032471304184170276,-0.0015550664108433742,0.07538683652290191,-0.024620156486573647,0.07504107907137966,-0.008946030210755263,-0.05509704055324957,0.06794086968973732,0.011112966726433164,-0.017017232092778358,-0.02199155253314169,-0.0005433021383969053,-0.016373713543818252,0.019126793454619935,-0.0332607536545773,0.09075918600200177,0.03384918889737424,0.055943205178720666,0.10314932295481094,-0.019493426851910658,0.020206821970412105,-0.01587765611033054,-0.021586941886450835,-0.016138762747811387
endophoric_markers,0.027090377810330867,0.0036947660357110946,0.13584341895147276,-0.02920516682797574,-0.002008201552310592,-0.03189351612639416,-0.02007708561345141,-0.025716883733395764,-0.029561409253798715,-0.0253556965524203,-0.004791025625413265,0.19885512485910567,-0.014381706456117036,-0.01706686349982904,0.04092503750406885,-0.016814154609252605,-0.01066148579255226,-0.01229594112198091,-0.007309599683305408,-0.005214558165254954,-0.007387306900778571,-0.005421807873534597,-0.005731239563945392,1.0,-0.0024047989743037268,-0.01667889130832127,-0.0207117376834684,-0.047775366088210855,-0.023938681786560938,-0.03450502070629231,-0.0055674572870763,0.023265781676665213,-0.04992493074744229,0.011877058532204119,0.014303524152227017,-0.0360806388999825,-0.018928172392903803,-0.005985496390251196,-0.02989683315017085,-0.032112156995927954,-0.04780596548658049,0.0001932330386878198,-0.009342338360354795,-0.01693885032504812,0.030348682897473958,-0.008208683165859019,-0.025050506355894592,-0.017069848136798717,-0.04879420363494469,-0.03020305672842173,0.016127830072045456,-0.02545914418571073,-0.031617558187837416,-0.013570243640360328,-0.03689910060531194,-0.0038559248979418677,0.020103742806615536,-0.01779815219593359,-0.006210288298345436,-0.021446431452298385,-0.028736505521500644,-0.0778117009636195,0.032044427863029815,0.019105423399040578,-0.006870311935166496,-0.03139315610434768,-0.014429928330081908,0.010654334094129579,0.035111433558210746,-0.027998017778200938,-0.034439577892554744,0.03752171212815287,0.032148341215481255,0.03566118963382313,0.0033837625445474737,0.04160196100878055,-0.02105197394479074,-0.03130609528612251,-0.031142696478088403,-0.030348480359576643,-0.02301646380835962,-0.01520746346115536,-0.009696753805556244,-0.016862485472454346,-0.015470956321424794,-0.019491482557396973,-0.00042296147518171496,0.029206490400752173,-0.022264997140914775,-0.0028904170395626393,-0.03578991132154537,0.006254409741364605
hedges_adverbs_of_degree,-0.022929443452753825,-0.02297062365556258,0.05748750284969077,-0.012156692322970288,0.02920295377259724,-0.01327572155057397,-0.013242247063630204,-0.010704689512439993,-0.012304978740528796,-0.010554344833500701,-0.0019942712459982996,-0.008470244751708636,-0.005986405812919927,0.08725154682948469,-0.006977176371638007,-0.006998915824022505,-0.004437858658681735,-0.005118203019408688,-0.0030426312877249203,-0.002170567269436508,-0.003074977027766728,-0.0022568352559342807,-0.002385636638150564,-0.0024047989743037268,1.0,0.06811265563344934,-0.00862129033451732,0.051502859857399795,0.022449164961130436,0.02635263552414528,0.03999236681479243,-0.06676649392840815,0.032952676838536026,0.04973564063692344,-0.013325207434442009,-0.015018617373660196,-0.007878878739917125,-0.020019826109323992,-0.01718487471468502,0.10390348230375532,0.0718025479341615,-0.02613530819257918,-0.015371951589101197,-0.013389435526081935,0.017981765808886947,-0.011525248004057874,-0.010427308979160173,0.0014987576092204823,-0.020310656817278488,-0.01755329101623585,-0.019306853693309433,-0.04510239716543652,-0.013160853665282427,-0.005648633259152565,0.024459007225928312,0.006377284015477878,-0.020553364430507908,-0.017241343061788206,-0.020288388782392044,0.04984457098168876,-0.0018103510423699192,0.028106966572046733,-0.05587053745782328,0.020086675698804252,-0.01789929546555414,-0.01306744597815345,0.036167441540135244,-0.013428432820675169,-0.022605449445731687,-0.011654214810257638,0.01859961141542016,-0.0210132350080869,0.002040580195923526,0.012956701342873063,0.010446235162775722,-0.015111800325736882,0.034119525336857054,-0.013031206788465383,-0.012963191801702587,0.02082956875384758,-0.009580635869300448,-0.014060055669220159,-0.01395604308294422,-0.023553947687826145,0.035482420829002166,0.023056155905117927,-0.0021005680443429596,0.06457505724974213,0.09525794687478507,-0.014086742767025295,0.08508630178263352,0.09748179457304333
