,utterance_id,utterance,avg_labeled_utterance,labeled_utterance,engagement_markers,self_mentions,deontic_modal_words,slang_and_colloquialisms,adverbs_of_degree,transitions,explicit_references,frame_markers,chronological_markers,hedges,boosters,situation_dependent_references,causal_markers,place_time_svo,code_glosses,evidentials,figurative_language,attitude_markers,emotional_self_disclosures,positive_connotations,negative_connotations,self-mentions,endophoric_markers,additionally,idioms,pleonasms
41,u167651,# 对我来说没什么区别 #,1.0,# 对我<self_mentions><hedges>来说没什么区别 #,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,u96664,基本上不为人所知的国度,1.0,基本上<hedges>不为人所知的国度,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,u31903,很明显，我是个乐观主义者，我有坚定的信仰,1.0,很明显<boosters>，我<self_mentions>是个乐观主义者，我<self_mentions>有坚定的信仰,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,u28819,电和磁的显现都不会改变。 电和磁的显现都不会改变。 它都不会改变电磁现象。,1.0,电和磁的显现都不会改变。 电和磁的显现都不会改变。 它都不会改变电磁现象。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,u191219,我在去婚姻登记处的路上,1.0,我<self_mentions>在去婚姻登记处<explicit_references>的路上<place_time_svo>,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,u159244,快躺下吧？,2.0,快躺下吧<deontic_modal_words>？<engagement_markers>,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,u124082,你们看他， 什么都不相信！,3.0,你们<engagement_markers>看他， 什么都不相信！,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,u43907,我熬夜思索，对我的丈夫说,5.0,我<self_mentions>熬夜思索，对我的<self_mentions>丈夫说,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,u76330,你再喝下去永远也别想结婚,1.0,你<engagement_markers>再喝下去永远<boosters>也别<deontic_modal_words>想结婚,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,u272047,如果我们不去买，那里只剩三条了,2.0,如果<transitions>我们<self_mentions>不去买，那里<situation_dependent_references>只<adverbs_of_degree>剩三条了,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,u166279,外在美的常规型式 及其对异性的影响,2.0,外在美的常规型式 及其<transitions> 对异性的影响,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,u193602,"而且我都他妈告诉他,不应该下去的",3.0,"而且<transitions>我<self_mentions>都他妈告诉他,不应该<deontic_modal_words>下去的",0.0,0.0625,0.0625,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,u174585,我要让你知道关于你妈的真象,3.0,我<self_mentions>要<frame_markers>让你<engagement_markers>知道关于你<engagement_markers>妈的真象,0.15384615384615385,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,u246095,你就能恢复如初了，好吗？,2.0,你<engagement_markers>就能<deontic_modal_words>恢复如初了，好吗？<engagement_markers>,0.16666666666666666,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,u99087,惹麻烦了,4.0,惹麻烦了,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,u277626,我们要赢得他们的信任 你懂吗?,2.0,我们<self_mentions>要<deontic_modal_words>赢得他们<situation_dependent_references>的信任 你<engagement_markers>懂吗?,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,u101105,从未看过这世上任何一样东西,2.0,从未<boosters>看过这世上任何一样东西,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,u158444,她将太多的能量注入了这个东西,4.0,她将太多<adverbs_of_degree>的能量注入了这个东西,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,u133457,我能指望你们最好的工作吗?,2.0,我<self_mentions>能<deontic_modal_words>指望你们<engagement_markers>最好的<adverbs_of_degree>工作吗?<engagement_markers>,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,u8071,我走进了一间坐落在我们办公室楼边的本地书店。,1.0,我<self_mentions>走进了一间坐落在我们<self_mentions>办公室楼边的本地书店。,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,u211890,大部份时候呢?,5.0,大部份时候<hedges><situation_dependent_references>呢?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,u62352,我不是这种让丈夫说打就打的人,2.0,我<self_mentions>不是这种让丈夫<explicit_references>说打就打的人,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,u147099,我甚至会将他的头压在水里,1.0,我<self_mentions>甚至<boosters>会将他的头压在水里,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,u149880,"听我说,我不是在威胁你,明白吗?",4.0,"听我<self_mentions>说,我<self_mentions>不是在威胁你<engagement_markers>,明白吗<engagement_markers>?",0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,u276186,温杜斯，注意摄像头,2.0,温杜斯<explicit_references>，注意<engagement_markers>摄像头,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,u289186,难道笑会对这不好吗？,3.0,难道笑会<hedges>对这不好吗？<engagement_markers>,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,u61850,我们为你起草了一份否定声明,1.0,我们<self_mentions>为你<engagement_markers>起草了一份否定声明,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,u204056,恩，那他们思想很开明,3.0,恩，那<causal_markers>他们思想很<adverbs_of_degree>开明,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,u236553,若从膈腧穴入，步廊穴出,5.0,若<causal_markers>从膈腧穴入，步廊穴出,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,u27701,我之所以这样说是因为这个系统在Turkey是显著的.,3.0,我<self_mentions>之所以这样说是因为<causal_markers>这个系统在Turkey<explicit_references>是显著的.,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,u272988,你管那鬼东西 叫什么?,2.0,你<engagement_markers>管那<situation_dependent_references>鬼东西叫什么?<engagement_markers>,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,u127408,你要在这上面教 我怎么跳舞?,2.0,你<engagement_markers>要在这<situation_dependent_references>上面教 我<self_mentions>怎么跳舞?,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,u182148,仔仔，电脑的声音不能开这麽大,1.0,仔仔<explicit_references>，电脑的声音不能<deontic_modal_words>开这麽<adverbs_of_degree>大,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,u183195,他曾访问过监狱和精神病院,1.0,他曾<transitions>访问过监狱和精神病院,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,u50137,我们还从其他人那里得到了帮助，比如一位设计师，一个总承包商，,1.0,我们<self_mentions>还<transitions>从其他人那里得到了帮助，比如<code_glosses>一位设计师，一个总承包商，,0.0,0.03333333333333333,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,u42703,我们可以生产维持美国10年的电力。,1.0,我们<self_mentions>可以<deontic_modal_words>生产维持美国<explicit_references>10年的电力。,0.0,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,u200977,有没有人念悼词？,1.0,有没有人念悼词？<engagement_markers>,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
