,utterance_id,utterance,labeled_utterance,avg_labeled_utterance
209,u135852,好吧,5.0,5.0
210,u240043,与此相反，源续的观念表明,5.0,5.0
211,u209521,孛尔帖，我不能没有你,1.0,1.0
212,u63865,"有时候,上帝喜欢搞两个家伙在一个纸袋离，然后让他们撕打.",1.0,1.0
213,u212471,"你说过一切都会好起来的,但是都很糟糕",2.0,2.0
214,u181204,再也别回来 否者你会受伤的,1.0,1.0
215,u9512,说的实际一些：,1.0,1.0
216,u293519,现在 我带着解决方法站在你们面前,1.0,1.0
217,u183621,我想回到宠物店里去！ - 你还是系紧安全带吧,4.0,4.0
218,u278557,你是多么谦虚啊！ 那么现在 谁要去救那只猫?,3.0,3.0
219,u114325,我一生中从没在乎过任何人或事,1.0,1.0
220,u117682,我最大的心愿就是有个美满的家庭,1.0,1.0
221,u170221,这样我就能越少见到他,3.0,3.0
222,u91133,每天晚上我们都收听莫斯科电台 收听关於你的消息,2.0,2.0
223,u23849,事实上，每年超过四百万的人遭受脑震荡，,1.0,1.0
224,u129524,Fedor和Viktor祝贺自己的朋友Maxim Vasiliev 在国际青年设计师大赛中获胜,1.0,1.0
225,u8475,前面要扣子的还是拉锁的？石磨的还是酸洗的？,1.0,1.0
226,u31844,从文明的立场来看，它更像是西部故事，而不是罗马,4.0,4.0
227,u187651,听到终影骑士的召唤，他们都来了,2.0,2.0
228,u131134,记得後面的，却忘了前面的,1.0,1.0
229,u85139,整个世界就好像安静下来了,3.0,3.0
230,u143965,弥\xDA 融\xD6 轻嫣驽 轻授软秧\xC9 轻闳视闵,5.0,5.0
231,u40062,问题是，我意识到我没有办法——,5.0,5.0
232,u13911,如果我们可以从废水分离出微量金属？,1.0,1.0
233,u298673,黑蔷薇行动起始的时候是近地球行星监视计划,2.0,2.0
234,u42703,我们可以生产维持美国10年的电力。,1.0,1.0
235,u117039,我只能替你灭火，被别人痛骂,2.0,2.0
236,u86788,好的,4.0,4.0
237,u125720,他真的很棒，我觉得从他身上学到了很多东西,1.0,1.0
238,u81914,你不是个可爱的人,1.0,1.0
239,u23223,是什么让前额叶外皮成,5.0,5.0
240,u61378,你难道没什麽小动物吃了吗？,4.0,4.0
241,u297502,该死 我不知道放哪了,3.0,3.0
242,u75939,..但是要抱着我,2.0,2.0
243,u38561,那里对捕鱼、开采、钻探和倾倒及其他活动都是开放的,1.0,1.0
244,u235712,我不敢奢望大家平安归来,2.0,2.0
245,u208681,如果我提前和那怪声的家伙谈过 你也没机会陷害我,3.0,3.0
246,u252329,你把要塞的东西都拿来了？,2.0,2.0
247,u249322,"""法医鉴证专家Amy Sutton全心全意地爱上了",4.0,4.0
248,u20175,你知道，我原以为，如果我们科研工作做得好，,4.0,4.0
249,u272631,空中部队见到 有一段没有路,2.0,2.0
250,u227327,"我不是这个意思,我喜欢一个人吃饭",2.0,2.0
251,u155717,你不会把它放在後院吧？,3.0,3.0
252,u193574,我真不觉得这东西是游戏里的,2.0,2.0
253,u243270,最好跟着他. 保证他不发脾气或者伤害其他人.,2.0,2.0
254,u174585,我要让你知道关于你妈的真象,3.0,3.0
255,u1844,是建立更完美、更明智,5.0,5.0
256,u271292,我允诺下赛季让你上,4.0,4.0
257,u242170,是啊 那他就可以去作证了 而你也可以从Cuddy里领到一个金星,4.0,4.0
258,u69042,但到了11层却突然停住了,3.0,3.0
259,u179576,就是来当肉,4.0,4.0
260,u103966,“我不知道”踢鸟会做怎样的决定,5.0,5.0
261,u273004,你他妈的想干什么，混蛋?,1.0,1.0
262,u225765,脚要离开水面,2.0,2.0
263,u27958,我们希望 参加这个会议的人们,3.0,3.0
264,u173105,这是最酷的全能侠漫画,1.0,1.0
265,u152985,突然有一个老人到访了 然后他对我说,5.0,5.0
266,u224955,紧急备用基金只有一千万,1.0,1.0
267,u196028,同时利用他，就像你现在做的,2.0,2.0
268,u241979,"我的计划总是排的太满.""",1.0,1.0
269,u156597,你知道怎样会很棒吗？,4.0,4.0
270,u192439,我写的东西怎么…怎么… 怎么给你？,1.0,1.0
271,u268564,我是说，只要多给我们点时间,2.0,2.0
272,u166279,外在美的常规型式 及其对异性的影响,2.0,2.0
273,u290718,我是怕其他邻居听见,3.0,3.0
274,u200103,在开始正式内容之前， 我想和大家谈谈BEAN先生的事,1.0,1.0
275,u76330,你再喝下去永远也别想结婚,1.0,1.0
276,u53747,还有我们这些年建学校所用的劣质的材料的回应,2.0,2.0
277,u280635,没错，这儿有这门课程,1.0,1.0
278,u187458,构成上下通道,4.0,4.0
279,u103470,我不管。他们最后会打败你们。,3.0,3.0
280,u54848,我觉得每个人都可以学学我这么做,2.0,2.0
281,u233559,我现在可以回去睡觉了吗？ - 好,1.0,1.0
282,u154934,乱的我都忙不过来了,2.0,2.0
283,u195443,让我们见到你远离这里,3.0,3.0
284,u264956,我不知道你在说什么,1.0,1.0
285,u92704,流血不止 他无法坚持到医院,1.0,1.0
286,u272861,你可以离开我的 犯罪现场了，好吗?,4.0,4.0
287,u79203,你来那不勒斯的目的是什麽？,1.0,1.0
288,u198224,你被市民逮捕了 -放开我 混蛋,1.0,1.0
289,u73257,是我的，先生，你还满意吗?,2.0,2.0
290,u74101,加冕典礼你想要戴什么?,1.0,1.0
291,u187864,这是所有伟大舞者的秘密,4.0,4.0
292,u50035,因为人们愿意展现世界级的行为,3.0,3.0
293,u274706,从双陆棋到雪茄烟 我都尽力做好,1.0,1.0
294,u255241,夫子这可是孟氏和叔氏的马车啊,4.0,4.0
295,u204669,在曼哈顿市中心发生了 一件令人难以置信的事情,4.0,4.0
296,u184510,我猜那混蛋想礼畯怳@道，老兄,4.0,4.0
297,u52458,我们会眼睛都不眨一下地保护你的。”,2.0,2.0
298,u110398,可建造某安全地方，银行保险库或监狱,1.0,1.0
299,u261710,一天多少钱哦？,1.0,1.0
300,u246144,我向上帝发誓，我会把你埋在这儿的,3.0,3.0
301,u186065,我刚要向这位可爱的尼德尔鲍姆先生 解释那个惊喜,3.0,3.0
302,u78311,老卢修斯要求从重判决,1.0,1.0
303,u244102,来吧，女孩们，姗，你今晚把水池清洗一下,2.0,2.0
304,u106699,请您不要去逼她,2.0,2.0
305,u90363,那天上帝找到他并告诉他 他所等待的一刻终於来临,3.0,3.0
306,u67469,我不断想起我遗下的朋友,1.0,1.0
307,u221738,他很哈约翰休斯,5.0,5.0
308,u279605,如今人人都没有一顿饱饭吃,1.0,1.0
309,u175024,不，你这背信弃义的猪！ 我杀了你！,1.0,1.0
310,u18294,如果不被人回收，比如我们，,5.0,5.0
311,u206209,机会 仁慈 热情 机会,5.0,5.0
312,u286367,开始我觉得是，现在我觉得随便是谁都可以 不重要了,3.0,3.0
313,u227110,不知所措时 只要挥挥手说：“继续”,3.0,3.0
314,u238182,就让我俩决一死战,1.0,1.0
315,u247500,Manners先生 你必须立即开始疏散,1.0,1.0
316,u80747,"我时常喜欢起一些别名,",1.0,1.0
317,u207496,我想我们都好一些 我们之前 你知道的,4.0,4.0
318,u70167,那些睡着的人们会起来徘徊,3.0,3.0
319,u178834,提前付款,1.0,1.0
320,u138322,嘿 我请你喝点饮料吧,1.0,1.0
321,u102460,谁在听电话？ -不要怪在我头上,3.0,3.0
322,u242491,手腕的抽搐有什么特殊呢?,1.0,1.0
323,u282389,因为不正确的急救引起的,3.0,3.0
324,u144425,嗨 - 嗨,1.0,1.0
325,u198650,áŞÏ ÊÑßÊå Úáì ŞíÏ ÇáÍíÇÉ áíŞæã ÈÎÏãÊäÇ,5,5.0
326,u105436,你们无法相信我今晚的经历,4.0,4.0
327,u178042,买桶汽油加三桶水，淋他老妈,1.0,1.0
328,u79762,城市规划者们常说的话,1.0,1.0
329,u8837,我们到村子的那天恰好是一位老人的60岁大寿--,3.0,3.0
330,u211485,那么你要去哪里?,1.0,1.0
331,u80002,嘿，这是新来的吗?,2.0,2.0
332,u117503,喝多之后 就看晕乎了,1.0,1.0
333,u187044,那你就要跟我好好合作 不准摆臭脸,1.0,1.0
334,u92677,而如今 我国安全遭遇威胁 此时此刻 我需要您的合作,4.0,4.0
335,u176262,我们将航线扩展至亚特兰大 北卡罗莱纳和圣路易,1.0,1.0
336,u227727,我做的一切都没赶走愤恨,2.0,2.0
337,u104453,虽然我不知道原因为何 但西蒙是我们追缉珍珠猫唯一的线索,3.0,3.0
338,u17686,你们会觉得好奇：那银行里现在还为你们存着些什么呢？,1.0,1.0
339,u12851,所以那些附生植物其实是在支付地主（主体树）租金,2.0,2.0
340,u7461,它们得到了我的一点帮助，以及保罗·阿伦,4.0,4.0
341,u17117,不过，这还不是最远或者最著名的地球照片。,2.0,2.0
342,u48429,那么在20世纪，死于战争的人数应该是20亿而不是1亿,1.0,1.0
343,u13672,像这些蚂蚁以及那个岛上生活的其他独特且多姿的动植物,2.0,2.0
344,u82809,但是她活在你得精神里,2.0,2.0
345,u261326,很高兴认识你，CJ小姐,1.0,1.0
346,u247235,不过现在 总统先生 我们必须都撤离联合国大厦,2.0,2.0
347,u113639,牧师说是上帝的惩罚,1.0,1.0
348,u210514,也不禁好奇，他们那时是怎么做到的,2.0,2.0
349,u174295,由他们不信的人们领导着,3.0,3.0
350,u296180,吉米.麦克罗伊独自一人站在冰上,1.0,1.0
351,u267332,你必须喜欢我，如果某人 向我开枪，你要来就我,4.0,4.0
352,u273250,我甚至不知道在哪个时区,1.0,1.0
353,u106234,我尽量能拿多少就拿多少了,2.0,2.0
354,u2522,是那个人完全投入到他所做的事情上。,1.0,1.0
355,u195171,做给我看，不管什麽事我都依你.,2.0,2.0
356,u286322,他们会错过全天下的女人,4.0,4.0
357,u132136,但没有礼物怎可以去？,3.0,3.0
358,u217446,"他给我设的铃声是 ""褐眼姑娘""",1.0,1.0
359,u194695,就像是你一直喝的这杯酒,4.0,4.0
360,u28819,电和磁的显现都不会改变。 电和磁的显现都不会改变。 它都不会改变电磁现象。,1.0,1.0
361,u130681,希望你也会说.,3.0,3.0
362,u120794,“并在下完锚、架好船梯后,5.0,5.0
363,u189482,保护艺术品的人 应该活下去,1.0,1.0
364,u84231,但这儿说我们给她注射华法林.,3,3.0
365,u31696,把门拉了上来,4.0,4.0
366,u2276,好的先生，先说下是哪一年？这就是为什么我要先从男士开始。,4.0,4.0
367,u277208,你看到的画像肯定没这个光亮,3.0,3.0
368,u63581,你们没时间考虑 快起来,4.0,4.0
369,u57437,为自己建造一个空间的人。“,2.0,2.0
370,u196497,我不是老古董 - 我想让你教教她,4.0,4.0
371,u184296,却要养活3个混蛋的傻子,2.0,2.0
372,u48345,所以这是一个能够感知外力的绳子,1.0,1.0
373,u131405,我只是乘机捞油水,3.0,3.0
374,u283744,雷镇！你曾爱过一个女人吗？,1.0,1.0
375,u121207,我担心他们提到的那个毁铁,5.0,5.0
376,u112301,可能对社会的某些阶级来说是这样的,5.0,5.0
377,u222817,有那么多的悲观主义者,1.0,1.0
378,u206663,你看,5.0,5.0
379,u63425,你会惊讶一个没有父亲的女孩是 任何来吸引男人的注意的.,2.0,2.0
380,u272047,如果我们不去买，那里只剩三条了,2.0,2.0
381,u66439,我这么说可不只是因为他是我的女婿哦,3,3.0
382,u62843,去吧，去赫伯肯玩你的骗局吧 你这麻烦精！,2.0,2.0
383,u261588,任务完成，那贱人已死了,1.0,1.0
384,u174170,你曾想过这些美丽的生物 对人们的危害吗？,3.0,3.0
385,u286528,不，没关系 你想让我是谁，我就是谁，宝贝,4.0,4.0
386,u90325,这太不可思议甚至无法解释,1.0,1.0
387,u241894,而且我知道你们很不喜欢，还认为我是完全疯了.,2.0,2.0
388,u97556,我被他们带走四天,4.0,4.0
389,u50211,当细菌被稀释了，这些小荷尔蒙分子也随之消失，,1.0,1.0
390,u273162,晚点再问达拉斯分公司的问题,1.0,1.0
391,u290933,还没有被权力侵蚀？,4.0,4.0
392,u223863,万一他被敌军救回 又会回来作战的,1.0,1.0
393,u148034,快点，你又要惹你爸生气了,2.0,2.0
394,u2593,这个想法就是，我们可以研究,5.0,5.0
395,u20671,当你停止自我中心的境况－－我有多幸福，,4.0,4.0
396,u67028,我不喜欢这些舞会 但为了女儿不得不来,1.0,1.0
397,u60826,如果爬上屋顶能获得灵感我也会的,1.0,1.0
398,u294086,不管怎么样，你们知道我在说什么吗？,4.0,4.0
399,u133946,你们以为我是贼的话就太有病了,2.0,2.0
400,u279474,现在 可能是他最后一次比武,2.0,2.0
401,u86517,我有一个非常好的注意 到芝加哥。,2.0,2.0
402,u19865,同样道理可以解释为什么我们从初始状态,5.0,5.0
403,u24474,现在我给你们几秒钟自己读一下，,2.0,2.0
404,u94070,"噢,滚开,我也许不走运,可我不是白痴.",2.0,2.0
405,u178617,为了你，我希望他能看到他多么幸运,2.0,2.0
406,u237824,我正在做我最拿手的 柯彼特式西班牙大餐,2.0,2.0
407,u135074,因此，不可待之以轻忽之心…,3.0,3.0
408,u258109,要是这些漏水也只是虚幻的，就好了。,4.0,4.0
409,u269695,你一定要这么做 是吗?,3.0,3.0
410,u192504,这是我的伙计，艾拉 他为我写了不少笑话，亲爱的,1.0,1.0
411,u254825,除了这些枪还有没有藏其他武器？,1.0,1.0
412,u265189,一顶大的佛里几亚的软帽 将会覆盖城堡圆顶。,2.0,2.0
413,u169502,你最多只要坐三年牢 立刻开始服刑,1.0,1.0
414,u74053,12:40给你父母打电话.,1.0,1.0
415,u205492,让波兰在欧洲真正崛起，要靠你们,2.0,2.0
416,u221204,通常远不如人们想象的那样好,2.0,2.0
417,u61850,我们为你起草了一份否定声明,1.0,1.0
418,u132279,现在怎么办呢？,5.0,5.0
419,u276845,所以我才这么暴躁,4.0,4.0
420,u29226,我们去到禁止户外广告圣保罗,4.0,4.0
421,u191458,教会安德鲁和玛格丽特如何去爱,1.0,1.0
422,u270795,我真不敢相信我居然信了！,1.0,1.0
423,u10648,她说她父亲从没想到过上帝，从不谈论上帝，,1.0,1.0
424,u212499,告诉他，如果真的要套着绳子手淫,1.0,1.0
425,u247075,我不懂什麽是爱,1.0,1.0
426,u269119,你知道该怎么做,4.0,4.0
427,u108050,两个月了，我们一分钱都没看到,1.0,1.0
428,u41286,第二，我要介绍我的合著者,1.0,1.0
429,u96168,为什么你就不去学做会计呢？,3.0,3.0
430,u23565,我们将会使用什么样的无线技术呢？,1.0,1.0
431,u16749,是要在游戏里拯救世界和自己的权利,4.0,4.0
432,u243783,不，我不是 我要去法律公会晚餐,3.0,3.0
433,u90209,因为-因为那块有缺口,4.0,4.0
434,u196313,还把我送到一所天主教寄宿学校去。,1.0,1.0
435,u59079,15年，实际上花了大约40亿,4.0,4.0
