,avg_labeled_utterance,engagement_markers,self_mentions,deontic_modal_words,slang_and_colloquialisms,adverbs_of_degree,transitions,explicit_references,frame_markers,chronological_markers,hedges,boosters,situation_dependent_references,causal_markers,place_time_svo,code_glosses,evidentials,figurative_language,attitude_markers,emotional_self_disclosures,positive_connotations,negative_connotations,self-mentions,endophoric_markers,additionally,idioms,pleonasms,informativeness,constructive_feedback,author_revelation,comprehensibility,detail_level,explicitness,context_dependence,persuasiveness,logical_reasoning,anecdotal_reasoning,right_wrong,tradition,supportiveness,empathy,status_suggestion,status_appropriateness,personal_choice,group_harmony,shared_responsibility,self-reliance,group_wellbeing,self_growth,self_responsibility,ext_responsibility,other_reliance,accomplish_tasks,implied_meaning,creative_text,repetitive,point_faults,tactful,critique,challenge,conflict,build_connection,vividness,expressfulness,vagueness,matter_of_factness,abstractness,figurativeness,concreteness,formality,conciseness,verbosity,emotionality,impersonality,politeness,directness,bluntness,cultural-relatedness,exposition,narrative,narrative_mode,expository_mode,storytelling,indirect,suspensefulness,prosociality,clarity,engagement,showing,context-first,setting-first,chronological,transition_level,causal_level
additionally,-0.007337282161539613,-0.018463915934839422,-0.024524833538828485,-0.012089649244392025,-0.003240516418433287,-0.00955140340344285,-0.012889716343339077,-0.012645287838922879,-0.008936389238914025,-0.009955494675537345,-0.010975107476673596,-0.010849587640305287,-0.008571057185097453,-0.008095328207076168,-0.007086854555770239,-0.004182972880545696,-0.0033551875880429025,-0.002585096056212079,-0.007129212205074868,-0.0027367849296124065,-0.0026783676762560694,-0.002538621861196385,-0.0010030090270812446,-0.0027179112104104186,1.0,-0.002616293116895854,-0.001003009027081244,-0.0038661653910748105,-0.00737014966300669,0.029099320736111302,0.02079960457759177,0.033742805504984166,0.01149685723418545,-0.042402787792069796,-0.02374311833518091,-0.009405206436089351,0.18479677084660087,-0.013756051545866134,-0.005517394299543336,-0.01854191748849824,0.013122314089266382,-0.019557512593311205,-0.01897215886301355,-0.005780494655334814,-0.014614250392295896,-0.01162528666604182,-0.013120912741027238,-0.011477916076004782,-0.009986866192624901,-0.019701092219368506,0.10220101064232961,-0.015145430714557175,-0.01781658828884924,-0.027212718100355804,-0.009137104224035918,-0.004866564781515453,-0.04122286525221843,-0.03390961616767041,-0.01679253214237452,-0.014971899479164845,-0.017291633129780753,0.06317757123240675,0.0044140820716553324,0.05708339260329682,-0.04764388315762763,0.015098351553329304,-0.03568745974157713,-0.009609572423870446,0.04927979420008458,-0.04414485459244908,0.03043331113111489,-0.007579775077574254,0.05671882393828178,-0.03767225604370861,0.004306468667863455,0.036840168648793636,0.042292511594780056,-0.014546507135923379,-0.013738949836720546,0.03547783546487627,0.03641420366288706,-0.016228980801077583,-0.007081020977065711,-0.027701332985588193,-0.010515776558013688,-0.021375846568422858,0.03210658454234198,0.03085174628651492,-0.022441983978388296,-0.01851688667150561,0.01314856657361453,0.01774428204011971,-0.01205264295777641,-0.015016480631523266
idioms,-0.03945646389539617,-0.04501058867230576,-0.01739138858453961,-0.024984205395623276,-0.008452706378332795,-0.008614563232377918,-0.010546516961906637,-0.006417256174440501,-0.007575762488536504,-0.017557036680901406,0.011998315927156654,0.02283159395170133,-0.02235712472413757,-0.021116212212784705,-0.01848566492831965,0.015435194314209422,-0.008751819729913596,-0.00674307891132714,-0.01859615249456425,-0.0071387508790479465,-0.006986372731157389,-0.006621853565143914,-0.002616293116895861,-0.0070895198349544865,-0.002616293116895854,1.0,-0.0026162931168958597,-0.032235128758411065,0.0550575109243022,0.012247622172240718,0.03589859217167955,-0.04644794776472843,0.0029282463163984767,-0.04924963022399683,0.048661025804272305,-0.024532956531139842,-0.021949624321821334,-0.021877423548126912,-0.014391815366908322,0.014312761884477592,-0.003459781646013363,-0.005804608686450546,-0.029755427738308738,0.04968129466246046,-0.020653941279996004,-0.025099828259006886,0.14070045346643306,-0.0246930904636964,0.12206144260091085,0.07214453126912294,-0.034220111882961014,-0.03950601147252628,0.007882838893615473,0.09107624016916725,0.11489760454225274,-0.012694162860984086,-0.003318720741873944,-0.022806153602921368,-0.013650444282841517,0.06193182387705089,-0.026431552672705545,-0.019690503972201765,0.12219856075433992,0.06762501622352561,-0.02007417189112132,-0.036523308930584385,0.022738526661943707,0.11978554541303951,-0.01265385990643853,-0.023900652929323734,0.05453365406057664,-0.019771420622987323,0.03868017728157679,0.007731012534018073,-0.03967848977582898,0.024500116689815853,0.014974940982304856,0.0766249696635943,-0.0358372845315156,-0.01711750891423595,-0.01670681159018645,-0.04233239145180195,-0.018470448363563492,0.017268656841444446,0.031156559312608075,-0.03979899950649883,0.024668183027164003,0.027666124498009877,0.09989726788148684,-0.044960173752482555,-0.03429730271092386,-0.03433003900644638,-0.03143864707040137,-0.019947142631956433
pleonasms,-0.031111982152502368,-0.01846391593483947,-0.024524833538828547,-0.012089649244392006,-0.0032405164184332725,0.0375235547036117,-0.012889716343339058,-0.012645287838922877,-0.008936389238914022,-0.009955494675537363,-0.010975107476673622,-0.010849587640305304,-0.008571057185097453,-0.008095328207076171,0.0688279506335235,-0.004182972880545695,-0.0033551875880429,-0.002585096056212079,-0.0071292122050748705,-0.0027367849296124004,-0.0026783676762560595,-0.00253862186119639,-0.0010030090270812453,-0.002717911210410424,-0.001003009027081244,-0.0026162931168958597,1.0,-0.0038661653910748764,-0.007370149663006711,-0.04350348450048644,-0.009771831900223571,0.03374280550498433,0.011496857234185483,-0.02216463273875284,-0.02374311833518094,-0.00940520643608928,-0.011068965458526233,-0.01375605154586618,-0.005517394299543272,-0.018541917488498264,-0.016506802338534143,0.006023611349184956,-0.018972158863013535,-0.025139332460784845,-0.014614250392295889,-0.011625286666041844,-0.013120912741027162,-0.011477916076004808,-0.009986866192624858,-0.019701092219368534,-0.01785149479675343,-0.015145430714557167,-0.01781658828884919,-0.02721271810035576,-0.009137104224035924,-0.004866564781515366,-0.02788723493723829,-0.012090275783830831,-0.016792532142374576,-0.014971899479164786,-0.017291633129780746,-0.013808040599024195,0.031607007426667666,-0.016330558193211157,0.011866248746392765,0.03537850612967211,-0.013823687597872995,-0.009609572423870442,0.030866752413605918,0.012121511797415795,-0.031933104698151256,-0.007579775077574308,-0.019338127745164975,0.05070788389898345,0.004306468667863401,0.006429508341518091,0.02470587552328401,-0.014546507135923398,0.0376148776428565,0.035477835464876234,0.03641420366288703,0.023468379099597477,-0.0070810209770656996,-0.0027501323361143306,-0.010515776558013704,-0.02137584656842284,0.005906771481624679,0.0022630343144240087,0.035883797298777075,-0.01851688667150562,0.013148566573614564,-0.013161116696423857,-0.012052642957776421,-0.015016480631523277
informativeness,-0.2844076044042134,-0.15339052225074998,-0.05640533987140699,-0.009609694386609925,-0.0406781624340182,-0.083015010554382,-0.012336720385982667,0.08465308312128808,0.009666873769890129,0.04502991573433373,-0.05642309640743009,-0.04547868525274529,-0.013220618418297593,-0.0036134932660392863,0.11370477279588156,0.07944646336258018,-0.019291308843856797,-0.019272195305615997,-0.06721530513559716,-0.019148865535219436,-0.010323947377271143,-0.05640078076947487,-0.0038661653910747984,0.007857676928056737,-0.0038661653910748105,-0.032235128758411065,-0.0038661653910748764,1.0,0.06387626613300192,-0.06596563181757686,0.2324414398030861,0.5927595722341717,0.3134303371419581,-0.16606673222790536,0.10855155756691942,0.1664801321952235,0.08845991480818534,-0.0357642424857199,-0.0031006983466910693,-0.017215732961430107,-0.04460186336336046,0.05560913421328145,0.11161733767601181,-0.08519065655594879,0.024780545502366122,0.13228542289131667,0.05507290797643508,0.10897475709959317,0.006690320340880138,0.0910581818021292,0.08797269608633673,0.05096924029407026,0.25381312393393796,-0.2644226865918392,-0.12114092527207106,-0.020646434300429155,0.017056405910311708,0.09123832127540017,-0.06932485681353012,-0.090619941806389,-0.045587545446152275,-0.0023531811392391803,-0.020464769626070647,-0.1386525565339805,-0.25881591616251315,0.44261427766764483,-0.2511358536036712,-0.14148269474847244,0.35043951922953204,0.29963896366465287,-0.09837785189298816,0.10116716382779072,-0.221948878130378,0.20134985758448493,0.08282552935193238,0.20768080859456375,0.06961578028724207,-0.006017727394868506,0.47738761229683907,0.0931527059817211,0.09115451219447307,0.5059734371228606,0.05111289923502578,-0.17850899852346302,0.005777127640032512,0.08629300057459016,0.2642481904598988,-0.11682307850201712,-0.00033422568871178075,0.013836234739182529,0.07646324415248298,0.14642513154876352,0.10324115767247467,0.05494411111955497
constructive_feedback,-0.0003870979856324431,0.09936826081965122,-0.04380388817490904,0.2554862999798774,-0.023811441716316068,0.01870667379022441,-0.0016688785783619195,-0.04408439759095626,-0.03117130775398611,0.033468036423084734,0.025063067518125696,-0.028431458266338885,-0.014969161949748374,-0.005648857269415385,-0.015830777531264058,0.057229037998069165,-0.024654049967324974,-0.018995387193048902,-0.03838824164622656,-0.020110002983124757,-0.019680750714687056,-0.018653892985633653,-0.007370149663006752,-0.005594831742565851,-0.00737014966300669,0.0550575109243022,-0.007370149663006711,0.06387626613300192,1.0,-0.007328407883105715,0.028982576478103254,0.0043101646346541895,0.06927544346158974,-0.014428295998124372,0.3385157853117313,0.10876171511437405,-0.05769766240960924,0.2208956297835767,-0.021141248760189062,0.2061144671651501,0.16381198910737801,0.044395909225358715,0.10621352936479209,0.1490488058764062,0.1568774068372507,0.09483332356932005,0.1830602092240453,0.14737135745168425,0.2805574306122684,0.30099084420063654,-0.021972207450913554,-0.042623565823161264,0.04505382445884889,0.036986694934995235,0.015561756740602808,-0.023556568237258504,0.019857209344208333,0.05577862955322728,0.29842381767767284,0.11422788611744415,0.17769877516507387,-0.047356674873009014,-0.06910167963903915,-0.015064217869613072,-0.01784416026030813,-0.04561844485406487,0.04403296809631128,0.014310969910252507,-0.03589128525648519,0.03485932583345204,-0.009895378206516708,-0.03759152798964969,0.008057274368382954,-0.046960305934248714,0.036701488896788606,-0.03294758318804662,0.009171017406421395,0.000716511912926129,-0.0013699550939572545,-0.07102430570760827,-0.07029215076792533,0.029364204652679006,-0.05197682679755635,0.11495522439597829,-0.05639441417813587,0.19386857154195505,0.014457775818460137,-0.007781875647454186,-0.018627461009551354,-0.011649728220353837,-0.04908414262893064,-0.04292993923903144,-0.020138889044546807,0.03767097580135888
author_revelation,-0.17908374302778565,0.01923068667678204,0.5016371191463145,0.0318082706734957,0.07190213474589008,0.07150228998918762,0.03378266020728815,-0.0721263115143656,0.05131842941608259,-0.005035884442623051,0.03843196780886762,0.08582039657016062,-0.09903535543635188,0.010127205684600016,0.028802648346639013,-0.07680876496828129,-0.0196593950202296,-0.026681887770523206,0.05093299131890716,0.1512572428189748,-0.0037766870893893843,0.11429101391227943,0.004898385657245428,0.02113516235912325,0.029099320736111302,0.012247622172240718,-0.04350348450048644,-0.06596563181757686,-0.007328407883105715,1.0,0.26524888367050353,0.06334082128762322,0.3358138827632963,-0.31759807672822915,0.11988116871771268,-0.04675705026591614,0.289122433144407,0.21674458923714587,0.02715874240334891,0.12163788621793249,0.16639479602322058,0.16914905845618958,0.034952434212887046,0.31068586980683743,0.13076565502985044,0.06614521051535445,0.1889098888304511,0.13366055540608557,0.17602724896951813,0.26604760272829675,0.11801175060762828,0.10200654603991811,0.013710944087901756,0.0007243874032292636,0.03046282646192659,-0.04936354269815605,-0.045388329980680035,-0.05761097540519973,0.059715929220913656,0.2108332465766175,0.05116829644320705,0.3366355004626384,0.21125230127420364,0.5001065737877411,-0.295952850373526,-0.17475957336018413,-0.03508966615136671,0.05190255274324031,0.07561930658877698,-0.3273601291924809,-0.04283319564701908,0.017734042067135407,0.6186679442674565,-0.6476311776811614,-0.1530825697130654,0.198553434099616,0.2571057660261183,0.024462489566220682,-0.2337644071917269,-0.009763327107440108,-0.0146807010455032,-0.23266654179562837,-0.026104767381304354,-0.09201740132808552,-0.04812565264851837,0.12203305936063129,0.2706642078024545,0.3326518101147291,0.004104778845186411,-0.0981632114479825,-0.09533332207517202,-0.10465808143024839,-0.09317464970938963,0.001859406431518004
comprehensibility,-0.5417150639375701,0.08564239608036094,0.16101918988424918,0.08683404629934324,-0.004317707485128815,0.041184958906364796,0.02935287749957103,0.049802605316694205,0.0454911979167336,0.02319820428953493,0.02803493856410691,0.062457281523541526,0.042071625968235014,-0.03207438597153788,0.052029898629943123,-0.07560169232190418,-0.00640098478189538,-0.035500889244780696,0.03585779066666648,-0.007262005567710103,0.024437770761866373,0.03926115196057923,0.020799604577591824,0.013807304668629202,0.02079960457759177,0.03589859217167955,-0.009771831900223571,0.2324414398030861,0.028982576478103254,0.26524888367050353,1.0,0.0859415429616003,0.6022991143065516,-0.3463228255846578,0.15199506692490367,0.00158585581896887,0.09497854723330973,0.05681997665857986,-0.019225543999229162,0.1432772186180382,0.12978243026913824,0.08085946870723489,0.13191483542535895,0.18127088825674573,0.10884874055420941,0.03131318419859031,0.04448318409777588,0.05107544691230979,0.023108288785613464,0.13347771034836306,0.035643571122223494,0.0908110775041568,0.07731787711911171,-0.18812073323217632,-0.12879113591627117,0.005100577476051166,0.024711626845418867,0.1894874074740709,0.0039618641428714315,0.05098544402555143,0.08529133252181607,0.10968331081318738,0.021728104166199573,0.1682903590780524,-0.39851972122172624,0.3673507309082663,-0.32256587629195393,-0.11559443618787564,0.39849439452208973,0.024012059829819358,0.2898396987524837,-0.06812931071529173,0.2049621451606877,-0.3051932123165946,0.12513823873539678,0.573357840690203,0.21933803223594456,-0.06187848759927463,-0.022060897402136594,0.005953752637590426,0.005912150939460346,-0.02842134089477203,0.005128903161683906,-0.2321236983049164,-0.04094954345739593,0.16147498940902058,0.8198522829286968,0.242477454522175,-0.06017256011246357,-0.12458735111803526,-0.028138435817398888,-0.0018798031849826173,-0.044344971957632456,-0.030869404113803973
detail_level,-0.16392516395582396,-0.1915946060155547,-0.064679602942113,-0.06384747407170334,-0.06963424671100231,-0.05802762766989923,0.017059499163047748,0.026510328181427074,-0.015313585703803418,0.06358754205435482,-0.04914632514983287,-0.03793433403973334,-0.06565924808493916,-0.04506567163460206,0.13138893608660218,0.06943776185751516,0.0007799532685420393,0.0002411098658792751,-0.08757984407096814,-0.01701346902765224,-0.007462963946878706,-0.02989714445541377,-0.021553286274940714,0.003830476816376483,0.033742805504984166,-0.04644794776472843,0.03374280550498433,0.5927595722341717,0.0043101646346541895,0.06334082128762322,0.0859415429616003,1.0,0.1954350364015193,-0.1449387102980706,0.025696359192003446,0.17725792600796436,0.2621772242690271,-0.004208364981857303,-0.009577522761780779,-0.0694879841778614,-0.051538944399476184,0.0026779942337061837,-0.005090064873375674,-0.07230359573209638,-0.0008884162822468171,0.10147691724299496,0.00980491387092514,0.05275796897388165,-0.018457627752531687,0.05760166132642042,0.041197872108862936,0.019577163912408126,0.14626469206481973,-0.12888878029946405,-0.006758414145714973,-0.030682593377044518,-0.002403563417331163,0.03542916427406339,-0.03723162059128291,-0.08056701465402404,-0.062039126843284796,0.12243584337328355,0.1943894289979263,0.07029533842463759,-0.2213490314736284,0.24573142895881595,-0.17469906486963493,-0.029104416708908683,0.25314085638426476,0.15711059197840135,-0.24225897250081832,0.19541137041050063,-0.047053566511312706,0.1017108798668613,0.029709771154367258,0.04791721259636537,0.04703986917741054,0.003590358415118389,0.4112986174945192,0.26661416336573096,0.26472682643844925,0.3948634256566596,0.18952309020427738,-0.06948456539007326,0.06410665589834923,-0.007005195095320465,0.10705205368385032,-0.0007243486531887935,0.1915316125118082,0.1149247847865027,0.15929970482958736,0.21932618660396952,0.1504198517526342,0.09218228971699091
explicitness,-0.558496698886385,0.14677530981852047,0.14647369725761858,0.11355806748106367,0.04524856045486024,0.039560893520478174,-0.015601440770277763,0.06548256818508208,-0.0020781652599858335,-0.004080071707920904,-0.12523110040257518,0.06409374625654018,0.028805248582259423,0.017259189180498957,0.03057783898786602,-0.05734313564980244,-0.05392659527833915,-0.07645580495704404,-0.015996535055768393,0.033664285062134966,0.014142282688155629,0.07761617561107856,0.011496857234185436,0.027600162794237094,0.01149685723418545,0.0029282463163984767,0.011496857234185483,0.3134303371419581,0.06927544346158974,0.3358138827632963,0.6022991143065516,0.1954350364015193,1.0,-0.4482941972065169,0.2505201406819199,0.015124296281215624,0.03893508781475934,0.21381156124566325,-9.545110883879052e-05,0.097996295793987,0.07490718240298896,0.2459990280956859,0.21970133208282575,0.19483789734716897,0.10606196225900798,0.0511328486566478,0.022015102825494574,0.11231947511110656,-0.043241624349819166,0.23555993367901862,0.10812444877184414,0.11807301726641779,0.15548348162141779,-0.5053238722608913,-0.22139209009874314,-0.03620742582314532,-0.14470691396292557,-0.08218318818269331,-0.1689237917771218,0.1552924611686,0.0070616076371196115,0.06223652381984059,0.0486894372294127,0.1874403825439031,-0.6385443855944118,0.4220109972036518,-0.5054322799010115,-0.21629722746907815,0.608947763773008,-0.023776429722111976,0.2009469800316168,-0.015366182391074111,0.27299292222255134,-0.308431624738594,-0.15096664826710054,0.6528213726694346,0.5008217971736955,0.00991852258667193,0.0064202558115135176,-0.06363656638269989,-0.06215238662428414,0.02427085736591244,-0.07291063259451569,-0.5226108550594636,-0.1763380204092657,0.13854828841906738,0.6910711084786207,0.1858822881270345,-0.20493307034972258,-0.23216410727585346,-0.09388081196601995,-0.055870803646396426,-0.11726727053250496,-0.008145051447027443
context_dependence,0.49410457537750263,0.050194095932408554,-0.08151748647125356,-0.006790962769692228,-0.0856607537309867,-0.07048853540290081,-0.007501018043865174,-0.009530243372242763,0.06544200309482573,0.03091304791144672,0.0162814949482754,-0.019228045545552894,0.07353721319573753,0.047289827110416134,-0.0839309428630473,0.03258592112486396,0.014991549204855428,0.023885167903842913,0.025236566973559582,-0.05832788067207113,-0.03348995909231881,-0.07461542619866528,-0.02216463273875292,-0.02911588021504157,-0.042402787792069796,-0.04924963022399683,-0.02216463273875284,-0.16606673222790536,-0.014428295998124372,-0.31759807672822915,-0.3463228255846578,-0.1449387102980706,-0.4482941972065169,1.0,-0.08523920557032022,0.07073966191980818,-0.08497763137127529,0.0003848652696445608,0.010276224877651098,-0.1786007635919122,-0.12328523147087476,-0.08891882131882779,-0.059688267735197975,-0.13169732577591417,-0.088683618624487,0.03322472083028293,-0.11017771019380594,-0.06654681898476361,-0.08485325116121899,-0.05903811372833007,0.1066786883600311,0.04822724417692567,0.03570277994547043,0.34042898142209344,-0.08286366171606517,0.033400648038451566,0.03134867238603339,-0.09044742660454985,0.12939666524924412,-0.017720668222273236,-0.018409543775827184,-0.1755498388916625,-0.21209934818199935,-0.2942002784343214,0.6818991550036679,-0.1379671184194582,0.22384319622661866,-0.07334258492995872,-0.30857965880139954,0.10160908629132076,-0.10416969756393846,-0.001193757330495688,-0.20784407629017906,0.228691078527642,-0.031260275289449385,-0.3015906403308468,-0.12013801479084972,-0.0934908098905192,-0.03415626929115712,0.04376546549069341,0.04418500848396169,-0.02695624182935799,0.03457665719568998,0.2859175619304789,0.15459408600448624,-0.12632703488328928,-0.47620627442415375,-0.19846539361972698,-0.00858245885373441,0.17569976919500052,0.02100947556868075,0.04166352018365304,0.09612140172663823,0.07230182528756297
persuasiveness,-0.04281431734124376,0.1624443403643284,-0.014708269760002153,0.2349540167589884,-0.021444550989538097,0.016690651148310275,-0.03249706322681469,-0.11701445637266751,-0.025257939246176784,-0.023947544756488203,-0.017125868465001116,0.06850835449384912,-0.04004637545328773,0.06365239637909925,-0.04326706225100969,0.023227276152783985,0.010121704188866666,-0.0005107915084226279,0.0030598252741686413,-0.053744907353062914,0.009321292675272761,-0.03369116529930716,0.0077251845844878335,-0.02326070565865224,-0.02374311833518091,0.048661025804272305,-0.02374311833518094,0.10855155756691942,0.3385157853117313,0.11988116871771268,0.15199506692490367,0.025696359192003446,0.2505201406819199,-0.08523920557032022,1.0,0.22233056516851116,-0.14349008329037333,0.28272481460424653,0.05354265381187248,0.34371583996286387,0.2522348965519003,0.22979748209143713,0.1728183355155661,0.1782896145357222,0.2987778315350792,0.2314434211723846,0.14278471522848324,0.30536811363549404,0.1815377880670719,0.30325072399956804,0.12880091111706357,0.15879622046785016,0.2165443768506054,0.0006248766986559164,-0.016070881150287906,-0.02728468179440121,0.09240682412236295,-0.03513644605684143,0.16355116028479955,0.294968328718837,0.255156537027909,-0.08448550272147948,0.017824295893145093,0.15426817403276494,-0.09807010990094894,-0.03812451219127042,0.07625241623963475,-0.01260816067916256,-0.013401138150346324,-0.009167317377772525,-0.007683602884808818,0.007598086152212614,0.2231474704479397,-0.10572296814619402,-0.09419994585429621,0.12728392751412146,0.21410683921091855,0.030566116576184472,0.02218601360629789,-0.1698127453167394,-0.17219704282449372,0.039255088992021535,-0.12972589312909882,0.011633208915262707,-0.06412551269791279,0.3337302354232737,0.12939091557599453,0.2162580582962357,-0.10618338029430516,-0.08928237813053681,-0.11992876548601575,-0.07414727339562445,-0.03328883115591431,0.1372071344268277
logical_reasoning,0.03865734121449552,-0.04750360456589831,-0.07499126420540804,0.017407000932400076,-0.03038629269727709,-0.00041561168950746857,0.06842680378568053,-0.11132394425280039,0.021409207237093313,0.031873515462453636,0.018715623441286567,-0.018865629347235874,-0.016637472610279556,0.17656163742953668,-0.007878265946949152,-0.001320543606701673,-0.019122747470535467,0.0020906715591789134,-0.04314442078157508,-0.025662807152480305,-0.025115029104216348,-0.023804633879718182,-0.009405206436089334,-0.010425561498364938,-0.009405206436089351,-0.024532956531139842,-0.00940520643608928,0.1664801321952235,0.10876171511437405,-0.04675705026591614,0.00158585581896887,0.17725792600796436,0.015124296281215624,0.07073966191980818,0.22233056516851116,1.0,0.0032183551089122416,0.02397238906130233,-0.007068172939139607,0.0039775250622722,-0.01985638795590153,-0.06325519500126656,-0.052376977649305496,-0.002488794721186053,0.0180722045007727,0.05915705433503601,0.03468422248502852,0.03152728086892824,0.022687965603277436,0.08598361657809407,0.08310656120118592,0.0056213227952245075,0.024006886479705634,0.08297803613095443,0.005919089862437612,0.052121409521499504,-0.02126142719977274,0.035202411447651225,0.06897010975352091,0.14872135187684787,0.03467937163944295,-0.03775951540614612,-0.04401227998769439,-0.048247315965659295,0.02607466190110005,0.04984121589249201,0.07480261846452403,-0.0033519299867172734,-0.034623992113765364,0.10019501522948482,-0.1425369845341543,0.11804178916721651,-0.0890948447061823,0.12696800286745716,0.04415081560479957,-0.015138786085502386,0.01548055382905882,-0.06198145045705919,0.324049578021872,-0.014806178455499079,-0.018961991283546233,0.3312738962694232,-0.01776190630872089,0.05476575611597198,-0.030043962923433996,0.014411985858420111,0.008824512223393251,-0.00026992919407086867,0.03669197203288133,0.16498759112455674,0.01668312076563299,0.03890807556032071,0.18081520803664522,0.4496728531273889
anecdotal_reasoning,-0.08522175458794531,-0.1383495884513742,0.14011378961794274,-0.05116302433237193,-0.015342563206599925,-0.03584019133484955,0.04847135730377333,-0.04429672278486658,-0.01969561910461354,0.14725995256415197,-0.04456867366299896,0.005529954927312517,-0.04485550688105881,-0.024589160841414322,0.16094630545912958,-0.02931699876079486,0.05455313972766584,0.024654891923301545,-0.0026395599466226194,0.020367118086526935,0.006335354724363604,-0.002461428353810813,0.06727732906352489,-0.029994211911452053,0.18479677084660087,-0.021949624321821334,-0.011068965458526233,0.08845991480818534,-0.05769766240960924,0.289122433144407,0.09497854723330973,0.2621772242690271,0.03893508781475934,-0.08497763137127529,-0.14349008329037333,0.0032183551089122416,1.0,-0.00784561019283577,0.03216878104320573,-0.05312869762362298,-0.006896463368439652,-0.05142437875362909,-0.06987261040047243,-0.043043387760792876,-0.06453449252879645,-0.02405289419903788,0.0013987718898446216,-0.08078789281402991,0.09193695468394499,-0.0031576053350203114,0.08600043960685606,-0.03130009317182318,-0.06716756126723211,0.003398419959856501,-0.017742502069288027,0.008118625173666568,0.006339801637446346,0.03790440239968497,-0.02041471932021826,-0.0965816866983212,-0.054591905739694524,0.5014580422837339,0.12128878748238058,0.1351795801557239,-0.07677872149630667,0.048197206432423936,-0.07772403688237635,-0.030132313739802213,0.10692132137659764,-0.09794385387351996,-0.1086213105016582,0.08030329398222098,0.12324853629359316,-0.1898469107391879,0.01911293429416355,0.015003060912218851,0.0019860454732106123,-0.003600666440087953,0.021360798119650762,0.47539727294236384,0.4545916609925765,-0.0002658653307871655,0.40833684272073606,-0.018318399685765364,0.0720057934906397,-0.07376454705928688,0.06401511087624288,0.05234991192667225,0.20445769225581584,0.17148663863956867,0.17506801812216433,0.22616984057918407,0.15561026656524082,0.026895329911066652
right_wrong,-0.030630200132724626,0.15695772070161976,-0.046402664703662,0.10800253661952293,0.010495854434343206,-0.02164930121699803,-0.010472369559897996,-0.04121853801668855,-0.050905697764300435,-0.03866429814903403,-0.07142516382533252,0.06027437384009702,-0.04097459564879491,-0.010401968808847945,-0.03593686325629189,0.014347871430525478,-0.005629435198513836,-0.008456194471495737,-0.035294762152622484,-0.03753441249801275,-0.036733232521920046,0.15893766718715133,-0.013756051545866094,-0.024401114244787324,-0.013756051545866134,-0.021877423548126912,-0.01375605154586618,-0.0357642424857199,0.2208956297835767,0.21674458923714587,0.05681997665857986,-0.004208364981857303,0.21381156124566325,0.0003848652696445608,0.28272481460424653,0.02397238906130233,-0.00784561019283577,1.0,0.0729457574813658,-0.04726915475878214,-0.009639927153552596,0.2750555497827395,0.07436287562786066,0.083954338100632,0.09340376780068436,0.11327289956099548,0.00742718731630409,0.1530774362837583,0.007773345148348863,0.3749898916424693,0.15785202122447387,-0.013479171527461153,0.0020528630084943574,0.042189975608771385,-0.04072024793339958,-0.01621292893600068,-0.21358437503503985,-0.35187980031638916,0.09966362901542687,0.42947452296834243,0.02007892150801786,-0.08784999387483386,0.05329782332466423,0.1688367280908601,-0.1482828739467266,-0.053884267321496045,-0.013848803882318149,-0.0260749401386378,0.05292329723046811,-0.08346762812099033,-0.040919063137217625,-0.010282672229640593,0.3033646704627759,-0.1493238714688594,-0.3913477180750054,0.15821406317102507,0.40660966966162426,0.06393579261691512,-0.08328782412363098,-0.04040158741779208,-0.04054205385483957,-0.06285733320195659,-0.04456600861724615,-0.08827942563730005,-0.07938045098424007,0.01376470578207381,0.08118087671060976,0.12565161405635944,-0.060006420190217555,-0.05523763934782288,-0.06082916868818159,-0.07969333494063865,-0.06494653172677217,0.03883213137597339
